pool_id_bech32,epoch_no,active_stake_ada,saturation_pct,block_cnt,delegator_cnt,margin_rate,fixed_cost_ada,pool_fees_ada,deleg_rewards_ada,member_rewards_ada,owner_member_rewards_ada,total_pool_rewards_ada,epoch_ros,owner_stake_ada,ticker,pool_group,entity_id,display_name,is_mpo,pledge_tag,category,declared_pledge_ada,health_tag_current,owner_stake_ratio,pool_class,is_private,operator_take_ada,effective_fixed_cost_ada,margin_take_ada,delegator_pot_ada,operator_take_pct,fixed_cost_pct_of_reward,margin_pct_of_reward,delegated_stake_ada,deleg_yield_per_epoch_pct,operator_total_income_ada,effective_tax_pct,eff_entity_id
pool1qqqqrwzy7njvjq9wph7usj5gghm3py9c97688ek8pgc7uem9cfz,614,6688585.229705,8.7,6,1343,0.04,340.0,401.599636,1478.391256,1445.236419,33.154837,1879.990892,1.626440029,150000.0,FROG2,ADOSIA,,,False,,,,,0.022426267267078803,hollow,False,401.599636,340.0,61.599635680000006,1478.391256,21.361786256994268,18.085193999971782,3.276592240001129,6538585.229705,0.022610262068369497,434.75447299999996,21.361786256994268,pool1qqqqrwzy7njvjq9wph7usj5gghm3py9c97688ek8pgc7uem9cfz
pool1dxkf7k3qwnpgpxqfye8y9jvk7lver3fk8dq7c4dpzezyyx8cf5c,614,2495286.306009,3.24,4,292,0.0,170.0,170.0,1082.61028,644.544735,438.065545,1252.61028,3.217174033,1009688.177216,SPACE,,,,False,,,,,0.40463820716064886,balanced,False,170.0,170.0,0.0,1082.61028,13.571659335256292,13.571659335256292,0.0,1485598.1287930002,0.07287369706635168,608.0655449999999,13.571659335256292,pool1dxkf7k3qwnpgpxqfye8y9jvk7lver3fk8dq7c4dpzezyyx8cf5c
pool10jn0wjlh9y3w2ygq84u2llvlnxfz3lc4g0ssqlmpp3w3y2d2lw5,614,7179657.030765,9.34,8,94,0.05,340.0,448.309226,2057.87529,2029.050227,28.825063,2506.184516,2.11410606,100566.854793,EARN,,,,False,,,,,0.014007194823104873,hollow,False,448.309226,340.0,108.3092258,2057.87529,17.888117300936994,13.566439255743932,4.321678037212803,7079090.175972,0.029069770815815913,477.134289,17.888117300936994,pool10jn0wjlh9y3w2ygq84u2llvlnxfz3lc4g0ssqlmpp3w3y2d2lw5
pool1qqqqx69ztfvd83rtafs3mk4lwanehrglmp2vwkjpaguecs2t4c2,614,1515917.908196,1.97,2,1252,0.0249,340.0,347.129282,279.187259,278.266066,0.921193,626.316541,1.353396994,5018.8490679999995,WOLF,ADOSIA,,,False,,,,,0.0033107657353112353,hollow,False,347.129282,340.0,7.1292818709,279.18725900000004,55.42393650433702,54.285649147497125,1.1382873362273216,1510899.059128,0.018478220455119626,348.050475,55.42393650433702,pool1qqqqx69ztfvd83rtafs3mk4lwanehrglmp2vwkjpaguecs2t4c2
pool1a3kdettzvvlqvkl9m9hwe63ggeq5fgvz0twqew5c62dzx99vsed,614,7894633.251131,10.27,8,1113,0.01,340.0,361.654629,2143.808283,2108.145118,35.663165,2505.462912,2.001838297,131330.540346,LEAD,,,,False,,,,,0.016635420059213687,hollow,False,361.654629,340.0,21.65462912,2143.808283,14.43464308602785,13.570346556381194,0.864296534436188,7763302.710785,0.027614642412716443,397.317794,14.43464308602785,pool1a3kdettzvvlqvkl9m9hwe63ggeq5fgvz0twqew5c62dzx99vsed
pool1qqqqzyqf8mlm70883zht60n4q6uqxg4a8x266sewv8ad2grkztl,614,6858581.819363,8.92,9,1872,0.04,340.0,439.176717,2380.241217,2345.440604,34.800613,2819.417934,2.565346865,100274.481864,FROG,ADOSIA,,,False,,,,,0.014620293889460829,hollow,False,439.176717,340.0,99.17671736,2380.2412170000002,15.576857609645892,12.05922669001509,3.517630932399397,6758307.337499,0.035219487634027005,473.97733,15.576857609645892,pool1qqqqzyqf8mlm70883zht60n4q6uqxg4a8x266sewv8ad2grkztl
pool12vs4c3cm0tr49c7alrevfs0xa5g3s4al4fn46h33e69uusat04v,614,34648434.788118,45.05,37,3825,0.04,340.0,791.644408,10839.465802,10526.623332,312.84247,11631.11021,2.309654071,1000002.930992,BLOOM,BLOOM,BLOOM,Bloom,True,Material pledge,declared_brand,1000000.0,Healthy core,0.02886141717821353,hollow,False,791.644408,340.0,451.64440840000003,10839.465802,6.8062669315898425,2.9231947239884333,3.8830722110404627,33648431.857126,0.03221388101539252,1104.486878,6.8062669315898425,BLOOM
pool1jjry6f6q0swaq457ft9eclaxaskvrxnpj0v3w8edsyfryml3vj6,614,13236295.724923,17.21,19,1264,0.02,340.0,452.637042,5519.215062,4995.803478,523.411584,5971.852104,3.090070326,1255256.32008,STACK,,,,False,,,,,0.09483441184503319,hollow,False,452.637042,340.0,112.63704208,5519.215061999999,7.579508569825761,5.693376093025897,1.8861324781394821,11981039.404842999,0.0460662458030896,976.048626,7.579508569825761,pool1jjry6f6q0swaq457ft9eclaxaskvrxnpj0v3w8edsyfryml3vj6
pool1pfprlfz0ywcnewjegazz05ghgcfkvu40v6edsz6yn8w362sdjr8,614,26929288.983075,35.02,27,1765,0.008,340.0,404.941993,8052.807132,8025.844604,26.962528,8457.749125,2.206624766,90165.012182,ADI,,,,False,,,,,0.0033482136211865276,hollow,False,404.941993,340.0,64.941993,8052.807132,4.7878222327858415,4.019982089501856,0.7678401432839851,26839123.970893,0.03000398649647902,431.90452100000005,4.7878222327858415,pool1pfprlfz0ywcnewjegazz05ghgcfkvu40v6edsz6yn8w362sdjr8
pool1jt7d6ak3m8gnjyxtuxfswe258xzwda80ndl0a57vv5m2zv8h6at,614,13000161.282902,16.9,17,10646,0.029,340.0,484.471464,4837.303151,4835.221725,2.081426,5321.774615,2.753006607,5441.944883,CARDs,,,,False,,,,,0.00041860595146287334,hollow,False,484.471464,340.0,144.471463835,4837.303151,9.103569749730935,6.388846289011808,2.714723457618658,12994719.338019,0.0372251452699511,486.55289000000005,9.103569749730935,pool1jt7d6ak3m8gnjyxtuxfswe258xzwda80ndl0a57vv5m2zv8h6at
pool1nudasuv0lljpe0tswcverqvlh0v4226vgnpsuxn0e9nkvnvcvne,614,38832262.460528,50.49,31,5504,0.015,340.0,480.51893,9227.409731,9214.630061,12.77967,9707.928661,1.749565079,53665.078168,STI,STI,STI,STI,True,Low pledge,community_branded_fleet,50000.0,Healthy core,0.001381971452797765,hollow,False,480.51893,340.0,140.518929915,9227.409731,4.949757530979863,3.5022919087353195,1.4474656213689703,38778597.382360004,0.023795109554935724,493.2986,4.949757530979863,STI
pool1mn6relcs7dn2fqzfq5yjlwxa49d900p5sdpw62jlx45k2djgwe4,614,19436767.618283,25.27,16,381,0.0,170.0,170.0,4840.675123,4833.896221,6.778902,5010.675123,1.834442078,8656982.987669,RED,,,,False,,,,,0.4453921123966053,balanced,False,170.0,170.0,0.0,4840.675123,3.3927563816633413,3.3927563816633413,0.0,10779784.630614,0.044905119061959244,176.778902,3.3927563816633413,pool1mn6relcs7dn2fqzfq5yjlwxa49d900p5sdpw62jlx45k2djgwe4
pool1pf6yhzdr9vpct5rc3dtwersl4lyuglp80l4jc67kf2qj29xjg2u,614,1841455.448497,2.39,2,754,0.01,340.0,342.856135,282.757367,281.0534,1.703967,625.613502,1.127141319,11025.10079,TAVN,,,,False,,,,,0.0059871667267316795,hollow,False,342.856135,340.0,2.8561350200000004,282.75736700000004,54.80318661664689,54.34665315135734,0.4565334684864267,1830430.3477069999,0.015447589543858543,344.560102,54.80318661664689,pool1pf6yhzdr9vpct5rc3dtwersl4lyuglp80l4jc67kf2qj29xjg2u
pool15txd36fltfgc63qq0yxtpqt88eu76s0yhugn9a6q7f4zspq6k5f,614,13179549.854763,17.14,17,917,0.0199,170.0,272.754001,5060.763649,4699.969809,360.79384,5333.51765,2.842201504,939571.1954089999,ARM1,,,,False,,,,,0.0712900824203374,hollow,False,272.754001,170.0,102.754001235,5060.7636489999995,5.1139607834615495,3.1873898457990477,1.9265709420685992,12239978.659354,0.041346180331225314,633.5478410000001,5.1139607834615495,pool15txd36fltfgc63qq0yxtpqt88eu76s0yhugn9a6q7f4zspq6k5f
pool140x77a7cz2j689lmxf836qpjtc3y83rka28v6gpswxdw2mag62e,614,6333512.781553,8.24,13,72,0.0299,340.0,451.670748,3623.13689,3451.024229,172.112661,4074.807638,4.263201172,300865.730752,UNDR,,,,False,,,,,0.04750376941344494,hollow,False,451.670748,340.0,111.67074837620001,3623.13689,11.084467982927638,8.34395216179773,2.740515830362248,6032647.050801001,0.06005882425226466,623.783409,11.084467982927638,pool140x77a7cz2j689lmxf836qpjtc3y83rka28v6gpswxdw2mag62e
pool1q0memmdw4ktr88fkma53tqgkaqeq3wfc476le59rped4cu8tn4h,614,2806942.615027,3.65,2,391,0.0,340.0,340.0,286.365315,283.709283,2.656032,626.365315,0.747490556,26034.322236,JOEY,,,,False,,,,,0.00927497487715814,hollow,False,340.0,340.0,0.0,286.365315,54.28142201647931,54.28142201647931,0.0,2780908.292791,0.010297546155777597,342.656032,54.28142201647931,pool1q0memmdw4ktr88fkma53tqgkaqeq3wfc476le59rped4cu8tn4h
pool1ktgug7wwf9k4hcsuk68ftkh8xs5n0333fzxyw9sagz8njhlskgm,614,1479252.92221,1.92,3,151,0.0,340.0,340.0,599.868213,544.86278,55.005433,939.868213,3.003938222,0.0,TREE,,,,False,,,,,0.0,hollow,False,340.0,340.0,0.0,599.868213,36.175284502360334,36.175284502360334,0.0,1479252.92221,0.04055210599846566,395.005433,36.175284502360334,pool1ktgug7wwf9k4hcsuk68ftkh8xs5n0333fzxyw9sagz8njhlskgm
pool1qqqqdktl6pq46td0mwut0qn30g7nlue0sete9wxl0hwsq37wrw8,614,53133063.413408,69.09,56,6449,0.02,170.0,516.754588,16990.974794,16780.291603,210.683191,17507.729382,2.361484036,664888.391336,STR8,,,,False,,,,,0.012513646844767039,hollow,False,516.754588,170.0,346.75458764,16990.974794,2.9515797093099025,0.9709997012792528,1.980580005974415,52468175.022071995,0.032383392002585075,727.437779,2.9515797093099025,pool1qqqqdktl6pq46td0mwut0qn30g7nlue0sete9wxl0hwsq37wrw8
pool126mkma8nv5axltmz7mmg8qz9e70nmhnf58hwx5772fhwgkhk6ag,614,18569687.269729,24.15,16,212,0.03,340.0,480.124905,4530.705265,4525.293078,5.412187,5010.83017,1.796817403,22182.543244,NAP,NAP,,,False,,,,,0.0011945566407120074,hollow,False,480.124905,340.0,140.1249051,4530.7052650000005,9.58174371732898,6.78530280342748,2.7964409158971755,18547504.726485,0.024427573044531206,485.53709200000003,9.58174371732898,pool126mkma8nv5axltmz7mmg8qz9e70nmhnf58hwx5772fhwgkhk6ag
pool1w6l6rvhxtym5psec3mvgrjlg28d6hrv8g9jjexadzmxfgndfg2f,614,48036215.769462,62.46,59,1139,0.025,340.0,793.489938,17686.107567,17666.653893,19.453674,18479.597505,2.723671532,52836.963697,SIPO,SIPO,SIPO,SIPO,True,Low pledge,community_branded_fleet,50000.0,Healthy core,0.0010999401774398302,hollow,False,793.489938,340.0,453.48993762500004,17686.107567000003,4.29387024141249,1.8398669121879232,2.4540033271953017,47983378.805764996,0.03685882071496619,812.943612,4.29387024141249,SIPO
pool1xs34q2z06a46nk7hl48d27dj5gzc6hh9trugw2ehs9ajsevqffx,614,63409878.433776,82.45,60,1013,0.01,340.0,523.126469,18129.520394,18123.18893,6.331464,18652.646863,2.108771795,17202.938223,SNAKE,snakepool.link,SNAKEPOOL_LINK,SNAKE,True,Low pledge,community_branded_fleet,15000.0,Healthy core,0.00027129744840886905,hollow,False,523.126469,340.0,183.12646863000003,18129.520394000003,2.8045696294057376,1.8227976034566713,0.9817720239654333,63392675.495553,0.02859876200567018,529.457933,2.8045696294057376,SNAKEPOOL_LINK
pool1je2n5smmnyn3lh92xrp8nepjyfp596ypga6pmdecwtcrcj9uvec,614,1778552.177747,2.31,2,282,0.015,170.0,176.849615,449.791412,411.487501,38.303911,626.641027,1.863060785,151460.161525,YOADA,,,,False,,,,,0.08515924549195053,hollow,False,176.849615,170.0,6.849615405,449.79141200000004,28.221837923165538,27.128769530757204,1.093068457038642,1627092.0162220001,0.02764388292214634,215.153526,28.221837923165538,pool1je2n5smmnyn3lh92xrp8nepjyfp596ypga6pmdecwtcrcj9uvec
pool10qmnswfc22zm0fscg80gkwqz65ujwjkqmctv8g9l9l58wqtelgg,614,2875797.750103,3.74,2,454,0.008,170.0,173.64357,451.802703,446.196491,5.606212,625.446273,1.153378385,35564.31877,WAAUS,,,,False,,,,,0.012366766323788319,hollow,False,173.64357,170.0,3.643570184,451.802703,27.763147291150297,27.180592057025493,0.582555263543796,2840233.4313330003,0.015907238398639525,179.249782,27.763147291150297,pool10qmnswfc22zm0fscg80gkwqz65ujwjkqmctv8g9l9l58wqtelgg
pool1fyp482ntshhm9zfz4nv7pmsaeakscf5mnuzcxuvtqf6t56fc7l0,614,4254666.323014,5.53,2,1879,0.019,170.0,178.669782,447.634531,446.156762,1.477769,626.304313,0.770951107,14045.674069,KYSN,KYSN,,,False,,,,,0.003301239862930088,hollow,False,178.669782,170.0,8.669781946999999,447.634531,28.527630784493734,27.143354511754737,1.38427626427666,4240620.648945,0.010555873020883498,180.147551,28.527630784493734,pool1fyp482ntshhm9zfz4nv7pmsaeakscf5mnuzcxuvtqf6t56fc7l0
pool1ukeqarukv9gxwy9pt8jkr4qvad2yf87758g3xzemmvmtk8lrynp,614,35966032.938958,46.77,41,5246,0.02,340.0,590.08329,12254.081208,12219.318778,34.76243,12844.164498,2.517956735,102022.765571,CRDN1,CRDNS,CRDNS,,True,Material pledge,multi_brand_fleet,100000.0,Healthy core,0.0028366421657944406,hollow,False,590.08329,340.0,250.08328996,12254.081208,4.59417418775572,2.6471165178003004,1.947057669643994,35864010.173387,0.03416818461950242,624.84572,4.59417418775572,CRDNS
pool1hjjj584gq0ynqf06g036a4a0stpm90asrdfskpasqjxf5948ygv,614,2988116.795953,3.89,2,258,0.01999,340.0,345.756355,282.205364,163.670692,118.534672,627.961719,0.691779866,2510195.30588,,,,,False,,,,,0.8400593006537496,balanced,False,345.756355,340.0,5.756354762810001,282.20536400000003,55.06010072566222,54.1434278098089,0.9166728780819203,477921.4900730001,0.059048477597626874,464.291027,55.06010072566222,pool1hjjj584gq0ynqf06g036a4a0stpm90asrdfskpasqjxf5948ygv
pool1lurfk0k0wwx54hlg8a7zp3jtstu57u59aeq7aketl55hknmmtu0,614,32763623.338988,42.6,28,3315,0.01,170.0,256.318643,8545.545644,8069.474514,476.07113,8801.864287,1.922005569,1825256.392279,TNTM,,,,False,,,,,0.05570984544029307,hollow,False,256.318643,170.0,86.31864287,8545.545644,2.9120949226469253,1.9314090112827933,0.9806859098871721,30938366.946709,0.027621191702586013,732.389773,2.9120949226469253,pool1lurfk0k0wwx54hlg8a7zp3jtstu57u59aeq7aketl55hknmmtu0
pool1gm4mcrf8mytfetsj6ykulrmv4j70y7fhceawgdg2h09t5rtt7cf,614,2203571.661548,2.87,2,84,0.02,170.0,179.14514,448.111884,229.698905,218.412979,627.257024,1.495426986,1074036.698164,ALTZ,,,,False,,,,,0.4874072020918501,balanced,False,179.14514,170.0,9.14514048,448.11188400000003,28.560085123893327,27.102127755527533,1.4579574448894494,1129534.963384,0.03967224552815003,397.55811900000003,28.560085123893327,pool1gm4mcrf8mytfetsj6ykulrmv4j70y7fhceawgdg2h09t5rtt7cf
pool150hft90uw7tzr9uvj7tqkjp4u98a9hl20llj3n9ew76kkfm768r,614,1830995.85017,2.38,2,81,0.00333,170.0,171.519523,454.793542,446.946498,7.847044,626.313065,1.82952635,31592.150822,MONKY,,,,False,,,,,0.017254081061443587,hollow,False,171.519523,170.0,1.5195225064500002,454.79354200000006,27.38558918613648,27.142975214799325,0.24261389253471827,1799403.6993479999,0.02527468083814605,179.366567,27.38558918613648,pool150hft90uw7tzr9uvj7tqkjp4u98a9hl20llj3n9ew76kkfm768r
pool19ae6xhzsscypyha0sszv90xwjsh20hxecxjpcqynshfawvwxqnn,614,4566458.550187,5.94,7,172,0.018,340.0,373.459394,1825.395819,1278.669423,546.726396,2198.855213,2.960494899,1367705.176142,GENE,,,,False,,,,,0.2995111334331484,balanced,False,373.459394,340.0,33.459393834,1825.3958189999998,16.98426489347937,15.462591533533592,1.5216733523963955,3198753.3740450004,0.05706585052200152,920.18579,16.98426489347937,pool19ae6xhzsscypyha0sszv90xwjsh20hxecxjpcqynshfawvwxqnn
pool1cduc7ut6grhqyavrmm3gzcdf4qfdsjk7vdwcxy9c0r5fyaxh2sq,614,1319343.31535,1.72,3,295,0.0189,340.0,351.330431,588.163248,582.607904,5.555344,939.493679,3.307123608,12461.508484,POOLS,CRDNS,CRDNS,,True,Low pledge,multi_brand_fleet,10000.0,Subscale active,0.00944523562518992,hollow,False,351.330431,340.0,11.330430533100001,588.1632480000001,37.395720573017286,36.1897059660792,1.2060145572411032,1306881.806866,0.045005083467376396,356.88577499999997,37.395720573017286,CRDNS
pool1rj6apcqxcvavaxp22f75zs9upphena7ntsnut2efvq98g4404up,614,1693296.268155,2.2,1,401,0.01,930.0,313.164628,0.0,,0.0,313.164628,0.0,12407.98128,APP,,,,False,,,,,0.007327708395365226,hollow,False,313.164628,313.164628,0.0,0.0,100.0,100.0,0.0,1680888.286875,0.0,313.164628,100.0,pool1rj6apcqxcvavaxp22f75zs9upphena7ntsnut2efvq98g4404up
pool1u6kpt8hgqcm596kukj97ghefmxn8ks2cgwg8qqe0gtgscnufk5p,614,42830674.593007,55.69,45,3740,0.008,340.0,450.233536,13668.958524,13507.3251,161.633424,14119.19206,2.356687563,506466.049706,ATLAS,ATLAS,ATLAS,ATLAS,True,Material pledge,community_branded_fleet,500000.0,Healthy core,0.011824844098735984,hollow,False,450.233536,340.0,110.23353648,13668.958524,3.188805238194345,2.4080697999939242,0.7807354416000487,42324208.543301,0.03229583964934767,611.8669600000001,3.188805238194345,ATLAS
pool1w7c2j0px43jmudhf48ezp7dy8j7904c9l3wc7809lhh2z026hch,614,51835043.812894,67.4,56,6065,0.025,170.0,605.397726,16980.511319,16650.721384,329.789935,17585.909045,2.419810505,1006497.789486,STAT,,,,False,,,,,0.01941732302029294,hollow,False,605.397726,170.0,435.397726125,16980.511319,3.4425159623586583,0.9666830390455939,2.47583292402386,50828546.023408,0.03340743075983324,935.187661,3.4425159623586583,pool1w7c2j0px43jmudhf48ezp7dy8j7904c9l3wc7809lhh2z026hch
pool1gppqnqfguctp6gu0q8l5wjhye0ny28yzfx93hkr384cfsezru0f,614,2781349.608274,3.62,1,1288,0.0,340.0,313.326154,0.0,,0.0,313.326154,0.0,215593.431559,CAPEX,,,,False,,,,,0.07751396333551505,hollow,False,313.326154,313.326154,0.0,0.0,100.0,100.0,0.0,2565756.176715,0.0,313.326154,100.0,pool1gppqnqfguctp6gu0q8l5wjhye0ny28yzfx93hkr384cfsezru0f
pool10efuydxjnasr0309lqklmj9xahupdnzqd59r5dqjeh4twz06tr0,614,7475501.877938,9.72,11,437,0.0,170.0,170.0,3278.561294,3146.966706,131.594588,3448.561294,3.252668297,300050.979323,F4ADA,4ADA,4ADA,4ADA,True,Material pledge,community_branded_fleet,300000.0,Healthy core,0.04013790434706765,hollow,False,170.0,170.0,0.0,3278.561294,4.9295919517445,4.9295919517445,0.0,7175450.898615,0.04569136267983975,301.594588,4.9295919517445,4ADA
pool17xextu09ghdfcmsq83whq0a45geg83jxe4qt94sevu087tzdzkl,614,13401351.427558,17.43,15,1955,0.01,170.0,215.317955,4486.477587,4402.577277,83.90031,4701.795542,2.473567768,250614.687416,ONYX,ONYX,ONYX,ONYX,True,Material pledge,community_branded_fleet,250000.0,Healthy core,0.018700702594862638,hollow,False,215.317955,170.0,45.31795542,4486.477586999999,4.579483584018423,3.61563999287998,0.9638436000712002,13150736.740141999,0.03411578891473996,299.21826500000003,4.579483584018423,ONYX
pool1g6g2d09le8hd6nv9jhyavewdnw8tu0ndst4lqysd00ru24cav0a,614,4002812.91067,5.2,5,375,0.01,170.0,183.971984,1383.226457,1296.68391,86.542547,1567.198441,2.554254577,250438.796004,ONYX,ONYX,ONYX,ONYX,True,Material pledge,community_branded_fleet,250000.0,Healthy core,0.06256570106897176,hollow,False,183.971984,170.0,13.971984410000001,1383.226457,11.738908053188906,10.847381898333577,0.8915261810166643,3752374.114666,0.036862701178800805,270.514531,11.738908053188906,ONYX
pool1k0ucs0fau2vhr3p7qh7mnpfgrllwwda7petxjz2gzzaxkyp8f88,614,57337904.033938,74.56,61,3256,0.009,170.0,341.046992,18834.174294,18488.989373,345.184921,19175.221286,2.426458078,1050762.195956,POLY,,,,False,,,,,0.018325786644277395,hollow,False,341.046992,170.0,171.04699157399997,18834.174294,1.7785817796480994,0.8865608248501337,0.8920209525763487,56287141.837982,0.03346088232408861,686.231913,1.7785817796480994,pool1k0ucs0fau2vhr3p7qh7mnpfgrllwwda7petxjz2gzzaxkyp8f88
pool1xytvsd9qnvqxpthh9p8k85e823trvn3npxeur8kr9zhkqz5uls9,614,76904980.155667,100.0,86,5195,0.0,340.0,340.0,26612.673222,26523.827739,88.845483,26952.673222,2.557866041,256699.287115,ADV,ADV,ADV,ADV,True,Material pledge,community_branded_fleet,250000.0,Healthy core,0.0033378759944466905,hollow,False,340.0,340.0,0.0,26612.673222,1.261470419648306,1.261470419648306,0.0,76648280.86855201,0.034720508953931285,428.845483,1.261470419648306,ADV
pool1qnrqc7zpwye2r9wtkayh2dryvfqs7unp99f2039duljrsaffq5c,614,30174324.294482,39.24,31,4991,0.03,340.0,620.961582,9084.424475,9084.051116,0.373359,9705.386057,2.221763256,1008.4619250000001,NUFI,ADALITE,NUFI,NuFi,True,Minimal pledge,provider_cluster,1000.0,Healthy core,3.3421193301896676e-05,hollow,False,620.961582,340.0,280.96158170999996,9084.424475,6.398113154418336,3.503209434464231,2.8949037169660725,30173315.832557,0.03010747816187278,621.3349410000001,6.398113154418336,NUFI
pool1cew2q6pge250exctkq26lyl0w95923xxa54thd79nv8xy9j3xe6,614,2457061.816311,3.19,2,82,0.02,170.0,179.128493,447.296159,51.546038,395.750121,626.424652,1.337676461,2173911.85671,ARRA,,,,False,,,,,0.8847607505349143,balanced,False,179.128493,170.0,9.12849304,447.29615900000005,28.59537734156733,27.138140150972216,1.4572371969805555,283149.95960099995,0.15797147194734065,574.878614,28.59537734156733,pool1cew2q6pge250exctkq26lyl0w95923xxa54thd79nv8xy9j3xe6
pool1qqqqpanw9zc0rzh0yp247nzf2s35uvnsm7aaesfl2nnejaev0uc,614,69885396.699341,90.87,28,5051,0.01,170.0,255.850627,8499.212103,8468.513182,30.698921,8755.06273,0.891698071,250002.026843,TITAN,TITAN,TITAN,TITAN,True,Material pledge,community_branded_fleet,250000.0,Healthy core,0.0035773142695111502,hollow,False,255.850627,170.0,85.8506273,8499.212103,2.9223163201710154,1.9417336601995998,0.980582663398004,69635394.672498,0.012205304705994152,286.549548,2.9223163201710154,TITAN
pool1r8938r4ts8f4t8nsp9xl9dktzapt7f67jgpsp4wrju39xrdnaye,614,2554037.044197,3.32,1,196,0.0085,340.0,313.23571,0.0,,0.0,313.23571,0.0,79995.69118,VENUS,CPU,,,False,,,,,0.031321272869458704,hollow,False,313.23571,313.23571,0.0,0.0,100.0,100.0,0.0,2474041.353017,0.0,313.23571,100.0,pool1r8938r4ts8f4t8nsp9xl9dktzapt7f67jgpsp4wrju39xrdnaye
pool15zrkyr0f80hxlt4scv72tej8l8zwrcphmrega9wutqchjekceal,614,37499996.872785,48.76,37,6895,0.0,340.0,340.0,11245.115902,11240.937373,4.178529,11585.115902,2.212849478,13932.028246,ZETE,ZETIC,ZETIC,ZETE,True,Low pledge,community_branded_fleet,10000.0,Healthy core,0.0003715207842086765,hollow,False,340.0,340.0,0.0,11245.115902,2.9348001597576077,2.9348001597576077,0.0,37486064.844539,0.02999812316559602,344.178529,2.9348001597576077,ZETIC
pool10eltx2wej46e62ulmwzm35xfu0azu47yvpjper7gwhncqe74vg6,614,10206821.553986,13.27,8,1480,0.029,340.0,402.79991,2102.714233,2095.409062,7.305171,2505.514143,1.515085865,35452.819928,CHIL,,,,False,,,,,0.0034734436906222635,hollow,False,402.79991,340.0,62.799910147,2102.7142329999997,16.076537070259917,13.570069079430457,2.5064679966965167,10171368.734058,0.02067287390692299,410.105081,16.076537070259917,pool10eltx2wej46e62ulmwzm35xfu0azu47yvpjper7gwhncqe74vg6
pool1qzlwlyu92fsx94qu6u5nw3sy334f5yat3dv3jgx0grrsv0kp422,614,4603838.236696,5.99,6,692,0.025,400.0,437.055107,1445.149184,1288.190166,156.959018,1882.204291,2.317565032,500027.077179,BCSH1,WESTBERG,WESTBERG,BCSH,True,Material pledge,community_branded_fleet,500001.95,Healthy core,0.1086109136488363,balanced,False,437.055107,400.0,37.055107275000005,1445.1491839999999,23.22038628271303,21.251678253665183,1.9687080436583706,4103811.1595170004,0.035214807110424816,594.014125,23.22038628271303,WESTBERG
pool15yyxtkhz64p7a8cnax9l7u82s9t9hdhyxsa3tdm977qhgpnsuhq,614,68120098.897358,88.58,67,3274,0.03,170.0,794.413781,20189.378916,20143.464405,45.914511,20983.792697,2.186815279,154662.639991,SECUR,SECUR,SECUR,SECUR,True,Material pledge,community_branded_fleet,100000.0,Healthy core,0.0022704406261071725,hollow,False,794.413781,170.0,624.41378091,20189.378916,3.7858445919243913,0.8101490633974118,2.9756955280980777,67965436.257367,0.02970536206013333,840.3282919999999,3.7858445919243913,SECUR
pool1sf784g6eje8vzq9f5wu583eurhfq2ee9hzyhl46yezkuqqtmw07,614,1381601.467681,1.8,1,326,0.01,340.0,313.153707,0.0,,0.0,313.153707,0.0,2062.781701,NOVA,,,,False,,,,,0.0014930367036033567,hollow,False,313.153707,313.153707,0.0,0.0,100.0,100.0,0.0,1379538.68598,0.0,313.153707,100.0,pool1sf784g6eje8vzq9f5wu583eurhfq2ee9hzyhl46yezkuqqtmw07
pool1qvhss6kxmtl27nr4ugvypayhvt4a4vzll8p9csdg2v8q7d22llu,614,6789917.968288,8.83,6,924,0.02,340.0,370.785568,1508.492834,1497.378939,11.113895,1879.278402,1.63485576,50025.0,ASTRA,,,,False,,,,,0.007367541144626411,hollow,False,370.785568,340.0,30.785568039999998,1508.492834,19.73020961691444,18.092050631676447,1.6381589873664713,6739892.968288,0.022381554738296863,381.899463,19.73020961691444,pool1qvhss6kxmtl27nr4ugvypayhvt4a4vzll8p9csdg2v8q7d22llu
pool1ntwurms3f0j4kqe5wfpg9chlasylp0lmuw72m4fn66vnuyrvs8v,614,1377487.443135,1.79,2,35,0.0,170.0,170.0,456.688191,376.231073,80.457118,626.688191,2.449334944,242679.073209,MANGO,MANGO,,,False,,,,,0.17617516182702242,balanced,False,170.0,170.0,0.0,456.68819099999996,27.126727843512217,27.126727843512217,0.0,1134808.369926,0.04024363964021346,250.45711799999998,27.126727843512217,pool1ntwurms3f0j4kqe5wfpg9chlasylp0lmuw72m4fn66vnuyrvs8v
pool1js570lkcs6t3pwsj3eda0zz43mc5gm922ae5rdxcfn84gu5uyrg,614,1654936.504489,2.15,1,26,0.02,340.0,313.319429,0.0,,0.0,313.319429,0.0,191721.190551,ASSET,,,,False,,,,,0.11584806427978236,balanced,False,313.319429,313.319429,0.0,0.0,100.0,100.0,0.0,1463215.313938,0.0,313.319429,100.0,pool1js570lkcs6t3pwsj3eda0zz43mc5gm922ae5rdxcfn84gu5uyrg
