epoch_no,pool_count,total_rewards_ada,total_operator_take_ada,total_fixed_cost_ada,total_margin_take_ada,total_delegator_pot_ada,total_active_stake_ada,mean_margin_rate,median_margin_rate,stake_weighted_margin,operator_take_pct,fixed_cost_share_pct,margin_share_pct,delegator_pot_pct,hollow_pool_count,hollow_total_rewards_ada,hollow_total_operator_take_ada,hollow_total_fixed_cost_ada,hollow_total_margin_take_ada,hollow_total_delegator_pot_ada,hollow_total_active_stake_ada,hollow_mean_margin_rate,hollow_median_margin_rate,hollow_stake_weighted_margin,hollow_operator_take_pct,hollow_fixed_cost_share_pct,hollow_margin_share_pct,hollow_delegator_pot_pct,balanced_pool_count,balanced_total_rewards_ada,balanced_total_operator_take_ada,balanced_total_fixed_cost_ada,balanced_total_margin_take_ada,balanced_total_delegator_pot_ada,balanced_total_active_stake_ada,balanced_mean_margin_rate,balanced_median_margin_rate,balanced_stake_weighted_margin,balanced_operator_take_pct,balanced_fixed_cost_share_pct,balanced_margin_share_pct,balanced_delegator_pot_pct,priv_pool_count,priv_total_rewards_ada,priv_total_operator_take_ada,priv_total_fixed_cost_ada,priv_total_margin_take_ada,priv_total_delegator_pot_ada,priv_total_active_stake_ada,priv_mean_margin_rate,priv_median_margin_rate,priv_stake_weighted_margin,priv_operator_take_pct,priv_fixed_cost_share_pct,priv_margin_share_pct,priv_delegator_pot_pct
221,363,11554807.539331,575331.100708,124199.0,451132.10069718596,10979476.438623,15291316018.884737,0.029069834710743803,0.02,0.03951782259724778,4.979149144195183,1.0748686170431088,3.9042805270584853,95.02085085580482,284,11213094.721969,542751.192572,97004.0,445747.1925676783,10670343.529397,14895344289.692722,0.031753450704225354,0.02,0.0401273202555941,4.8403336102086705,0.8650956975325209,3.975237912637609,95.15966638979133,76,337267.594047,31445.750913,26175.0,5270.75090678267,305821.84313399997,390365946.954634,0.018873289473684208,0.02,0.01635644766787744,9.323679911156205,7.7608997905539585,1.5627801187588048,90.67632008884378,3.0,4445.223315,1134.157223,1020.0,114.157222725,3311.066092,5605782.23738,0.03333333333333333,0.025,0.03287014950236808,25.51406628262949,22.945978811865384,2.5680874645776934,74.4859337173705
222,359,11883637.370689001,708705.165685,122754.0,585951.1656943683,11174932.205004,15747439104.390818,0.03200378830083565,0.02,0.048779652824275925,5.963705754208066,1.0329665587303498,4.93073919555655,94.03629424579192,283,11591390.017555,677924.790397,96684.0,581240.7904025503,10913465.227158,15416875885.422268,0.03542706713780919,0.02,0.049419690825805926,5.848520232433662,0.8341018622751319,5.014418370206412,94.15147976756634,74,285089.808584,29839.61675,25390.0,4449.6167539431,255250.191834,325972093.332069,0.018763513513513515,0.02,0.018708335024731806,10.466742707573125,8.9059655012252,1.5607772077310325,89.53325729242688,2.0,7157.54455,940.758538,680.0,260.758537875,6216.786012,4591125.636482,0.037500000000000006,0.037500000000000006,0.0346271280808639,13.14359318937107,9.500464792775897,3.6431283948487616,86.85640681062893
223,382,12043276.865228,697912.6054989999,130809.0,567536.3846440692,11345364.259729,16167154687.587711,0.03165777486910995,0.02,0.04726932361548239,5.795039118581181,1.0861578743379954,4.712474777381321,94.20496088141881,303,11689530.846434,663663.097102,103494.0,560601.8762467877,11025867.749332,15758135764.485037,0.03462498349834983,0.02,0.04797893347314302,5.677414310467871,0.8853563189113942,4.795760271403917,94.32258568953212,75,346790.102786,32688.570572,25955.0,6733.5705715315,314101.532214,401882177.308384,0.019692,0.02,0.019713625514770756,9.426039067836872,7.4843543086973625,1.9416847590044128,90.57396093216313,4.0,6955.916007999999,1560.937825,1360.0,200.93782575,5394.978183,7136745.794291,0.03125,0.025,0.03213854412868453,22.440435209464365,19.55170244200568,2.8887327782408727,77.55956479053565
224,371,12239762.952201,690458.367519,127004.0,563454.3675277701,11549304.584682,16390715652.989542,0.03390894878706199,0.02,0.04715620660111177,5.641108984017041,1.037634474588919,4.603474509499775,94.35889101598298,291,11843462.703511,656058.171781,99409.0,556649.1717925159,11187404.53173,15957332836.772064,0.038021134020618554,0.02,0.047889017354182786,5.539411810589071,0.8393575636501153,4.70005424703619,94.46058818941093,76,356867.57029,32251.937111,26235.0,6016.93710893915,324615.633179,395011093.658888,0.0186325,0.02,0.020112220451637703,9.037508531467632,7.35146653384076,1.6860419970493896,90.96249146853236,4.0,39432.6784,2148.258627,1360.0,788.258626315,37284.419773,38371722.558589,0.025,0.025,0.020807883411394865,5.447914557586837,3.4489161152187933,1.9989984406309058,94.55208544241317
225,380,12275438.724587,681557.86859,130722.0,550835.8685933371,11593880.855997,16524404785.402859,0.03406655263157895,0.02,0.04676781542044395,5.552207818241792,1.0649069490133278,4.48730086925565,94.44779218175819,293,11854391.940369,644524.333921,100747.0,543777.3339239955,11209867.606448,16051791197.974003,0.0382498976109215,0.02,0.04753083340818541,5.437008807901264,0.8498706682450384,4.587138139681493,94.56299119209874,83,379192.931439,34814.38754,28615.0,6199.38754120672,344378.54389900004,431179037.585184,0.01943457831325301,0.02,0.020732333625945155,9.18118051617756,7.546290457316511,1.6348900591792817,90.81881948382244,4.0,41853.852779,2219.147129,1360.0,859.147128135,39634.70565,41434549.843673006,0.03125,0.0275,0.022105994786191328,5.302133451650711,3.2494021689739743,2.052731280610022,94.6978665483493
226,387,12250082.184154,678898.901037,132410.198939,546723.9010430238,11571183.283117,16406282435.887371,0.033747080103359174,0.02,0.04607397970689991,5.541994664453635,1.0808923315655643,4.463022311395056,94.45800533554637,300,11881069.756666,641595.558229,102375.198939,539455.5582378128,11239474.198437,15977601821.140356,0.03790073333333333,0.02,0.04672652647459911,5.400149745514506,0.861666508451912,4.540462847927861,94.59985025448549,83,332507.521326,35187.388784,28675.0,6512.3887828059005,297320.13254200004,387089049.473732,0.01885421686746988,0.02,0.021719414208693087,10.58243393823903,8.623865073983154,1.9585688638967556,89.417566061761,4.0,36504.906162,2115.954024,1360.0,755.954022405,34388.95213799999,41591565.273283,0.03125,0.0275,0.02206077394363991,5.796355192942847,3.7255266291184177,2.0708285594551534,94.20364480705715
227,384,12279352.995555,911534.124966,132002.0,779532.1249670077,11367818.870589,16972351188.445898,0.03657479166666667,0.02,0.0648739339444409,7.423307443771394,1.0749914922047064,6.348315951574894,92.57669255622861,306,11949877.021434,877798.593001,105187.0,772611.5930012168,11072078.428433,16574598644.019203,0.041139607843137256,0.02,0.0659122709254588,7.345670515491741,0.8802350000031836,6.4654355154903715,92.65432948450825,74,295688.194419,31688.539725,25455.0,6233.539725120901,263999.654694,362593378.339472,0.017986486486486486,0.019950000000000002,0.021545645155468366,10.716876873378409,8.608730575130577,2.1081462982887196,89.2831231266216,4.0,33787.779702,2046.99224,1360.0,686.9922406700001,31740.787462,35159166.087223,0.03125,0.0275,0.022225934153071846,6.058380450133077,4.025123911647552,2.0332565404684906,93.94161954986693
228,376,12435036.47976,876237.0463640001,129317.0,748109.1829843706,11558799.433396,17093312733.809711,0.041521425531914895,0.02,0.06436031762573939,7.046517698522359,1.0399406564708031,6.016139833622823,92.95348230147764,302,12129962.66933,845154.081072,103822.0,742521.2176913619,11284808.588258,16722660902.303116,0.04711177483443709,0.02,0.06535222619736811,6.967491196068801,0.8559135986667848,6.121380897311328,93.0325088039312,72,281703.849248,29945.102503,24815.0,5130.1025042187,251758.746745,329610593.01692903,0.01860138888888889,0.02,0.01951624316936189,10.62999408170586,8.808896316554742,1.8210977655837346,89.37000591829414,2.0,23369.961182,1137.862789,680.0,457.86278879,22232.098393,41041238.489667,0.0225,0.0225,0.020349250195905732,4.86891176300457,2.909718140754762,1.9591936213512195,95.13108823699542
229,387,14214824.525922,1009945.257398,132912.0,877033.257402611,13204879.268524,19200760113.68776,0.04259523514211887,0.02,0.06386766620591583,7.104873194574261,0.9350238531444628,6.169849341462236,92.89512680542575,316,13892721.811763,979969.804746,108542.0,871427.8047506505,12912752.007017,18809070633.90825,0.04772581012658228,0.02,0.06478937539531748,7.053835943913144,0.7812867879359482,6.272549156010672,92.94616405608686,69,317121.252724,29183.392397,23690.0,5493.3923965604,287937.86032700003,387626269.778323,0.019536231884057974,0.02,0.01953511142755236,9.202597475357214,7.470328713862047,1.7322687613565468,90.79740252464279,2.0,4981.461435,792.060255,680.0,112.0602554,4189.40118,4063210.001191,0.0275,0.0275,0.02645133555767028,15.90015832371891,13.65061255362303,2.2495457781256514,84.09984167628109
230,414,14251591.97606,1061132.117507,142312.0,919652.8895819358,13190459.858553,19364714481.485455,0.038603082125603864,0.02,0.06415557443978634,7.445709358572031,0.9985691439879661,6.45298357633856,92.55429064142797,334,13908715.55303,1028430.594718,114822.0,914026.2446584182,12880284.958312,18938653751.975388,0.043649628742514976,0.02,0.06519461650485535,7.394144993453097,0.8255399253958151,6.571607861081741,92.6058550065469,77,338054.707083,31564.859617,26470.0,5509.9817516926,306489.847466,420126803.517976,0.01691818181818182,0.02,0.017748240950340888,9.337204587200178,7.830093604790725,1.6299083066279494,90.66279541279982,3.0,4821.715947000001,1136.663172,1020.0,116.663171825,3685.052775,5933925.992093001,0.03333333333333333,0.025,0.03363729268041008,23.57383106956383,21.154294678736285,2.4195363871981317,76.42616893043616
231,435,14260180.16451,1056086.961716,148737.0,907922.7245295744,13204093.202794,19603777539.170696,0.04085714022988506,0.02,0.06379571020318854,7.40584585561082,1.0430232878134946,6.36683908657175,92.59415414438918,359,13818776.813156,1019965.3441100001,122667.0,897871.1069206453,12798811.469046,19080751204.022152,0.04455594986072424,0.02,0.06490719586791055,7.381010330371312,0.8876834878989894,6.497471658025752,92.61898966962869,70,430807.336835,33890.520311,24030.0,9860.520313504021,396916.816524,510427595.087728,0.023032428571428572,0.02,0.023263728923139285,7.866746318663587,5.577899433315253,2.2888468859295723,92.13325368133641,6.0,10596.014519,2231.097295,2040.0,191.09729542500003,8364.917224,12598740.060818,0.0275,0.0275,0.022574151223889078,21.056004509991556,19.252521750909466,1.803482763093032,78.94399549000845
232,457,14283018.447271,1039181.9508700001,156282.0,884990.6947301201,13243836.496401,19685555295.30414,0.039308,0.02,0.06336148447166026,7.275646633842669,1.0941804813663893,6.196104121809152,92.72435336615733,372,13832169.611095,1001711.197442,127152.0,876649.9413034098,12830458.413653,19135701860.83893,0.04403652150537634,0.02,0.06460169065533947,7.241894985429559,0.9192484156499166,6.337761652374731,92.75810501457043,80,438319.381637,35486.366563,27430.0,8056.3665616504095,402833.015074,539862374.846308,0.018089625,0.02,0.02012356241356741,8.096006713293939,6.257993862273816,1.8380128507122224,91.90399328670605,5.0,12529.454539,1984.386865,1700.0,284.38686506,10545.067674,9991059.618900001,0.027000000000000003,0.03,0.024357764544362562,15.837775370214779,13.568028797330872,2.2697465733627813,84.16222462978521
233,475,14443300.861929,1044561.662809,162399.0,884413.3928416779,13398739.19912,19664008403.423325,0.049093568421052634,0.02,0.06352813152345,7.2321533200374795,1.1243897884040237,6.123346742522669,92.76784667996253,391,13992104.04734,1007115.301433,133604.0,875762.0314623042,12984988.745907,19066876655.735123,0.0554324168797954,0.02,0.06487732483089136,7.197740225670062,0.9548528194757034,6.258973121549885,92.80225977432993,80,440230.088971,35842.03333,27435.0,8407.03333348372,404388.055641,589858400.634255,0.019067125,0.02,0.020310954359111674,8.141659152325929,6.231968392739114,1.9096907603781552,91.85834084767407,4.0,10966.725618,1604.328046,1360.0,244.32804589,9362.397572,7273347.053948,0.03,0.0275,0.03150884605330817,14.629052480047195,12.40114914307506,2.227903335969101,85.37094751995281
234,537,11629443.860773,928423.721668,185467.0,744398.4375407838,10701020.139105,19721476845.371063,0.04580464618249534,0.02,0.061668911509771655,7.98338882566555,1.5948054113369452,6.400980532282342,92.01661117433444,452,11209190.072962001,892170.828904,156337.0,737275.5447796017,10317019.244058,19163622753.547165,0.051098440265486725,0.02,0.06291941750867336,7.959280046968158,1.3947216434227911,6.577420312980547,92.04071995303184,79,405111.950871,33866.200082,27090.0,6776.200078313,371245.750789,539181549.080328,0.017153164556962024,0.02,0.01844413286595454,8.359713903573294,6.687040444439093,1.6726734582240819,91.6402860964267,6.0,15141.836940000001,2386.692682,2040.0,346.692682869,12755.144258,18672542.74357,0.024249999999999997,0.02525,0.02641810955892091,15.762240020529502,13.4726057880795,2.2896342381890684,84.2377599794705
235,548,12744459.501304,973780.407739,188801.0,785648.7873134947,11770679.093565,20002480784.87987,0.0484966697080292,0.02,0.062168151743435526,7.640813701352841,1.48143591323494,6.164630106385507,92.35918629864716,467,12257790.530795,936868.569239,160827.0,776710.9488151302,11320921.961556,19453046129.400143,0.05353320128479658,0.02,0.06335951660252906,7.643046003154678,1.3120390627981249,6.336467790535455,92.35695399684532,75,470960.481719,34333.374781,25830.0,8503.37477924846,436627.106938,531981546.359891,0.0188236,0.02,0.019554241283349816,7.290075518795888,5.484536601822899,1.80553891660108,92.70992448120413,6.0,15708.48879,2578.463719,2144.0,434.463719116,13130.025071,17453109.119836,0.027399999999999997,0.0275,0.03318411374646746,16.41446070000983,13.648671292714468,2.7657894080338203,83.58553929999017
236,600,14000927.350402,2971728.504204,210997.0,2760731.5041998243,11029198.846198,20075952403.97716,0.104644125,0.02,0.16625434440310483,21.22522622845175,1.507021604493518,19.718204623928408,78.77477377154825,470,11627596.275485,1114141.149092,161823.0,952318.1490870679,10513455.126393,17528391541.970398,0.0670378829787234,0.02,0.08307973383431987,9.581869912709262,1.391714987053506,8.19015492561334,90.41813008729073,95,552189.786026,44669.871493,32634.0,12035.87149466632,507519.914533,670385830.882252,0.021986,0.02,0.023107514998498117,8.089586700703062,5.909924599449838,2.179662101554991,91.91041329929692,35.0,1821141.288891,1812917.483619,16540.0,1796377.48361809,8223.805272,1877175031.12451,0.8340000000000001,1.0,0.9940305084821125,99.54842574147513,0.9082216794981448,98.64020406192701,0.45157425852488126
237,610,14687660.317078,3273724.599939,214652.0,3059072.5999369984,11413935.717139,20239271045.48779,0.1084400393442623,0.020809,0.17382763309128002,22.288945477126088,1.4614444735654357,20.827501003547024,77.71105452287391,474,12121600.800247,1202984.547325,163178.0,1039806.547319311,10918616.252922,17546230203.663177,0.06694072784810126,0.02,0.08324557093993756,9.924304282487896,1.3461753335143238,8.578128948926638,90.0756957175121,96,518373.803894,43806.486207,32810.0,10996.48621158185,474567.31768700003,631834801.7482361,0.022647072916666667,0.02,0.023305242708170398,8.450752309998636,6.329409347758856,2.1213429631236678,91.54924769000137,40.0,2047685.712937,2026933.566407,18664.0,2008269.5664061059,20752.146529999998,2061206040.076377,0.80611,1.0,0.9910574329098101,98.98655607162316,0.9114679993166621,98.07508807226284,1.0134439283768382
238,595,14519051.985811,3217898.150173,209717.0,3008181.150173002,11301153.835638,20256083632.64313,0.11017970690055637,0.021618,0.17564338542316638,22.163280035898676,1.4444262628506988,20.718853773047993,77.83671996410132,480,12013619.384144,1171323.070653,165388.0,1005935.0706493277,10842296.313491,17583002549.51411,0.066270013762148,0.02,0.0831377082047428,9.74995988468682,1.3766708825342422,8.37328900212201,90.25004011531317,77,487028.22345399996,38468.847725,26345.0,12123.847728703053,448559.375729,571582997.119832,0.020752194805194805,0.02,0.024927530858805926,7.898689618474113,5.409337432882531,2.489352186351918,92.1013103815259,38.0,2018404.378213,2008106.231795,17984.0,1990122.231794971,10298.146418,2101498086.009188,0.8460368421052632,1.0,0.9906211337464433,99.48978774872072,0.8910008417600731,98.59878690695922,0.5102122512792749
239,629,15991399.18498,3249862.490254,221474.444445,3028388.0458120573,12741536.694726,21113648741.36954,0.10720921558955651,0.025,0.1708112690324618,20.322564977969215,1.3849597642026281,18.93760521378571,79.67743502203078,516,13604674.148416,1283966.452382,177760.0,1106206.452382279,12320707.696034,18461268072.882126,0.0655239856702152,0.02331,0.08186266319464679,9.437686183255575,1.3066097582403082,8.13107642501732,90.56231381674442,80,452774.633531,37857.979449,27534.444445,10323.53500667832,414916.654082,569279308.910558,0.01967775,0.02,0.02462283985251607,8.361329598736893,6.081269224441834,2.2800603748865935,91.63867040126311,33.0,1933950.403033,1928038.058423,16180.0,1911858.0584231,5912.34461,2083101359.57686,0.9712121212121211,1.0,0.9990600227876678,99.69428664764474,0.8366295213478602,98.85765712630207,0.30571335235524727
240,656,16235484.764413,3393537.178756,231222.444445,3162314.734299838,12841947.585657,21244654360.47028,0.10323049787474245,0.023850000000000003,0.1710970061457229,20.90197630682631,1.4241794920212225,19.477796814736333,79.0980236931737,530,13710610.988397,1312396.004441,183088.0,1129308.0044347392,12398214.983956,18549126160.513836,0.06399525774685101,0.02,0.08301102920932553,9.572119036501386,1.3353744786059754,8.236744557849747,90.42788096349861,89,478072.8342,41202.527439,30594.444445,10608.08298968873,436870.306761,605798434.176005,0.019120449438202246,0.02,0.022885256068703785,8.618462395577799,6.399536274885037,2.21892611979096,91.3815376044222,37.0,2046800.941816,2039938.6468759999,17540.0,2022398.6468754099,6862.294940000001,2089729765.780439,0.8675675675675676,1.0,0.9959425787715923,99.66473071221515,0.8569470358186292,98.80778367636769,0.3352692877848449
241,650,16305339.103896,3333434.657618,229122.444445,3104312.2131746635,12971904.446278,21397639198.209557,0.10559939477820159,0.025,0.17020783738266626,20.443822948898433,1.4051988921239513,19.03862405678468,79.55617705110157,530,13850777.50757,1288838.1124490001,183083.0,1105755.1124540595,12561939.395121,18744371793.79322,0.06431638982232271,0.020809,0.08254881129812082,9.305167971578483,1.3218247127277718,7.983343258887239,90.69483202842153,80,439614.428526,35966.940296,27474.444445,8492.49584825393,403647.48823,559658758.293783,0.018149000000000002,0.02,0.02205046958044118,8.181474028637988,6.249668496350339,1.9318055316629945,91.81852597136202,40.0,2014947.1678,2008629.604873,18565.0,1990064.60487235,6317.562927000001,2093608646.122554,0.8275,1.0,0.9946364848777384,99.6864650831566,0.9213641080361432,98.76510097508822,0.3135349168433914
242,670,16417667.309437,3297018.85353,236542.444445,3060476.4090855094,13120648.455907,21490509076.4535,0.10039120388930005,0.025,0.1655792194391209,20.082139510981857,1.4407798622465302,18.64135964873843,79.91786048901814,552,14014338.384824,1328320.072857,191123.0,1137197.0728545159,12686018.311967,18889627523.556923,0.060933182256940284,0.02,0.08201567008173903,9.47829313366249,1.3637675554271285,8.114525578217636,90.52170686633751,80,452861.10914200003,37124.772086,27430.0,9694.77208972601,415736.337056,579105920.410693,0.01896925,0.02,0.02200123347048019,8.1978273992963,6.057044742033478,2.1407826580855938,91.8021726007037,38.0,1950467.815471,1931574.008587,17989.444445,1913584.5641412677,18893.806883999998,2021775632.485883,0.8449855263157895,1.0,0.9874464716323452,99.03131921818266,0.9223143444002895,98.10900487374484,0.968680781817336
