entity_id,display_name,pool_count,is_mpo,margin_values,n_distinct_margins,fixed_cost_values,n_distinct_costs,stake_weighted_margin,total_active_stake_ada,total_rewards_ada,total_operator_take_ada,total_margin_take_ada,total_fixed_cost_ada,total_delegator_pot_ada
pool10hex9l4wjgqarvhr94xgyh9frv5lhtajhrj4dah0kl65jtws30k,,1,False,0.0189,1,340,1,0.0189,14930516.0,3758.08,404.6,64.6,340.0,3353.48
IOG,IOG,2,True,0.0000|0.0700,2,340,1,0.060044,14841131.83,6001.33,1011.53,331.53,680.0,4989.81
pool1uk2f28awascuhrhuwrp7x6y87x8ch33vwx8jtmrysp7l5ngq78j,,1,False,0.0097,1,340,1,0.0097,14406092.18,5325.52,388.36,48.36,340.0,4937.16
pool1grgycym8cf0xmgjjr7gx7udmkpu93hqaygysy5myx6ghx8dvl5r,,1,False,0.0300,1,340,1,0.03,14257319.45,3132.29,423.77,83.77,340.0,2708.52
pool1850xvydng5mkjzkwqw6566y7e6hsrgakc3y87jrnqrkrwdjua2p,,1,False,1.0000,1,340,1,1.0,14167051.22,2818.37,2818.37,2478.37,340.0,0.0
pool1eqj3dzpkcklc2r0v8pt8adrhrshq8m4zsev072ga7a52uj5wv5c,,1,False,0.0100,1,340,1,0.01,14069346.54,3505.69,371.66,31.66,340.0,3134.03
pool1ld9hkah2dkzh73pvh9tf6xr0x28us34msv3zcv2sase5vhvq962,,1,False,0.0080,1,340,1,0.008,13970108.45,5958.59,384.95,44.95,340.0,5573.64
pool1ujcu3myfg9wwvdyh2ks653954lamtufy3lefjs73jrr327q53j4,,1,False,0.0400,1,340,1,0.04,13752111.67,1879.28,401.57,61.57,340.0,1477.71
pool1evg78egp8gfqae273kvmmdee2dnt6vty60dpwdespg4hujznh3a,,1,False,0.0180,1,340,1,0.018,13730482.76,3446.01,395.91,55.91,340.0,3050.1
pool18jqumjfevywycjj54m62g74ghds4mmuyqynpwfkaem0xktazlqw,,1,False,0.0200,1,340,1,0.02,13461688.65,5949.92,452.2,112.2,340.0,5497.72
pool1r0sxz0hygfc0266lhdclve6j3cwcwlth6dya6uey65yxjnwm7qc,,1,False,0.0000,1,170,1,0.0,13395388.77,2193.76,170.0,0.0,170.0,2023.76
pool1e98xlcgj80c3rdmm27v5hnvrdtut52e65uk0ema7ctfag596vr2,,1,False,0.0100,1,340,1,0.01,13370680.12,5329.71,389.9,49.9,340.0,4939.81
pool1jjry6f6q0swaq457ft9eclaxaskvrxnpj0v3w8edsyfryml3vj6,,1,False,0.0200,1,340,1,0.02,13236295.72,5971.85,452.64,112.64,340.0,5519.22
pool15txd36fltfgc63qq0yxtpqt88eu76s0yhugn9a6q7f4zspq6k5f,,1,False,0.0199,1,170,1,0.0199,13179549.85,5333.52,272.75,102.75,170.0,5060.76
pool1jt7d6ak3m8gnjyxtuxfswe258xzwda80ndl0a57vv5m2zv8h6at,,1,False,0.0290,1,340,1,0.029,13000161.28,5321.77,484.47,144.47,340.0,4837.3
pool1jk25l2pejpdzq8vdjlxrr05th49v9tgd78fqrtxvuw3rumpfc6t,,1,False,0.0490,1,340,1,0.049,12960587.11,2811.46,461.1,121.1,340.0,2350.35
pool1xlphlhnjvfeh40vcqf9fdewztsj6kyxq6604kaccpv00umjfu0d,,1,False,0.0500,1,340,1,0.05,12458223.09,3135.62,479.78,139.78,340.0,2655.84
pool1qqq6qqa0hpzvumv5p87ynczfmdj557xuwlc3289ke42g72z7f74,,1,False,0.0100,1,380,1,0.01,12430560.79,6272.56,438.93,58.93,380.0,5833.63
pool1f776th42gqa5ammpj738evvnlga5jk4ll0gr4uupkrqnqpjsfyt,,1,False,1.0000,1,10000,1,1.0,12217469.6,4070.98,4070.98,0.0,4070.98,0.0
pool1c60f68y8406zjmacluvcu8c0krgngp6h2qkkqhdz4mtl62ns0dq,,1,False,0.9999,1,500,1,0.99994,12109813.64,1878.92,1878.84,1378.84,500.0,0.08
pool1ue4ngerz28nkpstsr5p53qvl5ulq3jtmllj4my0d0n28yyrn4l4,,1,False,0.0100,1,340,1,0.01,12022987.26,3132.13,367.92,27.92,340.0,2764.21
pool1m4njkh73pdj90xxkgaz9dnh7gffweeupft8nfurlntg6cgqfmy8,,1,False,0.0100,1,170,1,0.01,12007337.84,3757.83,205.88,35.88,170.0,3551.95
pool170hmssk80z2ameg7jhj5m8psnkjejcc77vfpd0875yggxhhntd0,,1,False,0.0200,1,340,1,0.02,11774641.83,1879.09,370.78,30.78,340.0,1508.31
pool1c86ul4pnqvu7jzag8fjdy6dgrn6pt4ad4vmyq038hyg0wl2kaed,,1,False,0.0200,1,340,1,0.02,11432594.67,4384.14,420.88,80.88,340.0,3963.25
pool10tqeu6d03p6rnalqlvdshmpsljxaq2c0ww6draq6xm8lgyl2a3p,,1,False,0.0300,1,170,1,0.03,11307643.44,2192.92,230.69,60.69,170.0,1962.23
pool1x5dfpgp987e4jhxvgczr3wv50nv2pwd873tlx3uthvcasm422q6,,1,False,0.0200,1,340,1,0.02,11129493.63,5011.41,433.43,93.43,340.0,4577.98
pool13fpvzhz7p0f4c960k44erfykflr7qdp86t6jnxlfamhqcmfha42,,1,False,0.1000,1,340,1,0.1,11124272.23,4384.13,744.41,404.41,340.0,3639.72
pool1crts5gmqr34gsrn6wvrhfs9yqp0ynu8t2t4r350xp80s6pc56ue,,1,False,0.0000,1,340,1,0.0,11089868.89,2818.65,340.0,0.0,340.0,2478.65
pool1lhvpgr8lhsf6h03v9zqxm74pa63rdxx4yuvkqfw4tv9fua8t37a,,1,False,0.0300,1,340,1,0.03,11011326.38,3131.54,423.75,83.75,340.0,2707.79
pool1qetkrhjs9fll3nthuxk6zp0ssanf3rszg5wh8x79mg67gsg7vjv,,1,False,0.0300,1,340,1,0.03,10824613.82,2818.92,414.37,74.37,340.0,2404.55
pool1q9049mstrv5czwyylpf3xen08pmvsfsgtru4wf3zvc9uxat2sm0,,1,False,0.0400,1,340,1,0.04,10563713.91,1877.18,401.49,61.49,340.0,1475.7
pool1k7zrx5rw6cvef9m5qtp9sy4e53u93kwqx73ykz7md9gmwgf56yk,,1,False,0.0100,1,340,1,0.01,10555505.92,3131.52,367.92,27.92,340.0,2763.61
pool1qkd5y9azf2xx0gmrj68lrkcn59ldjmnpzd3y2rq3tvjp2vqljan,,1,False,0.0100,1,340,1,0.01,10516763.79,3446.67,371.07,31.07,340.0,3075.6
pool138s0uwydwtrhkaqj4uwkh37yqw098v9v6nf5q08k9nugumlf8mw,,1,False,0.0000,1,340,1,0.0,10373371.54,2818.37,340.0,0.0,340.0,2478.37
pool10eltx2wej46e62ulmwzm35xfu0azu47yvpjper7gwhncqe74vg6,,1,False,0.0290,1,340,1,0.029,10206821.55,2505.51,402.8,62.8,340.0,2102.71
pool125kh7e0y9lwya4sz5etmsk7hvga9jtfpuhw00vz9zvk6sh8xh5r,,1,False,0.0000,1,170,1,0.0,10006033.85,2818.48,170.0,0.0,170.0,2648.48
pool1ty7lh3nvtwxlcpqg2x30fkr3j9ys6nprztr9m4zp3aajxyjk2vz,,1,False,0.0100,1,340,1,0.01,9930816.42,3132.71,367.93,27.93,340.0,2764.78
pool1u0mc9ywfxl529atxyajuz3pgqnwgnk6w7lejjmjg22ucvn7z9vh,,1,False,0.0400,1,340,1,0.04,9896492.94,2818.65,439.15,99.15,340.0,2379.5
pool1qmsck80ldwm23t4t5elxc857r82ph3urkt7tpyq65ntn2dv2ust,,1,False,0.0000,1,340,1,0.0,9724194.6,2505.41,340.0,0.0,340.0,2165.41
pool1u4sxd6x0qsy7evljt24vtnyhpxd098n609sfcmly6c096mr3jgq,,1,False,0.0199,1,340,1,0.0199,9584003.59,3131.59,395.55,55.55,340.0,2736.03
pool1zj4h7kc6v53q9r8x3fwzfuayf2frwme8u5k86gu0uzeeuvqxgul,,1,False,0.0300,1,340,1,0.03,9565537.32,1546.73,376.2,36.2,340.0,1170.53
pool1heks0vmxkfka2amg9c8yn8qdsxvgmzelfx6jhpfkj8ht5mn0r2m,,1,False,0.0290,1,340,1,0.029,9297203.2,2505.46,402.8,62.8,340.0,2102.66
pool1mwp8ewtzmun0426v9z0h9um2amswgfzn78rckfl2fc3t5sy0m5g,,1,False,0.0100,1,340,1,0.01,9227557.49,2818.48,364.78,24.78,340.0,2453.7
pool1zytydvyy3qztrs8l2xyggvkfcjctp23m2hc3aj7sudnzgny79cg,,1,False,0.0100,1,340,1,0.01,9193441.9,1565.88,352.26,12.26,340.0,1213.63
pool1a6ysvnx24xsjh2f6ehgmx7yu9q45fd7lsk88v2swxkek7pkxtgp,,1,False,0.8500,1,340,1,0.85,9019187.51,2192.2,1914.37,1574.37,340.0,277.83
pool1lxqewhueg4hzyad766zhdwsjet5348ww8mzejf6fprxaw8wfq5s,,1,False,0.0200,1,340,1,0.02,8815030.61,1879.64,370.79,30.79,340.0,1508.85
pool1c3kxs76qj58284f923cx7ed8vw25en3nfghyurv0z9m2g3x9c4j,,1,False,0.0450,1,340,1,0.045,8636629.46,2192.08,423.34,83.34,340.0,1768.73
pool1qgmwcxs8d8qmr0vtvsqd9u8gugrventh5dcqukmu79e2sgfuu8t,,1,False,0.0500,1,170,1,0.05,8624050.56,3446.0,333.8,163.8,170.0,3112.2
pool10scv5quxduhrcc26wpurhk743dngspe8dc3zpkkam0svyx6ejx3,,1,False,0.2000,1,340,1,0.2,8616775.68,4070.98,1086.2,746.2,340.0,2984.79
pool1dpu6kslgxlg3ccrwxldl8e6r7ylnq0yalafmucp0yc7k6qegtt0,,1,False,0.0095,1,250,1,0.0095,8503363.76,4384.67,289.28,39.28,250.0,4095.39
pool1mkjtce8r8yeku0mmc9vpwl0scuwuwc8lz89ckpj3k0kwgvlunv5,,1,False,0.0500,1,340,1,0.05,8495354.22,2818.48,463.92,123.92,340.0,2354.56
pool1522rtve5zlgnlh3zm5a4mcy3u7gpndg3kkac3xyzxmp6x6weca3,,1,False,0.2500,1,340,1,0.25,8395702.12,1878.92,724.73,384.73,340.0,1154.19
pool1rcd7qslz3xnpnk9u6tcwegy5r2574uf8suqu24ptg637jha3sr5,,1,False,0.0200,1,340,1,0.02,8268783.6,2818.37,389.57,49.57,340.0,2428.81
pool16rahfu936wdfq34wf6t8rqxvdjxayra5f7y80xq0udnqglrqel9,,1,False,0.0000,1,170,1,0.0,8108661.73,1878.95,170.0,0.0,170.0,1708.95
pool1a3kdettzvvlqvkl9m9hwe63ggeq5fgvz0twqew5c62dzx99vsed,,1,False,0.0100,1,340,1,0.01,7894633.25,2505.46,361.65,21.65,340.0,2143.81
pool1ea34czsr90yc63fmv4gj4tetp7ds7c4jhpj6vqg4yw40wvygdl3,,1,False,0.0300,1,170,1,0.03,7832964.89,2818.48,249.45,79.45,170.0,2569.03
pool1cc76kmtcpf6vht32ya5ke9er74dnpy4jh5qpy4klqwp87ygdsu6,,1,False,0.0290,1,340,1,0.029,7758082.24,1882.37,384.73,44.73,340.0,1497.64
pool1svszcjg5xaxt5mq7ue2llm26ndt74dslvev04g6kwdmvyf0t657,,1,False,0.0100,1,340,1,0.01,7642583.01,3132.73,367.93,27.93,340.0,2764.8
pool12ktz62g9d32nq0cdk9jyyqg6kquj7lnmx776at5h598supql0t2,,1,False,0.5000,1,680,1,0.5,7636040.87,4697.47,2688.74,2008.74,680.0,2008.74
pool12qtv7kyrx8g0d5890alk6dkc6n6nyfx80synspvqafjrqd3ergz,,1,False,0.0000,1,340,1,0.0,7629367.05,2818.81,340.0,0.0,340.0,2478.81
pool1enul577he3e0s500lv8z98m6k936uecz2rpckxxmmk8c7k0n2rd,,1,False,0.0169,1,340,1,0.0169,7454212.88,939.82,350.14,10.14,340.0,589.68
pool16tcjctesjnks0p8sfrlf8f3d3vrp2fdn2msy80sgg3cdjtayu3z,,1,False,0.0100,1,340,1,0.01,7423733.7,1878.91,355.39,15.39,340.0,1523.53
pool1dhf4dt395f0c0ujnscazvzvw73ynzgwvtf5k4y9c907hwjdyaq4,,1,False,0.0000,1,340,1,0.0,7368977.65,2192.15,340.0,0.0,340.0,1852.15
pool1dmqzwuql5mylffvn7ln3pr9j7kh4gdsssrmma5wgx56f6rtyf42,,1,False,0.0300,1,170,1,0.03,7324465.1,2513.78,240.31,70.31,170.0,2273.47
pool1jvknf3dwtnqln5hcjrh5m7s979revuj5dlxr0337nwmm6p7250q,,1,False,1.0000,1,170,1,1.0,7211308.47,3131.53,3131.53,2961.53,170.0,0.0
pool1tp7fzx8w3lrwwuwff9x7nlqr4r5n0awpq0krwnahvj387n7y22h,,1,False,0.9990,1,345,1,0.999,7191572.95,2505.22,2503.06,2158.06,345.0,2.16
pool10jn0wjlh9y3w2ygq84u2llvlnxfz3lc4g0ssqlmpp3w3y2d2lw5,,1,False,0.0500,1,340,1,0.05,7179657.03,2506.18,448.31,108.31,340.0,2057.88
pool1q9kwa675j2z53jecrs6pn3fqsc9ypxrsypu5dgu6hammqkagy22,,1,False,0.0100,1,340,1,0.01,7156579.27,1878.99,355.39,15.39,340.0,1523.6
pool1a3ekt9me035qgju0en2w39vjns9ggtewnc9fugsmpgczvgtl6u9,,1,False,0.0100,1,340,1,0.01,7148611.19,2192.07,358.52,18.52,340.0,1833.55
pool1axngzl8clfn6pnjaf4w5r0q4tgcwktv0zcuxnn32hl995pthddr,,1,False,0.9999,1,7000,1,0.9999,7070382.63,939.46,939.46,0.0,939.46,0.0
pool16qr7dz5q4vwf3n87t4lmr0d2zlr5knexpdzkuk4trc8dwed7aw3,,1,False,0.0200,1,170,1,0.02,6952215.95,1252.61,191.65,21.65,170.0,1060.96
pool1cspe7naf0mtntwyysqxk6czah3jlh6v4cja8pdfju932yxsehnm,,1,False,0.0000,1,340,1,0.0,6897876.84,2192.49,340.0,0.0,340.0,1852.49
pool1qqqqzyqf8mlm70883zht60n4q6uqxg4a8x266sewv8ad2grkztl,,1,False,0.0400,1,340,1,0.04,6858581.82,2819.42,439.18,99.18,340.0,2380.24
pool1h59405hmvnxz2kyjpll3f65lnqhm7we3u96cws9vzzxzzws9gjc,,1,False,0.0500,1,340,1,0.05,6791911.16,1878.92,416.95,76.95,340.0,1461.98
pool1qvhss6kxmtl27nr4ugvypayhvt4a4vzll8p9csdg2v8q7d22llu,,1,False,0.0200,1,340,1,0.02,6789917.97,1879.28,370.79,30.79,340.0,1508.49
pool1lqpymyzg9glc88r7urptuv0d8t2tu9ty7xtshvxmgpu0j4lp8p3,,1,False,0.0100,1,170,1,0.01,6740401.47,1879.87,187.1,17.1,170.0,1692.77
pool1qqqqrwzy7njvjq9wph7usj5gghm3py9c97688ek8pgc7uem9cfz,,1,False,0.0400,1,340,1,0.04,6688585.23,1879.99,401.6,61.6,340.0,1478.39
pool1dmnyhw9uthknzcq4q6pwdc4vtfxz5zzrvd9eg432u60lzl959tw,,1,False,1.0000,1,340,1,1.0,6664162.8,626.34,626.34,286.34,340.0,0.0
pool18v9r8afalh50l4lstct2awdc3zspnvurcs7t45nv29uc2mnxc6c,,1,False,0.0000,1,340,1,0.0,6613693.76,1878.91,340.0,0.0,340.0,1538.91
pool1djg8jsygtculv3q2qdrxtnpxfq003pdxcvlw2pvfupq7jm5xpgp,,1,False,0.0200,1,340,1,0.02,6531370.93,1252.66,358.25,18.25,340.0,894.41
pool1zmhvvzlqp0xrhhqjhxyvfuct83wk4w85jckfkypz4fskcjzze2x,,1,False,1.0000,1,170,1,1.0,6513285.48,1565.77,1565.77,1395.77,170.0,0.0
pool106p2jjwuwagq2as7cdzx4y6cyc2pdj7a3h3vv5cvkvnskegff3w,,1,False,0.0000,1,340,1,0.0,6446000.2,3444.69,340.0,0.0,340.0,3104.69
pool1ev8fwfccn8gr0zcz3uyps0t0mcrefc6s95wjc6aed3ngc86y5rk,,1,False,0.0090,1,340,1,0.009,6404176.67,1565.95,351.03,11.03,340.0,1214.92
pool1q80jjs53w0fx836n8g38gtdwr8ck5zre3da90peuxn84sj3cu0r,,1,False,0.0000,1,340,1,0.0,6351777.68,1878.83,340.0,0.0,340.0,1538.83
pool1hwlghkwnjsjk8370qt3dvp23d7urwm36f95fmxcz3np2kghknj9,,1,False,0.0000,1,340,1,0.0,6351661.92,1252.61,340.0,0.0,340.0,912.61
pool140x77a7cz2j689lmxf836qpjtc3y83rka28v6gpswxdw2mag62e,,1,False,0.0299,1,340,1,0.0299,6333512.78,4074.81,451.67,111.67,340.0,3623.14
pool1k0xa8wlsntmjhtw2shj3tspqd4kjyquw9tuyx5s7zz5jsyw4y2p,,1,False,0.0000,1,170,1,0.0,6268605.96,1566.36,170.0,0.0,170.0,1396.36
pool1hkr5zcthjvcn3ffncc4jqk5ctxxfrk37h7uddqnvxd4cu872nrt,,1,False,0.9999,1,20000,1,0.9999,6178045.5,2818.37,2818.37,0.0,2818.37,0.0
pool10p3g22454ly7eaurlur5wc9d9ual2fnfwy7a6e7k09z3yf929k9,,1,False,0.0290,1,340,1,0.029,6128231.98,1565.78,375.55,35.55,340.0,1190.23
pool1ar6nsa2uzng70uf8fdrttu5jhgxzgu2f4za8h845zr435nfcruw,,1,False,0.0150,1,170,1,0.015,6063395.65,1879.1,195.64,25.64,170.0,1683.46
pool107rsdzswa5s3y8wk5z62tgh5lhm790dsyqjp4lq66fht7qnaq9d,,1,False,0.0050,1,340,1,0.005,6055113.49,1565.77,346.13,6.13,340.0,1219.64
pool1fxmancs3dmc9l0s7u7zrj8334m9nvzam5t5hnuuf4c7cjr6867m,,1,False,0.0100,1,340,1,0.01,5990667.51,2819.45,364.79,24.79,340.0,2454.66
pool1d9g45764jtjzagrmy5ndtrx4pua7l9sr4nh08l3mqs43xe6wnh9,,1,False,0.0150,1,340,1,0.015,5964079.93,1252.65,353.69,13.69,340.0,898.96
pool1gnnwyf9vwcgtm3us0w0duuy43r9k7yhnchvyx0xqv9766ysw2a9,,1,False,0.0000,1,170,1,0.0,5934399.71,2505.22,170.0,0.0,170.0,2335.22
pool1j6zqawj6f58lp4p00t26eqe58gxx4pa3cudlzpkv23y92nlxjzd,,1,False,0.0320,1,200,1,0.032,5887476.13,1879.1,253.73,53.73,200.0,1625.37
pool12eht6dqxpzqj87xuextrpufz2gxmt4reuesuw26r2utzw0kw906,,1,False,0.0000,1,200,1,0.0,5864731.44,939.6,200.0,0.0,200.0,739.6
pool16jefdagcsgzyek9jytzfezx5ajvfkytjgghaps64hzz6uzkpc0e,,1,False,0.0100,1,340,1,0.01,5857041.52,2192.17,358.52,18.52,340.0,1833.65
pool1qu48wpwwarmkewhlwge9xs87sgt8gdnqq26nnre2v6c8up4fxwr,,1,False,0.0200,1,340,1,0.02,5771858.12,1879.6,370.79,30.79,340.0,1508.81
pool15k0zeppza4qzgf6z7wmwsgvl5rz9f6489zxhrxqa8dj6jzju6ct,,1,False,0.0100,1,340,1,0.01,5761777.17,2192.24,358.52,18.52,340.0,1833.72
pool1q8a7ym63gurl72wr32je0tv0lp4p2uh8vzzc6rn6un7ryslvqmu,,1,False,0.0200,1,340,1,0.02,5736528.49,2504.4,383.29,43.29,340.0,2121.11
pool1wz27a9pvd2jat98s375lxaaj7qxy405km4vzp83wn5vtwp59kvh,,1,False,0.0000,1,500,1,0.0,5681022.29,1252.54,500.0,0.0,500.0,752.54
pool1pnzwgsgzd6t4788sfr7dxjyusepyq9xaxnpyfcngewqf29t9ayd,,1,False,0.0095,1,340,1,0.0095,5679409.01,2505.36,360.57,20.57,340.0,2144.79
pool1ztk6dcj2nc3plnujf3ek6jqngtx8hcryufz56lyumemlcy2xxn0,,1,False,0.9900,1,340,1,0.99,5654990.96,1565.76,1553.5,1213.5,340.0,12.26
pool10p6wd9k0fwk2zqkqnqr8efyr7gms627ujk9dxgk6majskhawr6r,,1,False,0.0100,1,340,1,0.01,5640424.69,3451.4,371.11,31.11,340.0,3080.28
pool1tj3u8pz6732uy2ut3s90e0j880jyu9j0ve9vtu9zj5xzglhdlqy,,1,False,0.0000,1,340,1,0.0,5590748.71,1878.91,340.0,0.0,340.0,1538.91
pool18xjkr4xpscwxsatewj9lqc6z74vw90qycjd0wrypeqej673j5u8,,1,False,0.0300,1,340,1,0.03,5553797.21,2192.08,395.56,55.56,340.0,1796.52
pool1fuzqy5r9x98826zv6wp40tr27uplemmstkd57cuw8jh5v5m90vn,,1,False,0.0050,1,340,1,0.005,5549321.9,2508.0,350.84,10.84,340.0,2157.16
pool1hjpax8lf2hmct63xxrspe9zzmmywcrzw89yg3nacu0axzy0latu,,1,False,0.0200,1,340,1,0.02,5428673.31,2192.14,377.04,37.04,340.0,1815.1
pool1py6q7y3f7jz60mt5jhsrdx6lqtuvc02chqgvwzjzayctqhgzzge,,1,False,0.9999,1,500,1,0.9999,5414432.85,2505.22,2505.02,2005.02,500.0,0.2
pool1hnnfvsq3xlln6vz7d2xmk6kqekd5z4ctmfpdad8g8kr0yk8kdfd,,1,False,0.0200,1,170,1,0.02,5387706.71,2119.26,208.99,38.99,170.0,1910.28
pool18gysxqfwz4j8rm3vlh6677vs9n23prvfr7gwe88mhn5uudgx9ng,,1,False,0.0195,1,170,1,0.01949,5355332.0,939.53,185.0,15.0,170.0,754.53
pool1qqqq4md2rfdt75qvh3x9cgmkrgkl74ctcj3fnxpu3ylcudl22ex,,1,False,0.0200,1,340,1,0.02,5225568.3,1878.99,370.78,30.78,340.0,1508.21
pool1pgmuramw9waw9ckxsvpxmcn9p6fd4xl5jmavu8jje0x5vuc00l0,,1,False,0.0300,1,340,1,0.03,5220231.99,2505.23,404.96,64.96,340.0,2100.27
pool1y49e700dnx8lpvznmysgzw203mjq6l7um85ka4ys6x0zcwgs77w,,1,False,0.0300,1,340,1,0.03,5200187.31,626.35,348.59,8.59,340.0,277.76
pool1uq8l234306m76unyz8kuwnkvmtvazaks6vuvyx3a3khngavvcw0,,1,False,0.0100,1,500,1,0.01,5104093.41,1572.41,510.72,10.72,500.0,1061.68
pool12wpfng6cu7dz38yduaul3ngfm44xhv5xmech68m5fwe4wu77udd,,1,False,0.0200,1,200,1,0.02,5099342.23,626.43,208.53,8.53,200.0,417.9
pool1pj5jnehwjtt4esfl0325hr338n98v3kcww3sggce59ugyf2f883,,1,False,1.0000,1,340,1,1.0,5086290.19,1878.92,1878.92,1538.92,340.0,0.0
pool1h6q8jj55dn6727yydlypu0rz4sflf2enxhs0thqydmddgu3shl5,,1,False,0.0300,1,170,1,0.03,5048768.1,1254.21,202.53,32.53,170.0,1051.68
pool1qqlf3epa7m8780p2jx5689u2ql06tw026l5377tptk2zswrc645,,1,False,0.0300,1,340,1,0.03,5047427.71,1565.76,376.77,36.77,340.0,1188.99
pool1wun8t7nt4daw2zgv0vj7cmwru97vsw0fccucjzuvs7y0qlc8xyv,,1,False,0.0500,1,340,1,0.05,5025101.02,1565.76,401.29,61.29,340.0,1164.47
pool1ytszp582dm9u5un6mevt9czgcnuqhflwfr9ly4ukpeqcughryqh,,1,False,0.0200,1,340,1,0.02,4991087.93,1255.93,358.32,18.32,340.0,897.61
pool1l3wdq3cec23jadkt2cx384vtgd75ncau33smrptwj87n2wedc0d,,1,False,1.0000,1,340,1,1.0,4984197.6,4697.31,4697.31,4357.31,340.0,0.0
pool16cerhwlk8nq7rpuerr4g08tpgeq7awnhgxzkyalc8n8xjwzxqm3,,1,False,1.0000,1,340,1,1.0,4846557.32,1252.61,1252.61,912.61,340.0,0.0
pool1mcwcfl96ew79rmj4zxehr33p55e4e62dt4whyr2vqesswp9mmvz,,1,False,0.0000,1,340,1,0.0,4808823.51,1565.77,340.0,0.0,340.0,1225.77
pool1r3ax7pd3cgad5kttench60ttr23kvfpx3vzvd6c3azppgw7q93t,,1,False,0.9900,1,170,1,0.99,4785153.38,1878.99,1861.9,1691.9,170.0,17.09
pool10fxpa6wkv0wc6wcmahcnz4wvvfx9m7547sevxrge3nfuv7yh8m0,,1,False,0.0000,1,340,1,0.0,4658255.06,2818.7,340.0,0.0,340.0,2478.7
pool1rpjjz68kmmetyxztmrstrwgz8lxf6v0d7vqgw98r5x8rc50jrdf,,1,False,0.0200,1,340,1,0.02,4618821.76,2506.22,383.32,43.32,340.0,2122.9
pool19ae6xhzsscypyha0sszv90xwjsh20hxecxjpcqynshfawvwxqnn,,1,False,0.0180,1,340,1,0.018,4566458.55,2198.86,373.46,33.46,340.0,1825.4
pool1fh4sh2telea0tfdy39h0drx6uq566yt9gf24edpz7335sclx39z,,1,False,0.0200,1,340,1,0.02,4432441.64,1253.09,358.26,18.26,340.0,894.83
pool1mg37s4w4uzsmw27nsnz2mwfll8sdawngvy3n657t7nd0yjcd77e,,1,False,0.0200,1,340,1,0.02,4418819.06,313.16,313.16,0.0,313.16,0.0
pool1etfxpqw7456eh337p7x5jsvxxa67fsduvnmucevrqweckex3nhl,,1,False,0.0000,1,170,1,0.0,4345472.44,1252.77,170.0,0.0,170.0,1082.77
pool1nffpy6r7l4ueeedzvvzsta2vty9g6mtet6huuhfzyvndkwd35dl,,1,False,0.0100,1,340,1,0.01,4321230.84,1565.77,352.26,12.26,340.0,1213.51
pool15f9qklmaajysmwx9n3rkgc5s2g3rfffz4x8spnedtzdgq43tpe2,,1,False,0.0200,1,170,1,0.02,4299754.88,1565.76,197.92,27.92,170.0,1367.85
pool165zu45p489lpuypt4fsuc5g8l9g9ha4dddlls84jlsp3k4vsw9p,,1,False,0.0500,1,340,1,0.05,4273701.76,1565.77,401.29,61.29,340.0,1164.49
pool1fyp482ntshhm9zfz4nv7pmsaeakscf5mnuzcxuvtqf6t56fc7l0,,1,False,0.0190,1,170,1,0.019,4254666.32,626.3,178.67,8.67,170.0,447.63
pool1vce30junxx06g2ha8ww02cqgy644yj69ehhg2x95qe7323zfznp,,1,False,0.0000,1,340,1,0.0,4240748.03,2192.07,340.0,0.0,340.0,1852.07
pool18j287g2sccele52hhxc0csk2ghfghwndqm9yahdqnhjks840wtq,,1,False,0.0250,1,340,1,0.025,4232770.59,313.18,313.18,0.0,313.18,0.0
pool1drv9qkh2tgqqucc0jp8cwswpmmkfzdd898ja7ac0uwm9j5d44tq,,1,False,0.0000,1,170,1,0.0,4165175.46,1570.48,170.0,0.0,170.0,1400.48
pool19m547w9wkcqm5hcstz67fly4ucz0zsp3dqv4n956xyusy4dlpue,,1,False,0.0100,1,340,1,0.01,4155915.0,939.46,345.99,5.99,340.0,593.46
pool1lnk67xp7jsc2e3yyun3fpaqvkx0f3c8q0ml29ge85udeghn2gvn,,1,False,0.0000,1,340,1,0.0,4142895.05,941.04,340.0,0.0,340.0,601.04
pool1les50pm26wpf8gym7cda470xgfswukzhyykvhyfsfl4dcu2ezj4,,1,False,0.0300,1,340,1,0.03,4031909.57,1878.92,386.17,46.17,340.0,1492.75
pool1t9m69j5thv2ke9jt9hhsgxlag44z7erp2s2ukcpruwhwqarc9np,,1,False,0.0300,1,170,1,0.03,4029249.49,939.82,193.09,23.09,170.0,746.72
pool1j6dh3ynys827j38976q0q3s3c9hpzgx40kjcq4472h6m7d3t0hm,,1,False,0.0300,1,340,1,0.03,4015591.47,2192.9,395.59,55.59,340.0,1797.31
pool1apupv5qtfp2aa2xlrzzjzx0uj686g3n695a329nq8j5jvvzumz0,,1,False,0.0100,1,170,1,0.01,3959495.72,939.49,177.69,7.69,170.0,761.8
pool1pqm2cev326p2mrruzw9xru65uvt3r7f0rdf5gtx54zdskxqhmur,,1,False,0.0500,1,340,1,0.05,3907992.14,939.49,369.97,29.97,340.0,569.52
pool19q034g07ka2ltwc3wwjeu79w29nlafc0w2ppne5ppu5wud60rgq,,1,False,0.0000,1,170,1,0.0,3889454.6,939.64,170.0,0.0,170.0,769.64
pool1gdgjzmp96kk0d0sj482655wqlq8jtc4t9xw8xzfwfx4tjyq73hw,,1,False,0.0200,1,340,1,0.02,3852805.69,2507.51,383.35,43.35,340.0,2124.16
