epoch_no,pools_with_min_cost,pools_with_zero_margin,pools_total,p10_margin,p25_margin,p50_margin,p75_margin,p90_margin,mean_margin,p50_fixed_cost,mean_fixed_cost,stake_weighted_margin,pct_min_cost,pct_zero_margin
255,811,108,896,0.0,0.01,0.02,0.03,0.06,0.049631649113650714,340.0,372.88169642857144,0.08742090911259036,90.51339285714286,12.053571428571429
256,826,107,915,0.0,0.01,0.02,0.03,0.06,0.05003673071675524,340.0,372.4448087431694,0.0861864828627581,90.27322404371586,11.693989071038251
257,838,104,927,0.0,0.01,0.02,0.03,0.06,0.0475473663493323,340.0,372.3128371089536,0.0841097968949392,90.39913700107874,11.21898597626753
258,864,114,953,0.0,0.01,0.02,0.03,0.06,0.04902658825375765,340.0,372.15529905561385,0.08717831423756031,90.6610703043022,11.962224554039874
259,862,114,953,0.0,0.01,0.02,0.03,0.06,0.048409419727177334,340.0,371.6778593913956,0.08778122221674901,90.45120671563484,11.962224554039874
260,887,120,968,0.0,0.01,0.02,0.03,0.06,0.048660007857263474,340.0,370.3915289256198,0.0910661708499918,91.63223140495867,12.396694214876034
261,864,121,952,0.0,0.01,0.02,0.03,0.06,0.049346994333856135,340.0,371.74789915966386,0.08811283816403133,90.75630252100841,12.710084033613445
262,895,129,988,0.0,0.01,0.02,0.03,0.06,0.04722397115974802,340.0,370.62145748987854,0.0891503975969469,90.58704453441295,13.056680161943321
263,885,129,975,0.0,0.01,0.02,0.03,0.06,0.04959027446751901,340.0,370.54769230769233,0.0905991295097318,90.76923076923077,13.230769230769232
264,889,138,975,0.0,0.01,0.02,0.03,0.06,0.04941878308290363,340.0,1404.8748717948718,0.08742188242589465,91.17948717948718,14.153846153846153
265,891,133,984,0.0,0.01,0.02,0.03,0.06,0.050532516875844556,340.0,1396.07418699187,0.0866180483891775,90.54878048780488,13.516260162601625
266,882,129,980,0.0,0.01,0.02,0.03,0.06,0.05266620765901127,340.0,1403.4204081632654,0.08686983515213004,90.0,13.16326530612245
267,866,131,960,0.0,0.01,0.02,0.03,0.06,0.052824335943574004,340.0,1425.6114583333333,0.08653542505250207,90.20833333333333,13.645833333333332
268,909,149,999,0.0,0.01,0.02,0.03,0.06,0.05152756106689794,340.0,1387.8648648648648,0.0858399832519293,90.990990990991,14.914914914914915
269,882,135,977,0.0,0.01,0.02,0.03,0.06,0.05299194228846576,340.0,1407.8474923234392,0.08681142617526179,90.2763561924258,13.817809621289662
270,890,142,981,0.0,0.01,0.02,0.03,0.06,0.05215026259513868,340.0,1403.0295616717635,0.0861355771233908,90.72375127420999,14.475025484199797
271,910,151,1004,0.0,0.01,0.02,0.03,0.06,0.050670481599433305,340.0,1379.2211155378486,0.08352113942944213,90.63745019920319,15.0398406374502
272,894,148,990,0.0,0.01,0.02,0.03,0.06,0.053556024773566704,340.0,1394.5757575757575,0.08381845762154806,90.30303030303031,14.949494949494948
273,904,145,996,0.0,0.01,0.02,0.03,0.06,0.052422784664489,340.0,1387.7660642570281,0.08508443946357738,90.76305220883533,14.558232931726907
274,938,154,1026,0.0,0.01,0.02,0.03,0.06,0.05048381630197957,340.0,1355.3723196881092,0.0849933445699706,91.42300194931774,15.009746588693956
275,939,162,1029,0.0,0.01,0.02,0.03,0.06,0.05226849710965116,340.0,1352.3197278911564,0.0825680617854403,91.25364431486881,15.743440233236154
276,907,160,999,0.0,0.01,0.02,0.03,0.06,0.053052246772603645,340.0,1382.884884884885,0.08272782961748538,90.7907907907908,16.016016016016017
277,942,167,1033,0.0,0.01,0.02,0.03,0.06,0.05337623090593518,340.0,1347.8238141335914,0.08979024052058143,91.19070667957405,16.16650532429816
278,918,158,1010,0.0,0.01,0.02,0.03,0.06,0.05591202626319905,340.0,1370.7247524752474,0.09288838098811446,90.89108910891089,15.643564356435643
279,954,167,1045,0.0,0.01,0.02,0.03,0.06,0.05663405313476655,340.0,2292.8,0.09455175907365285,91.29186602870814,15.98086124401914
280,942,166,1031,0.0,0.01,0.02,0.03,0.06,0.0565786096273822,340.0,2319.3123181377305,0.09449544085166499,91.36760426770127,16.100872938894277
281,956,170,1043,0.0,0.01,0.02,0.03,0.06,0.05754988458852449,340.0,2296.6788111217643,0.09487283050978294,91.65867689357621,16.29913710450623
282,971,184,1055,0.0,0.01,0.02,0.03,0.06,0.055359573105053114,340.0,2274.2616113744075,0.09491931476772991,92.03791469194313,17.44075829383886
283,947,169,1036,0.0,0.01,0.02,0.03,0.06,0.05726058543999135,340.0,2309.7596525096524,0.0955783150332609,91.40926640926641,16.312741312741313
284,968,180,1062,0.0,0.01,0.02,0.03,0.06,0.05860490256669589,340.0,2261.879472693032,0.09525692595857073,91.1487758945386,16.94915254237288
285,953,173,1046,0.0,0.01,0.02,0.03,0.06,0.05858818882966639,340.0,2291.423518164436,0.09550292584130683,91.10898661567877,16.539196940726576
286,951,174,1037,0.0,0.01,0.02,0.03,0.06,0.058969755560107084,340.0,2308.120540019286,0.09582456435754019,91.70684667309547,16.77917068466731
287,980,198,1067,0.0,0.01,0.02,0.03,0.06,0.06120590113948551,340.0,2252.784442361762,0.09571993682035287,91.84629803186503,18.556701030927837
288,975,196,1063,0.0,0.01,0.0199,0.03,0.06,0.05837420087096053,340.0,2259.793979303857,0.09612138098820176,91.72154280338664,18.438381937911572
289,967,195,1056,0.0,0.01,0.02,0.03,0.06,0.05946611318734,340.0,2273.471590909091,0.09572474175445457,91.5719696969697,18.46590909090909
290,985,208,1073,0.0,0.009,0.01999,0.03,0.06,0.05873377961400842,340.0,2243.4026095060576,0.10008836311659597,91.7986952469711,19.384902143522833
291,943,200,1035,0.0,0.0097,0.02,0.03,0.06,0.0618852816674696,340.0,2313.1024154589372,0.1016450521067426,91.11111111111111,19.32367149758454
292,972,208,1063,0.0,0.009,0.0199,0.03,0.06,0.06273580396597464,340.0,2261.247412982126,0.10252132138310012,91.43932267168391,19.567262464722486
293,954,210,1043,0.0,0.009,0.0199,0.03,0.06,0.06607408401326083,340.0,2297.6040268456377,0.10464552328125849,91.46692233940557,20.13422818791946
294,998,205,1089,0.0,0.0097,0.0199,0.03,0.06,0.06494900507422502,340.0,2214.8494031221303,0.10582440311176171,91.643709825528,18.824609733700644
295,991,213,1077,0.0,0.009,0.0189,0.03,0.06,0.06765247495434637,340.0,2235.5208913649026,0.1110698683696163,92.01485608170844,19.77715877437326
296,990,199,1079,0.0,0.00995,0.0199,0.03,0.06,0.06816252690067752,340.0,2232.1696014828544,0.11427022550267338,91.7516218721038,18.443002780352177
297,1001,208,1095,0.0,0.01,0.0199,0.03,0.06,0.0689619319779279,340.0,2204.6648401826483,0.11610993144656326,91.41552511415524,18.995433789954337
298,979,213,1071,0.0,0.009,0.0195,0.03,0.06,0.07015420776454813,340.0,2246.482726423903,0.11857209495012191,91.40989729225024,19.88795518207283
299,980,206,1069,0.0,0.01,0.0199,0.03,0.06,0.07022560852743784,340.0,2250.0383536014965,0.11900391856735358,91.67446211412536,19.270346117867167
300,968,205,1063,0.0,0.00995,0.0199,0.03,0.06,0.07121345768187304,340.0,2260.908748824083,0.12144048248603895,91.06302916274694,19.285042333019756
301,1002,222,1101,0.0,0.009,0.019,0.03,0.06,0.07111519212155408,340.0,2194.6784741144415,0.11986634747832953,91.00817438692098,20.16348773841962
302,971,208,1067,0.0,0.0099,0.0199,0.03,0.06,0.0722506340448276,340.0,2254.3261480787255,0.11994853995251695,91.00281162136832,19.49390815370197
303,980,207,1072,0.0,0.009975000000000001,0.0199695,0.03,0.06,0.07105429619946925,340.0,2244.814365671642,0.12032040462949894,91.4179104477612,19.30970149253731
304,970,215,1065,0.0,0.009,0.0199,0.03,0.06,0.07305883240923103,340.0,2257.005633802817,0.12080581711235595,91.07981220657277,20.187793427230048
305,977,215,1073,0.0,0.0095,0.0199,0.03,0.06,0.07178104055529454,340.0,2243.542404473439,0.11564272399319175,91.05312208760485,20.03727865796831
306,957,209,1049,0.0,0.0099,0.02,0.03,0.06,0.0739167078320601,340.0,2286.5948522402286,0.11818158885623495,91.22974261201145,19.92373689227836
307,964,214,1054,0.0,0.009,0.02,0.03,0.06,0.07391461565464895,340.0,2277.2609108159395,0.11709050994739405,91.46110056925995,20.30360531309298
308,959,208,1049,0.0,0.0097,0.0199,0.03,0.06,0.07566487751747478,340.0,2286.2926596758816,0.11612025614015951,91.42040038131553,19.82840800762631
309,969,208,1062,0.0,0.01,0.02,0.03,0.06,0.07579760499607442,340.0,2262.6186440677966,0.10563006268452528,91.24293785310734,19.58568738229755
310,973,217,1067,0.0,0.009,0.0199,0.03,0.06,0.07880480460715186,340.0,2253.5688847235238,0.10628413928735188,91.19025304592316,20.33739456419869
311,967,211,1063,0.0,0.0098,0.02,0.03,0.06,0.07092893369316185,340.0,2261.3932267168393,0.10507443150074472,90.96895578551269,19.84948259642521
312,941,200,1036,0.0,0.01,0.019945,0.03,0.06,0.07111694644385236,340.0,2310.734555984556,0.1059169765124699,90.83011583011583,19.305019305019304
313,957,210,1050,0.0,0.00975,0.0199,0.03,0.06,0.06885662525317242,340.0,2275.1638095238095,0.10044437867677689,91.14285714285715,20.0
314,961,212,1058,0.0,0.0099,0.0199,0.03,0.06,0.06942784169738282,340.0,2260.6739130434785,0.10066666374669048,90.83175803402646,20.03780718336484
315,949,218,1044,0.0,0.009,0.0199,0.03,0.06,0.0662266824864282,340.0,2286.189655172414,0.10007199960566225,90.90038314176245,20.88122605363985
316,946,214,1038,0.0,0.009125,0.0199,0.03,0.06,0.06935410067999137,340.0,2297.6098265895953,0.09960980945364696,91.13680154142581,20.616570327552985
317,917,207,1012,0.0,0.009,0.02,0.03,0.06,0.06773760524291604,340.0,2347.943675889328,0.09069523453559084,90.61264822134387,20.454545454545457
318,901,197,995,0.0,0.0099,0.02,0.03,0.06,0.06870689097068447,340.0,2382.097487437186,0.0900876121864451,90.55276381909547,19.798994974874372
319,907,205,1002,0.0,0.0095,0.02,0.03,0.06,0.06829106278443113,340.0,2367.836327345309,0.09108582198206663,90.51896207584831,20.459081836327346
320,880,188,974,0.0,0.01,0.02,0.03,0.06,0.07151155699777315,340.0,2426.2854209445586,0.09315051188733839,90.34907597535934,19.301848049281315
321,893,195,984,0.0,0.01,0.02,0.03,0.06,0.07251641921324292,340.0,2404.25,0.09707269532031636,90.7520325203252,19.817073170731707
322,917,202,1009,0.0,0.0097,0.02,0.03,0.06,0.07279817295919826,340.0,2352.955401387512,0.09953704699387578,90.8820614469772,20.01982160555005
323,970,226,1070,0.0,0.009,0.0199,0.03,0.06,0.07206089394002901,340.0,2238.3803738317756,0.1037682990012035,90.65420560747664,21.121495327102803
324,979,241,1075,0.0,0.0075,0.019,0.03,0.06,0.07185716885193585,340.0,2221.30511627907,0.10576925495404034,91.06976744186046,22.41860465116279
325,995,241,1085,0.0,0.008,0.0199,0.03,0.06,0.06942011512442396,340.0,2203.1917050691245,0.10923981200637004,91.70506912442397,22.211981566820278
326,955,210,1047,0.0,0.0099,0.02,0.03,0.06,0.08127617623288542,340.0,2279.9493791786053,0.11897391531760279,91.21298949379178,20.057306590257877
327,953,211,1041,0.0,0.0095,0.02,0.03,0.06,0.08046979492394912,340.0,2282.409221902017,0.11670504586887044,91.5465898174832,20.26897214217099
328,972,229,1066,0.0,0.0081,0.0199,0.03,0.065,0.08164384673154883,340.0,2245.4146341463415,0.11398543046729519,91.18198874296435,21.482176360225143
329,976,219,1062,0.0,0.009,0.02,0.039,0.06,0.07831067853656407,340.0,2252.421845574388,0.10633327536863811,91.90207156308851,20.62146892655367
330,955,207,1041,0.0,0.0099,0.02,0.0398,0.06,0.07907315707572626,340.0,2291.1738712776178,0.1086784238873201,91.73871277617675,19.88472622478386
331,1003,224,1092,0.0,0.009375,0.02,0.039,0.06,0.08035005174526652,340.0,2199.992673992674,0.10889606938228374,91.84981684981685,20.51282051282051
332,1012,219,1096,0.0,0.0095,0.02,0.039,0.06,0.07978927063488234,340.0,2193.1605839416056,0.1088558256061848,92.33576642335767,19.98175182481752
333,988,221,1077,0.0,0.009,0.02,0.0399,0.06,0.08121927252166299,340.0,2225.9600742804087,0.10841004228665899,91.73630454967501,20.51996285979573
334,976,213,1065,0.0,0.0095,0.02,0.0398,0.06,0.079940413723785,340.0,2247.3230046948356,0.10830474024246253,91.64319248826291,20.0
335,990,220,1077,0.0,0.0097,0.02,0.039,0.06399999999999978,0.08195715553930459,340.0,2225.983286908078,0.10763088750485868,91.92200557103064,20.42711234911792
336,973,209,1058,0.0,0.00975,0.02,0.0399,0.06270000000000062,0.08230203828528454,340.0,2260.3156899810965,0.10729308958669782,91.96597353497165,19.754253308128543
337,985,208,1071,0.0,0.01,0.02,0.0399,0.069,0.08249417975334364,340.0,2236.595704948646,0.10746010145908012,91.97012138188609,19.421101774042953
338,977,209,1064,0.0,0.00965,0.02,0.0392,0.06,0.0801974215374352,340.0,2249.0780075187968,0.10661708270927095,91.82330827067669,19.642857142857142
339,992,214,1077,0.0,0.0099,0.02,0.0399,0.069,0.08111432359872892,340.0,2225.97400185701,0.10655449442774159,92.10770659238626,19.87000928505107
340,961,206,1050,0.0,0.00955,0.02,0.04,0.075,0.08392145382460099,340.0,2274.541904761905,0.10490928810280299,91.52380952380952,19.61904761904762
341,976,196,1065,0.0,0.01,0.02,0.04,0.075,0.08561082301955966,340.0,2247.243192488263,0.10414560212238942,91.64319248826291,18.403755868544604
342,997,208,1081,0.0,0.01,0.02,0.0399,0.06,0.08058355829401576,340.0,2218.990749306198,0.10262983316023473,92.22941720629048,19.241443108233117
343,1005,212,1094,0.0,0.01,0.02,0.0399,0.075,0.0846776293563355,340.0,2197.0191956124313,0.10260408061244913,91.86471663619744,19.378427787934186
344,985,199,1071,0.0,0.01,0.02,0.04,0.075,0.08528051028555653,340.0,2236.5443510737628,0.10232243987227764,91.97012138188609,18.58076563958917
345,990,203,1076,0.0,0.01,0.02,0.04,0.0645,0.08205281273776119,340.0,2227.782527881041,0.10221290744237327,92.00743494423791,18.866171003717472
346,991,205,1079,0.0,0.01,0.02,0.0399,0.06180000000000041,0.0819866788839954,340.0,2222.543095458758,0.10191163916217114,91.84430027803522,18.999073215940683
347,944,192,1032,0.0,0.01,0.02,0.035,0.075,0.08478733189518511,340.0,2308.279069767442,0.10636424777990548,91.47286821705426,18.6046511627907
348,1009,207,1102,0.0,0.01,0.02,0.0396,0.06,0.08293868104884848,340.0,2184.00998185118,0.10064961693357305,91.56079854809437,18.784029038112525
349,975,191,1062,0.0,0.01,0.02,0.04,0.0680999999999998,0.0839706464273362,340.0,2252.6214689265535,0.1004135881719732,91.80790960451978,17.984934086629
350,1008,200,1092,0.0,0.01,0.02,0.0399,0.06,0.08032429168116395,340.0,2199.614468864469,0.09992955658794785,92.3076923076923,18.315018315018314
351,974,190,1063,0.0,0.01,0.02,0.04,0.075,0.08663643134132741,340.0,2251.0479774223895,0.10113093494521339,91.6274694261524,17.873941674506113
352,981,193,1068,0.0,0.01,0.02,0.04,0.075,0.0846280210822388,340.0,2242.1666666666665,0.09710257703407689,91.85393258426966,18.071161048689138
353,990,194,1075,0.0,0.01,0.02,0.0399,0.06,0.07944988513100562,340.0,2229.4083720930234,0.0966287704603923,92.09302325581396,18.046511627906977
354,993,186,1077,0.0,0.01,0.02,0.04,0.0635999999999998,0.08319863185313932,340.0,2226.020427112349,0.10033863436581882,92.20055710306406,17.270194986072422
355,989,197,1079,0.0,0.01,0.02,0.04,0.075,0.08743329611291106,340.0,2222.835032437442,0.10071691576658594,91.65894346617239,18.257645968489342
356,984,185,1071,0.0,0.01,0.02,0.04,0.075,0.08723270449657428,340.0,2237.253968253968,0.10065850017421153,91.87675070028011,17.273576097105508
357,987,178,1075,0.0,0.01,0.02,0.04,0.075,0.08813965257286609,340.0,2229.8827906976744,0.10048718803325249,91.81395348837209,16.558139534883722
358,993,179,1079,0.0,0.01,0.02,0.04,0.075,0.08768148889326324,340.0,2222.5708989805375,0.10070063577753341,92.02965708989805,16.589434661723818
359,987,192,1075,0.0,0.01,0.02,0.04,0.075,0.0868830944333312,340.0,2229.780465116279,0.10024156794459588,91.81395348837209,17.86046511627907
360,1012,193,1099,0.0,0.01,0.02,0.04,0.075,0.0880700969115842,340.0,2188.4567788899,0.09981176121082062,92.08371246587808,17.561419472247497
361,1017,187,1105,0.0,0.01,0.02,0.04,0.075,0.08739260318174755,340.0,2178.5692307692307,0.100037535069799,92.03619909502262,16.923076923076923
362,992,194,1079,0.0,0.01,0.02,0.04,0.075,0.08632736470419929,340.0,2222.77015755329,0.09997706065565798,91.93697868396663,17.979610750695088
363,992,191,1079,0.0,0.01,0.02,0.04,0.075,0.08640753152532997,340.0,2223.006487488415,0.09952335479304192,91.93697868396663,17.701575532900833
364,1008,195,1096,0.0,0.01,0.02,0.04,0.075,0.08768734170240058,340.0,2193.8038321167883,0.09701393626548896,91.97080291970804,17.791970802919707
365,997,195,1085,0.0,0.01,0.02,0.04,0.07300000000000012,0.08465412582104243,340.0,2212.312442396313,0.0973156202082304,91.88940092165898,17.972350230414747
366,992,182,1080,0.0,0.01,0.02,0.04,0.075,0.0885914134405843,340.0,2221.462037037037,0.09723696747251293,91.85185185185185,16.85185185185185
367,999,193,1084,0.0,0.01,0.02,0.04,0.075,0.08687594696109874,340.0,2214.311808118081,0.09657114839960589,92.15867158671587,17.804428044280442
368,988,192,1073,0.0,0.01,0.02,0.04,0.075,0.08801642732137097,340.0,2233.330848089469,0.0961767824615274,92.07828518173345,17.893755824790308
369,1001,199,1086,0.0,0.01,0.02,0.04,0.075,0.08779505203115197,340.0,2210.767955801105,0.09461518957091088,92.1731123388582,18.32412523020258
370,994,188,1078,0.0,0.01,0.02,0.04,0.06300000000000068,0.08467989471783956,340.0,2224.5445269016695,0.09450723499643343,92.20779220779221,17.439703153988866
371,989,199,1075,0.0,0.01,0.02,0.04,0.075,0.08878542931705213,340.0,2230.0083720930234,0.09507725471319385,92.0,18.511627906976745
372,1000,189,1087,0.0,0.01,0.02,0.04,0.075,0.08771869964657869,340.0,2209.148114075437,0.0948592047514226,91.99632014719411,17.387304507819685
373,1006,188,1092,0.0,0.01,0.02,0.04,0.07449999999999989,0.08651769827457055,340.0,2200.585164835165,0.09495439662707852,92.12454212454212,17.216117216117215
374,1011,199,1105,0.0,0.01,0.02,0.04,0.075,0.08788735431296926,340.0,2178.564705882353,0.09518361247172466,91.49321266968326,18.009049773755656
375,989,189,1081,0.0,0.01,0.02,0.04,0.075,0.08664674053268366,340.0,2219.54579093432,0.09569095789998137,91.48936170212765,17.483811285846436
376,985,192,1071,0.0,0.01,0.02,0.04,0.075,0.08999825071506165,340.0,2237.1185807656398,0.09426713137619105,91.97012138188609,17.92717086834734
377,989,184,1080,0.0,0.01,0.02,0.04,0.075,0.08732382084799171,340.0,2221.3324074074076,0.09193403183915495,91.57407407407408,17.037037037037038
378,1005,193,1091,0.0,0.01,0.02,0.04,0.075,0.08667573466162332,340.0,2202.2905591200733,0.09193156156169088,92.1173235563703,17.69019248395967
379,1004,190,1092,0.0,0.01,0.02,0.04,0.075,0.08793263417200645,340.0,2200.736263736264,0.09260858820866542,91.94139194139194,17.399267399267398
380,1007,191,1097,0.0,0.01,0.02,0.04,0.075,0.08753603146383869,340.0,2192.264357338195,0.09263065453603392,91.79580674567,17.41112123974476
381,1003,193,1096,0.0,0.01,0.02,0.04,0.075,0.08562237820787504,340.0,2194.4288321167883,0.09272195548716887,91.51459854014598,17.60948905109489
382,998,201,1094,0.0,0.01,0.02,0.04,0.075,0.08559719059033916,340.0,2197.9744058500914,0.09310567945303148,91.22486288848263,18.37294332723949
383,985,189,1075,0.0,0.01,0.02,0.04,0.075,0.08782086187519166,340.0,2230.4967441860467,0.0924437908993407,91.62790697674419,17.58139534883721
384,1007,190,1099,0.0,0.01,0.02,0.04,0.075,0.08736553822186627,340.0,2189.2711555959963,0.09254731658156168,91.62875341219289,17.288444040036396
385,1007,198,1097,0.0,0.01,0.02,0.04,0.075,0.0862276449551787,340.0,2192.391978122151,0.09242103163914395,91.79580674567,18.04922515952598
386,987,188,1077,0.0,0.01,0.02,0.04,0.075,0.08867476928118016,340.0,2227.078922934076,0.0942280593499596,91.64345403899722,17.45589600742804
387,1005,201,1097,0.0,0.01,0.02,0.04,0.07199999999999988,0.08517222107186057,340.0,2192.733819507748,0.09088897924996302,91.61349134001823,18.322698268003645
388,992,191,1084,0.0,0.01,0.02,0.04,0.07350000000000023,0.08491764438729801,340.0,2214.9529520295205,0.09037615639312783,91.5129151291513,17.619926199261993
389,985,188,1077,0.0,0.01,0.02,0.04,0.075,0.08967569778628695,340.0,3155.1792014856082,0.09060135800105155,91.4577530176416,17.45589600742804
390,1003,200,1094,0.0,0.01,0.02,0.04,0.06,0.08319837889929711,340.0,2197.4762340036564,0.08666023482981379,91.6819012797075,18.281535648994517
391,1014,207,1108,0.0,0.01,0.02,0.04,0.06,0.08181139577241069,340.0,2174.0694945848377,0.08582703747489999,91.51624548736463,18.68231046931408
