epoch_no,pools_with_min_cost,pools_with_zero_margin,pools_total,p10_margin,p25_margin,p50_margin,p75_margin,p90_margin,mean_margin,p50_fixed_cost,mean_fixed_cost,stake_weighted_margin,pct_min_cost,pct_zero_margin
392,996,208,1083,0.0,0.01,0.02,0.0399,0.06,0.08012338551784953,340.0,2216.374884579871,0.08524613331668866,91.96675900277008,19.205909510618653
393,1014,209,1103,0.0,0.01,0.02,0.04,0.06,0.08229231778407166,340.0,2182.4106980961014,0.08572393118554743,91.93109700815957,18.948322756119673
394,983,198,1071,0.0,0.01,0.02,0.04,0.06,0.08478153735371712,340.0,2237.641456582633,0.08599825451660781,91.78338001867414,18.487394957983195
395,1015,200,1104,0.0,0.01,0.02,0.04,0.06,0.08036741532231072,340.0,2181.1403985507245,0.08662443178818457,91.93840579710145,18.115942028985508
396,1015,211,1103,0.0,0.01,0.02,0.04,0.06,0.0828839573073436,340.0,2182.4469628286492,0.08684466084950503,92.02175883952856,19.12964641885766
397,1003,199,1089,0.0,0.01,0.02,0.04,0.06,0.08358932498622589,340.0,2206.3186409550044,0.08671076806679813,92.1028466483012,18.27364554637282
398,1029,212,1119,0.0,0.01,0.02,0.04,0.06,0.08558239938337801,340.0,2156.348525469169,0.08673453689644857,91.95710455764075,18.945487042001787
399,1013,210,1104,0.0,0.01,0.02,0.04,0.06,0.0853869609692029,340.0,2181.4347826086955,0.08745648211562938,91.7572463768116,19.021739130434785
400,996,199,1082,0.0,0.01,0.02,0.04,0.06,0.08174803596118299,340.0,2218.7116451016636,0.08485650888229357,92.05175600739372,18.391866913123845
401,1026,215,1111,0.0,0.01,0.02,0.04,0.06,0.07347489190819081,340.0,2169.7065706570656,0.07727784639234754,92.34923492349235,19.351935193519353
402,1008,216,1092,0.0,0.01,0.02,0.04,0.06,0.07710714735347984,340.0,2201.313186813187,0.07842607151720794,92.3076923076923,19.78021978021978
403,1004,210,1093,0.0,0.01,0.02,0.04,0.06,0.07707411245196708,340.0,2199.7657822506862,0.07981923855156045,91.8572735590119,19.213174748398902
404,988,201,1075,0.0,0.01,0.02,0.04,0.06,0.08108391154418605,340.0,2231.0409302325584,0.08018805242844541,91.90697674418604,18.697674418604652
405,977,200,1062,0.0,0.01,0.02,0.04,0.06,0.08143588032956685,340.0,2254.1704331450096,0.08095562242376446,91.99623352165726,18.832391713747647
406,990,212,1070,0.0,0.01,0.02,0.04,0.06100000000000023,0.08326692047663552,340.0,2240.0317757009348,0.08283811495846206,92.5233644859813,19.813084112149532
407,978,198,1055,0.0,0.01,0.02,0.04,0.06,0.08141789944075829,340.0,3290.6341232227487,0.08294787588408326,92.70142180094787,18.767772511848342
408,1007,213,1090,0.0,0.009925,0.02,0.04,0.06,0.0830570494587156,340.0,3200.2376146788993,0.08388707665721182,92.38532110091742,19.541284403669724
409,1010,209,1084,0.0,0.01,0.02,0.04,0.06,0.08078965305350554,340.0,3216.170664206642,0.08393793695768136,93.17343173431735,19.280442804428045
410,983,197,1057,0.0,0.01,0.02,0.04,0.06,0.08170055242194892,340.0,3290.0700094607378,0.08363232897452684,92.99905392620624,18.637653736991485
411,990,205,1061,0.0,0.01,0.02,0.04,0.069,0.08513438634307258,340.0,3275.8105560791705,0.08440034336991449,93.30819981149858,19.321394910461827
412,989,201,1057,0.0,0.01,0.02,0.04,0.069,0.08383924684011353,340.0,3287.2261116367076,0.08439829608496881,93.5666982024598,19.01608325449385
413,980,207,1048,0.0,0.009975000000000001,0.02,0.04,0.06930000000000007,0.08338452100190841,340.0,3311.1049618320612,0.08462597644359614,93.51145038167938,19.751908396946565
414,958,198,1024,0.0,0.01,0.02,0.0399,0.075,0.08641486709960937,340.0,3382.638671875,0.08572725238159602,93.5546875,19.3359375
415,964,197,1031,0.0,0.01,0.02,0.039400000000000004,0.075,0.08652881475266733,340.0,3361.9854510184286,0.08397487776093285,93.50145489815714,19.107662463627545
416,973,206,1067,0.0,0.01,0.02,0.04,0.06939999999999999,0.08423188744142455,340.0,3259.687910028116,0.08513050140987785,91.19025304592316,19.306466729147143
417,987,215,1084,0.0,0.01,0.02,0.04,0.06,0.07943350914206643,340.0,3214.512915129151,0.08163250625405558,91.05166051660517,19.833948339483396
418,982,220,1075,0.0,0.0095,0.02,0.04,0.06,0.08083565014883722,340.0,3237.806511627907,0.07868056280341491,91.34883720930233,20.46511627906977
419,982,213,1074,0.0,0.01,0.02,0.04,0.06630000000000041,0.08355290866852885,340.0,3241.1098696461827,0.0787113537187406,91.43389199255121,19.832402234636874
420,969,203,1063,0.0,0.01,0.02,0.04,0.06720000000000062,0.08447790029162747,340.0,3271.140169332079,0.07782905967569319,91.15710253998118,19.09689557855127
421,976,208,1068,0.0,0.01,0.02,0.04,0.06270000000000062,0.08449740066479401,340.0,3257.3567415730336,0.07803847957084771,91.38576779026218,19.475655430711612
422,988,209,1082,0.0,0.01,0.02,0.04,0.06,0.08157802034195934,340.0,3219.6146025878,0.0775924403596322,91.31238447319778,19.316081330868762
423,990,221,1084,0.0,0.009975000000000001,0.02,0.04,0.06,0.08327785416051661,340.0,3213.9271217712176,0.07826858842037952,91.32841328413284,20.387453874538743
424,986,206,1075,0.0,0.01,0.02,0.04,0.06,0.08212093768372093,340.0,3237.820465116279,0.07976046812652228,91.72093023255815,19.162790697674417
425,977,206,1061,0.0,0.01,0.02,0.04,0.06,0.08107503111215834,340.0,3275.3647502356266,0.0785869147606588,92.08294062205466,19.415645617342133
426,983,211,1069,0.0,0.01,0.02,0.04,0.06,0.08131779598690365,340.0,3253.551917680075,0.07910811741892085,91.95509822263797,19.738072965388213
427,992,207,1077,0.0,0.01,0.02,0.04,0.06,0.08534802591457753,340.0,3231.6824512534818,0.07950858800519195,92.10770659238626,19.220055710306408
428,1003,209,1088,0.0,0.01,0.02,0.0405,0.06,0.08345350000919118,340.0,3202.157169117647,0.08158567730770223,92.1875,19.209558823529413
429,998,204,1085,0.0,0.01,0.02,0.04,0.06,0.0851449989953917,340.0,3210.0294930875575,0.08207466824430332,91.9815668202765,18.80184331797235
430,1011,213,1096,0.0,0.01,0.02,0.04,0.06,0.08306817875,340.0,3181.215328467153,0.082107758646774,92.24452554744525,19.434306569343065
431,982,211,1072,0.0,0.01,0.02,0.04,0.06,0.08298629477611941,340.0,3245.043843283582,0.08911522490308978,91.6044776119403,19.682835820895523
432,1008,213,1094,0.0,0.01,0.02,0.04,0.06,0.08622093968007312,340.0,3188.333638025594,0.09005364448563488,92.13893967093236,19.46983546617916
433,1020,203,1108,0.0,0.01,0.02,0.042,0.069,0.08608946201263538,340.0,3150.457581227437,0.09008355015245077,92.05776173285199,18.32129963898917
434,1003,206,1091,0.0,0.01,0.02,0.04,0.06,0.08287425115490377,340.0,3195.822181484876,0.09230162525246684,91.9340054995417,18.881759853345553
435,979,201,1065,0.0,0.01,0.02,0.045,0.06,0.08636592301408451,340.0,3263.870422535211,0.09068688639214122,91.92488262910798,18.87323943661972
436,991,207,1075,0.0,0.01,0.02,0.04,0.06,0.0860193562883721,340.0,3236.662325581395,0.08801946115202311,92.18604651162791,19.25581395348837
437,996,210,1084,0.0,0.01,0.02,0.04,0.06,0.08675747971402215,340.0,3213.0415129151293,0.0880896689092843,91.88191881918819,19.37269372693727
438,1012,205,1100,0.0,0.01,0.02,0.04,0.060900000000000204,0.08901591637272728,340.0,3171.160909090909,0.0884589935104885,92.0,18.636363636363637
439,989,198,1077,0.0,0.01,0.02,0.04,0.06,0.08558050883008356,340.0,3233.664809656453,0.09114002823854428,91.82915506035283,18.384401114206128
440,970,206,1057,0.0,0.01,0.02,0.04,0.075,0.08885998865657521,340.0,3286.3973509933776,0.09383665435012048,91.76915799432356,19.489120151371807
441,974,207,1061,0.0,0.01,0.02,0.04,0.06,0.08473054477851084,340.0,3274.9029217719135,0.09074269119566608,91.80018850141376,19.50989632422243
442,963,195,1046,0.0,0.01,0.02,0.04,0.06,0.08698432888145316,340.0,3317.2198852772467,0.09188237250806643,92.06500956022946,18.64244741873805
443,988,210,1072,0.0,0.01,0.02,0.04,0.06,0.08724870150186567,340.0,3244.955223880597,0.09339290345720812,92.16417910447761,19.58955223880597
444,965,208,1053,0.0,0.01,0.02,0.04,0.06,0.08596373030389365,340.0,3297.831908831909,0.09399895046870743,91.64292497625831,19.753086419753085
445,953,196,1039,0.0,0.01,0.02,0.04,0.075,0.09258566698748796,340.0,3337.6775745909526,0.0947754337220831,91.72281039461019,18.86429258902791
446,979,213,1066,0.0,0.00955,0.02,0.04,0.069,0.08821708068480301,340.0,3261.756097560976,0.09240739573756816,91.83864915572232,19.9812382739212
447,959,203,1049,0.0,0.01,0.02,0.04,0.06,0.08970926969494757,340.0,3308.69590085796,0.09239986469990001,91.42040038131553,19.351763584366065
448,967,208,1052,0.0,0.0099,0.02,0.04,0.06,0.08681047899239544,340.0,3278.7519011406844,0.0913788677931333,91.92015209125475,19.771863117870723
449,961,213,1044,0.0,0.009375,0.02,0.04,0.06,0.08828910335249042,340.0,3298.1340996168583,0.09323707030145259,92.04980842911877,20.402298850574713
450,969,207,1053,0.0,0.01,0.02,0.04,0.06,0.08537931994301994,340.0,3270.1718898385566,0.0897880386239617,92.02279202279202,19.65811965811966
451,966,212,1053,0.0,0.0099,0.02,0.04,0.06,0.08529563523266856,340.0,3268.443494776828,0.08994356592378744,91.73789173789174,20.1329534662868
452,955,200,1042,0.0,0.01,0.02,0.04,0.06,0.086806836756238,340.0,3298.1880998080615,0.08992754727829454,91.65067178502879,19.193857965451055
453,953,193,1036,0.0,0.01,0.02,0.04,0.0695,0.09078571805019305,340.0,3316.6949806949806,0.09050587623017904,91.98841698841699,18.629343629343627
454,961,201,1045,0.0,0.01,0.02,0.04,0.06,0.08722996545454545,340.0,3288.800956937799,0.0911635572856588,91.96172248803828,19.23444976076555
455,970,203,1053,0.0,0.01,0.02,0.04,0.06720000000000062,0.09025669886039886,340.0,3266.4729344729344,0.09174723703290762,92.11775878442545,19.278252611585945
456,965,215,1048,0.0,0.009375,0.02,0.04,0.06930000000000007,0.09081059532442748,340.0,3271.4045801526718,0.08517619665680798,92.08015267175573,20.515267175572518
457,963,204,1047,0.0,0.01,0.02,0.04,0.07199999999999988,0.09073077736389684,340.0,3272.9388729703915,0.08500569355212706,91.97707736389685,19.484240687679083
458,966,199,1050,0.0,0.01,0.02,0.04,0.06,0.08892209895238096,340.0,3264.6761904761906,0.08438279598072965,92.0,18.952380952380953
459,982,209,1065,0.0,0.01,0.02,0.04,0.06,0.08995840741784038,340.0,3222.760563380282,0.08458929160927503,92.20657276995306,19.624413145539908
460,957,190,1041,0.0,0.01,0.02,0.04,0.06,0.08802048405379444,340.0,3290.232468780019,0.08426467508016192,91.93083573487031,18.251681075888566
461,960,198,1046,0.0,0.01,0.02,0.04,0.06,0.08879302476099425,340.0,3276.1711281070748,0.08492620902484939,91.77820267686424,18.929254302103253
462,969,197,1055,0.0,0.01,0.02,0.04,0.06,0.0897801174407583,340.0,3250.801895734597,0.08504013900984299,91.8483412322275,18.672985781990523
463,953,209,1041,0.0,0.0099,0.02,0.04,0.06,0.08738002295869357,340.0,3287.9577329490876,0.08217578695933504,91.5465898174832,20.076849183477425
464,956,198,1040,0.0,0.01,0.02,0.04,0.06,0.08780625375,340.0,3500.548076923077,0.08201439042766437,91.92307692307692,19.038461538461537
465,946,197,1029,0.0,0.01,0.02,0.04,0.06,0.08728134489795918,340.0,3339.9378036929056,0.08184418754780656,91.93391642371235,19.14480077745384
466,943,199,1026,0.0,0.01,0.02,0.04,0.06,0.08809854181286549,340.0,3347.2719298245615,0.08106352532988663,91.91033138401559,19.39571150097466
467,944,195,1025,0.0,0.01,0.02,0.04,0.06,0.08668975990243902,340.0,3350.9258536585367,0.08125872271092457,92.09756097560977,19.024390243902438
468,948,196,1032,0.0,0.01,0.02,0.04,0.0680999999999998,0.08703120532945736,340.0,3524.9098837209303,0.08150177292472145,91.86046511627907,18.992248062015506
469,954,206,1041,0.0,0.01,0.02,0.04,0.06,0.08598367329490873,340.0,3497.1248799231507,0.08173912007016182,91.64265129682997,19.788664745437078
470,965,209,1054,0.0,0.01,0.02,0.04,0.06,0.0853195482922201,340.0,3458.277988614801,0.0815745436897619,91.55597722960151,19.829222011385202
471,965,211,1049,0.0,0.0097,0.02,0.04,0.06,0.08200629542421353,340.0,3473.1258341277407,0.08291468518195964,91.99237368922783,20.11439466158246
472,926,193,1012,0.0,0.01,0.02,0.04,0.06,0.08902818567193675,340.0,3588.48023715415,0.08631405646792394,91.50197628458498,19.07114624505929
473,945,202,1034,0.0,0.01,0.02,0.04,0.06970000000000005,0.08956694767891683,340.0,3518.446808510638,0.08697166307549198,91.3926499032882,19.535783365570598
474,938,198,1027,0.0,0.01,0.02,0.04,0.0635999999999998,0.0874300135345667,340.0,3540.1110029211295,0.08774836934006425,91.33398247322297,19.279454722492698
475,927,209,1015,0.0,0.009600000000000001,0.02,0.04,0.07300000000000012,0.09000023142857143,340.0,2548.791133004926,0.08743255863558265,91.33004926108374,20.591133004926107
476,943,204,1026,0.0,0.01,0.02,0.04,0.06,0.08631826988304094,340.0,2524.559454191033,0.0877554144936459,91.91033138401559,19.883040935672515
477,940,188,1025,0.0,0.01,0.02,0.04,0.06960000000000002,0.08917572185365853,340.0,2526.7531707317075,0.08347838730739421,91.70731707317074,18.341463414634145
478,955,201,1041,0.0,0.01,0.02,0.04,0.075,0.08730721892411143,340.0,2492.6580211335254,0.08591586411770502,91.73871277617675,19.30835734870317
479,974,202,1061,0.0,0.01,0.02,0.04,0.075,0.08968852488218661,340.0,2460.4165881244107,0.0878960236785284,91.80018850141376,19.038642789820923
480,940,191,1026,0.0,0.01,0.02,0.04,0.069,0.08784565779727095,340.0,2524.6647173489278,0.0874504275316938,91.61793372319687,18.61598440545809
481,960,201,1046,0.0,0.01,0.02,0.04,0.06,0.08475146739961759,340.0,2480.953154875717,0.08754521521568684,91.77820267686424,19.21606118546845
482,960,200,1045,0.0,0.01,0.02,0.04,0.06960000000000002,0.08960194727272727,340.0,2484.3186602870815,0.08842255214220902,91.86602870813397,19.138755980861244
483,954,202,1039,0.0,0.01,0.02,0.04,0.07100000000000023,0.08890320972088547,340.0,2496.210779595765,0.09046714793329007,91.81905678537055,19.441770933589993
484,945,188,1027,0.0,0.01,0.02,0.04,0.06,0.08656359776046738,340.0,2520.73417721519,0.08939074336776329,92.01557935735151,18.30574488802337
485,952,193,1033,0.0,0.01,0.02,0.04,0.06,0.08733643262342691,340.0,2507.4966118102616,0.08916023926034584,92.15876089060987,18.68344627299129
486,955,196,1041,0.0,0.01,0.02,0.04,0.06,0.08753596051873198,340.0,2490.8184438040344,0.08972505071308882,91.73871277617675,18.828049951969263
487,957,203,1043,0.0,0.01,0.02,0.04,0.07400000000000034,0.08891353298178331,340.0,2486.9626078619367,0.0895582498597781,91.75455417066155,19.463087248322147
488,967,199,1051,0.0,0.01,0.02,0.04,0.06,0.0905247715509039,340.0,2468.776403425309,0.08954759759810724,92.00761179828734,18.934348239771644
489,957,204,1041,0.0,0.01,0.02,0.04,0.069,0.08908725734870318,340.0,2490.8530259365994,0.089433506197435,91.93083573487031,19.596541786743515
490,962,198,1047,0.0,0.01,0.02,0.04,0.075,0.09108981365807067,340.0,2477.4126074498568,0.08917570500843566,91.88156638013372,18.911174785100286
491,974,213,1059,0.0,0.01,0.02,0.04,0.06180000000000041,0.08873193097261567,340.0,2453.0897072710104,0.08846301717137535,91.9735599622285,20.113314447592067
492,937,197,1022,0.0,0.01,0.02,0.04,0.08,0.09362909481409003,340.0,2531.0939334637965,0.08852267800069025,91.6829745596869,19.275929549902152
493,953,198,1036,0.0,0.01,0.02,0.04,0.0775,0.09319395260617762,340.0,2499.6901544401544,0.08865967447475422,91.98841698841699,19.111969111969113
494,957,204,1043,0.0,0.01,0.02,0.04,0.06720000000000062,0.08974279472674976,340.0,2485.4736337488016,0.08878691595976097,91.75455417066155,19.55896452540748
495,957,206,1042,0.0,0.01,0.02,0.04,0.075,0.09225320047984645,340.0,2488.5163147792705,0.09067664375029384,91.8426103646833,19.769673704414586
496,985,215,1065,0.0,0.0097,0.02,0.04,0.075,0.09091167596244132,340.0,2440.2384976525823,0.09063770789705258,92.48826291079813,20.187793427230048
497,946,201,1025,0.0,0.01,0.02,0.04,0.08,0.09385827795121952,340.0,2522.8643902439026,0.09075575217374915,92.29268292682927,19.609756097560975
498,956,198,1039,0.0,0.01,0.02,0.04,0.07600000000000022,0.0923300624639076,340.0,2494.4533205004814,0.09118930572314746,92.01154956689123,19.056785370548603
499,951,193,1032,0.0,0.01,0.02,0.04,0.08,0.09484827994186046,340.0,2510.2926356589146,0.09027476434976868,92.15116279069767,18.7015503875969
500,952,203,1033,0.0,0.01,0.02,0.04,0.075,0.09260379951597289,340.0,2506.002904162633,0.08915569752804657,92.15876089060987,19.651500484027107
501,964,208,1048,0.0,0.01,0.02,0.04,0.075,0.09143190353053435,340.0,2475.4036259541986,0.08749674351657001,91.98473282442748,19.84732824427481
502,952,202,1036,0.0,0.01,0.02,0.04,0.08,0.09247763986486486,340.0,2502.1998069498068,0.08742201819461394,91.8918918918919,19.498069498069498
503,948,196,1031,0.0,0.01,0.02,0.04,0.075,0.09212166333656645,340.0,2512.304558680892,0.08994953276386843,91.94956353055287,19.01066925315228
504,959,197,1041,0.0,0.01,0.02,0.04,0.08,0.09338965888568684,340.0,2490.2958693563883,0.09036855173371323,92.12295869356389,18.924111431316042
505,951,200,1025,0.0,0.01,0.02,0.04,0.08,0.09257203404878048,340.0,2523.298536585366,0.09031228387967963,92.78048780487805,19.51219512195122
506,955,206,1031,0.0,0.01,0.02,0.04,0.075,0.09113834616876819,340.0,2510.083414161009,0.0890192765869935,92.62851600387972,19.98060135790495
507,920,189,995,0.0,0.01,0.02,0.04,0.075,0.08952102,340.0,2591.7879396984927,0.08635811803544544,92.46231155778895,18.99497487437186
508,905,182,983,0.0,0.01,0.02,0.04,0.07900000000000035,0.0912330975584944,340.0,2618.4567650050863,0.08608252360035332,92.0651068158698,18.514750762970497
509,938,196,1015,0.0,0.01,0.02,0.04,0.06600000000000023,0.08793284226600986,340.0,2544.133990147783,0.0858136703157453,92.41379310344827,19.310344827586206
510,940,201,1017,0.0,0.01,0.02,0.04,0.08,0.09322294483775811,340.0,2541.1838741396264,0.08583465962254844,92.42871189773845,19.76401179941003
511,952,202,1031,0.0,0.01,0.02,0.04,0.06,0.08815667788554801,340.0,2511.5586808923376,0.08266656512924453,92.33753637245393,19.59262851600388
512,941,196,1016,0.0,0.01,0.02,0.04,0.06,0.08762719970472442,340.0,2543.5944881889764,0.08050532755619737,92.61811023622047,19.291338582677163
513,919,198,998,0.0,0.01,0.02,0.04,0.06,0.08599201893787575,340.0,2584.361723446894,0.08319765565887259,92.08416833667334,19.839679358717436
514,910,193,988,0.0,0.01,0.02,0.04,0.06300000000000068,0.0893953794534413,340.0,2609.6295546558704,0.08255822248619357,92.10526315789474,19.534412955465587
515,941,201,1017,0.0,0.01,0.02,0.04,0.06,0.08769619950835791,340.0,2539.6971484759097,0.08252305848352494,92.52704031465093,19.76401179941003
516,942,204,1019,0.0,0.01,0.02,0.04,0.075,0.08995763974484788,340.0,2537.368007850834,0.08240626049178593,92.44357212953877,20.019627085377824
517,942,195,1019,0.0,0.01,0.02,0.04,0.06,0.0872917908734053,340.0,2536.963689892051,0.08188480805991243,92.44357212953877,19.136408243375858
518,930,195,1009,0.0,0.01,0.02,0.04,0.06,0.08706531704658077,340.0,2559.777006937562,0.08150555359180464,92.17046580773042,19.326065411298316
519,922,190,997,0.0,0.01,0.02,0.04,0.06,0.08494617342026078,340.0,2585.119358074223,0.08345084028050619,92.47743229689067,19.05717151454363
520,935,202,1011,0.0,0.01,0.02,0.04,0.06,0.0840341397032641,340.0,2553.844708209693,0.08325642168321837,92.48269040553907,19.980217606330367
521,926,191,1001,0.0,0.01,0.02,0.04,0.06,0.08686546943056943,340.0,2576.147852147852,0.08375493774878254,92.5074925074925,19.08091908091908
522,928,196,1003,0.0,0.01,0.02,0.04,0.06,0.08461444191425724,340.0,2570.557328015952,0.08322264862470906,92.52243270189432,19.54137587238285
523,923,195,998,0.0,0.01,0.02,0.04,0.06,0.08423560611222444,340.0,2583.4849699398796,0.08262904078502417,92.48496993987976,19.539078156312627
524,916,195,991,0.0,0.01,0.02,0.04,0.06,0.086060075580222,340.0,2599.0302724520684,0.08252044141917168,92.43188698284561,19.677093844601412
525,922,198,996,0.0,0.009975000000000001,0.02,0.04,0.06,0.0864764406626506,340.0,2588.39156626506,0.08132654902167613,92.570281124498,19.879518072289155
526,916,207,989,0.0,0.009,0.02,0.04,0.06,0.0861163143579373,340.0,2602.4256825075836,0.08156794395406457,92.61880687563195,20.930232558139537
527,916,202,990,0.0,0.0095,0.02,0.04,0.06,0.08265114636363637,340.0,2598.7454545454543,0.0808310343190187,92.52525252525253,20.404040404040405
528,931,206,1008,0.0,0.009,0.02,0.04,0.06,0.08431322906746032,340.0,2558.4940476190477,0.08099012312390284,92.36111111111111,20.436507936507937
529,930,198,1008,0.0,0.01,0.02,0.04,0.06,0.08431997509920636,340.0,2561.1031746031745,0.08053416158434482,92.26190476190477,19.642857142857142
530,918,197,992,0.0,0.01,0.02,0.04,0.06,0.084871809375,340.0,2596.03125,0.0801985548769999,92.54032258064517,19.858870967741936
531,918,200,995,0.0,0.0095,0.02,0.04,0.06,0.08250435668341707,340.0,2587.3497487437185,0.07981985228030397,92.26130653266331,20.100502512562816
532,910,200,986,0.0,0.0095,0.02,0.04,0.06,0.08495155669371196,340.0,2609.887423935091,0.07981677065308133,92.2920892494929,20.28397565922921
533,922,194,998,0.0,0.01,0.02,0.04,0.06,0.08520594679358717,340.0,2580.0140280561122,0.08027989454403306,92.38476953907816,19.438877755511022
534,921,203,995,0.0,0.0095,0.02,0.04,0.06,0.0853789295477387,340.0,2588.1829145728643,0.08018391851294737,92.56281407035176,20.402010050251256
535,902,195,978,0.0,0.00975,0.02,0.04,0.06,0.08484717269938649,340.0,2635.221881390593,0.08037151652129217,92.22903885480572,19.938650306748464
536,923,196,998,0.0,0.01,0.02,0.04,0.06,0.08620564619238477,340.0,2587.1022044088177,0.08056103547222229,92.48496993987976,19.639278557114228
537,912,206,992,0.0,0.009,0.02,0.04,0.06,0.08673743437499999,340.0,2639.9627016129034,0.07996833488906704,91.93548387096774,20.766129032258064
538,913,208,989,0.0,0.009,0.02,0.04,0.06,0.0850219766430738,340.0,2644.596562184024,0.08044270725833925,92.3154701718908,21.03134479271992
539,895,196,973,0.0,0.0097,0.02,0.04,0.06800000000000068,0.08828431130524152,340.0,2705.5827338129498,0.08044073100142539,91.983556012333,20.14388489208633
540,917,198,995,0.0,0.00995,0.02,0.04,0.06,0.08558420627124322,340.0,2652.4311557788947,0.08046509882599935,92.1608040201005,19.899497487437188
541,909,200,987,0.0,0.0098,0.02,0.04,0.06,0.08715362739603547,340.0,2673.74062816616,0.08131096974943099,92.09726443768997,20.263424518743665
542,927,197,1004,0.0,0.01,0.02,0.04,0.06,0.08296427778884462,340.0,2629.496015936255,0.08082055490422317,92.33067729083665,19.621513944223107
543,901,199,978,0.0,0.0095,0.02,0.04,0.06,0.08671036288343559,340.0,2693.0766871165642,0.08104847901019278,92.12678936605317,20.347648261758692
544,911,195,989,0.0,0.01,0.02,0.04,0.06,0.08746850343781598,340.0,2665.366026289181,0.08161532673493899,92.11324570273003,19.716885743174924
545,899,186,976,0.0,0.01,0.02,0.04,0.065,0.0888910193647541,340.0,2697.3862704918033,0.08165735204648113,92.11065573770492,19.057377049180328
546,925,193,1002,0.0,0.01,0.02,0.04,0.06,0.08525034421157686,340.0,2636.3313373253495,0.08155809476190676,92.31536926147704,19.261477045908183
547,932,207,1010,0.0,0.0095,0.02,0.04,0.06,0.08341676722772277,340.0,2615.4247524752477,0.07979546843681688,92.27722772277228,20.495049504950494
548,934,198,1012,0.0,0.01,0.02,0.04,0.06,0.08821793468379448,340.0,2611.2272727272725,0.08079956118576938,92.29249011857708,19.565217391304348
549,924,202,1002,0.0,0.009925,0.02,0.04,0.06,0.0860503492015968,340.0,2635.1616766467064,0.08046004896923264,92.21556886227546,20.159680638722556
550,928,202,1006,0.0,0.0099,0.02,0.04,0.06,0.0863258796222664,340.0,2623.5109343936383,0.08066161636287669,92.2465208747515,20.07952286282306
551,915,192,994,0.0,0.01,0.02,0.04,0.06,0.08612023665984608,340.0,2654.4557344064388,0.08065631047663789,92.0523138832998,19.3158953722334
552,896,200,972,0.0,0.0095,0.02,0.04,0.06,0.08493215010288066,340.0,2704.3816872427983,0.08086488222200991,92.18106995884774,20.5761316872428
553,914,208,991,0.0,0.009,0.02,0.04,0.06,0.08121729051463168,340.0,2660.1029263370333,0.08061459128185403,92.23007063572149,20.98890010090817
554,908,207,986,0.0,0.009,0.02,0.04,0.06,0.08548470105465213,340.0,2693.3813387423934,0.08166626152597063,92.0892494929006,20.99391480730223
555,892,193,973,0.0,0.0099,0.02,0.04,0.06800000000000068,0.08893966073997944,340.0,2724.269270298047,0.08395767862902768,91.67523124357658,19.835560123329905
556,907,202,988,0.0,0.00965,0.02,0.04,0.07150000000000034,0.09062930151821862,340.0,2689.093117408907,0.08342998983976242,91.80161943319838,20.445344129554655
557,889,186,969,0.0,0.01,0.02,0.04,0.06,0.08833706423104953,340.0,2735.8194014447886,0.08323049770710321,91.74406604747162,19.195046439628484
558,901,199,983,0.0,0.0098,0.02,0.04,0.06,0.08714233493376095,340.0,2701.6826042726348,0.08331591739879693,91.65818921668361,20.2441505595117
559,925,203,1007,0.0,0.009600000000000001,0.02,0.04,0.06,0.08808515382323734,340.0,2642.4200595829197,0.0854285449185287,91.85700099304866,20.158887785501488
560,926,211,1003,0.0,0.009,0.02,0.04,0.06,0.08743951635094716,340.0,2652.7587238285146,0.08472529581549439,92.32303090727817,21.036889332003987
561,902,196,981,0.0,0.01,0.02,0.04,0.06,0.08708637604485218,340.0,2705.282364933741,0.08586194089198997,91.94699286442406,19.9796126401631
562,910,200,987,0.0,0.0098,0.02,0.04,0.06,0.08551057234042553,340.0,2688.852077001013,0.08215746611691645,92.19858156028369,20.263424518743665
563,914,199,996,0.0,0.00965,0.02,0.04,0.06,0.08278424186746988,340.0,2666.9748995983937,0.08201361325901366,91.76706827309236,19.979919678714857
564,889,191,966,0.0,0.01,0.02,0.04,0.06,0.0879687887163561,340.0,2741.4016563146997,0.07956926556320766,92.02898550724638,19.772256728778466
565,921,198,998,0.0,0.01,0.02,0.04,0.06,0.08691396282565131,340.0,2663.2605210420843,0.078551053071424,92.28456913827655,19.839679358717436
566,902,191,981,0.0,0.0099,0.02,0.04,0.06,0.08518221192660551,340.0,2703.585117227319,0.07829944090982531,91.94699286442406,19.469928644240568
567,914,197,991,0.0,0.009600000000000001,0.02,0.04,0.06,0.08465785560040363,340.0,2678.871846619576,0.07850156190993195,92.23007063572149,19.87891019172553
568,896,194,973,0.0,0.0099,0.02,0.04,0.06,0.08471670082219938,340.0,2723.201438848921,0.08135464857097986,92.08633093525181,19.938335046248714
569,908,189,984,0.0,0.01,0.02,0.04,0.06,0.08612962388211381,340.0,2695.2662601626016,0.08142560064493796,92.27642276422763,19.20731707317073
570,899,198,973,0.0,0.0095,0.02,0.04,0.06,0.08926992384378211,340.0,1687.8499486125386,0.08104252474453492,92.39465570400822,20.349434737923946
571,917,205,993,0.0,0.0095,0.02,0.04,0.06,0.08516277532729104,340.0,1657.0825780463242,0.08087319087593675,92.34642497482378,20.644511581067473
572,901,204,976,0.0,0.009,0.02,0.04,0.06,0.08617361772540982,340.0,1682.2756147540983,0.07974389361550399,92.3155737704918,20.901639344262296
