pool_bech32,delegation_count,total_ada,median_ada,mean_ada,max_ada
pool19n2rjlddd0afs02cgd86mehptwaajv5kndtfcuqzdmgzq06lq0n,6,3374.64,452.63,562.44,1443.75
pool19n5ml38q5uedy8kgwwwtlsa3p9tmfcef0lfjp42k7j9d5mpgs2m,622,209459.41,13.47,336.75,35321.01
pool19nfs9chtv37vfawvpyf0x2shfhns9hpwy3qfckvpm4dmq0nrl8m,10,2624.22,7.71,262.42,1340.52
pool19nhmxfd2tts089nx742g8jtc2ynwstkhp2594y0wwp6d5we25f6,75,7588.52,21.91,101.18,1761.35
pool19peeq2czwunkwe3s70yuvwpsrqcyndlqnxvt67usz98px57z7fk,227,747940.21,196.34,3294.89,149924.21
pool19pyfv4xnln8x4l7auw0n0skk3hd97shun707hrw5d4s553ys74x,2404,62245584.26,65.86,25892.51,30757552.57
pool19q034g07ka2ltwc3wwjeu79w29nlafc0w2ppne5ppu5wud60rgq,166,3688444.91,165.19,22219.55,1130395.61
pool19qa8uctj5ql4e2uwslpruak6655h02l8fkmwjlanq8qnqyap357,2,42228.55,21114.28,21114.28,41484.93
pool19qgfp80d2sv3p2azmygfq87g7va4s3ewd6aaulas6eqsyz4r2yl,6,7818123.34,16884.49,1303020.56,7636107.66
pool19r33az023gn3n8p2x35hq00j2dxc8vwln0nanpcfuvc8759cvkz,11,5564.41,0.10,505.86,5542.92
pool19r4ef6n0xkw3pvztuwd44ymrzrkylyralnf5rudnc7hnvvddyqz,1,0.00,0.00,0.00,0.00
pool19r8kcmqpajlm6h5q0lv8jye0q7evdur39wfsgs4z98fcqpz9lct,1335,15690387.24,50.59,11753.10,4478530.55
pool19rjjay24ez2ezgqkyqvna6uwc5ur9lt489gwvrv7ve5exlcld3x,62,1489558.75,291.79,24025.14,755715.43
pool19ru9alj7n5anmzs0f9gpzlj8kaq44yhcp45mldjvldxck8f6yg6,791,2166976.21,25.99,2739.54,342491.23
pool19rz6ve8nz6uvq97yspwh3fvt7w03dsjsnmft6du83hvtc324dus,10,2216654.85,15829.10,221665.49,2003061.87
pool19sk7acvpdxszed5hmckt0wmqxljalartue7d7d4a7qhwuw0n0ws,2,59.60,29.80,29.80,59.60
pool19sydze39a8dccylczqe2m4nnslpreytxlj5fu400nqxkg8wvgx8,8,43202.80,507.10,5400.35,35904.41
pool19t833uyjq92aajf5f7qd9w3jcnyq78p4hsx0fn63aejfjtyn99j,4,1084.59,41.89,271.15,1000.80
pool19tkfl9x2dkk07z43rvamftvnyu5vtcfatdpsag8phzqvgpdklqq,3,33.69,3.35,11.23,30.34
pool19u2lzwnmkz3gqqmx9sahhys8nqvwzkl8dqu7m474m0zsj3acjfj,1,532.62,532.62,532.62,532.62
pool19upjnw6s32kyfrv863nxu08yw6fyvjz7j3p4c3zl95arytp068x,1,0.00,0.00,0.00,0.00
pool19ut4284xy9p82dd0cglzxweddfqw73yennkjk6mmp650chnr6lz,69,1395994.71,20.66,20231.81,705196.95
pool19uynx6nxcdksmaqdcshjg487fap3rs3axyhrdqa7gdqgzgxss4y,100,3530029.39,14.61,35300.29,1002687.08
pool19v4jgpxxl72eaq8pefctatvts3gkhtyzd8nwvzskkm3mkdv2tpy,97,1218490.41,48.99,12561.76,944537.78
pool19w5khsnmu27au0kprw0kjm8jr7knneysj7lfkqvnu66hyz0jxsx,4321,61332445.76,61.61,14194.04,4223340.35
pool19x60wat4eu8sh42s05th8l4p6e9rmmnc6g2a64lj4npag7zj5cx,2,2000.00,1000.00,1000.00,2000.00
pool19xhza3f7nye6j5p6stsnkpvadejztnqvck0ge3l2uy9gvsvy05f,3,174.97,0.00,58.32,174.97
pool19xtc9sy9g7zcrrazrkg4s6ayjkkh9aynvfa6gqnawtdauulqxck,1,0.00,0.00,0.00,0.00
pool19xyfanyp28j6j07dxgwdjp0wur6seqmyyu64qgzstzl7s47pvpj,162,201829.72,22.66,1245.86,48141.97
pool19yf67fkanhu30qqdcug4gwfy7gpzy8jhq56llg5ua3g3kufg3s5,1,35490.00,35490.00,35490.00,35490.00
pool19ygh8apuc2qz0u9kr4wj9qj33xhw70n7z286xll0g6ltgccuq42,22,905376.92,19.82,41153.50,809259.75
pool19yzav2l45q4gcwa53mh9ga6pf5c45t75qtqu6usfzup27qk27j0,1,0.00,0.00,0.00,0.00
pool19yzqr3meksnvzdxh5xf6aknfhldyqdj7eaquxgcjva4mzt5kg3v,86,80713290.24,45.46,938526.63,27929123.98
pool19z9ac79g48kekg2xghx3afj6qp5skr9ar590w0huhc8nxn9s5j9,5,1040.65,4.66,208.13,1027.77
pool19zhl50qqzpfvvhdytqg6qx0cthummjyunfyvkfqx9uxrsp7k8ek,53,501949.06,27.85,9470.74,364997.63
pool19zkd9hmkgdjmx2xr0psuat88uuw25wsrktr2qe69v2uzqldfnmj,1,37614195.45,37614195.45,37614195.45,37614195.45
pool19zz6frugmvm82ecgl5hh5vq3093d4kzr4h2r5vfmt6la7trk929,7,35020564.41,380.25,5002937.77,35009526.39
pool1a0kp4vl4fh0p0rs8s08rm7qq3vkj3epwraayk3sdgm8sz0zwt7t,1308,49458476.84,7721.60,37812.29,2207776.76
pool1a0wm2emve4y6e3tn8lnhk9vfhk9u7wgjqmrs5zfsn792gjtquu3,2,2.02,1.01,1.01,2.02
pool1a23gmvalpdams9d42t7fur8vmknzjv7wd3nsvuvrc7dv66lnau0,2418,50084445.64,275.90,20713.17,1511416.40
pool1a26gnntcj3j5v7ng599qncn7uuav2sp560xwlkvp3pqlj822jtl,3,1685.27,462.80,561.76,1024.24
pool1a2ffl2d20yransp2p4hqys5vy6hys8kmtchdvlfqale7ywxssjh,21,696762.49,1110.77,33179.17,503997.72
pool1a2gt2mvuf5zvtqlvw2xgks2efze3p4r985ft62q64lua7gx7lal,441,2837370.05,53.71,6433.95,308373.87
pool1a2nh3ktswllhwf07fjahpdg5mpqyq7j950pyftq9765r6t4cefl,2612,35445862.26,23.99,13570.39,10077828.40
pool1a3ekt9me035qgju0en2w39vjns9ggtewnc9fugsmpgczvgtl6u9,50,7130081.50,296.05,142601.63,3750570.39
pool1a3kdettzvvlqvkl9m9hwe63ggeq5fgvz0twqew5c62dzx99vsed,1113,7859373.94,28.95,7061.43,1038468.53
pool1a40qpxlsqwjk4a9yk636dcawly4dcrd6l26tghjxlr37cmlrwv4,4,4306.19,1068.31,1076.55,2169.56
pool1a44j6jas4sjhh3qc96r8rmhsdjxjuntuzxr3440jzwjjcysl9ca,707,184938.98,3.17,261.58,29916.71
pool1a44zldps27avv82mamm2lj33mrrkqdzt39nyrgn5dkk3jtm0wrp,36,785617.22,498.90,21822.70,377080.59
pool1a4qtpgce7cu6wzc79fx7qrc3938hkl2gf8c2h5jugvm2gnu86l7,3424,29954651.20,20.43,8748.44,8560584.59
pool1a58fg4u3mcr2zwyqlc4dqd6mnwqjmcussmpmcml9lrmszwedmfy,4,4988.63,235.27,1247.16,4518.10
pool1a5jd3x2udlvpm9mt4gpau4jlags6qtth6jdsguryh2zy27f5ttj,321,3944861.25,56.22,12289.29,2193435.65
pool1a5ld0eulnjxwpg6qyjs6hxzqwj0esft7k0qsf6nj8pkfxy5lml3,1,74030810.72,74030810.72,74030810.72,74030810.72
pool1a600v0jd2z3yajazd80phln3exekumm7g56d9yvlrh6vx8dx2fc,69,4956203.74,1445.93,71829.04,1808437.95
pool1a6wdglfp93m2z4nhptx9xhjazgyqusjpu387gdrp899cj98yuqq,5,1155919.93,349972.77,231183.99,400543.85
pool1a6ysvnx24xsjh2f6ehgmx7yu9q45fd7lsk88v2swxkek7pkxtgp,63,9029856.32,23.89,143331.05,5190877.72
pool1a8902n5s5z8cgehphzj8ujwv6wf7dycnrdx4ekfz9cwmwj2fenu,5,799.91,0.00,159.98,799.03
pool1a8n7f97dmgtgrnl53exccknjdchqxrr9508hlxlgqp6xvjmzhej,1526,66885352.35,326.71,43830.51,14432730.04
pool1a9fmzl8m8ql8kk5s8cgxf0ny4c06v2540977gps5mjunwvk5zc0,4,419.61,89.98,104.90,222.70
pool1a9j9dtdppvfq94w84ns59fnrptz3cj2mkwpmku57e2yf5k6a4ae,2,3.62,1.81,1.81,3.62
pool1a9xyvnnfjnujzy0n2mpf4rztdwrssraw5p5f06mqlgn4s06z0nw,13,147819.05,25.08,11370.70,98756.25
pool1aaa4rk9exk0scgjh7a247p4hdgkuq887kau8vnf9c6xqcjwca7e,1,47.82,47.82,47.82,47.82
pool1aasrxs9vpr97rjlqqwpp5gnju9tp9dgtsmqqvmsy8hryuuepvra,4,1299.99,3.05,325.00,1293.89
pool1aavk93lvhqfhskga397sadl0w30tul9sp587gh7r8mt625zxze8,6,3487.59,1.09,581.26,3476.05
pool1aawkmkg7vg0x0vxaqh4gr0lwp4fekwsqrjduylx0et3tuz9hfn4,9,573394.48,15.17,63710.50,381366.41
pool1aczlsvfl50xtyfuff4vk3d0v2h9r78hr269ycxwgx00dcng4u9d,1,197.62,197.62,197.62,197.62
pool1adllnm43t3nuspvnr5r08jh6gpyvedu76hrhc6xymjzavd5d8f6,1,0.00,0.00,0.00,0.00
pool1adryduxm4puhn67tuxys7rhvdleee6gw5pc9ufnwwzp8k2wjc2z,2,9308.80,4654.40,4654.40,9306.85
pool1af7dmzgcyp9kc5lyrtrtpsce58l6j5cjvc8wavkwmzlr53ym50v,109,1869616.49,44.53,17152.44,915038.67
pool1afv4cmmjdkujtd5r9t63090a3frwwqy8f3e46gz003vyzjcj63r,488,553721.32,7.21,1134.67,113507.53
pool1ag6ae29hrcjhcjaqp56hwhwj9geszjerwqrkjz6xndmcq3u9k80,2,1967.31,983.66,983.66,1949.43
pool1aga0u8m7rqpdvkqa7qfr8rhyweyqlg3jxt3skfq660vdczwzyca,4,44.30,3.82,11.08,36.66
pool1agk62kg0s9606v78exurl53mqsdu44d6qeuzypur5e7ku6gpgzp,19,7524.33,10.84,396.02,2912.40
pool1agwy5atgc4ptg3whplaxyz28g4dgvsna8auktszctkq8xmtl7dh,23,3521350.75,1138.04,153102.21,1413783.86
pool1ah5jv4mrq0z7g4wuhjjnc24kfwqekwcap0wqmsr57thfg8mpr4n,2,1544.34,772.17,772.17,1010.72
pool1ah6f5h5xss3qcc5wv5smvkwsqrqz2v2v4u0pvmrrttzs6z52kx8,4,1628704.95,12586.18,407176.24,1603522.77
pool1ah9fqr5pwdtjtw82nkkcskak4vtc2xjz70mkyselzvalgzd3jlt,5,225014.81,8.20,45002.96,201027.56
pool1ahazpr2yz5gljk2m4q8g7wnmq7m2sr9unhdfmr5arhqrjnntwdz,2411,74939876.74,220.01,31082.49,28554798.73
pool1aj697twgk5kt7c6kjtkpwejqqhljvf3hzsmsamswzy42v24cw5h,4,37932.83,7964.48,9483.21,22003.86
pool1ajjz83zx620n7fyr0gvfaz0k0udc6x09rdnkqrgaxu9qwcz97qe,1,205.62,205.62,205.62,205.62
pool1ajpxqyq3p3aczgaxuc66lwtgzhrapzu6duk90dz0wz5twh9jzyw,1,6.14,6.14,6.14,6.14
pool1ajrl335z92udy65gxlgsrvthf9esfksp6m2yf3y7qcn7jqp0zsc,1,0.00,0.00,0.00,0.00
pool1ajy6eslg9ju7mpqzlaeehz02algkfs7fk3qsym7wun7ks6z06tu,1,0.00,0.00,0.00,0.00
pool1ak3vhtv7alve9wfj5kx5xswrtfvy5a23txuupgy6nqpduq350w5,5,1102.57,52.06,220.51,646.59
pool1aksxtgqz36vtvnf3rrgrzz9qxrvjv4p2ukqcdyv5q66s5eqhql9,5,6.44,0.00,1.29,6.44
pool1akt37u42nfegyf3atv6c3c64da7dwa9grt9kjxa8zwj9qr4y8u2,24,26835.04,10.18,1118.13,23584.81
pool1al5vg7cqtfs5mqgd5uyyx09z9hvsxqnh26lr42t920y5qnvq7aq,4,1252.32,307.73,313.08,587.75
pool1al783um2muyhrpcj779y46z0qtnd0nteu0y5jt7252nl26dt0h0,29,107271.66,1528.51,3699.02,23316.24
pool1alukhlxd53jat03vgt5h4dxxqyaapzefhk9yrl40e4r3x5cr5au,5,3.99,0.00,0.80,2.88
pool1am69d5jfzgjepwhseryw59j0lspn0c0307shw3v2cvfq77gvnrh,3,165334.44,38410.84,55111.48,126821.37
pool1anxttanf5g4cjgagns6cf084wq6x9k2pfygjdjyk3swf77wj2ax,4,2835094.64,105962.26,708773.66,2623165.09
pool1ap0mx7frdu2mhk6f8rp3psy6wkd8t560dgh0cwnlxxfswtqjg9v,1,244.65,244.65,244.65,244.65
pool1ap29p59japhsunqkknkrdm4wh4f8krrvhft66zhns43evawjd03,9,6304.62,47.63,700.51,5086.43
pool1ap4k28jflxcyekms0rjp39ruuydrvwrek2ca267w8mwyvknpx87,4,128053.13,1777.75,32013.28,124497.62
pool1ap5sw2p7erpvegveucua66gy50cadjvq72apar0hvzrdv8s27nl,6,6737.30,241.21,1122.88,3366.20
pool1ap6fj6xllhlc3xuuq7uvz0ed2wjws08f7h680xcgq47qk2pvnme,1,0.00,0.00,0.00,0.00
pool1apts5675m9f6tkp4ed2jeu35azt7a0hxd3dypzjvwr2hxu6lg9a,1,1.20,1.20,1.20,1.20
pool1apupv5qtfp2aa2xlrzzjzx0uj686g3n695a329nq8j5jvvzumz0,18,3529046.38,1936.33,196058.13,1025398.56
pool1aq2kqdp9xf9w47vttvmqnahwd4scz2qyddsr9l4mfru4qddg3kr,597,2859761.84,27.92,4790.22,1291770.71
pool1aq6sd3kr3cnjk995tfthhyf0suth3rm547kp6pv35z7wgqu6twn,5,11670.86,11.98,2334.17,10926.59
pool1aqg6fvhcaulvss2ruvpx6ur9vj7pejvdcxv6xp0qlwuwx94evf0,3896,17367540.38,62.33,4457.79,1259145.36
pool1aqg8vxzv75zhjzjjd9s20fu6r0xz70yl8lk3teacwy7qyc2p2j7,33,58997895.05,343.09,1787815.00,27403950.32
pool1aqr4843pgkyaq6p2557vgnxsxwnj5s5em2xusf5k4ya4uzk3w5l,12,3811.65,39.05,317.64,2023.60
pool1aqslsnawz622pd8367tgsu2atfm3lgk9xcdw5rh3c6rgzca33yq,2,20.02,10.01,10.01,10.19
pool1ar6nsa2uzng70uf8fdrttu5jhgxzgu2f4za8h845zr435nfcruw,289,5967846.32,370.30,20649.99,1188105.30
pool1arsqn9w87wpqlm0sre66gs79dcs0jmwulytgke3vut7u62lttu7,468,2487772.49,110.07,5315.75,245976.83
pool1arx4x8ecnxu46xrpfj88hwm25j9gcy8080szvf62a0avke556v5,77,97818.81,16.91,1270.37,14113.55
pool1ases3nklh6gyjf74r7dqm89exjfd520z9cefqru959wcccmrdlk,94,43217950.39,265.23,459765.43,42418664.63
pool1asfgkqtmjuusclgx72xpzvpw336gkulchtstsx9lsj9uqzjckv0,63,25901772.63,10233.40,411139.25,4431115.18
pool1ast5kjj9zer9sp02f5w44nyqsc54589l2glyp5fhsg3awqs5axk,12,67679.83,37.20,5639.99,54986.31
pool1aum2mx8ds554pfm45el2wn3lr7lsnphlggxzhk3qlpl56qnffm2,9,1384.52,18.11,153.84,814.15
pool1auwfzangu7s9uagapchhmac87jy3k87a3dxhp23vadtw5m5dswl,3,3324.71,512.07,1108.24,2812.64
pool1av640ert5ktadalakrc5lkgrf988tu0t0j58d9hptd06u57qlms,54,24706.88,36.89,457.53,10599.84
pool1avrc505uzld32hjr78pxra8jtmxvwaxdttxq2zxsjearwsy0quc,7,112751.46,0.00,16107.35,112476.91
pool1ax6nusmcp8h8alsqmueqvxu46h37fmvfyr2y6w9l6486cy2rq06,1,321.62,321.62,321.62,321.62
pool1ax7rlt56kgfpn0ystuwk5jawjh5r6qfw6xhwa8ckaqe47va4y39,6,734.32,23.64,122.39,487.23
pool1ax8znp3yeeh0udrr2vvtm4wkxjldwv4mywycn573km7fu20y5xa,13,827545.84,61.04,63657.37,750653.77
pool1axeed9wqmyvm8ttgdkpazx5dr0e6ezhucnzarpua0zpdg8ycqwl,5,150990.90,97.83,30198.18,100496.84
pool1axgtae69sdv7tnqru3enjdln0hff9k7n8awlh9xxzq92cdgmq53,1,7.62,7.62,7.62,7.62
pool1axngzl8clfn6pnjaf4w5r0q4tgcwktv0zcuxnn32hl995pthddr,13,7075350.76,12740.08,544257.75,5000019.96
pool1axzm26vduyuxgw0x9ddh4vkvn7q5hyd558l0t9c08p556lf2zaj,36,34610455.64,106.56,961401.55,33461796.17
pool1ayfjmnrv5vg6tfducvysn360re6qfwuv2rhc4ph6jk33ztuxlhq,246,535726.60,10.38,2177.75,128483.25
pool1azwa3mcez0mr7520jznl0kamr3wdun5ygzscwtjulhdy5s58vvu,5,82776.60,5316.65,16555.32,70040.59
pool1azwytj96wpa7hqmj5adks6tpw7rhnwdqpf9hkgyy0mwdxxzxz9w,3,738072.33,100497.79,246024.11,637574.54
pool1c0p84nykx0m4yqs9pkvlgagh3nlnrn77d5zed9kv9ktljh2cjcy,222,137891.85,12.61,621.13,33002.84
pool1c0qt93ydpjdndag5v9fsmzjv0hm87ehstqn6ttvrr60rw9d6uaq,3,1808.52,0.00,602.84,1808.52
pool1c0t0xzlpu7nhprxhnlepnapek47waww3m54ek6gaufnpjrl5j0m,3,37852.39,96.54,12617.46,37755.85
pool1c0xj2fa97zuz4phld87atg6yphz3hju409fm5xgnwuuvqww25qj,775,1348268.30,19.91,1739.70,64892.75
pool1c2utlagkpht4zj0jetsf245c258geuxnjqp9kf4f2z9rutx9dz4,438,2506934.21,37.19,5723.59,1243132.59
pool1c2wf97p3j9gfvfjshj99ufxerpy3aznm8tzr2fd0ua465s26th4,175,3088751.96,20.42,17650.01,1635496.45
pool1c30lqt59t8sjn5lg04r5wk5eucxa5h9cj05xs9gzc8lngl4cmta,170,1579545.30,60.18,9291.44,402418.50
pool1c38rf777lz0lweuz856xtetz2p2tfq04xfles089839tclt4dp3,13,24314.76,8.83,1870.37,10513.53
pool1c39qg80pu8596huf5kh6cmfuxp8yzxz4kfqc4csfz7xdcwfwcnc,4,314.31,7.58,78.58,299.14
pool1c3ecg6h4m73a2mftmdm9mz3gxklxmnzuwzl9e38lzd4y26qcm8a,162,27305997.80,240.71,168555.54,7135828.47
pool1c3fjkls7d2aujud8y5xy5e0azu0ueatwn34u7jy3ql85ze3xya8,31,573987.93,150.30,18515.74,103298.16
pool1c3kxs76qj58284f923cx7ed8vw25en3nfghyurv0z9m2g3x9c4j,47,8762887.62,22771.08,186444.42,3140591.71
pool1c45udwv2kdjcth5fvnhlklsz2tutw8spl9tcwnfw7m8cxl8eanm,2,74597.37,37298.68,37298.68,73448.82
pool1c465ftax734tzx0kr36nudtmjy66zzwqgmct7ktpff46u8hrl0e,1,2007.22,2007.22,2007.22,2007.22
pool1c5ntzp7mm3rgmyxugx96eecycjupu8v3mcq9wylzxjgsujrj98j,1,0.00,0.00,0.00,0.00
pool1c60f68y8406zjmacluvcu8c0krgngp6h2qkkqhdz4mtl62ns0dq,14,12101560.57,801006.45,864397.18,2503372.62
pool1c6ezumxqayxzfwec8q8nz40zpf58n3sr22nstpxf2pg3gggx0ce,1,1501.20,1501.20,1501.20,1501.20
pool1c7jrfce3zxkk9s9enzpvwj8fuayvx3pdzc2k2es6mrw6gsfcjep,3387,27831382.63,30.42,8217.12,5333140.28
pool1c86ul4pnqvu7jzag8fjdy6dgrn6pt4ad4vmyq038hyg0wl2kaed,436,11035971.47,20.07,25311.86,2265506.15
pool1c89d4drtwn0048mekkdkzllz559ahnntxelyw2mppxnmc36hjlx,781,32566605.44,49.57,41698.60,9712264.31
pool1c8enfyd0rt39p4wr9h840y3d2xtqylxq5rsu3ku8gld45swgtne,3,28155.73,13775.05,9385.24,14371.45
pool1c8glhjlfs7lqww0zg7ghajtyf527zrahyksyawnz7l58kx0utf7,3,7.11,2.82,2.37,2.82
pool1ca862gvy5r06k5l3hulsphtp20tvuxqef0arzcyejdf365c5nrs,11,7083.43,43.83,643.95,2503.83
pool1calq8kjzrvp83l80rtvgmulausl99q4tjfkz2lp227vkymd5wgg,593,1021676.89,8.40,1722.90,213123.55
pool1cauj94scz5wp58defdxqqgnujaalvxe388peyv2gx79y6suzl55,4,33486842.93,2776.60,8371710.73,33481279.91
pool1caulv7s08g0jnptzdc69qycptacu7fzahny2epzh7sh9vhqz6xz,3023,16346708.93,39.22,5407.45,1239489.19
pool1cc76kmtcpf6vht32ya5ke9er74dnpy4jh5qpy4klqwp87ygdsu6,1466,7603900.16,55.52,5186.84,2295344.65
pool1cd7u9yenr0vkzh9kj7nhhy28ye289muhcdgnhyvz7r3z7jwcxl9,6,41226.88,685.74,6871.15,25426.08
pool1cdkv8070twtzhpeznc42wql8fre2edkc48watnuf2pmqcp93qjy,7,109410.88,11474.07,15630.13,50006.87
pool1cduc7ut6grhqyavrmm3gzcdf4qfdsjk7vdwcxy9c0r5fyaxh2sq,294,1558280.73,19.68,5300.27,309947.81
pool1cejaj3e490r9ejf854k3pw0kagglczuaqp69g6g5jzyfxjxgn4h,3,99.44,0.00,33.15,99.44
pool1cew2q6pge250exctkq26lyl0w95923xxa54thd79nv8xy9j3xe6,81,2392833.09,140.54,29541.15,1272076.80
pool1cf7mqj0xd8z4jqhr7nf565mxuvepk8euv5t6ehmuwe49kfz9llr,342,53740918.57,2725.30,157137.19,6336721.20
pool1cg559cdc25fkvs73umj6w5nxlwy3mpmj02xt7p4v69eqs5ncz9k,502,2251570.88,22.10,4485.20,686714.68
pool1ch3k0e07dhqwum847sa02cyecrp000a6egdx89fz5rza230jhlp,63,145545.81,558.86,2310.25,20250.85
pool1chdvqec5lwsxuedrdhcdcxg2295tqrce9lcz3luru5fruzjf3wr,4,128.72,8.34,32.18,112.05
pool1chfk2749hyrwqqpj9fapredjsgw3fdauyxw3hn82kavqva6nv3w,7,2583746.09,4678.85,369106.58,2539545.67
pool1chtam5czevzk2ttctvltpsc8twlwf6zzyh7kj3jkz72gks975sn,21,5793119.13,1068.78,275862.82,5382242.69
pool1chxjq4stjq2q635q8lv3vpszu0jqntxh3ltl97s5de4rz0rkdn3,6,2376.37,17.31,396.06,2296.89
pool1chxnn5gurqm83728aafjm7thv8yla9tz85yejtstqsc658mrpm7,9,12620.73,21.83,1402.30,11743.55
pool1chzrvd7wzmw8ufsehctn8fmf7ca27xf7d6f5tpreat7kxx6hwf9,21,634602.65,1014.59,30219.17,352772.79
pool1cj2uh0ylps28czcjslnz85v2zyf8mld0w5tuqp3amxk4jjwfkgd,41,36761.61,5.18,896.62,31279.34
pool1cj6js4ae570qqgssp5qr83zla0775u35fyxytk8j240uy2aca2q,5,305.49,2.25,61.10,198.80
pool1cj8dxjjlyn9xmjavr98ytmvlpd4vwgqp36kq8rl6jjyt6k2adfh,1702,354285.07,2.16,208.16,101026.93
pool1cjjtz6enkc76yytlf2zd86ngdu60e705vq7wq940ncu6506s6n2,10,19639.64,3.53,1963.96,18032.37
pool1cjz6kg9a8ug9uk0nc59q60a67c2628ms58rd98gq587jwa2x5qt,1710,2209544.00,16.16,1292.13,593058.91
pool1ck8rqpxp7j8kyzutk856fnvgm8xsqmuh922wkeeg32ekjjrvtc0,29,2489290.51,4754.18,85837.60,574154.62
pool1cl3fhy6me0nf5jnxahk997r0529aumt967kw4yml5vraq94mdk4,6,35249.29,0.67,5874.88,33501.48
pool1cljrz5vyw7jp2mp23nt9ywn2wdg5ulamhalw6d3mng326laxs77,3,18.60,2.53,6.20,14.55
pool1clkt34hufs3k4gfnd2rl8gy9zlzzdgr9838y0k2hwfuhy0mh2t9,2,103.92,51.96,51.96,103.92
pool1cmaafeyy52ppz62jqmsm20c5p8nua7xx95lkkf96ktmqqj3w5td,1010,31175524.55,119.05,30866.86,11151086.43
pool1cmdq8atcy8x7lfhh09vdumveuh0ywsx0269ur774nvzkyhma37d,189,33722245.53,2463.03,178424.58,13286846.70
pool1cmqpzlsrrjup8zg6qaperz868u64dlt7uvvdszsr658mvzz9qq0,433,1426897.18,71.98,3295.37,444178.31
pool1cn0dqtplwf67fds40hgkf0u5rm4q4azev5qutmgkw5hdyvue2ue,1191,22096768.88,167.99,18553.12,4039276.97
pool1cn0ku4zvg266h3rznm7kzsytg3smeu9wma785g25yr89xdgw3kj,32,75627.83,444.43,2363.37,13981.53
pool1cp4q7w2jvlthul9mlskj6xutx9rdr7n4vruqqe09pfg5ywmzdzq,1,35650528.32,35650528.32,35650528.32,35650528.32
pool1cpqpw923842ple6gnkjl0k2z238uwm4s8xh53ryzxcavu89rp9p,25,577228.58,13.95,23089.14,341597.47
pool1cpqzd83axxlqxkeyuauwsmyqwud4jekjjvfmr0mp0mrrsnz3dng,1,0.00,0.00,0.00,0.00
pool1cpr59c88ps8499gtgegr3muhclr7dln35g9a3rqmv4dkxg9n3h8,228,1590372.77,102.53,6975.32,285125.99
pool1cpwymxe2fjr20u34f874e2q6za3razk0rttslrxqhc4tu3zxau8,4,45187372.57,1473.34,11296843.14,45184416.07
pool1cpzz6aqljgk97ks728xa76wqg96kj79ndc3gasx7kdnr74wrk70,2,729.28,364.64,364.64,720.58
pool1cq25dmlt5974x8tqg3e4dlzvrxefcce2atpnwlfp7ad5ugec9fp,123,15353981.35,132.95,124829.12,10098723.22
pool1crprz3rdcwvfxmc0s4gxquh3qeqmscww2qfvpl93q52yyn7agsc,52,1344564.43,87.01,25857.01,817259.32
pool1crts5gmqr34gsrn6wvrhfs9yqp0ynu8t2t4r350xp80s6pc56ue,786,11337602.51,28.76,14424.43,6780290.45
pool1cshuf0jy40a83glgwakert9czfnqrpyq6zwqly2705mrwkajuhu,2,6108.81,3054.41,3054.41,6096.74
pool1cspe7naf0mtntwyysqxk6czah3jlh6v4cja8pdfju932yxsehnm,508,6787102.27,49.72,13360.44,794534.57
pool1csrtagrya4hc5pectc20s8s7am3e6vpdjj6antqzvn2lgmm5afs,29,899427.42,299.97,31014.74,514596.44
pool1ct4ag0j73mxzy4325zwwxhgswemlgmepdnqxj6f7edz4zmlfeve,9,32916.91,102.45,3657.43,17800.40
pool1ct59zfxfvtv74k3mmukq5faq7kc48wuxrstyxtd02pxluwf6mkh,168,207918.49,9.21,1237.61,103003.33
pool1ctfxzwgqakxujmn95dfvprcm0h3dtzjh408apk0cewl0c4r6gg3,2,96.92,48.46,48.46,92.68
pool1ctzja2cdwyeqnvehmrlclc5wrn9w9acwklk3acn73jrx56d66vs,1132,36929366.20,136.74,32623.12,9747318.43
pool1cuccvs6vdlrxw67kwvzdx3gcl3ha0402mkhhseqmre7u7vdkwev,4,7564.82,1158.23,1891.20,5248.35
pool1cuhcw4dhj577rzz847q5swfvrnthj2vn62hry6ljzp6g6v3ag77,166,92026.91,40.33,554.38,42312.46
pool1cunvnkjkzh2lna593sjmkylcr3r5rmxdpr8r9u6pfuer72p24x4,8833,54603376.78,443.45,6181.75,2327298.15
pool1cuufgqx2wymaavuuuuewrcywksqql299ugjxcw5hf8gux3ed3lc,1,2.82,2.82,2.82,2.82
pool1cuzhrcpp676p4u9yk2vrtj7utmq2dy4ey56uw6znml2f5hrpgpw,4,6705.74,934.37,1676.43,4816.55
pool1cvekct2pwhypvwrfw5e936vkk2kqhwsjxzkpf63xsc87klnsxqv,10,7812.96,6.73,781.30,6977.22
pool1cvmk7ftz7v5u2pd944e0xvalgchtxgsnnhryzqmqfavgxwgxmcy,5,1392.21,19.88,278.44,1273.34
pool1cwc8jnc89xnd0qlyl4tp9gu2uf6jxhc2xay9xqdwt88s66a5yzx,8,297.09,0.00,37.14,287.83
pool1cx8njhvw34weqykla5fz38ngt3dr4d0ltv0srqjqa8ugzap937l,1,0.00,0.00,0.00,0.00
pool1cxduaaaqpk8g3xr5yksg8urfemexxyjf42evekrmmg9a2f7gmn7,2,517.70,258.85,258.85,359.48
pool1cxjqg6nn588ura2rx4uptwprgzw82j89j2gjguwhtun4ypw2sh4,1,74033611.75,74033611.75,74033611.75,74033611.75
