pool_bech32,delegation_count,total_ada,median_ada,mean_ada,max_ada
pool10retvgthe4vymhaq8vr2734zladmeeuwy07rq8r5f690ydmz3vc,3,971.58,44.43,323.86,925.44
pool10s8x49tu6wcne63rqv6gmnhwpcg4kg8r4s3ncv6q7uxx76jvlwg,1,5097.62,5097.62,5097.62,5097.62
pool10scv5quxduhrcc26wpurhk743dngspe8dc3zpkkam0svyx6ejx3,24,8608200.23,834.45,358675.01,8260940.32
pool10tcg3efecc706w98qs7j5jw84nxkcycseksp4mw64pjty26wr7f,3,0.00,0.00,0.00,0.00
pool10tqeu6d03p6rnalqlvdshmpsljxaq2c0ww6draq6xm8lgyl2a3p,837,11123724.38,503.99,13289.99,1774278.31
pool10u90lv7ayyfdulnt004h2wg42yff22c8vjlnqjxv7pytypuaykv,11,6192.92,0.00,562.99,6184.12
pool10usr6ag036ujwhmm85km8w0skjn3fp3dwnktt8sje4lfvwhu40u,3,2136.95,2.08,712.32,2134.87
pool10v6uh7yan2dg8utwpgurj6th3u3s3q3m2lcg8z9mxtncvx72dhc,1,1.00,1.00,1.00,1.00
pool10vgnav004xgw03qkqfy6864zq53lzjkcf0syeu4g3uj8xaytlm8,3,1475.99,247.64,492.00,1200.94
pool10w8gmhnprfmhdlp6npjt8d3ts64ng4qxsu0mr33dhpxpzwn4rgt,1,2.92,2.92,2.92,2.92
pool10wcmpvjmmv7ph7cz2263f52yckvnnwu5kdppwqgu74s2qhe7l7m,23,1211588.74,1044.93,52677.77,502574.58
pool10wugf8sxugp74y0dafvc83jmcg2z9v7u5yfs79zy67rxc5lqhd6,3,4678.36,700.01,1559.45,3879.52
pool10ww24pk8znf747x6d0wcueajegrjwzpv8x9a4aar4t05s7uzf76,1,2453.00,2453.00,2453.00,2453.00
pool10x7rsal3ldumkycuc7f7rslx3vc5axhz5jzwngfcg7hd6t2p7sc,9,61563.33,52.17,6840.37,30793.02
pool10xk8jp4m2cztf69x9gvg3j33x5drkrz2hulsjes29wktcfcxdls,4,14178744.81,12860.80,3544686.20,14152869.19
pool10xmmn972gyza7nj8q4cyy0vrpn6kqzmdz2ut7ynnc8d0ycxlvw3,16,340669.76,6046.26,21291.86,134523.81
pool10ya6hxrssmyhl560gqyalhqxudkgfjdlc0e4krww6wweyaeajs8,467,34255530.98,1452.07,73352.31,5052918.50
pool10zyf32q3w3n9x940j6yqgkwuegzn77p94wcmpku6gvmrqw8a97d,1220,28769689.87,92.13,23581.71,4137578.09
pool120s8wucgh9dnshf3xkvffq30lcf4kta9uzf35s44eulezc8puwj,1,9.80,9.80,9.80,9.80
pool122gfj3ynz5ch8cfkx0tt5dsfpnf36sujcvrvxzqjm28yym8vv8x,3,67.46,11.66,22.49,53.18
pool122gklgk6gep3dm5grag0kavzzxcwk4kxxrqegfygghjpgch6pns,3,26415.60,299.48,8805.20,26061.87
pool122pmneflla304ptc7s5ws948u28zaek08k6hk3fmw8rgkzmgect,5,3222.29,28.38,644.46,3150.65
pool1233gq8vt6nzytuw60sr9gy2jmehc88fpglrjrzsd8kys5gqelgg,3,4079.36,1887.30,1359.79,2149.22
pool123gn9my6u32zea8l3uk889rjj2qf2tfagcz67q4v4r9ccjjtge7,10,1654.50,39.95,165.45,697.10
pool124hy9qgc0nhqsve268kj5r53pvz7ppg295q6r2d0sjxswchljf0,11,32054423.73,116.61,2914038.52,32007639.03
pool124lm97s6f4satl7xz0ulzgg6tv30tskry3zcntwrz68n60v5yne,52,12845.15,24.47,247.02,1786.27
pool12582dmkl7xanxlmfnwd4fepmx4tt5kkw327mmklcjdxngwaxvh2,3,1072073.00,400.60,357357.67,1071662.58
pool12584mjtgz3fhgpx823qht56gycnfnezg6aqqthazv4qdxkd5c46,96,833720.32,33.83,8684.59,294856.50
pool1258yqnsegc3k7raqcdkxu4893aqexxljflmg9g96yfha2qytayv,138,669736.55,32.32,4853.16,324786.99
pool125kh7e0y9lwya4sz5etmsk7hvga9jtfpuhw00vz9zvk6sh8xh5r,59,10331896.92,940.71,175116.90,2505607.72
pool1263z8symvqmmsg876y2lzluv29am2v9fpzka9sf3nrhz7uwlzap,56,112046.80,32.62,2000.84,20022.62
pool126f65lklaqw39jgx9wl8klqtx99evewxk0x5yc2jzzp5wfs8fde,31,514633.18,50.81,16601.07,202488.58
pool126kcx3ve6xedpdk8gm9gtgs5x2h77tuwe5hjjcrp2nshu2xv8l3,6,3826.27,145.99,637.71,2647.04
pool126mkma8nv5axltmz7mmg8qz9e70nmhnf58hwx5772fhwgkhk6ag,213,18776409.64,2517.15,88152.16,3613113.10
pool126ugnr0nxjxz72jrlzrqetqx0exn43t5w67u9vuq23xex4ym7dv,1,109.61,109.61,109.61,109.61
pool126ut5j5qz5wg09sjxrjugmjhqyslgam9cyj7a275y99l6n3gql0,9,5516.81,1.21,612.98,3876.00
pool127cp6le6v4hs453tkwnjd6ua9fcmmh7y5zc44zx752yzklgcrcq,2,1442.48,721.24,721.24,1174.91
pool127gdv243hfcrapslaqq0nnh64u2gts72gtrt4888g6g2z0zsu64,871,1169491.28,5.39,1342.70,270781.23
pool127jufnlxk4n6he84qjf8ppzmxs9sjnqlhulnuzsk0uc0whtl9sn,29,30802.71,57.54,1062.16,12454.02
pool127xwsah7jllutuhen8vl7sve5278h7hhxtnys3cl438dyhuwgjg,159,2710770.72,97.34,17048.87,1380119.02
pool127xz8pls3lr6nct6w274ph2g4u83vqajgykf3l9ll772gvmju8z,3,2162.17,135.35,720.72,2026.82
pool128r8qqgl9zgy3ff4759a2qslyauu5takaec3nxx4a6mvj3ys8da,6880,1512438.40,2.47,219.83,61158.49
pool128sj7hpet8874ycvxml85wlv9eyd8pehjhnj3clcvhrr5g5s9qj,3,25021.37,11564.44,8340.46,13456.93
pool12a4mx8ztxg7dwatm6lmfm36q7eyygkt3y3h29tklvcp6vyxp0nt,18,14785.01,81.73,821.39,6227.02
pool12ahcpgfgzkm29zajw8fgfqjma6ngsks7zdk4tr7q280pwfvtlek,16,32106127.86,642.53,2006632.99,32011162.41
pool12ame5t8hdltyl30npznvhn23kxnvthk82j9p7dr4uew3y92uqes,95,81647.04,15.22,859.44,36480.52
pool12cc8t9yr58xureweksj73v87xkm6svcs8j3xnt93zd5zw5q6ugr,2,0.00,0.00,0.00,0.00
pool12cmz6vtm43tztqck4xnayhpmeml4ljxutvuexhwgsvrpwllnscv,9,8898.96,600.76,988.77,3842.73
pool12d3th585ga2w593eu5zqnkahsnlczjpqxemjc0qhku7awnhvn8a,10,146097.53,621.80,14609.75,124064.78
pool12dcwy586prq83qggtfvaxwdpys9dw4sl2yahrdjyjxsqzcq84rk,30,1849137.08,1389.46,61637.90,901732.85
pool12e8xz54gjtcz6dzkhua9uq9dp23cqcmf6xc4929t4ep4ketccsm,35,32790.49,119.53,936.87,12620.06
pool12eht6dqxpzqj87xuextrpufz2gxmt4reuesuw26r2utzw0kw906,291,5662607.89,343.42,19459.13,3002452.79
pool12f2r9xf4wvht030xwjhpjvy5yptr275qr2qcydnx57jkxyfzz2w,28,505675.89,584.93,18059.85,359672.98
pool12f68ksfmsthe4r9xx2up9x4zx43tstu3psmjvk57papsv8vu9re,1,1093.09,1093.09,1093.09,1093.09
pool12fzerww0hmk0fyvaujz5t2kg6hl4n8daz85rqy5jk8qk58r59y6,89,72298.27,52.98,812.34,10937.23
pool12g6gfm5c4q7rzwwxdmh0xdxk07tyvujp6d9tke2m46k7q7cz7p0,10,114243.91,6.98,11424.39,108363.28
pool12h408zlkavwxw4wkw96mt8unjs8sn27k0yk4yhz4pzvsx0wvmq5,6,579.88,108.62,96.65,228.53
pool12hhrd4azpps5jxppcqs2pgtylatg7xkhaqmnetgv2988k3t4drf,22,282711.96,207.46,12850.54,263096.49
pool12jqfrwhuv2jn0uymwmud2d63gp5drj08fjfart9dxgpu2tmj8a0,1,2.93,2.93,2.93,2.93
pool12jzydsj2yjjn59zefvgz2q47rvfk950xckm5x4ejcdvucueg5c8,1,51.01,51.01,51.01,51.01
pool12kdg7dmdfh0t9hmy43pvl38ftu5dvppyn86wgkc4jq8557xkyz7,27,153210.77,160.81,5674.47,48882.89
pool12ktz62g9d32nq0cdk9jyyqg6kquj7lnmx776at5h598supql0t2,7,7650296.89,1772.10,1092899.56,5301803.87
pool12l453n0jtxqq88cgwgr67z06ldyhqqvwxgkn0sgungjfvhtp2el,20434,32647457.56,17.32,1597.70,609650.51
pool12lsfsh2s8yt8dvrt9m8kgrgr6ktntngvn2vad60xlqz7kxz9fxr,63,4992023.03,656.71,79238.46,1443021.19
pool12m0v0myprg2nfvlymzaghvjrzhnlzkh2psn3sur2nhkj5wpkdmh,93,324924.25,97.56,3493.81,105249.81
pool12m7z9p7jqymxrvvp6z7vmfdu6j6u6y43p0m6y4xalz43sc8s4t9,31,32831311.50,25143.23,1059074.56,7864763.40
pool12mca6l778v2e5wq5a4kc08h6grcv9j6f7yykt9wyjttckfxksvg,1,1014.27,1014.27,1014.27,1014.27
pool12mmcc4rc2fzfv7gyv8h06nvnsrm3m7erzdv8x6gzvjxlu2lf09n,434,15666601.96,52.35,36098.16,2326631.07
pool12mvua605f7w2gs90d580ywzyyf96je0y5q6zwcz2l76tcdqa8y9,1,507.42,507.42,507.42,507.42
pool12n6lycv28kjtkzecfz2a3uujyxy6ewuwjcmjq84my67psqmgagv,15,1514920.08,2792.13,100994.67,1107764.86
pool12ndf7w5f4fdn746s5zlay4aexvcsjncnnmjwfp8falascjqav3y,40,521665.12,350.32,13041.63,229361.36
pool12nhydvz643puda5jjc7hxyphk9685n8tlsgeenfvtttckd803e5,5,581.19,1.43,116.24,337.77
pool12p0qtp89dfzr6spqq4xl6ha2s9m8lqydnvfafyd0h38fy0hfv3f,9,44530.22,281.14,4947.80,42999.77
pool12pk63q22re4up2dg86tyjwthuauqu0ryq3jlxs9v29zk68cpugl,60,212807.10,756.08,3546.79,72042.73
pool12plmfgtqk4nj0wse5wnr49xth22fjacxm0gxg3wc88ewzztpwf5,4,3707.80,160.97,926.95,3385.85
pool12pupdkq80hxxcje94kjgc75x9vsqsgaz65upnmx7k7zmvc3rpd5,1,0.00,0.00,0.00,0.00
pool12pvaxxcv3sgad5jqgfnggn337y76kp02uauptkufjjjes7nxwfm,72,683282.35,393.71,9490.03,142670.45
pool12pwp8hln0cjsxv0h2a0463qsakkhwetfhyqw7vzmpwd2jdj86n6,12,820067.93,1530.50,68338.99,299900.99
pool12qj3qpa2ca3jq8nj6p5psjrx7xu7dvjm25xra5s0sxxps4qx7c8,1,24.52,24.52,24.52,24.52
pool12ql6www8aa8usn98azlkz76d2htxtm9swalvyac27rlq6mdkxc7,1,1.48,1.48,1.48,1.48
pool12qrgswlflndwp3met59zmuclqp4wryn4e9428gm7n8vwymnhvng,7,15586.23,1.05,2226.60,10404.05
pool12qtv7kyrx8g0d5890alk6dkc6n6nyfx80synspvqafjrqd3ergz,72,7641378.03,110.32,106130.25,4976394.07
pool12r08n33avu33ncstukwxyr440mgaazmuclay38v0yt34xytu2dq,66,289609.07,39.82,4388.02,169935.74
pool12rruj0mjqzaf8ryg7ny0x77y80lpdxd7zh4kgg5zyy0r2rzue0q,4,5753.59,76.74,1438.40,5600.12
pool12rs385dd534g8gtdtmnvlhq63whdvc6vnuzxa5cpx843zdy73qy,1364,12600110.91,20.68,9237.62,1050411.11
pool12rt30v5khmh2y9nap3ffe6envd89lq9qf8f4usr0enwwzzwktsu,7,23.81,1.70,3.40,17.66
pool12rv575nj9cfvy0r4th7jtz5x3nt6waht0qe5fdr58ucx77tk7pu,2,6160.72,3080.36,3080.36,5647.63
pool12t3wyzzmg5ms5tzz7w6evedrf7mh07m875r6dfk8xpmgzjc3d9g,2,347.89,173.94,173.94,347.89
pool12t3zmafwjqms7cuun86uwc8se4na07r3e5xswe86u37djr5f0lx,5306,68348226.30,181.68,12881.31,7100934.65
pool12te7g032e9dqjqe5xsr05mrk7xs9ve4w6t275cda7e9quafr3zq,4,134.52,8.31,33.63,117.91
pool12tlu3dm864fzxgcjp9jrsykcmcvxskjtqwy07z982avqx3n9dp2,6,41.83,0.00,6.97,41.83
pool12tvj2j05hh6gtsvw349vuesyn0zphh75u7vadh5rkjs566s2ty5,4,1145.96,5.60,286.49,1134.75
pool12u28yewx8ycf6dj77lzpj6vvhjwp6veh6kxpc63h8fqnqqtlwmu,353,404254.01,10.68,1145.20,108807.12
pool12udshcl3ycj4qpxes28n0ugsye23h89rj8z2a5ast4482m08xe7,34,24582609.37,395160.88,723017.92,4585003.20
pool12v7aukl49ehf9ysagq960ek26jeywnq3yzv5hgl4ecvhvyax5p6,2,0.00,0.00,0.00,0.00
pool12vs4c3cm0tr49c7alrevfs0xa5g3s4al4fn46h33e69uusat04v,3899,36823132.85,47.09,9444.25,1868705.12
pool12vv4c6z7yf8j4m2amzej4j8tn2d4dxklqk5nqztz7wl02gratjp,131,60580.35,6.19,462.45,19887.16
pool12vx0utf438rpxskmvwm870vpz6qnur39jzl7gs3hhhldqekzjea,2,1497.61,748.81,748.81,1497.61
pool12wpfng6cu7dz38yduaul3ngfm44xhv5xmech68m5fwe4wu77udd,929,3513053.51,21.83,3781.54,1137369.42
pool12x6z2am9fxpw7s8wfjpsdd4jm2v5wdj62fshv00ztpxr6jy3ztp,3,593.80,97.62,197.93,496.18
pool12xxugucen5pql0ay70uakgqjaxpwfj6c9py8euyu4q3p23s0fyg,16,58546.78,18.96,3659.17,29158.96
pool12xyhj4ktuhy0gage20p3e6z6r3s0tun7lmsk89lxv4y5wh93t0g,7,568.16,1.43,81.17,382.03
pool12yfqjghmn47qajajqduf2rd83qxtdhva8j0qdctmla4v5w3mhq4,15,2816.79,2.24,187.79,2507.59
pool12yscr8j3zs34ewxrwlk0p2w5uvgcnrzywpp78ddjsj8kxd530f9,685,981863.91,110.26,1433.38,119085.89
pool12z39rkzfylvn9wfe8j6x9ucq6g2l4mw4azj70y0gd8ejczznyj3,10413,57483825.56,35.80,5520.39,2751769.45
pool12zcqkql458zh0pxvpw9qad8mceccdatk2lm0cpxfql557lhve8y,3,923.69,23.02,307.90,887.06
pool12zgtcv0cu5caet8y2tna9l0jhthr46zpwh49dh0g4ew05st2t2w,3,218.62,0.00,72.87,218.62
pool12znadsadf2h4v6xhf8jwqc6grjxsrdn6f53h5esrkaj5qjtjnfs,2,0.00,0.00,0.00,0.00
pool130c3kgpkjctag540j7sxqfrlhsmpc6d8u0n7j6crm9ayy75mkpt,4,17603806.38,86492.20,4400951.59,17418355.84
pool130hx49xrg3cjtdqnqegmn03z8fgu6juenyctws0feh6ekdy0fam,12,17780.56,0.50,1481.71,14485.32
pool130sxcuaxh2yc4chs68c4jsep4v7zfhgdqutm60ngdvt9sa2ga06,37,3074.97,3.27,83.11,970.82
pool130u9tm5kzsjkzlt4zq989s33fne5n9qahkdcmamh688wzrk78g6,1,697.44,697.44,697.44,697.44
pool1329xugchyesx3zzm96nylqlpz78cauzhgvlxawtll0pt7gnyul7,4,627.12,12.18,156.78,602.76
pool133p3wvahj3gzh6cv9ac0ka9pgmltrzs6lt269aumqlkpzhkd9re,9,532873.10,45.02,59208.12,462198.21
pool134d4ndkh0q43mykqh922k0khrrkm7rlpkj834ju6kwja6dmu2f6,10,130330.21,645.01,13033.02,101924.26
pool135h773klt7djljmyawkh88e8qc457wxqfhc6j9h6y9n4y3sgh7t,434,19463973.71,145.99,44847.87,2313476.08
pool135y07cyqvw5tk55y336jtm28rae5rsgrsr6e4cwrzlvqz305cng,5,978.14,125.19,195.63,504.95
pool13682rvnneuwl5j7tfh0zfp2t808zujjdrw499qkahuxd6zqxz00,1,1.00,1.00,1.00,1.00
pool136903m0kag2amlga2ypcz8wnf7d552qgy5t6vz2pqlzuq2kyshy,60,109854.74,66.39,1830.91,23479.48
pool136ahugdvaenv8ed0d3m9af4dxxtzu7u3vpfq4mxk7qq6xuvd0ca,16,4781.24,3.65,298.83,4668.68
pool136mu955m4fl6stzq9rjrsww92xftwnjr85997zykeqylc9h3k8u,3,126.68,3.09,42.23,123.58
pool136q98jnwt093qle4ph86vdpuwplg7gyvt20h2nq4m6ksv8xjcuj,146,44565388.99,17994.00,305242.39,5301893.03
pool136wr0g23dw9daekuyqtgk366vywms6meespgpm3hdguxqczaaug,1099,3657839.89,13.92,3328.33,445851.07
pool137cuaqqktk0rhh3a9zj4rchr75qm07pgzgekprle5qyq2xk2nzq,16,249191.01,1315.27,15574.44,96009.84
pool137j9xuzycq4jxfpsmjnc75w2wnpz68khlwvsh69kt5negg6ldhg,212,2275923.03,73.46,10735.49,812812.88
pool13846y7q7tng3endxhet9qdcz5w0fjs09ytcye4dm5g54wmyqeqr,967,22750816.70,130.42,23527.21,6096142.21
pool138e249zh9l93azsf2pf7wyhxyayzcxdhsrg3vqpfx665c8xa348,3,53.69,0.00,17.90,53.69
pool138m7hevnvp664cmtralju857t5k7e4frpnaevtgpuykggr50kne,8442,34055684.70,46.97,4034.08,3246302.79
pool138s0uwydwtrhkaqj4uwkh37yqw098v9v6nf5q08k9nugumlf8mw,26,10403349.07,958.07,400128.81,10336219.49
pool1398lzhvtaa0hgz305d2jz4urfkwkkt66yv476wqe6att2f7dphh,2597,27434198.59,164.97,10563.80,5745277.20
pool139ffqrvyqu9sgsekk3pu9t7jxx872w655vses7d4q4sxxyd257a,224,64782.65,1.90,289.21,11848.89
pool139gdv4lxw53enk4rms0ryr4ey07k56jufmfrclqqehjdzglheu6,312,11579300.67,12316.50,37113.14,593785.02
pool139l6650n4u0gg9fmnd3aczp62q5xwngp299pwwhe2mj7sm5vqs6,3,1.23,0.00,0.41,1.23
pool13am73gpq93hrngwpnlz34cwcytuykpytxtkz9srmrq3x6x8qlsu,4,465.41,89.98,116.35,275.31
pool13annzt9hjfc822f0ejvxjf7fsmxd6cc28whpk5kagec6ggfmm7u,35623,17017543.08,3.69,477.71,466861.89
pool13c9mnvfx4nvwvkszxcprwlv60fh3tteef50hhhv9yxptsua2v70,8,71097269.60,21923.02,8887158.70,70610246.81
pool13crd2ljx87988umk22er6ynwadfwdqupdpcq6prc6v59z62kxse,2654,39659932.93,84.41,14943.46,13052090.74
pool13daql23lkcwwj0gsz0dnu9tu20pugpswfped3kp05ekxkgmcumt,44,929830.98,363.18,21132.52,663455.22
pool13ds97sp5wtfpu7x720pj843ax2chfrcj25d88a39l8czjmg4gkf,2,103.00,51.50,51.50,100.00
pool13ehs4gzc9t6tjr5rpynqtyp8act4jfqth54huymasuslj05fu8z,3,8.32,0.00,2.77,8.32
pool13ew2l5glvzj6l8r0qkjqchxjyg7tzmv604zh4y68kvhf5x5skgu,15,95012.40,11.65,6334.16,84803.20
pool13fpvzhz7p0f4c960k44erfykflr7qdp86t6jnxlfamhqcmfha42,4,10795011.25,2598918.63,2698752.81,5597159.17
pool13ft2syyqvrd0x89hcyskvz3dymqz6xavq646x2gy79lq6lrthrx,4,4259.44,162.29,1064.86,3904.69
pool13gyxktxqh8umjn3dh2uk9nucacnegl0ppcsfg236hkfhcg8asxf,7,686.32,0.00,98.05,561.49
pool13h08lf24fjmxxg0mmuattjv8dvy0r6fc4hrqg4qmj38xsweexrv,28,32519061.40,423.31,1161395.05,21207513.61
pool13hqjq6yxcsk3wpygedcp04crk58qsc00gw4wf77q6kehxxagqme,1,0.00,0.00,0.00,0.00
pool13hxlxd6qa68fmfhrvvmasa0mjg30tj9p5v2lmgmgsmrp2rgzkfp,844,68354521.40,962.47,80988.77,16933260.34
pool13k6tphjfsgqdq7h27p4x86ruchcdg2x073luw8pndh3ajxvwvja,2086,69248063.25,4129.06,33196.58,8490944.68
pool13l9hxj5dke9yd8xrxtfdkxgppj4wdyy52k99jded9f4kv5ce7al,677,773598.70,60.50,1142.69,125501.25
pool13l9qxpuzd70h7hkjr4ec3pf50w4x6tst5pxc7w33l5lyj4lpmtv,1,9.83,9.83,9.83,9.83
pool13lswc5y4zycu9u63ktssp6rnczt97fy54cqk4s2ehwjawg5tlh6,1,250.00,250.00,250.00,250.00
pool13lz5g3f0kef09j5jvlw4t0dq7ejugl5q8sh0r8yyaxhdu04z560,6,5433.94,434.87,905.66,3100.65
pool13mas2wthxs28zftxskcsd8t87jk2w9ntc0u5uflt45sh7lcvs8h,2208,45561251.96,352.77,20634.62,2421945.64
pool13mjxg33urh0xquvw33kjn85yw7j42uwqw0pvh8s6c67rszr7ssz,13,598974.88,2112.80,46074.99,422020.37
pool13mxx49xrq4hp6mca8qrzxxmjhfrts0ayh5n6ff9uyuusq9cx4d8,3,25001456.00,726.42,8333818.67,25000684.85
pool13nn6lk6dx5ww95h5qqeeazyp074j7en8e6qszq62rtj9wcx522z,14,886818.48,868.21,63344.18,860467.49
pool13p725l7vqedxvkrstaq7myguewcktjglapwls3re7wakxdv90fw,4,101932.99,1.14,25483.25,101930.71
pool13p8rkc9nv8umw98qdvjqv0tmwgjmzlmyedrd3m50pjpp58ek53a,1,116.33,116.33,116.33,116.33
pool13pclvkwxee4znt7qc55k8ny89zvdkvfrt04dtd99zjm5vs2tws5,180,26916839.48,3217.23,149538.00,4551322.17
pool13pt7us94nw782t5v4d89sz8zqn8hcn8r8r7hhph5mvxvvp3c76v,880,11741024.00,43.30,13342.07,5089604.62
pool13q8kl9s0kufpl0vjmnrk2f2nz9nle3k9l3pnzh4negaf7kmd80p,3,1034.09,17.62,344.70,1016.46
pool13q9w8c2namcec725euu7pfjnzz2fj9h5k2wjtafysnwnqdcrwg7,8,194794.72,11654.49,24349.34,52839.15
pool13qdkwy5y88ncr5qpjrh8hgtf94d0zw4wuhgezjg3hvlyyrh37c7,1005,41603718.16,229.78,41396.73,10672107.82
pool13qe6ycacqjg3gpvjewg8734d6hs6rhduuenjtnnkwh327hmtyz5,27,426678.78,164.76,15802.92,229091.06
pool13qppafmw3vq5rl4ewmxv7zy84x3rshx9sdczs0zq40cxu0dqkrg,6,10711.30,81.56,1785.22,10255.68
pool13r4e7tttcxp4qfs4gqtv0hz5k48qdhhxrskz8pjrj6fqy5qmee0,86,2218555.38,355.06,25797.16,423220.37
pool13rcsycq8h085yfu7m3s48gqf9gsxg26fp89q27e3l788k8xa4ea,3,7222.36,246.64,2407.45,6975.73
pool13rt3ngkek4l876980ect869cu978d36dcyh22ts4nwuf7ncq02u,290,5149368.77,1408.64,17756.44,1576958.69
pool13s5faca3kkg6jhqcll8xd9tarur3zkhalyuu92d5g87zyj4wrrc,4,70024286.98,17506081.66,17506071.74,35012079.32
pool13s6u5zjngelr5uddhqygqqf5tcup0g3ajenma6amy9zuu7e97gm,24,286232.93,70.26,11926.37,213929.35
pool13ss25l908k5vqfw0aq2t66xr3hrvlqlsf4tfsmp59kyfxhfmah3,1,10573.03,10573.03,10573.03,10573.03
pool13t8yafhx3mfnxs8nnkvgqnm9v5gspk7cdjc5dmpzpt0a6h294yn,2,35604933.48,17802466.74,17802466.74,35604931.83
pool13u45a953lme8y835e5upndqp50r887dha7gt26v6hcaeup4aavx,3,14613.99,1729.42,4871.33,12884.57
pool13ucz6778ywff5pmcag4pcknq9gm6j04qtgh65cu9c5mt73t5ulv,7,2761.95,50.01,394.56,2232.06
pool13vc4ekwpky5vtnl8pyj60phkmwtv7gsthn4g525udt7mjycs85v,14,21198.92,32.08,1514.21,12960.63
pool13w9mcp8af4ef8vwsw624ams38w7hs0chvtjknz2t3pcxkm8w9m2,2,9.63,4.82,4.82,9.63
pool13ws3wf9skw0ngg3aze482tdxqsnfmvf4vgy46cux599mxm8n27g,46,1194711.20,222.93,25971.98,901210.00
pool13wtywenpwvg5snncx5zvxevvry85cp3c9nq0xlxlck9l7qh2spx,9,332041.97,524.61,36893.55,319376.49
pool13wzpwavanfpkr4r4j30plrlc6dn6p822lkt22zdllmy7q8y7s90,81,39136.24,4.79,483.16,13342.93
pool13xh3tgwzhr3hn25v5m2dnvqnfcmnzghcfah5t7kzufkywuy7w7v,175,66805.10,7.84,381.74,21289.44
pool13xlhhdl2phz8sup0hwcuhp6c4kscrtxs6d05n99hnmuakfkd6ws,3,39.62,17.62,13.21,22.00
pool13xzckaj3srgldr67dksx874jxe3c9xnc245xyr44p7cdxh07hft,100,4673683.21,992.71,46736.83,1140134.14
pool13y37atzdckzr0gvj8mtnma49602jjtcw2dhr9zmpy4rase88j6p,1,2848.84,2848.84,2848.84,2848.84
pool13z5t8wlhtf7ccc0hud8pnvpjeekjdsyn7sq69fcxf3k6kpnlm74,5,45426823.19,2332.92,9085364.64,45418567.80
pool13z9mfsve9w39sl5akgz58yewad9daycxn8ja426ytdxey47yatu,1,34863465.99,34863465.99,34863465.99,34863465.99
pool13zagy9a4nnhgme5wcnl0w3xzt523yn76jxh52360rryexc9f9dc,1,101.00,101.00,101.00,101.00
pool13zdrhek6m4n947grhrm0772zt09lrm2vzkffsla25e7yq6xqjkg,40,127455.46,9.91,3186.39,50501.27
pool13zh79cqv3y36cgknzagwegp8y0kuzel2j046jmup97hhjwk5myw,37,3567.25,5.35,96.41,1215.46
pool13zkcgp7se22046p9gczt98au93dw85q2g7m3zany4kzf66y46x0,31,11530.05,8.04,371.94,6290.34
pool13zq5jktx7xmngfer82nkrs8aqjklmydntxdqzttas328yuttgx6,40,714247.79,2249.66,17856.19,347896.76
pool140d97glhjr5nws8cdhn70h4nk35vmmmvqe3zwg43t4caxt0m7wn,1,30.34,30.34,30.34,30.34
pool140x77a7cz2j689lmxf836qpjtc3y83rka28v6gpswxdw2mag62e,71,6165846.22,92.26,86842.90,4369918.81
pool140xj040w37pcufxdhpjne03sn2rd0fxys4m2c0sgjw5pqjnlx8f,20,9610.22,31.16,480.51,2652.62
pool1429egqgv60r3nxlp6cvs08qcffv7duddjvyjd0pt6wzhj7akda8,204,3586865.67,84.57,17582.67,783252.38
pool142cpn2gm89q72srv9pt7jtt7p7yg43a8ltfqhz3jp3t3xuh7x48,4,10332.50,252.75,2583.13,9826.75
pool142xwjhpcvtp7tahpmn8tlnek7smefp9wn66z67j8vjpmjxqdg56,1286,15437375.89,122.07,12004.18,3264870.86
pool143d6z506u6yfufgzrtx8ywcwx3j4s29lxv5tdugcpcwk2l83gck,5,70023261.58,289.78,14004652.32,35011482.23
pool143nv3macakarny2hvg67gg00q5j2kdg6yfvcmefqmea3vnj0nex,11,118058.48,1.10,10732.59,79868.37
pool143x8nhnr3j9mpzvhayuaen0y8l350guj6yd8mhmhhuupvuah3hh,27,287241.81,13.42,10638.59,121290.03
pool1442wwr8zzdpcu8uwnglackzr3u5ggrmfxsjja0s7aef66hk2fuc,54,216506.48,120.38,4009.38,89416.10
pool144cfav5vd6vwaej6cspzea3pjfvdcjg86uzv9phxegz87ynw2zz,6,160.73,0.22,26.79,94.87
pool144m894gswuy3se407ma5870nkaw5ylykrak73gf4kpepj50ulfa,219,614753.39,10.42,2807.09,221198.83
pool1456lrrp0a3gsgkmyx0rm8wkdmdku75tfdlu9xvpffvxmqmjkwee,18,143402.14,13.32,7966.79,82373.60
pool1457cnl7qu568h98xrw8krfnjkhf05mfhaq2l50epwy36yuln20q,221,70385925.00,651.24,318488.35,36711842.52
pool145ak0czqxe97ef38zjupk0pz5yk7pahcyrdfee2lrnsnwawj6dc,1110,1131916.75,11.06,1019.74,125853.89
pool146u0r8qh0jg6rd3th76q6cepwm03nya4pkvfj08juqrz7wxnfv9,2,15.44,7.72,7.72,7.81
pool147en6w8f9cplnn5x7qt4ese7fpacmmcwuffrtu0yqxpaz4agppr,2420,15419136.92,184.97,6371.54,535212.29
pool147t2chee9vcyjxtafwd8emkjj88f9dra0xa2clgwlr6m7tzdzvz,11,809.14,0.94,73.56,509.98
pool147tju4482jtl253lgqq88fkefdugcuhaumf8m0rcj8uzxu846qm,67,46623419.37,25248.16,695871.93,12151956.22
