eff_entity_id,display_name,n_pools,total_stake,total_owner_stake,total_rewards,total_op_take,total_deleg_pot,dominant_strategy,n_strategies,owner_ratio,op_take_pct
BIGLAZYCAT,BigLazyCat,3,125878386.42592901,10287.680866,40077.110366,1203.261123,38873.849243000004,hollow,1,8.172714282490117e-05,3.002364970955601
AICHI,AICHI,2,124790252.216058,258264.025821,35086.748686,852.033743,34234.714943,hollow,1,0.002069584933395676,2.4283633420271022
NEDS,NEDS1,4,118276632.360156,1029138.182883,41689.488036999996,1295.142321,40394.345715999996,hollow,1,0.008701111642655182,3.106640023620687
SIPO,SIPO,3,114991300.925891,163763.58695199998,41970.609415,2043.7652360000002,39926.84417900001,hollow,1,0.0014241389186260402,4.869515273870608
5BINARIES,,6,107936085.825368,360055.137986,33823.366463,30875.951188,2947.4152749999985,hollow,1,0.0033358180003723735,91.28586068384342
SPS,SPS,5,104047840.30764,94106.180229,34447.445585,3337.372279,31110.073306,hollow,1,0.0009044510674200894,9.688301185540576
P2P,P2P,5,95740717.909487,44910.612012,32844.159446,2395.234475,30448.924971,hollow,1,0.00046908580792613615,7.292725755207931
AUTOSTAKE,AutoStake,3,94900891.159196,4817.8991829999995,29738.060738,510.0,29228.060738,hollow,1,5.0767691684980976e-05,1.714973967177052
SPIRE,Spire,3,93443287.653153,1350705.519505,28895.858591,1864.410844,27031.447747000002,hollow,1,0.014454815893449827,6.452173200282394
PILOT,PILOT,2,92704602.536439,1375100.0,27654.893199000002,680.0,26974.893199000002,hollow,1,0.014833136245414517,2.458877693386242
PAUL,PAUL1,2,91014699.242136,200393.534328,30071.453934,1561.743618,28509.710316000004,hollow,1,0.002201771098477972,5.193442330482829
FIMI,FIDA,5,84997624.651874,353034.895148,23801.720187000003,1846.397555,21955.322632000003,hollow,1,0.004153467777410605,7.757412239508906
WEP,ISP,6,84548850.980775,209468.147069,28812.457828,14559.447976,14253.009852,hollow,1,0.0024774807065873618,50.531780603080314
ACL,ACL,3,84264745.418782,2023220.7120049999,25694.733314,1266.747333,24427.985981,hollow,1,0.02401028688747499,4.9299882490307905
COOL,COOL,6,81671243.16168,613542.772793,26001.722051,1507.237228,24494.484823,hollow,1,0.007512347664139306,5.796682331438249
CAFE,CAFE,3,81447131.384564,331056.90245,26000.437111,1224.807797,24775.629313999998,hollow,1,0.004064684622063221,4.710720022786927
JOY,HOPE,8,79790651.401928,414864.502537,23179.304612,2733.584229,20445.720383,hollow,1,0.0051994124029293935,11.793210688403546
ITC,FREE,3,78445145.787694,300023.167835,23787.102322,1928.407383,21858.694938999997,hollow,1,0.003824623752335046,8.106945339098626
pool1uy07qyf0gzzua2glqspyvyevwpe8tamajnqj6c7mjzy4v3m4kne,,1,76324507.892945,76324507.892945,30348.449514,30348.449514,0.0,private,1,1.0,100.0
pool14cq4fchmmqjygwjw4zexmqqd6a7caxptjnvseyu6wanjuppv4vk,,1,76211487.087706,5066574.428589,24394.749498,170.0,24224.749498,hollow,1,0.06648045619104985,0.6968712673763566
pool16ajaae2n5lsyr4f9k9uz5y8tpf0996tw640dzu7chwp2wdrnz6a,,1,75699278.183573,569310.297272,20707.731318,170.0,20537.731318,hollow,1,0.007520683300194827,0.8209494192742839
pool13l9qxpuzd70h7hkjr4ec3pf50w4x6tst5pxc7w33l5lyj4lpmtv,,1,75631086.392258,75631086.392258,31093.350179,31093.350179,0.0,private,1,1.0,100.0
pool1rkm8rplkafvllxjuddrkqc3u3lgd9uf327tvmvfdyygsv7lkhm8,,1,75500009.831419,75500009.831419,27044.54604,27044.54604,0.0,private,1,1.0,100.0
SASA,SASA,2,74589205.58485,5958.996822,21275.284886,1366.606382,19908.678504000003,hollow,1,7.98908739579115e-05,6.423445746192017
BMTXS_GITHUB_IO,RETIR,1,73261882.02739,1007538.626057,24131.543897,170.0,23961.543897,hollow,1,0.013752562699390077,0.7044721246415326
pool1nqheyct9a0mxn80cwp9pd5guncfu3rzwqtmru0l94accz7gjcgl,,1,73066604.268269,73005256.0,30633.465433,30633.465433,0.0,private,1,0.9991603788230837,100.0
