entity_id,display_name,category,pool_id_bech32,ticker,current_active_stake_ada,endpoint_kind,endpoint_value,ip,ptr,asn,as_name,country,physical_country,provider,tier,region
SPO:pool1eal2z34ug,pool1eal2z34ug,single_pool,pool1eal2z34ugj8a0ckykd6xx45dz6jwdgz4cuvutk320cp4w8t2sm4,,1732.950989,dns,r1.fixedvalue.com,172.237.146.8,k8s-svc-lander-shared-us-ord-05.parklogic.net,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,US,Akamai/Linode,commodity-vps,cc:US
SPO:pool1eal2z34ug,pool1eal2z34ug,single_pool,pool1eal2z34ugj8a0ckykd6xx45dz6jwdgz4cuvutk320cp4w8t2sm4,,1732.950989,dns,r1.fixedvalue.com,172.233.219.78,k8s-svc-lander-shared-us-ord-02.parklogic.net,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,US,Akamai/Linode,commodity-vps,cc:US
SPO:pool1eal2z34ug,pool1eal2z34ug,single_pool,pool1eal2z34ugj8a0ckykd6xx45dz6jwdgz4cuvutk320cp4w8t2sm4,,1732.950989,dns,r2.fixedvalue.com,172.233.219.49,k8s-svc-lander-shared-us-ord-03.parklogic.net,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,US,Akamai/Linode,commodity-vps,cc:US
SPO:pool1eal2z34ug,pool1eal2z34ug,single_pool,pool1eal2z34ugj8a0ckykd6xx45dz6jwdgz4cuvutk320cp4w8t2sm4,,1732.950989,dns,r2.fixedvalue.com,172.237.146.25,k8s-svc-lander-shared-us-ord-06.parklogic.net,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,US,Akamai/Linode,commodity-vps,cc:US
SPO:pool1eal2z34ug,pool1eal2z34ug,single_pool,pool1eal2z34ugj8a0ckykd6xx45dz6jwdgz4cuvutk320cp4w8t2sm4,,1732.950989,dns,r2.fixedvalue.com,172.237.146.8,k8s-svc-lander-shared-us-ord-05.parklogic.net,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,US,Akamai/Linode,commodity-vps,cc:US
SPO:pool1eal2z34ug,pool1eal2z34ug,single_pool,pool1eal2z34ugj8a0ckykd6xx45dz6jwdgz4cuvutk320cp4w8t2sm4,,1732.950989,dns,r2.fixedvalue.com,172.237.146.38,k8s-svc-lander-shared-us-ord-04.parklogic.net,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,US,Akamai/Linode,commodity-vps,cc:US
SPO:pool1eal2z34ug,pool1eal2z34ug,single_pool,pool1eal2z34ugj8a0ckykd6xx45dz6jwdgz4cuvutk320cp4w8t2sm4,,1732.950989,dns,r2.fixedvalue.com,172.233.219.78,k8s-svc-lander-shared-us-ord-02.parklogic.net,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,US,Akamai/Linode,commodity-vps,cc:US
SPO:pool1eal2z34ug,pool1eal2z34ug,single_pool,pool1eal2z34ugj8a0ckykd6xx45dz6jwdgz4cuvutk320cp4w8t2sm4,,1732.950989,dns,r2.fixedvalue.com,172.233.219.123,k8s-svc-lander-shared-us-ord-01.parklogic.net,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,US,Akamai/Linode,commodity-vps,cc:US
SPO:pool1eal2z34ug,pool1eal2z34ug,single_pool,pool1eal2z34ugj8a0ckykd6xx45dz6jwdgz4cuvutk320cp4w8t2sm4,,1732.950989,dns,r3.fixedvalue.com,172.237.146.38,k8s-svc-lander-shared-us-ord-04.parklogic.net,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,US,Akamai/Linode,commodity-vps,cc:US
SPO:pool1eal2z34ug,pool1eal2z34ug,single_pool,pool1eal2z34ugj8a0ckykd6xx45dz6jwdgz4cuvutk320cp4w8t2sm4,,1732.950989,dns,r3.fixedvalue.com,172.237.146.25,k8s-svc-lander-shared-us-ord-06.parklogic.net,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,US,Akamai/Linode,commodity-vps,cc:US
SPO:pool1eal2z34ug,pool1eal2z34ug,single_pool,pool1eal2z34ugj8a0ckykd6xx45dz6jwdgz4cuvutk320cp4w8t2sm4,,1732.950989,dns,r3.fixedvalue.com,172.233.219.78,k8s-svc-lander-shared-us-ord-02.parklogic.net,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,US,Akamai/Linode,commodity-vps,cc:US
SPO:pool1eal2z34ug,pool1eal2z34ug,single_pool,pool1eal2z34ugj8a0ckykd6xx45dz6jwdgz4cuvutk320cp4w8t2sm4,,1732.950989,dns,r3.fixedvalue.com,172.233.219.123,k8s-svc-lander-shared-us-ord-01.parklogic.net,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,US,Akamai/Linode,commodity-vps,cc:US
SPO:pool1eal2z34ug,pool1eal2z34ug,single_pool,pool1eal2z34ugj8a0ckykd6xx45dz6jwdgz4cuvutk320cp4w8t2sm4,,1732.950989,dns,r3.fixedvalue.com,172.237.146.8,k8s-svc-lander-shared-us-ord-05.parklogic.net,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,US,Akamai/Linode,commodity-vps,cc:US
SPO:pool1eal2z34ug,pool1eal2z34ug,single_pool,pool1eal2z34ugj8a0ckykd6xx45dz6jwdgz4cuvutk320cp4w8t2sm4,,1732.950989,dns,r3.fixedvalue.com,172.233.219.49,k8s-svc-lander-shared-us-ord-03.parklogic.net,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,US,Akamai/Linode,commodity-vps,cc:US
SPO:pool1eal2z34ug,pool1eal2z34ug,single_pool,pool1eal2z34ugj8a0ckykd6xx45dz6jwdgz4cuvutk320cp4w8t2sm4,,1732.950989,dns,r4.fixedvalue.com,172.237.146.25,k8s-svc-lander-shared-us-ord-06.parklogic.net,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,US,Akamai/Linode,commodity-vps,cc:US
SPO:pool1eal2z34ug,pool1eal2z34ug,single_pool,pool1eal2z34ugj8a0ckykd6xx45dz6jwdgz4cuvutk320cp4w8t2sm4,,1732.950989,dns,r4.fixedvalue.com,172.233.219.123,k8s-svc-lander-shared-us-ord-01.parklogic.net,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,US,Akamai/Linode,commodity-vps,cc:US
SPO:pool1eal2z34ug,pool1eal2z34ug,single_pool,pool1eal2z34ugj8a0ckykd6xx45dz6jwdgz4cuvutk320cp4w8t2sm4,,1732.950989,dns,r4.fixedvalue.com,172.237.146.8,k8s-svc-lander-shared-us-ord-05.parklogic.net,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,US,Akamai/Linode,commodity-vps,cc:US
SPO:pool1eal2z34ug,pool1eal2z34ug,single_pool,pool1eal2z34ugj8a0ckykd6xx45dz6jwdgz4cuvutk320cp4w8t2sm4,,1732.950989,dns,r4.fixedvalue.com,172.233.219.78,k8s-svc-lander-shared-us-ord-02.parklogic.net,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,US,Akamai/Linode,commodity-vps,cc:US
SPO:pool1eal2z34ug,pool1eal2z34ug,single_pool,pool1eal2z34ugj8a0ckykd6xx45dz6jwdgz4cuvutk320cp4w8t2sm4,,1732.950989,dns,r4.fixedvalue.com,172.237.146.38,k8s-svc-lander-shared-us-ord-04.parklogic.net,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,US,Akamai/Linode,commodity-vps,cc:US
SPO:pool1eal2z34ug,pool1eal2z34ug,single_pool,pool1eal2z34ugj8a0ckykd6xx45dz6jwdgz4cuvutk320cp4w8t2sm4,,1732.950989,dns,r4.fixedvalue.com,172.233.219.49,k8s-svc-lander-shared-us-ord-03.parklogic.net,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,US,Akamai/Linode,commodity-vps,cc:US
SPO:pool1umflj8hjq,BANC,single_pool,pool1umflj8hjq873fs9r6aq2zvgs88zrs5xjswn2znkdaehlz2eqy59,BANC,349993.659244,ip,45.132.247.86,45.132.247.86,v2202402217336256655.luckysrv.de,197540,"NETCUP-AS netcup GmbH, DE",DE,DE,Other / on-prem,other-or-onprem,cc:DE
SPO:pool1umflj8hjq,BANC,single_pool,pool1umflj8hjq873fs9r6aq2zvgs88zrs5xjswn2znkdaehlz2eqy59,BANC,349993.659244,ip,46.250.254.148,46.250.254.148,vmi1696257.contaboserver.net,141995,"CAPL-AS-AP Contabo Asia Private Limited, SG",GB,GB,Contabo,commodity-vps,contabo:london
SPO:pool1ft4z335t0,MDRS,single_pool,pool1ft4z335t0eclqwlxdktam5wphf47swfpzgxe4fslnjz5y70hq2p,MDRS,12825.377957,dns,relay1.mediumrarestake.com,185.202.172.191,vpn-dns1.cepcred.com.br,64236,"UNREAL-SERVERS - UnReal Servers, LLC, US",CA,CA,Other / on-prem,other-or-onprem,cc:CA
SPO:pool165cyssah9,pool165cyssah9,single_pool,pool165cyssah9wcnkuqq339c9fam5wga3x7zl6kw4ktltq5x68tlu4w,,1075.435349,ip,93.43.7.91,93.43.7.91,93-43-7-91.ip89.fastwebnet.it,12874,"FASTWEB, IT",IT,IT,Other / on-prem,other-or-onprem,cc:IT
SPO:pool165cyssah9,pool165cyssah9,single_pool,pool165cyssah9wcnkuqq339c9fam5wga3x7zl6kw4ktltq5x68tlu4w,,1075.435349,ip,93.43.7.91,93.43.7.91,93-43-7-91.ip89.fastwebnet.it,12874,"FASTWEB, IT",IT,IT,Other / on-prem,other-or-onprem,cc:IT
SPO:pool165cyssah9,pool165cyssah9,single_pool,pool165cyssah9wcnkuqq339c9fam5wga3x7zl6kw4ktltq5x68tlu4w,,1075.435349,ip,93.43.7.91,93.43.7.91,93-43-7-91.ip89.fastwebnet.it,12874,"FASTWEB, IT",IT,IT,Other / on-prem,other-or-onprem,cc:IT
SPO:pool169mewaur9,pool169mewaur9,single_pool,pool169mewaur9ma6ffw6x90xhjj0sk9j8yu3ynqz20jh03dj20syqwc,,3572.523687,ip,75.119.157.23,75.119.157.23,vmi3215125.contaboserver.net,51167,"CONTABO, DE",DE,DE,Contabo,commodity-vps,contabo:lauterbourg
SPO:pool18cr7st8wv,XSY,single_pool,pool18cr7st8wvagllpgq23y70ncnejux2dmxrsdc45hyalk67e63jg6,XSY,20809.410436,dns,relay1.xsyfer.com,54.175.13.20,ec2-54-175-13-20.compute-1.amazonaws.com,14618,"AMAZON-AES - Amazon.com, Inc., US",US,US,AWS,hyperscaler,cc:US
SPO:pool13zdrhek6m,FPOOL,single_pool,pool13zdrhek6m4n947grhrm0772zt09lrm2vzkffsla25e7yq6xqjkg,FPOOL,127704.446965,ip,34.88.41.25,34.88.41.25,25.41.88.34.bc.googleusercontent.com,396982,"GOOGLE-CLOUD-PLATFORM - Google LLC, US",US,FI,GCP,hyperscaler,gcp:europe-north1
SPO:pool13zdrhek6m,FPOOL,single_pool,pool13zdrhek6m4n947grhrm0772zt09lrm2vzkffsla25e7yq6xqjkg,FPOOL,127704.446965,ip,35.188.195.47,35.188.195.47,47.195.188.35.bc.googleusercontent.com,396982,"GOOGLE-CLOUD-PLATFORM - Google LLC, US",US,US,GCP,hyperscaler,gcp:us-central1
SPO:pool1h26acqctj,BABYL,single_pool,pool1h26acqctjzuzk04uxc35mt5eavnlr5wyaqavmdqhd3s2zr8v7nm,BABYL,1594.72739,dns,ec2-52-210-145-85.eu-west-1.compute.amazonaws.com,52.210.145.85,ec2-52-210-145-85.eu-west-1.compute.amazonaws.com,16509,"AMAZON-02 - Amazon.com, Inc., US",US,IE,AWS,hyperscaler,aws:eu-west-1
SPO:pool1waplz6cz4,pool1waplz6cz4,single_pool,pool1waplz6cz4t2uss0qcst8wkqj52rzhy9vfr5jr9se9pjx7ucjcfm,,49.782708,ip,207.246.102.45,207.246.102.45,207.246.102.45.vultrusercontent.com,20473,"AS-VULTR - The Constant Company, LLC, US",US,US,Vultr / Choopa,commodity-vps,cc:US
WAVE,Wave / Wavepool,declared_brand,pool1u99x2rr6trfznwakv0959llmxmtgc2nvanc067uugl3ejuvvnc8,,9508220.816246,dns,relays.wavepool.digital,34.85.223.188,188.223.85.34.bc.googleusercontent.com,396982,"GOOGLE-CLOUD-PLATFORM - Google LLC, US",US,US,GCP,hyperscaler,gcp:us-east4
WAVE,Wave / Wavepool,declared_brand,pool1u99x2rr6trfznwakv0959llmxmtgc2nvanc067uugl3ejuvvnc8,,9508220.816246,dns,relays.wavepool.digital,34.89.50.50,50.50.89.34.bc.googleusercontent.com,396982,"GOOGLE-CLOUD-PLATFORM - Google LLC, US",US,GB,GCP,hyperscaler,gcp:europe-west2
WAVE,Wave / Wavepool,declared_brand,pool1u99x2rr6trfznwakv0959llmxmtgc2nvanc067uugl3ejuvvnc8,,9508220.816246,dns,relays.wavepool.digital,35.221.102.191,191.102.221.35.bc.googleusercontent.com,396982,"GOOGLE-CLOUD-PLATFORM - Google LLC, US",US,JP,GCP,hyperscaler,gcp:asia-northeast1
SPO:pool1jq7083uth,pool1jq7083uth,single_pool,pool1jq7083uth03spzhg5ag6gfgg24ux6fjuhng8vj2wdz8jkukqvcl,,22653.96907,dns,r1.eadesign.ro,172.105.87.80,172-105-87-80.ip.linodeusercontent.com,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,US,Akamai/Linode,commodity-vps,cc:US
SPO:pool1stvux7an3,CHUB,single_pool,pool1stvux7an3kp2p55na0p7eec2e7l66gqcpuc7yu9cx5242g4j2eh,CHUB,301890.723449,ip,178.18.241.216,178.18.241.216,vmi570130.contaboserver.net,51167,"CONTABO, DE",DE,DE,Contabo,commodity-vps,contabo:lauterbourg
SPO:pool1stvux7an3,CHUB,single_pool,pool1stvux7an3kp2p55na0p7eec2e7l66gqcpuc7yu9cx5242g4j2eh,CHUB,301890.723449,ip,209.126.4.154,209.126.4.154,vmi571696.contaboserver.net,40021,"CONTABO-40021 - Contabo Inc., US",US,US,Contabo,commodity-vps,contabo:st_louis
SPO:pool1ze57pe06f,pool1ze57pe06f,single_pool,pool1ze57pe06f82s3v8ugjqxrny56sj63vs26sm5q879ahkkq69zn0c,,3520.782752,ip,93.51.234.211,93.51.234.211,93-51-234-211.ip269.fastwebnet.it,12874,"FASTWEB, IT",IT,IT,Other / on-prem,other-or-onprem,cc:IT
SPO:pool1zcdwn5z04,MASAI,single_pool,pool1zcdwn5z04gw7m0n7qzwx9gqn8a9l3wfcvejc3wrdxfuhc88usua,MASAI,1032.212606,ip,13.244.241.206,13.244.241.206,ec2-13-244-241-206.af-south-1.compute.amazonaws.com,16509,"AMAZON-02 - Amazon.com, Inc., US",US,ZA,AWS,hyperscaler,aws:af-south-1
SPO:pool1rq70y0sj8,pool1rq70y0sj8,single_pool,pool1rq70y0sj8fnjgnuavsjtvk2qm6hjw2r9zfacd46z6z8c7tlgcmx,,127.046347,ip,107.142.174.241,107.142.174.241,107-142-174-241.lightspeed.tukrga.sbcglobal.net,7018,"ATT-INTERNET4 - AT&T Enterprises, LLC, US",US,US,Other / on-prem,other-or-onprem,cc:US
SPO:pool16m8xz3av9,EZP,single_pool,pool16m8xz3av9e3lwnxgu0jfnuwckgayev63zpzcu56hsxx7vy4eqzn,EZP,100.609921,dns,relay1.ezpool.xyz,76.223.54.146,a904c694c05102f30.awsglobalaccelerator.com,16509,"AMAZON-02 - Amazon.com, Inc., US",US,US,AWS,hyperscaler,cc:US
SPO:pool16m8xz3av9,EZP,single_pool,pool16m8xz3av9e3lwnxgu0jfnuwckgayev63zpzcu56hsxx7vy4eqzn,EZP,100.609921,dns,relay1.ezpool.xyz,13.248.169.48,a904c694c05102f30.awsglobalaccelerator.com,16509,"AMAZON-02 - Amazon.com, Inc., US",US,US,AWS,hyperscaler,cc:US
SPO:pool1ca862gvy5,CHILL,single_pool,pool1ca862gvy5r06k5l3hulsphtp20tvuxqef0arzcyejdf365c5nrs,CHILL,7083.426021,dns,relay1.chillerbude.de,5.9.0.188,mail.it-luedeke.de,24940,"HETZNER-AS, DE",DE,DE,Hetzner,commodity-vps,hetzner:falkenstein
SPO:pool1g2zsavksc,RBA,single_pool,pool1g2zsavkscwrzz0tqqwwykkyganyedlzgqc63fneq6nvzc7rwdzp,RBA,136.613397,dns,relay.redbike.asia,,,,,,,Unresolved,unresolved,cc:??
SPO:pool17r3u34ywl,ADAR,single_pool,pool17r3u34ywld6sehe9dd5t40ygq7rmc6yfw2k0h0hpllznwlmwsnn,ADAR,296228.790977,dns,adar-relay1.freeddns.org,207.55.102.76,207-55-102-76.dyn.qwest.continet.com,13868,"PEAK INTERNET - Peak Internet, US",US,US,Other / on-prem,other-or-onprem,cc:US
SPO:pool17edtg9kt8,pool17edtg9kt8,single_pool,pool17edtg9kt83mpguyh87u6ju2fkgjta4jjmmyzj9n8tsf4uwalg7h,,146.685847,ip,139.59.106.254,139.59.106.254,1267987.cloudwaysapps.com,14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",SG,SG,DigitalOcean,commodity-vps,cc:SG
SPO:pool17edtg9kt8,pool17edtg9kt8,single_pool,pool17edtg9kt83mpguyh87u6ju2fkgjta4jjmmyzj9n8tsf4uwalg7h,,146.685847,dns,meghar1.ddns.net,,,,,,,Unresolved,unresolved,cc:??
SPO:pool1nad4u2vhl,pool1nad4u2vhl,single_pool,pool1nad4u2vhlwpjd2f52dpgf5rh36ntvdsm38mxmztndtmcscpy82u,,0.0,dns,relay1-7c9e.wolfschedule.com,,,,,,,Unresolved,unresolved,cc:??
SPO:pool1e5dxsm5ck,pool1e5dxsm5ck,single_pool,pool1e5dxsm5ckaq0k9fg9hkclcrdj740757w4tqf9sk35wt22swypdu,,0.0,dns,relay1-c0b5.wolfschedule.com,,,,,,,Unresolved,unresolved,cc:??
SPO:pool1h6q8jj55d,HAZEL,single_pool,pool1h6q8jj55dn6727yydlypu0rz4sflf2enxhs0thqydmddgu3shl5,HAZEL,4331128.058666,dns,relay.hazelpool.com,65.21.34.30,static.30.34.21.65.clients.your-server.de,24940,"HETZNER-AS, DE",DE,DE,Hetzner,commodity-vps,hetzner:helsinki
SPO:pool1h6q8jj55d,HAZEL,single_pool,pool1h6q8jj55dn6727yydlypu0rz4sflf2enxhs0thqydmddgu3shl5,HAZEL,4331128.058666,dns,relay2.hazelpool.com,50.53.91.63,static-50-53-91-63.bvtn.or.ptr.ziplyfiber.com,20055,"AS-WHOLESAIL - Wholesail networks LLC, US",US,US,Other / on-prem,other-or-onprem,cc:US
SPO:pool1gqmjahruy,pool1gqmjahruy,single_pool,pool1gqmjahruyhxvec59g9wh0z67aqxa2k3n4al4lyafv08xk90zl2z,,1100.522781,dns,relaynode1.espressopool.net,,,,,,,Unresolved,unresolved,cc:??
SPO:pool1gqmjahruy,pool1gqmjahruy,single_pool,pool1gqmjahruyhxvec59g9wh0z67aqxa2k3n4al4lyafv08xk90zl2z,,1100.522781,dns,relaynode2.espressopool.net,,,,,,,Unresolved,unresolved,cc:??
SPO:pool1clkt34huf,pool1clkt34huf,single_pool,pool1clkt34hufs3k4gfnd2rl8gy9zlzzdgr9838y0k2hwfuhy0mh2t9,,103.923029,ip,58.124.85.105,58.124.85.105,,9318,"SKB-AS SK Broadband Co Ltd, KR",KR,KR,Other / on-prem,other-or-onprem,cc:KR
SPO:pool1zwqrrwpr5,CAR,single_pool,pool1zwqrrwpr5zx7c3f4ukpu4r4fz5c2hkwx9vwqka5068urgqvpjzr,CAR,1533996.140406,ip,35.224.164.233,35.224.164.233,233.164.224.35.bc.googleusercontent.com,396982,"GOOGLE-CLOUD-PLATFORM - Google LLC, US",US,US,GCP,hyperscaler,gcp:us-central1
SPO:pool1fu6ppur5u,pool1fu6ppur5u,single_pool,pool1fu6ppur5uumrpydpeswzrvfg4epr68xw39aar9rcu56tk5ukat3,,8956.278597,ip,185.132.39.194,185.132.39.194,,8560,"IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE",GB,GB,IONOS,commodity-vps,cc:GB
SPO:pool1zkdaju2rj,A3C,single_pool,pool1zkdaju2rjefa52uh6yh6etsxla0x6aqs6p6wm245y5szk7k3msd,A3C,1574887.470497,dns,relay1.a3ccryptoclub.com,37.27.202.139,static.139.202.27.37.clients.your-server.de,24940,"HETZNER-AS, DE",DE,DE,Hetzner,commodity-vps,hetzner:helsinki
SPO:pool1zkdaju2rj,A3C,single_pool,pool1zkdaju2rjefa52uh6yh6etsxla0x6aqs6p6wm245y5szk7k3msd,A3C,1574887.470497,dns,relay2.a3ccryptoclub.com,95.217.132.84,static.84.132.217.95.clients.your-server.de,24940,"HETZNER-AS, DE",DE,DE,Hetzner,commodity-vps,hetzner:helsinki
SPO:pool145ak0czqx,TIA,single_pool,pool145ak0czqxe97ef38zjupk0pz5yk7pahcyrdfee2lrnsnwawj6dc,TIA,1103689.277425,dns,relay.australia.ai,,,,,,,Unresolved,unresolved,cc:??
SPO:pool1509aw97y3,HKB,single_pool,pool1509aw97y38yl6cpamvpzv58hh9c6lxrggxssya9twj9f6xxd394,HKB,2154.234843,dns,hkbrelaynode.ddns.net,,,,,,,Unresolved,unresolved,cc:??
SPO:pool1509aw97y3,HKB,single_pool,pool1509aw97y38yl6cpamvpzv58hh9c6lxrggxssya9twj9f6xxd394,HKB,2154.234843,dns,hkbrelaynode2.ddns.net,,,,,,,Unresolved,unresolved,cc:??
SPO:pool1ura3w5x8u,pool1ura3w5x8u,single_pool,pool1ura3w5x8uy7mgzu0pd4kskap4hynt9zymt30h5macll4kuxpqnv,,1.0,ip,161.97.173.79,161.97.173.79,vmi3225918.contaboserver.net,51167,"CONTABO, DE",DE,DE,Contabo,commodity-vps,contabo:lauterbourg
SPO:pool1ura3w5x8u,pool1ura3w5x8u,single_pool,pool1ura3w5x8uy7mgzu0pd4kskap4hynt9zymt30h5macll4kuxpqnv,,1.0,ip,207.244.238.19,207.244.238.19,m21519.contaboserver.net,40021,"CONTABO-40021 - Contabo Inc., US",US,US,Contabo,commodity-vps,contabo:st_louis
SPO:pool15zrj43nld,pool15zrj43nld,single_pool,pool15zrj43nldc357nas0g7glm09wqhtyexxs64skq52mtg6sdrsjzd,,60.781695,ip,80.120.224.66,80.120.224.66,mail.notar-klagenfurt.at,8447,"A1TELEKOM-AT A1 Telekom Austria AG, AT",AT,AT,Other / on-prem,other-or-onprem,cc:AT
SPO:pool1r96tdg42e,pool1r96tdg42e,single_pool,pool1r96tdg42e7qpxxef2fhzlusl4wtqjk24kznsj4ttar0f6adw0jq,,1.665757,ip,34.72.236.91,34.72.236.91,91.236.72.34.bc.googleusercontent.com,396982,"GOOGLE-CLOUD-PLATFORM - Google LLC, US",US,US,GCP,hyperscaler,gcp:us-central1
SPO:pool1wpzr2xafv,ZOD,single_pool,pool1wpzr2xafvtne6cnvlyzjqf8dlj2dg7tgkv3vu4zt687266ep7wg,ZOD,1290.897318,dns,relay1.zodpool.com,,,,,,,Unresolved,unresolved,cc:??
SPO:pool1wpzr2xafv,ZOD,single_pool,pool1wpzr2xafvtne6cnvlyzjqf8dlj2dg7tgkv3vu4zt687266ep7wg,ZOD,1290.897318,dns,relay2.zodpool.com,,,,,,,Unresolved,unresolved,cc:??
MUEN,MUEN,discovered_mpo,pool15z87p296y3m7eq8pwuu8qs6h2v4d2ctnx3yd2vqpl6txkkdvl5h,MUEN,9267954.045655,ip,202.61.200.80,202.61.200.80,v2202306197028230796.quicksrv.de,197540,"NETCUP-AS netcup GmbH, DE",AT,AT,Other / on-prem,other-or-onprem,cc:AT
MUEN,MUEN,discovered_mpo,pool15z87p296y3m7eq8pwuu8qs6h2v4d2ctnx3yd2vqpl6txkkdvl5h,MUEN,9267954.045655,ip,202.61.204.160,202.61.204.160,v2202306197028230797.luckysrv.de,197540,"NETCUP-AS netcup GmbH, DE",AT,AT,Other / on-prem,other-or-onprem,cc:AT
SPO:pool12ktz62g9d,CTEC2,single_pool,pool12ktz62g9d32nq0cdk9jyyqg6kquj7lnmx776at5h598supql0t2,CTEC2,7645843.87092,ip,13.114.212.127,13.114.212.127,ec2-13-114-212-127.ap-northeast-1.compute.amazonaws.com,16509,"AMAZON-02 - Amazon.com, Inc., US",US,JP,AWS,hyperscaler,aws:ap-northeast-1
SPO:pool12ktz62g9d,CTEC2,single_pool,pool12ktz62g9d32nq0cdk9jyyqg6kquj7lnmx776at5h598supql0t2,CTEC2,7645843.87092,ip,35.72.226.248,35.72.226.248,ec2-35-72-226-248.ap-northeast-1.compute.amazonaws.com,16509,"AMAZON-02 - Amazon.com, Inc., US",US,JP,AWS,hyperscaler,aws:ap-northeast-1
SPO:pool1chzrvd7wz,MOBC,single_pool,pool1chzrvd7wzmw8ufsehctn8fmf7ca27xf7d6f5tpreat7kxx6hwf9,MOBC,635784.890756,dns,relay1.mobc.work,110.5.5.142,aa005142.ppp.asahi-net.or.jp,4685,"ASAHI-NET Asahi Net, JP",JP,JP,Other / on-prem,other-or-onprem,cc:JP
SPO:pool1chzrvd7wz,MOBC,single_pool,pool1chzrvd7wzmw8ufsehctn8fmf7ca27xf7d6f5tpreat7kxx6hwf9,MOBC,635784.890756,dns,relay2.mobc.work,183.77.120.209,ac120209.ppp.asahi-net.or.jp,4685,"ASAHI-NET Asahi Net, JP",JP,JP,Other / on-prem,other-or-onprem,cc:JP
SPO:pool1chzrvd7wz,MOBC,single_pool,pool1chzrvd7wzmw8ufsehctn8fmf7ca27xf7d6f5tpreat7kxx6hwf9,MOBC,635784.890756,dns,relay3.mobc.work,183.77.121.108,ac121108.ppp.asahi-net.or.jp,4685,"ASAHI-NET Asahi Net, JP",JP,JP,Other / on-prem,other-or-onprem,cc:JP
SPO:pool1chzrvd7wz,MOBC,single_pool,pool1chzrvd7wzmw8ufsehctn8fmf7ca27xf7d6f5tpreat7kxx6hwf9,MOBC,635784.890756,dns,relay4.mobc.work,157.120.60.169,157-120-60-169.indigo.static.arena.ne.jp,2514,"INFOSPHERE NTT PC Communications, Inc., JP",JP,JP,Other / on-prem,other-or-onprem,cc:JP
SPO:pool1chzrvd7wz,MOBC,single_pool,pool1chzrvd7wzmw8ufsehctn8fmf7ca27xf7d6f5tpreat7kxx6hwf9,MOBC,635784.890756,dns,relay5.mobc.work,118.103.128.35,pc16035.kibi.ne.jp,37908,"KBC KIBI Cable Television Co.,Ltd., JP",JP,JP,Other / on-prem,other-or-onprem,cc:JP
SPO:pool1u2lghnv4a,ADEN,single_pool,pool1u2lghnv4ae3zy73ysjlgvxwj7tuqpmyfavk74j48g0gnqnyc692,ADEN,1441121.529778,ip,202.61.229.212,202.61.229.212,v2202308204649236467.bestsrv.de,197540,"NETCUP-AS netcup GmbH, DE",AT,AT,Other / on-prem,other-or-onprem,cc:AT
SPO:pool1mnghpud4r,TRDMK,single_pool,pool1mnghpud4rypv76fgq5urhzaujlevp94tjxug6556e9qyua43ktl,TRDMK,5612.300437,ip,188.166.248.62,188.166.248.62,aptana.waba-core-clusterdb-rsynch,14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",US,US,DigitalOcean,commodity-vps,cc:US
SPO:pool1mnghpud4r,TRDMK,single_pool,pool1mnghpud4rypv76fgq5urhzaujlevp94tjxug6556e9qyua43ktl,TRDMK,5612.300437,ip,192.168.1.128,192.168.1.128,,,,,??,Other / on-prem,other-or-onprem,cc:??
SPO:pool1fqnluegrk,pool1fqnluegrk,single_pool,pool1fqnluegrkns2jj49vgvn8vvn5u8y4m2m3xptx4wngvf4cnwa2fk,,0.0,dns,relay1-3a81.wolfschedule.com,,,,,,,Unresolved,unresolved,cc:??
