entity_id,display_name,category,pool_id_bech32,ticker,current_active_stake_ada,endpoint_kind,endpoint_value,ip,ptr,asn,as_name,country,physical_country,provider,tier,region
SPO:pool1z5uqdk7dz,OCTAS,single_pool,pool1z5uqdk7dzdxaae5633fqfcu2eqzy3a3rgtuvy087fdld7yws0xt,OCTAS,64033394.786668,dns,octaluso.dyndns.org,92.116.155.32,i5c749b20.versanet.de,8881,"VERSATEL, DE",DE,DE,Other / on-prem,other-or-onprem,cc:DE
5BINARIES,nan,discovered_mpo,pool1pu5jlj4q9w9jlxeu370a3c9myx47md5j5m2str0naunn2q3lkdy,NUTS,5746770.566897,dns,relays.mainnet.stakenuts.com,78.141.210.255,78.141.210.255.vultrusercontent.com,20473,"AS-VULTR - The Constant Company, LLC, US",US,US,Vultr / Choopa,commodity-vps,cc:US
5BINARIES,nan,discovered_mpo,pool1pu5jlj4q9w9jlxeu370a3c9myx47md5j5m2str0naunn2q3lkdy,NUTS,5746770.566897,dns,relays.mainnet.stakenuts.com,78.141.218.135,relay1.mainnet.pools.fivebinaries.com,20473,"AS-VULTR - The Constant Company, LLC, US",US,US,Vultr / Choopa,commodity-vps,cc:US
5BINARIES,nan,discovered_mpo,pool1pu5jlj4q9w9jlxeu370a3c9myx47md5j5m2str0naunn2q3lkdy,NUTS,5746770.566897,dns,relays.mainnet.stakenuts.com,149.28.44.125,relay2.mainnet.pools.fivebinaries.com,20473,"AS-VULTR - The Constant Company, LLC, US",US,US,Vultr / Choopa,commodity-vps,cc:US
SPO:pool1q80jjs53w,000,single_pool,pool1q80jjs53w0fx836n8g38gtdwr8ck5zre3da90peuxn84sj3cu0r,000,6073876.613854,ip,140.238.214.192,140.238.214.192,,31898,"ORACLE-BMC-31898 - Oracle Corporation, US",US,US,Oracle Cloud,hyperscaler,cc:US
SPO:pool1ddskftmss,pool1ddskftmss,single_pool,pool1ddskftmsscw92d7vnj89pldwx5feegkgcmamgt5t0e4lkd7mdp8,,2671.108363,ip,139.162.148.181,139.162.148.181,139-162-148-181.ip.linodeusercontent.com,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",NL,NL,Akamai/Linode,commodity-vps,cc:NL
ATADA,ATADA,discovered_mpo,pool1qqqqqdk4zhsjuxxd8jyvwncf5eucfskz0xjjj64fdmlgj735lr9,ATADA,68820788.594321,dns,relays.stakepool.at,212.83.43.88,,47447,"TTM, DE",DE,DE,Other / on-prem,other-or-onprem,cc:DE
ATADA,ATADA,discovered_mpo,pool1qqqqqdk4zhsjuxxd8jyvwncf5eucfskz0xjjj64fdmlgj735lr9,ATADA,68820788.594321,dns,relay-1.stakepool.at,94.136.30.220,,48943,"KAPPERNET, AT",AT,AT,Other / on-prem,other-or-onprem,cc:AT
ATADA,ATADA,discovered_mpo,pool1qqqqqdk4zhsjuxxd8jyvwncf5eucfskz0xjjj64fdmlgj735lr9,ATADA,68820788.594321,dns,relay-2.stakepool.at,212.83.43.49,,47447,"TTM, DE",DE,DE,Other / on-prem,other-or-onprem,cc:DE
SPO:pool1dmqzwuql5,BNTY1,single_pool,pool1dmqzwuql5mylffvn7ln3pr9j7kh4gdsssrmma5wgx56f6rtyf42,BNTY1,7466167.755104,dns,relay1.cryptobounty.org,66.119.62.93,dsl-62-93.dsl.tribcsp.com,10947,"WERCS-NET - Mountain West Technologies Corporation, US",US,US,Other / on-prem,other-or-onprem,cc:US
SPO:pool1dmqzwuql5,BNTY1,single_pool,pool1dmqzwuql5mylffvn7ln3pr9j7kh4gdsssrmma5wgx56f6rtyf42,BNTY1,7466167.755104,dns,relay2.cryptobounty.org,157.230.106.58,,14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",US,US,DigitalOcean,commodity-vps,cc:US
WESTBERG,BCSH,discovered_mpo,pool1qzlw7z5mutmd39ldyjnp8n650weqe55z5p8dl3fagac3ge0nx8l,BCSH,20780733.278515,dns,relay0.bluecheesestakehouse.com,136.62.192.62,136-62-192-62.googlefiber.net,16591,"GOOGLE-FIBER - Google Fiber Inc., US",US,US,GCP,hyperscaler,cc:US
SPO:pool16tcjctesj,TAPSY,single_pool,pool16tcjctesjnks0p8sfrlf8f3d3vrp2fdn2msy80sgg3cdjtayu3z,TAPSY,7453612.122609,ip,45.83.107.139,45.83.107.139,v2202006110582120152.bestsrv.de,197540,"NETCUP-AS netcup GmbH, DE",DE,DE,Other / on-prem,other-or-onprem,cc:DE
SPO:pool16tcjctesj,TAPSY,single_pool,pool16tcjctesjnks0p8sfrlf8f3d3vrp2fdn2msy80sgg3cdjtayu3z,TAPSY,7453612.122609,ip,45.83.107.231,45.83.107.231,v2202006110582120384.goodsrv.de,197540,"NETCUP-AS netcup GmbH, DE",DE,DE,Other / on-prem,other-or-onprem,cc:DE
WESTBERG,BCSH,discovered_mpo,pool1qzlwlpcsgflr9z3f24fg836tyq45p0kf5cnrp20s8v0psp6tdkx,BCSH0,21102770.363554,dns,relay1.bluecheesestakehouse.com,136.62.192.62,136-62-192-62.googlefiber.net,16591,"GOOGLE-FIBER - Google Fiber Inc., US",US,US,GCP,hyperscaler,cc:US
P2P,P2P,declared_brand,pool1p9sda64t6l9802tsu2fj6phvt9xfqgcpjucyr3kek8wzurmn8rz,K8S,935104.664954,dns,relay-k8s-pool.subnet.dev,62.167.94.106,adsl-62-167-94-106.adslplus.ch,6730,"SUNRISE, CH",CH,CH,Sunrise (CH residential ISP),residential/satellite,cc:CH
P2P,P2P,declared_brand,pool1p9sda64t6l9802tsu2fj6phvt9xfqgcpjucyr3kek8wzurmn8rz,K8S,935104.664954,dns,relay-k8s-pool.subnet.dev,62.167.94.106,adsl-62-167-94-106.adslplus.ch,6730,"SUNRISE, CH",CH,CH,Sunrise (CH residential ISP),residential/satellite,cc:CH
P2P,P2P,declared_brand,pool1p9sda64t6l9802tsu2fj6phvt9xfqgcpjucyr3kek8wzurmn8rz,K8S,935104.664954,dns,relay-p2p-01-k8s-pool.subnet.dev,62.167.94.106,adsl-62-167-94-106.adslplus.ch,6730,"SUNRISE, CH",CH,CH,Sunrise (CH residential ISP),residential/satellite,cc:CH
P2P,P2P,declared_brand,pool1p9sda64t6l9802tsu2fj6phvt9xfqgcpjucyr3kek8wzurmn8rz,K8S,935104.664954,dns,relay-p2p-02-k8s-pool.subnet.dev,62.167.94.106,adsl-62-167-94-106.adslplus.ch,6730,"SUNRISE, CH",CH,CH,Sunrise (CH residential ISP),residential/satellite,cc:CH
P2P,P2P,declared_brand,pool1p9sda64t6l9802tsu2fj6phvt9xfqgcpjucyr3kek8wzurmn8rz,K8S,935104.664954,dns,relay-p2p-03-k8s-pool.subnet.dev,62.167.94.106,adsl-62-167-94-106.adslplus.ch,6730,"SUNRISE, CH",CH,CH,Sunrise (CH residential ISP),residential/satellite,cc:CH
P2P,P2P,declared_brand,pool1p9sda64t6l9802tsu2fj6phvt9xfqgcpjucyr3kek8wzurmn8rz,K8S,935104.664954,ip,89.217.176.121,89.217.176.121,adsl-89-217-176-121.adslplus.ch,6730,"SUNRISE, CH",CH,CH,Sunrise (CH residential ISP),residential/satellite,cc:CH
P2P,P2P,declared_brand,pool1p9sda64t6l9802tsu2fj6phvt9xfqgcpjucyr3kek8wzurmn8rz,K8S,935104.664954,ip,89.217.176.121,89.217.176.121,adsl-89-217-176-121.adslplus.ch,6730,"SUNRISE, CH",CH,CH,Sunrise (CH residential ISP),residential/satellite,cc:CH
P2P,P2P,declared_brand,pool1p9sda64t6l9802tsu2fj6phvt9xfqgcpjucyr3kek8wzurmn8rz,K8S,935104.664954,ip,89.217.176.121,89.217.176.121,adsl-89-217-176-121.adslplus.ch,6730,"SUNRISE, CH",CH,CH,Sunrise (CH residential ISP),residential/satellite,cc:CH
P2P,P2P,declared_brand,pool1p9sda64t6l9802tsu2fj6phvt9xfqgcpjucyr3kek8wzurmn8rz,K8S,935104.664954,ip,89.217.176.121,89.217.176.121,adsl-89-217-176-121.adslplus.ch,6730,"SUNRISE, CH",CH,CH,Sunrise (CH residential ISP),residential/satellite,cc:CH
SPO:pool18xykgvvvx,pool18xykgvvvx,single_pool,pool18xykgvvvxej2e5ap04ks72d8fdke4qsqeh30satznyrtj88634d,,88261.029338,dns,relay-1.teqwyse.com,74.208.85.158,,8560,"IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE",US,US,IONOS,commodity-vps,cc:US
SPO:pool18xykgvvvx,pool18xykgvvvx,single_pool,pool18xykgvvvxej2e5ap04ks72d8fdke4qsqeh30satznyrtj88634d,,88261.029338,dns,relay-2.teqwyse.com,66.179.211.28,,8560,"IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE",US,US,IONOS,commodity-vps,cc:US
SPO:pool1qqq6qqa0h,AHL,single_pool,pool1qqq6qqa0hpzvumv5p87ynczfmdj557xuwlc3289ke42g72z7f74,AHL,10558559.907625,dns,relay1-pub.ahlnet.nu,89.160.112.187,89-160-112-187.cust.bredband2.com,29518,"BREDBAND2, SE",SE,SE,Other / on-prem,other-or-onprem,cc:SE
SPO:pool1qqq6qqa0h,AHL,single_pool,pool1qqq6qqa0hpzvumv5p87ynczfmdj557xuwlc3289ke42g72z7f74,AHL,10558559.907625,dns,relay2-pub.ahlnet.nu,89.58.51.69,v2202410173358290927.happysrv.de,197540,"NETCUP-AS netcup GmbH, DE",DE,DE,Other / on-prem,other-or-onprem,cc:DE
SPO:pool1qqq6qqa0h,AHL,single_pool,pool1qqq6qqa0hpzvumv5p87ynczfmdj557xuwlc3289ke42g72z7f74,AHL,10558559.907625,dns,relay3-pub.ahlnet.nu,89.58.51.69,v2202410173358290927.happysrv.de,197540,"NETCUP-AS netcup GmbH, DE",DE,DE,Other / on-prem,other-or-onprem,cc:DE
SPO:pool1qqq6qqa0h,AHL,single_pool,pool1qqq6qqa0hpzvumv5p87ynczfmdj557xuwlc3289ke42g72z7f74,AHL,10558559.907625,dns,relay-fallback.ahlnet.nu,185.157.163.131,185-157-163-131.pool.ovpn.com,42675,"OBEHOSTING Obehosting AB, SE",SE,SE,Other / on-prem,other-or-onprem,cc:SE
SPO:pool1e556526sq,CHEAP,single_pool,pool1e556526sqwugxwnmeumt9lhj5jukklg8vv3ynk75xt9vs7adr5y,CHEAP,3597530.632902,dns,cardano-mainnet-relays.eastus2.cloudapp.azure.com,52.184.205.215,,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",US,US,Azure,hyperscaler,azure:eastus2
SPO:pool1e556526sq,CHEAP,single_pool,pool1e556526sqwugxwnmeumt9lhj5jukklg8vv3ynk75xt9vs7adr5y,CHEAP,3597530.632902,dns,cardano-mainnet-relays.westus2.cloudapp.azure.com,,,,,,,Unresolved,unresolved,cc:??
SPO:pool124lm97s6f,SHARP,single_pool,pool124lm97s6f4satl7xz0ulzgg6tv30tskry3zcntwrz68n60v5yne,SHARP,12845.150992,ip,3.129.162.200,3.129.162.200,ec2-3-129-162-200.us-east-2.compute.amazonaws.com,16509,"AMAZON-02 - Amazon.com, Inc., US",US,US,AWS,hyperscaler,aws:us-east-2
SPO:pool124lm97s6f,SHARP,single_pool,pool124lm97s6f4satl7xz0ulzgg6tv30tskry3zcntwrz68n60v5yne,SHARP,12845.150992,ip,3.16.115.103,3.16.115.103,ec2-3-16-115-103.us-east-2.compute.amazonaws.com,16509,"AMAZON-02 - Amazon.com, Inc., US",US,US,AWS,hyperscaler,aws:us-east-2
CRDNS,nan,discovered_mpo,pool1vx9tzlkgafernd9vpjpxkenutx2gncj4yn88fpq69823qlwcqrt,,70258611.978673,dns,eu.relays.cardanians.io,51.254.44.211,ns3015474.ip-51-254-44.eu,16276,"OVH, FR",FR,FR,OVH,commodity-vps,cc:FR
CRDNS,nan,discovered_mpo,pool1vx9tzlkgafernd9vpjpxkenutx2gncj4yn88fpq69823qlwcqrt,,70258611.978673,dns,ca.relays.cardanians.io,149.202.89.49,ns3031681.ip-149-202-89.eu,16276,"OVH, FR",FR,FR,OVH,commodity-vps,cc:FR
SPO:pool1m83drqwlu,BKIND,single_pool,pool1m83drqwlugdt9jn7jkz8hx3pne53acfkd539d9cj8yr92dr4k9y,BKIND,1693975.665434,dns,relay1.smitblockchainops.nl,81.169.174.254,h3015397.stratoserver.net,6724,"STRATO STRATO AG, DE",DE,DE,Other / on-prem,other-or-onprem,cc:DE
SPO:pool1krznhwu3h,LEAF,single_pool,pool1krznhwu3h5pu2stuslr53z5rme50t6384macsmylcnljwc7yjky,LEAF,50082088.800137,ip,188.165.236.202,188.165.236.202,ns325538.ip-188-165-236.eu,16276,"OVH, FR",FR,FR,OVH,commodity-vps,cc:FR
SPO:pool1krznhwu3h,LEAF,single_pool,pool1krznhwu3h5pu2stuslr53z5rme50t6384macsmylcnljwc7yjky,LEAF,50082088.800137,ip,195.201.107.114,195.201.107.114,static.114.107.201.195.clients.your-server.de,24940,"HETZNER-AS, DE",DE,DE,Hetzner,commodity-vps,hetzner:falkenstein
SPO:pool12584mjtgz,DOLCA,single_pool,pool12584mjtgz3fhgpx823qht56gycnfnezg6aqqthazv4qdxkd5c46,DOLCA,833794.725387,dns,r1.dolcapool.eu,62.171.134.36,vmi519232.contaboserver.net,51167,"CONTABO, DE",DE,DE,Contabo,commodity-vps,contabo:frankfurt_am_main
SPO:pool12584mjtgz,DOLCA,single_pool,pool12584mjtgz3fhgpx823qht56gycnfnezg6aqqthazv4qdxkd5c46,DOLCA,833794.725387,dns,r1.dolcapool.eu,85.163.2.230,230.128-255.2.163.85.in-addr.arpa,28725,"CETIN-AS, CZ",CZ,CZ,Other / on-prem,other-or-onprem,cc:CZ
SPO:pool1jhzf2mm6z,LOVE,single_pool,pool1jhzf2mm6zdlhl6w89uhgx8nq8p6ykcc86qq58vjy0ejyxrrksfj,LOVE,22382153.364128,ip,102.130.127.242,102.130.127.242,gluetune.afrotexhost.com,328364,"Host-Africa-AS, ZA",ZA,ZA,Other / on-prem,other-or-onprem,cc:ZA
SPO:pool1jhzf2mm6z,LOVE,single_pool,pool1jhzf2mm6zdlhl6w89uhgx8nq8p6ykcc86qq58vjy0ejyxrrksfj,LOVE,22382153.364128,ip,94.16.106.16,94.16.106.16,v2202308204272235639.nicesrv.de,197540,"NETCUP-AS netcup GmbH, DE",AT,AT,Other / on-prem,other-or-onprem,cc:AT
SPO:pool13wzpwavan,CARBO,single_pool,pool13wzpwavanfpkr4r4j30plrlc6dn6p822lkt22zdllmy7q8y7s90,CARBO,39136.235253,ip,68.183.37.153,68.183.37.153,,14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",US,US,DigitalOcean,commodity-vps,cc:US
SPO:pool13wzpwavan,CARBO,single_pool,pool13wzpwavanfpkr4r4j30plrlc6dn6p822lkt22zdllmy7q8y7s90,CARBO,39136.235253,ip,159.65.233.130,159.65.233.130,test-share.xle.net,14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",US,US,DigitalOcean,commodity-vps,cc:US
SPO:pool1df9rj4n0t,VEGAS,single_pool,pool1df9rj4n0t3zlpak7xnh4ue6t3yh9zlw7a02w4l8askp77up25rt,VEGAS,4594864.80855,dns,relay1.ada.vegas,37.9.56.147,no.rdns0.ukservers.com,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location, GB",GB,GB,Other / on-prem,other-or-onprem,cc:GB
SPO:pool1df9rj4n0t,VEGAS,single_pool,pool1df9rj4n0t3zlpak7xnh4ue6t3yh9zlw7a02w4l8askp77up25rt,VEGAS,4594864.80855,dns,relay2.ada.vegas,37.9.56.148,no.rdns0.ukservers.com,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location, GB",GB,GB,Other / on-prem,other-or-onprem,cc:GB
SPO:pool1q3xdrewrl,MICRO,single_pool,pool1q3xdrewrldt06rpjx6pzguzm847ujxnmajxrsr7dsthscz4htlv,MICRO,15138.978871,ip,31.151.55.28,31.151.55.28,31-151-55-28.dynamic.upc.nl,33915,"TNF-AS, NL",NL,NL,Other / on-prem,other-or-onprem,cc:NL
SPO:pool1fh4sh2tel,CANUK,single_pool,pool1fh4sh2telea0tfdy39h0drx6uq566yt9gf24edpz7335sclx39z,CANUK,4337355.047456,dns,relay1.cardanocanucks.com,37.27.202.139,static.139.202.27.37.clients.your-server.de,24940,"HETZNER-AS, DE",DE,DE,Hetzner,commodity-vps,hetzner:helsinki
SPO:pool1fh4sh2tel,CANUK,single_pool,pool1fh4sh2telea0tfdy39h0drx6uq566yt9gf24edpz7335sclx39z,CANUK,4337355.047456,dns,relay2.cardanocanucks.com,95.217.132.84,static.84.132.217.95.clients.your-server.de,24940,"HETZNER-AS, DE",DE,DE,Hetzner,commodity-vps,hetzner:helsinki
ATADA,ATADA,discovered_mpo,pool1g0hsnjnt0du3kp33gjua3npncngr3yg4ak2zfdhd4zvmy6r8hyd,EGGS,772130.794553,dns,relays.stakeandeggs.io,185.216.212.5,,213251,"DE-METALIANCE-GRA Metaliance Datacenter GRA, DE",DE,DE,Other / on-prem,other-or-onprem,cc:DE
ATADA,ATADA,discovered_mpo,pool1g0hsnjnt0du3kp33gjua3npncngr3yg4ak2zfdhd4zvmy6r8hyd,EGGS,772130.794553,dns,relays.stakeandeggs.io,94.136.30.220,,48943,"KAPPERNET, AT",AT,AT,Other / on-prem,other-or-onprem,cc:AT
SPO:pool1ekhy5xsgj,pool1ekhy5xsgj,single_pool,pool1ekhy5xsgjaq38em75vevk8df0k0rljju77tljw288ys5kumqce5,,1903515.764295,dns,toki.relay.staking.outofbits.com,,,,,,,Unresolved,unresolved,cc:??
SPO:pool1wz27a9pvd,BRADA,single_pool,pool1wz27a9pvd2jat98s375lxaaj7qxy405km4vzp83wn5vtwp59kvh,BRADA,5636573.462716,ip,135.181.28.81,135.181.28.81,static.81.28.181.135.clients.your-server.de,24940,"HETZNER-AS, DE",DE,DE,Hetzner,commodity-vps,hetzner:helsinki
SPO:pool1d70vllztc,LIV,single_pool,pool1d70vllztcsgx3ku8h5vnukzz2a7lpzjxfjmuqqvxtj9kq27hygs,LIV,430364.362995,ip,82.71.27.2,82.71.27.2,82-71-27-2.dsl.in-addr.zen.co.uk,13037,"ZEN-AS Zen Internet - UK, GB",GB,GB,Other / on-prem,other-or-onprem,cc:GB
SPO:pool1d70vllztc,LIV,single_pool,pool1d70vllztcsgx3ku8h5vnukzz2a7lpzjxfjmuqqvxtj9kq27hygs,LIV,430364.362995,ip,82.71.27.2,82.71.27.2,82-71-27-2.dsl.in-addr.zen.co.uk,13037,"ZEN-AS Zen Internet - UK, GB",GB,GB,Other / on-prem,other-or-onprem,cc:GB
SPO:pool14hsxa2zfw,KROM,single_pool,pool14hsxa2zfwzvy9ncdjwnx0xkcltjmdydeayxfju7suuuewv0dnke,KROM,277717.670481,ip,78.31.67.243,78.31.67.243,ve1305.venus.dedi.server-hosting.expert,24961,"MYLOC-AS WIIT group IP Backbone, DE",DE,DE,Other / on-prem,other-or-onprem,cc:DE
SPO:pool14hsxa2zfw,KROM,single_pool,pool14hsxa2zfwzvy9ncdjwnx0xkcltjmdydeayxfju7suuuewv0dnke,KROM,277717.670481,ip,152.53.12.223,152.53.12.223,v2202405220019268961.luckysrv.de,197540,"NETCUP-AS netcup GmbH, DE",AT,AT,Other / on-prem,other-or-onprem,cc:AT
ELITE,ELITE,discovered_mpo,pool1qwa8x4u4a2pff0xdv0haxpgk3tyrvl5adl2lpf3ztcftqruhea0,ELITE,28294398.771848,dns,a-r1.elitestakepool.com,217.155.17.137,217-155-17-137.dsl.in-addr.zen.co.uk,13037,"ZEN-AS Zen Internet - UK, GB",GB,GB,Other / on-prem,other-or-onprem,cc:GB
ELITE,ELITE,discovered_mpo,pool1qwa8x4u4a2pff0xdv0haxpgk3tyrvl5adl2lpf3ztcftqruhea0,ELITE,28294398.771848,dns,a-r2.elitestakepool.com,217.155.17.137,217-155-17-137.dsl.in-addr.zen.co.uk,13037,"ZEN-AS Zen Internet - UK, GB",GB,GB,Other / on-prem,other-or-onprem,cc:GB
ELITE,ELITE,discovered_mpo,pool1qwa8x4u4a2pff0xdv0haxpgk3tyrvl5adl2lpf3ztcftqruhea0,ELITE,28294398.771848,dns,b-r3.elitestakepool.com,217.155.58.134,217-155-58-134.dsl.in-addr.zen.co.uk,13037,"ZEN-AS Zen Internet - UK, GB",GB,GB,Other / on-prem,other-or-onprem,cc:GB
ELITE,ELITE,discovered_mpo,pool1qwa8x4u4a2pff0xdv0haxpgk3tyrvl5adl2lpf3ztcftqruhea0,ELITE,28294398.771848,dns,b-r4.elitestakepool.com,217.155.58.134,217-155-58-134.dsl.in-addr.zen.co.uk,13037,"ZEN-AS Zen Internet - UK, GB",GB,GB,Other / on-prem,other-or-onprem,cc:GB
SPO:pool1h5jtxde8j,PEACE,single_pool,pool1h5jtxde8j86qrnqzj32ugn480u7gw5xw8wqy5d227rl3vfg58qz,PEACE,420942.795338,dns,relay.mainnet.cardano.none.guru,51.159.161.95,95-161-159-51.instances.scw.cloud,12876,"Online SAS, FR",FR,FR,Other / on-prem,other-or-onprem,cc:FR
SPO:pool1h5jtxde8j,PEACE,single_pool,pool1h5jtxde8j86qrnqzj32ugn480u7gw5xw8wqy5d227rl3vfg58qz,PEACE,420942.795338,dns,relay.mainnet.cardano.none.guru,51.159.180.23,23-180-159-51.instances.scw.cloud,12876,"Online SAS, FR",FR,FR,Other / on-prem,other-or-onprem,cc:FR
SPO:pool1gpz25s2aa,MUGGY,single_pool,pool1gpz25s2aasmqnh9tg8a2rxmyxuvmj5s779htxk295e9ajnzjflc,MUGGY,1757490.15781,ip,206.189.248.9,206.189.248.9,,14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",US,US,DigitalOcean,commodity-vps,cc:US
SPO:pool1gpz25s2aa,MUGGY,single_pool,pool1gpz25s2aasmqnh9tg8a2rxmyxuvmj5s779htxk295e9ajnzjflc,MUGGY,1757490.15781,ip,45.79.210.80,45.79.210.80,li1309-80.members.linode.com,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,US,Akamai/Linode,commodity-vps,cc:US
EMURGO,Emurgo,declared_brand,pool1xxhs2zw5xa4g54d5p62j46nlqzwp8jklqvuv2agjlapwjx9qkg9,SWIM,14241903.437395,ip,51.195.91.118,51.195.91.118,vps-db9cba5f.vps.ovh.net,16276,"OVH, FR",FR,FR,OVH,commodity-vps,cc:FR
EMURGO,Emurgo,declared_brand,pool1xxhs2zw5xa4g54d5p62j46nlqzwp8jklqvuv2agjlapwjx9qkg9,SWIM,14241903.437395,ip,51.161.35.246,51.161.35.246,vps-876e763e.vps.ovh.ca,16276,"OVH, FR",CA,CA,OVH,commodity-vps,cc:CA
EMURGO,Emurgo,declared_brand,pool1xxhs2zw5xa4g54d5p62j46nlqzwp8jklqvuv2agjlapwjx9qkg9,SWIM,14241903.437395,ip,49.12.123.178,49.12.123.178,static.178.123.12.49.clients.your-server.de,24940,"HETZNER-AS, DE",DE,DE,Hetzner,commodity-vps,hetzner:falkenstein
EMURGO,Emurgo,declared_brand,pool1xxhs2zw5xa4g54d5p62j46nlqzwp8jklqvuv2agjlapwjx9qkg9,SWIM,14241903.437395,ip,95.217.58.124,95.217.58.124,static.124.58.217.95.clients.your-server.de,24940,"HETZNER-AS, DE",DE,DE,Hetzner,commodity-vps,hetzner:helsinki
EDEN,EDEN,discovered_mpo,pool16kus5xvdysgmtjp0hhlwt72tsm0yn2zcn0a8wg9emc6c75lxvmc,EDEN,32384484.366868,ip,148.113.17.23,148.113.17.23,ns5023160.ip-148-113-17.net,16276,"OVH, FR",CA,IN,OVH,commodity-vps,ovh:in:mumbai
EDEN,EDEN,discovered_mpo,pool16kus5xvdysgmtjp0hhlwt72tsm0yn2zcn0a8wg9emc6c75lxvmc,EDEN,32384484.366868,ip,158.69.25.103,158.69.25.103,ns517035.ip-158-69-25.net,16276,"OVH, FR",CA,CA,OVH,commodity-vps,ovh:ca:montreal
EDEN,EDEN,discovered_mpo,pool16kus5xvdysgmtjp0hhlwt72tsm0yn2zcn0a8wg9emc6c75lxvmc,EDEN,32384484.366868,ip,95.216.4.252,95.216.4.252,static.252.4.216.95.clients.your-server.de,24940,"HETZNER-AS, DE",DE,DE,Hetzner,commodity-vps,hetzner:helsinki
EDEN,EDEN,discovered_mpo,pool16kus5xvdysgmtjp0hhlwt72tsm0yn2zcn0a8wg9emc6c75lxvmc,EDEN,32384484.366868,ip,178.18.250.204,178.18.250.204,vmi993580.contaboserver.net,51167,"CONTABO, DE",DE,DE,Contabo,commodity-vps,contabo:lauterbourg
SPO:pool1ld9hkah2d,KOPI,single_pool,pool1ld9hkah2dkzh73pvh9tf6xr0x28us34msv3zcv2sase5vhvq962,KOPI,13345818.818608,ip,223.25.73.249,223.25.73.249,223-25-73-249.myrepublic.com.sg,56300,"MYREPUBLIC-SG MyRepublic Ltd., SG",SG,SG,Other / on-prem,other-or-onprem,cc:SG
SPO:pool1ld9hkah2d,KOPI,single_pool,pool1ld9hkah2dkzh73pvh9tf6xr0x28us34msv3zcv2sase5vhvq962,KOPI,13345818.818608,ip,128.199.147.30,128.199.147.30,,14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",GB,GB,DigitalOcean,commodity-vps,cc:GB
SPO:pool1ld9hkah2d,KOPI,single_pool,pool1ld9hkah2dkzh73pvh9tf6xr0x28us34msv3zcv2sase5vhvq962,KOPI,13345818.818608,ip,158.140.141.199,158.140.141.199,199-141-140-158.myrepublic.com.sg,56300,"MYREPUBLIC-SG MyRepublic Ltd., SG",SG,SG,Other / on-prem,other-or-onprem,cc:SG
HRMS,HRMS,discovered_mpo,pool16fyda57p3c8gp5r6gmcq5tvqsp6mnzwvkxswgznkuh8wztrp6vv,HRMS,43906618.772672,dns,eu-relay.hermes-stakepool.com,51.254.44.211,ns3015474.ip-51-254-44.eu,16276,"OVH, FR",FR,FR,OVH,commodity-vps,cc:FR
HRMS,HRMS,discovered_mpo,pool16fyda57p3c8gp5r6gmcq5tvqsp6mnzwvkxswgznkuh8wztrp6vv,HRMS,43906618.772672,dns,us-relay.hermes-stakepool.com,149.202.89.49,ns3031681.ip-149-202-89.eu,16276,"OVH, FR",FR,FR,OVH,commodity-vps,cc:FR
SPO:pool190a9js7lk,307,single_pool,pool190a9js7lk9lvmrngre7w268z9tz9xs9yz77audvw8ag4jerfdhx,307,2014016.651826,dns,relay-sv2.cryptobounty.tech,66.119.50.150,fw-greiner-east.mwtn.net,10947,"WERCS-NET - Mountain West Technologies Corporation, US",US,US,Other / on-prem,other-or-onprem,cc:US
SPO:pool190a9js7lk,307,single_pool,pool190a9js7lk9lvmrngre7w268z9tz9xs9yz77audvw8ag4jerfdhx,307,2014016.651826,dns,relay-eu1.cryptobounty.tech,66.119.50.150,fw-greiner-east.mwtn.net,10947,"WERCS-NET - Mountain West Technologies Corporation, US",US,US,Other / on-prem,other-or-onprem,cc:US
SPO:pool190a9js7lk,307,single_pool,pool190a9js7lk9lvmrngre7w268z9tz9xs9yz77audvw8ag4jerfdhx,307,2014016.651826,dns,relay-eu2.cryptobounty.tech,66.119.50.150,fw-greiner-east.mwtn.net,10947,"WERCS-NET - Mountain West Technologies Corporation, US",US,US,Other / on-prem,other-or-onprem,cc:US
SPO:pool190a9js7lk,307,single_pool,pool190a9js7lk9lvmrngre7w268z9tz9xs9yz77audvw8ag4jerfdhx,307,2014016.651826,dns,relay-t2.cryptobounty.tech,66.119.50.150,fw-greiner-east.mwtn.net,10947,"WERCS-NET - Mountain West Technologies Corporation, US",US,US,Other / on-prem,other-or-onprem,cc:US
