entity_id,display_name,category,provider,stake_split_ada
SPO:pool1lyvg6ukqp,FLAIR,single_pool,Other / on-prem,550872
SPO:pool1h0prd5vcd,SIGN,single_pool,Other / on-prem,550408
SPO:pool1w2alpqtta,KIBA,single_pool,Other / on-prem,544915
SPO:pool1lzupr4377,CRCI,single_pool,Unresolved,539705
SPO:pool18l6lvx95v,pool18l6lvx95v,single_pool,IONOS,535036
SPO:pool12ndf7w5f4,SAMON,single_pool,Other / on-prem,524679
SPO:pool133p3wvahj,AVI8,single_pool,HiVelocity,516873
SPO:pool17gfj5t240,EVOC,single_pool,Contabo,516780
SPO:pool17gfj5t240,EVOC,single_pool,Other / on-prem,516780
SPO:pool126f65lkla,XPPX,single_pool,Contabo,516499
SPO:pool1nzsjg3cua,pool1nzsjg3cua,single_pool,DigitalOcean,516010
SPO:pool1fr8ug253h,JOKER,single_pool,Other / on-prem,513218
SPO:pool1dcjycc5mv,JUST,single_pool,OVH,513154
SPO:pool1u0u2s080a,VOLCY,single_pool,Other / on-prem,512048
SPO:pool1gsrcrjm6c,YUMMI,single_pool,Unresolved,506117
SPO:pool12f2r9xf4w,FREE1,single_pool,DigitalOcean,505985
SPO:pool10jqlkjfn2,CCIO,single_pool,Other / on-prem,505214
SPO:pool1sks9qwpyg,STEAK,single_pool,Other / on-prem,504573
SPO:pool1t50sl2erw,MONEY,single_pool,Other / on-prem,500408
SPO:pool155x3l57d4,pool155x3l57d4,single_pool,Akamai/Linode,498986
SPO:pool1we0xjccr3,JUNO,single_pool,Other / on-prem,490959
SPO:pool1we0xjccr3,JUNO,single_pool,Hetzner,490959
SPO:pool1we0xjccr3,JUNO,single_pool,Contabo,490959
SPO:pool1t6xhh2stg,1FAT,single_pool,Other / on-prem,487745
SPO:pool1nh9j5qucs,pool1nh9j5qucs,single_pool,Other / on-prem,482113
SPO:pool1g8w64u3sx,KNGHT,single_pool,Other / on-prem,478344
SPO:pool1g8w64u3sx,KNGHT,single_pool,OVH,478344
SPO:pool1sfuspqv9g,SOLPI,single_pool,Hetzner,475764
SPO:pool17mr554wv6,pool17mr554wv6,single_pool,Hetzner,467867
SPO:pool1vqjyjsp6d,VFS,single_pool,Oracle Cloud,467350
SPO:pool1vqjyjsp6d,VFS,single_pool,Other / on-prem,467350
SPO:pool15fxktqvd9,HAWAK,single_pool,Other / on-prem,464333
SPO:pool1csrtagrya,pool1csrtagrya,single_pool,DigitalOcean,460803
SPO:pool1csrtagrya,pool1csrtagrya,single_pool,Other / on-prem,460803
SPO:pool1dj4l8qma9,K9K,single_pool,AWS,455513
SPO:pool1k2cj852um,pool1k2cj852um,single_pool,AWS,455267
SPO:pool1k2cj852um,pool1k2cj852um,single_pool,Other / on-prem,455267
SPO:pool1qaxrj6n50,🐈NNSP,single_pool,Contabo,452174
SPO:pool1qaxrj6n50,🐈NNSP,single_pool,Other / on-prem,452174
SPO:pool1l8pvaam6f,COR,single_pool,Other / on-prem,449056
SPO:pool1smfwu5w54,pool1smfwu5w54,single_pool,Contabo,444529
SPO:pool1xj5f7a79l,GREEN,single_pool,OVH,443257
SPO:pool1vvesqladm,8SQRD,single_pool,GCP,438220
SPO:pool1vvesqladm,8SQRD,single_pool,Other / on-prem,438220
SPO:pool1kcrr7re05,4WARD,single_pool,Other / on-prem,433062
SPO:pool1eucxv3gn8,ECHO,single_pool,Other / on-prem,431758
SPO:pool15mv5w2vvf,NLD,single_pool,Other / on-prem,431697
SPO:pool1d70vllztc,LIV,single_pool,Other / on-prem,430364
SPO:pool19frt3kaxx,pool19frt3kaxx,single_pool,Other / on-prem,429706
SPO:pool19frt3kaxx,pool19frt3kaxx,single_pool,OVH,429706
SPO:pool1qa0t2lecm,pool1qa0t2lecm,single_pool,Unresolved,429250
SPO:pool13qe6ycacq,TDOT,single_pool,Other / on-prem,427611
SPO:pool1gyrvar6gw,YOOU,single_pool,Other / on-prem,423868
SPO:pool1kdfznpenx,DOW,single_pool,Contabo,421057
SPO:pool1h5jtxde8j,PEACE,single_pool,Other / on-prem,420943
SPO:pool1ferfwtmcj,MOCHI,single_pool,Other / on-prem,419273
SPO:pool194lhpd5e6,ARTMS,single_pool,Other / on-prem,418643
SPO:pool1us8dkk3y8,SWARM,single_pool,GCP,417929
SPO:pool12584mjtgz,DOLCA,single_pool,Other / on-prem,416897
SPO:pool12584mjtgz,DOLCA,single_pool,Contabo,416897
SPO:pool1lqeg5d3jp,pool1lqeg5d3jp,single_pool,AWS,414321
SPO:pool1etgtwnwu4,pool1etgtwnwu4,single_pool,Unresolved,413439
SPO:pool15nww4436e,SEED,single_pool,DigitalOcean,412383
SPO:pool1jzzacpnd5,LOHAN,single_pool,Vultr / Choopa,410460
SPO:pool1hc8y5s28z,pool1hc8y5s28z,single_pool,Other / on-prem,410263
SPO:pool1grz62pdyy,KAWAN,single_pool,Contabo,406081
SPO:pool1dts0h87pn,DSIO,single_pool,Contabo,405864
SPO:pool1zga7fc8sw,pool1zga7fc8sw,single_pool,Contabo,404279
SPO:pool1z39sker5r,KYOTO,single_pool,OVH,403795
SPO:pool14dswwngc8,VRIJ,single_pool,Other / on-prem,403578
SPO:pool14dswwngc8,VRIJ,single_pool,Unresolved,403578
SPO:pool1ywwtv7clg,NIANO,single_pool,Contabo,402906
SPO:pool1kxtzkv3yl,ADAAT,single_pool,Contabo,401798
SPO:pool1kv53mzjwq,GRC1,single_pool,Other / on-prem,400987
SPO:pool1kv53mzjwq,GRC1,single_pool,Hetzner,400987
SPO:pool1dkt4rqtjs,pool1dkt4rqtjs,single_pool,Contabo,399712
SPO:pool12u28yewx8,NOOPS,single_pool,Other / on-prem,397972
SPO:pool1qsxhnvr03,BRNS,single_pool,Contabo,391790
SPO:pool1gha260s6h,pool1gha260s6h,single_pool,Other / on-prem,389946
SPO:pool1gha260s6h,pool1gha260s6h,single_pool,DigitalOcean,389946
OCEAN,AdaOcean,declared_brand,Azure,388725
SPO:pool1kffetqjt0,LUNA,single_pool,Other / on-prem,388020
SPO:pool1kffetqjt0,LUNA,single_pool,Hetzner,388020
SPO:pool1upx7l0yrs,pool1upx7l0yrs,single_pool,Contabo,387966
SPO:pool1ktkhv4sw2,EMPL,single_pool,Other / on-prem,387825
SPO:pool1xcn2yddeh,MONAD,single_pool,Contabo,387323
SPO:pool1e8vr85ank,RELY,single_pool,DigitalOcean,384759
SPO:pool17y0uw9jra,ADNT,single_pool,Other / on-prem,381454
SPO:pool1fu69ry8k9,pool1fu69ry8k9,single_pool,Unresolved,381421
SPO:pool12pvaxxcv3,SVRN,single_pool,Other / on-prem,380074
SPO:pool12pvaxxcv3,SVRN,single_pool,Contabo,380074
SPO:pool1k6knum588,ZONE,single_pool,Unresolved,375193
SPO:pool1p2ldp00js,WOLV,single_pool,Other / on-prem,375011
SPO:pool19k4azhj8t,pool19k4azhj8t,single_pool,Other / on-prem,363173
EMURGO,Emurgo,declared_brand,Huawei Cloud,360770
SPO:pool1cj8dxjjly,pool1cj8dxjjly,single_pool,Other / on-prem,354301
SPO:pool1zeya2r53s,NICE,single_pool,Hetzner,350937
SPO:pool1xxvcz8dem,DUBAI,single_pool,GCP,348804
SPO:pool15ju4ktqmt,pool15ju4ktqmt,single_pool,Other / on-prem,347982
SPO:pool15ju4ktqmt,pool15ju4ktqmt,single_pool,Hetzner,347982
SPO:pool107qfdeg9w,SRP,single_pool,Contabo,346029
SPO:pool1q7k8mmnvs,LOGIC,single_pool,Other / on-prem,343666
SPO:pool10xmmn972g,MATE,single_pool,Other / on-prem,340679
SPO:pool16fa03u6u8,AFCH1,single_pool,OVH,340162
SPO:pool18872nzahx,MNKY,single_pool,Unresolved,332584
SPO:pool18872nzahx,MNKY,single_pool,OVH,332584
SPO:pool13wtywenpw,0BoB,single_pool,AWS,332352
SPO:pool1d0vm9y545,PLANT,single_pool,DigitalOcean,327213
SPO:pool17n47upcpn,HEPHY,single_pool,Unresolved,322173
SPO:pool17n47upcpn,HEPHY,single_pool,Other / on-prem,322173
LINKTR_EE,ADAOZ,discovered_mpo,Unresolved,321599
SPO:pool1sghwg652u,FLUX,single_pool,Other / on-prem,318845
RAID,RAID,declared_brand,GCP,318708
SPO:pool1jqw9cv37w,LIX,single_pool,GCP,318577
SPO:pool1jqw9cv37w,LIX,single_pool,Other / on-prem,318577
SPO:pool1qn77pnnf6,BRIAN,single_pool,Contabo,314361
SPO:pool1t8dkgz58q,GYS,single_pool,Other / on-prem,313119
SPO:pool1n3sjq3qvu,ANVIL,single_pool,OVH,308693
SPO:pool1n3sjq3qvu,ANVIL,single_pool,Other / on-prem,308693
SPO:pool1yemdr25t4,AA2,single_pool,AWS,306114
SPO:pool1stvux7an3,CHUB,single_pool,Contabo,301891
SPO:pool1ksh2zpeeq,TRUST,single_pool,Other / on-prem,301211
SPO:pool1c30lqt59t,RUMOR,single_pool,Other / on-prem,300089
SPO:pool1c30lqt59t,RUMOR,single_pool,Hetzner,300089
SPO:pool1c30lqt59t,RUMOR,single_pool,Contabo,300089
SPO:pool16wt6mzvyt,pool16wt6mzvyt,single_pool,Other / on-prem,300074
SPO:pool1xdgzul0qe,pool1xdgzul0qe,single_pool,Other / on-prem,297085
SPO:pool18mgmqghey,ARRK,single_pool,Other / on-prem,296432
SPO:pool17r3u34ywl,ADAR,single_pool,Other / on-prem,296229
SPO:pool1yuq5ck8d6,MIDFI,single_pool,Other / on-prem,295557
SPO:pool1zvm45jj5w,ERA,single_pool,Hetzner,293548
SPO:pool1ksfzungz5,EUSKL,single_pool,Contabo,290774
SPO:pool1pxw4z2m0l,STOIC,single_pool,Hetzner,290195
SPO:pool1p693mkpyj,CCDO,single_pool,Other / on-prem,289528
SPO:pool10n23qyec2,DOTAR,single_pool,AWS,289399
SPO:pool1qzz0flh92,pool1qzz0flh92,single_pool,DigitalOcean,287993
SPO:pool143x8nhnr3,XSEC,single_pool,Other / on-prem,287863
SPO:pool12r08n33av,FALCO,single_pool,Other / on-prem,287263
SPO:pool13s6u5zjng,pool13s6u5zjng,single_pool,Unresolved,286543
SPO:pool1hvevy8qu5,HAMDA,single_pool,Contabo,279189
SPO:pool14hsxa2zfw,KROM,single_pool,Other / on-prem,277718
SPO:pool15wppycnx4,INDIA,single_pool,Other / on-prem,277678
SPO:pool15wppycnx4,INDIA,single_pool,Contabo,277678
IOG,IOG,declared_brand,HostHatch,277451
IOG,IOG,declared_brand,OVH,277451
IOG,IOG,declared_brand,Hostinger,277451
IOG,IOG,declared_brand,Green.ch,277451
SPO:pool1ee3fptp2m,TENK,single_pool,Contabo,277121
SPO:pool158ag8p06q,ALPHA,single_pool,DigitalOcean,268130
ONE_PERCENT,1PCT,declared_brand,Contabo,267589
SPO:pool10c9l3k0z5,BIRTH,single_pool,OVH,265870
SPO:pool1vpa84enqx,CHAOS,single_pool,Other / on-prem,263258
SPO:pool1gqf605yxh,OLEUM,single_pool,Hetzner,262142
SPO:pool1keasvddt9,UPSTR,single_pool,AWS,261538
SPO:pool1zm5nqvrdw,pool1zm5nqvrdw,single_pool,Unresolved,261294
SPO:pool1hlu9mdmcf,LBP,single_pool,Hetzner,253054
SPO:pool19zhl50qqz,BKV,single_pool,Other / on-prem,252218
SPO:pool19zhl50qqz,BKV,single_pool,Hetzner,252218
SPO:pool1en2f7un7v,pool1en2f7un7v,single_pool,Other / on-prem,251675
SPO:pool137cuaqqkt,PDT1,single_pool,Other / on-prem,249191
SPO:pool1mscll7kd2,RARE,single_pool,Unresolved,245540
SPO:pool1quj6cp7w4,FGPX,single_pool,Other / on-prem,244879
SPO:pool1jqssxka8h,GOMA,single_pool,Hetzner,238588
SPO:pool1jqssxka8h,GOMA,single_pool,Other / on-prem,238588
SPO:pool1wz4euuc8r,FASO,single_pool,Contabo,237459
SPO:pool1qq76dtlr0,ATM,single_pool,Contabo,236568
SPO:pool154sjkrwdu,ANZ,single_pool,Hetzner,235544
SPO:pool1kjd9ff9u5,HASH,single_pool,Other / on-prem,232672
SPO:pool1kjd9ff9u5,HASH,single_pool,OVH,232672
SPO:pool1wdzyy2lwc,KIBI,single_pool,Contabo,230572
SPO:pool10ldeq0mcc,BREAD,single_pool,Other / on-prem,229344
SPO:pool1lxhlu48gq,ORPH,single_pool,Other / on-prem,225933
SPO:pool1ah9fqr5pw,SYLV1,single_pool,IONOS,225015
SPO:pool1ddghnthym,BOOST,single_pool,Unresolved,222928
SPO:pool16cy45uggz,NIXE,single_pool,Unresolved,222701
SPO:pool1h2vtxz36m,pool1h2vtxz36m,single_pool,Azure,222632
SPO:pool1h2vtxz36m,pool1h2vtxz36m,single_pool,Hetzner,222632
SPO:pool1lr9vvcf5r,HYGGE,single_pool,Unresolved,221847
SPO:pool1ey0gxeyes,KYBBN,single_pool,DigitalOcean,221668
SPO:pool1njs7jzx60,WINTR,single_pool,Other / on-prem,221252
SPO:pool1442wwr8zz,PASTA,single_pool,OVH,217886
SPO:pool1nw42xqnap,VIVID,single_pool,GCP,215630
SPO:pool1wewygdzel,pool1wewygdzel,single_pool,AWS,215402
SPO:pool1we9umarzn,pool1we9umarzn,single_pool,Other / on-prem,215246
SPO:pool1dgmuwu0tx,XORN,single_pool,Other / on-prem,215144
SPO:pool1dgmuwu0tx,XORN,single_pool,Hetzner,215144
SPO:pool1v5g4rmkk0,COFFR,single_pool,Hetzner,212387
SPO:pool1v5g4rmkk0,COFFR,single_pool,IONOS,212387
SPO:pool1692dxqqcs,BLUE,single_pool,Other / on-prem,212137
SPO:pool19n5ml38q5,SLR,single_pool,Other / on-prem,210718
SPO:pool1qcw5gq4zs,OvO,single_pool,Other / on-prem,207986
SPO:pool1ct59zfxfv,pool1ct59zfxfv,single_pool,Unresolved,207954
SPO:pool1l4synes9s,STAYK,single_pool,Other / on-prem,207687
SPO:pool1kterawv22,INDIE,single_pool,OVH,207263
SPO:pool12pk63q22r,0AKN0,single_pool,Other / on-prem,206699
SPO:pool19xyfanyp2,VLHLA,single_pool,Other / on-prem,205735
SPO:pool13q9w8c2na,BLOX,single_pool,Hetzner,202806
SPO:pool1re8cmjt89,RISE,single_pool,Contabo,201640
SPO:pool1f297l6rl9,pool1f297l6rl9,single_pool,GCP,200820
SPO:pool1svv9st22d,SCAR2,single_pool,Other / on-prem,200772
SPO:pool109k0t72eh,pool109k0t72eh,single_pool,DigitalOcean,198546
SPO:pool109k0t72eh,pool109k0t72eh,single_pool,Contabo,198546
SPO:pool1r8lmsrdur,MAYZ,single_pool,Oracle Cloud,198435
SPO:pool1r8lmsrdur,MAYZ,single_pool,Contabo,198435
SPO:pool1u53apdhre,pool1u53apdhre,single_pool,Other / on-prem,197903
ROCKX,RockX,declared_brand,OVH,195179
SPO:pool1fcgm2ae0j,CSPHD,single_pool,Other / on-prem,192211
SPO:pool1fcgm2ae0j,CSPHD,single_pool,Contabo,192211
SPO:pool1th6xh9uks,AVOC,single_pool,Other / on-prem,190597
SPO:pool1wdrg5vtv3,ACP,single_pool,Other / on-prem,188578
SPO:pool1fd8qnudvh,MOST,single_pool,Other / on-prem,187805
SPO:pool1fd8qnudvh,MOST,single_pool,OVH,187805
SPO:pool1ralkckmup,OYAJI,single_pool,AWS,187571
SPO:pool1ralkckmup,OYAJI,single_pool,Contabo,187571
SPO:pool1ralkckmup,OYAJI,single_pool,Other / on-prem,187571
SPO:pool18r2y72aue,ALPCH,single_pool,Unresolved,187414
SPO:pool1a44j6jas4,MELD,single_pool,AWS,184939
SPO:pool1wyu23ahrn,USA,single_pool,Other / on-prem,181996
SPO:pool1q6lzp5x6t,ADAIM,single_pool,Other / on-prem,180797
SPO:pool1nyh6jcznk,HNB1,single_pool,Other / on-prem,175142
SPO:pool1umflj8hjq,BANC,single_pool,Contabo,174997
SPO:pool1umflj8hjq,BANC,single_pool,Other / on-prem,174997
SPO:pool1rg8yt3kqr,pool1rg8yt3kqr,single_pool,AWS,174492
SPO:pool1tqywsutw3,FBSD,single_pool,Contabo,172770
SPO:pool1zdl39pvap,MRBEE,single_pool,Other / on-prem,170292
SPO:pool1huyzkfxwn,TOSHZ,single_pool,AWS,168379
SPO:pool1huyzkfxwn,TOSHZ,single_pool,Other / on-prem,168379
SPO:pool1am69d5jfz,BIDA,single_pool,Other / on-prem,168234
SPO:pool1h40xjqda9,CHG,single_pool,Other / on-prem,168035
SPO:pool1fk7lk6x7j,WISH,single_pool,Other / on-prem,165778
SPO:pool1jm8s3r3xq,NARU,single_pool,Unresolved,162903
SPO:pool1z2m3n779d,pool1z2m3n779d,single_pool,Unresolved,162493
SPO:pool1esd3cqme3,SRN,single_pool,Other / on-prem,161645
SPO:pool1esd3cqme3,SRN,single_pool,Oracle Cloud,161645
SPO:pool1jp67hct7n,69DN,single_pool,Unresolved,161615
SPO:pool16l9ph0cm4,RKDN,single_pool,Other / on-prem,160681
SPO:pool1pv4hhvy8d,DOD,single_pool,Other / on-prem,157089
SPO:pool1my7sevxtc,POWER,single_pool,Other / on-prem,156516
SPO:pool1wrjg8fts9,TPOOL,single_pool,Other / on-prem,156051
SPO:pool1sj3gnahsm,E7D,single_pool,Other / on-prem,155598
SPO:pool1fl0gdfcmz,OMNI,single_pool,Other / on-prem,154566
SPO:pool1sx4e8rvx2,UK1,single_pool,AWS,153962
SPO:pool12kdg7dmdf,RENEW,single_pool,Green.ch,153211
SPO:pool1jpezycd8q,BOLT,single_pool,GCP,152165
SPO:pool1axeed9wqm,pool1axeed9wqm,single_pool,DigitalOcean,150991
SPO:pool12d3th585g,H3ART,single_pool,Other / on-prem,150537
SPO:pool17am8pt0vu,HODLR,single_pool,Other / on-prem,150458
SPO:pool104ylwjrxv,ELMPI,single_pool,Other / on-prem,149347
SPO:pool1a9xyvnnfj,LAGO,single_pool,Starlink,148016
SPO:pool12v7aukl49,WIN,single_pool,GCP,147751
SPO:pool143nv3maca,AND,single_pool,Other / on-prem,147751
SPO:pool1ha4z9zne9,pool1ha4z9zne9,single_pool,AWS,147633
SPO:pool1tnymyv08d,pool1tnymyv08d,single_pool,Unresolved,147041
SPO:pool1h9jr0f9ev,RUNIR,single_pool,Hetzner,146171
SPO:pool1r6dzsz6ju,DAI,single_pool,Other / on-prem,145665
SPO:pool1456lrrp0a,ADPL,single_pool,Contabo,143712
SPO:pool18c2qgn5fv,BETTR,single_pool,Unresolved,143448
SPO:pool1ls80gx9se,LGBTQ,single_pool,Contabo,142164
SPO:pool162343gl83,pool162343gl83,single_pool,Hetzner,141836
SPO:pool1qpuzf5kcx,ANFRA,single_pool,OVH,141604
SPO:pool1qpuzf5kcx,ANFRA,single_pool,Other / on-prem,141604
SPO:pool1t93hrmha8,STKPL,single_pool,Hetzner,141219
SPO:pool1zt2d9aa8c,46S,single_pool,AWS,140809
SPO:pool1d42r0zln3,pool1d42r0zln3,single_pool,Other / on-prem,140428
SPO:pool1d42r0zln3,pool1d42r0zln3,single_pool,Contabo,140428
SPO:pool1n2j7zmw69,YORK,single_pool,Contabo,139821
SPO:pool1gqk5pzqmr,HIST,single_pool,Other / on-prem,137797
SPO:pool1gqk5pzqmr,HIST,single_pool,Contabo,137797
SPO:pool1fn8mfqp4j,DARK,single_pool,AWS,137641
SPO:pool1nss40t2xh,pool1nss40t2xh,single_pool,Other / on-prem,136003
SPO:pool1c0p84nykx,GOKEY,single_pool,Unresolved,135621
SPO:pool14n6nrj7rd,MAKE,single_pool,Other / on-prem,135461
SPO:pool1ut39vczq4,TOBA,single_pool,AWS,133005
SPO:pool1ut39vczq4,TOBA,single_pool,Hetzner,133005
SPO:pool1psr42v6rv,pool1psr42v6rv,single_pool,Contabo,132730
SPO:pool1wccveh5l4,YUZUP,single_pool,Other / on-prem,132514
SPO:pool1yff3j4xqh,CDNC,single_pool,Other / on-prem,130994
SPO:pool13zdrhek6m,FPOOL,single_pool,GCP,127704
SPO:pool1ap4k28jfl,pool1ap4k28jfl,single_pool,Unresolved,127355
SPO:pool10ljdn3zws,pool10ljdn3zws,single_pool,Unresolved,127063
SPO:pool1sru6yhj5q,C1ST,single_pool,Other / on-prem,126432
SPO:pool18lc5x7fma,pool18lc5x7fma,single_pool,Other / on-prem,126315
SPO:pool18qzks8vdf,one,single_pool,Other / on-prem,125702
SPO:pool1p00qq8zft,TALOS,single_pool,Other / on-prem,123114
SPO:pool1rtnv5vj0g,STKGR,single_pool,OVH,122858
SPO:pool1rtnv5vj0g,STKGR,single_pool,Other / on-prem,122858
SPO:pool1m3wam7j8x,pool1m3wam7j8x,single_pool,Unresolved,122680
SPO:pool1y0lq6rjck,MESH,single_pool,Akamai/Linode,122075
SPO:pool1hv3yae6ke,BLESS,single_pool,Other / on-prem,120402
SPO:pool1rhq7qyw4y,ART,single_pool,OVH,119094
SPO:pool1glll6eskv,MZS,single_pool,Contabo,118911
SPO:pool1trjvzzska,pool1trjvzzska,single_pool,Unresolved,118707
SPO:pool1u32s3ry3v,pool1u32s3ry3v,single_pool,AWS,118424
SPO:pool1qqqq02jxq,ZENY,single_pool,Contabo,117835
SPO:pool12hhrd4azp,YAM,single_pool,Contabo,117034
SPO:pool1ghfmak7eu,pool1ghfmak7eu,single_pool,Other / on-prem,116891
SPO:pool1twu4rn366,HRBR,single_pool,Other / on-prem,116467
SPO:pool1sxj5qufj2,pool1sxj5qufj2,single_pool,Other / on-prem,115905
SPO:pool1ch3k0e07d,ZAM,single_pool,Other / on-prem,115616
SPO:pool1dsqxx4ehz,pool1dsqxx4ehz,single_pool,Hetzner,115592
SPO:pool1cn0ku4zvg,pool1cn0ku4zvg,single_pool,Other / on-prem,115063
SPO:pool12g6gfm5c4,NDE,single_pool,Hetzner,114244
SPO:pool1pdqcefsvu,SIMBA,single_pool,Other / on-prem,114227
SPO:pool1pdqcefsvu,SIMBA,single_pool,OVH,114227
SPO:pool1qqqqvmpm9,SALUD,single_pool,Contabo,114024
SPO:pool1qa2h3hha0,SNSKY,single_pool,IONOS,113237
SPO:pool1avrc505uz,WPool,single_pool,AWS,112751
SPO:pool1s79cqtwk5,UK007,single_pool,GCP,112688
SPO:pool1f3qeehc4h,AFCH2,single_pool,OVH,112407
SPO:pool1yrqqa03ea,pool1yrqqa03ea,single_pool,Other / on-prem,112352
SPO:pool1yrqqa03ea,pool1yrqqa03ea,single_pool,AWS,112352
SPO:pool10qrz84cvz,pool10qrz84cvz,single_pool,Other / on-prem,112075
SPO:pool14rs7ky0p8,KIKO,single_pool,Other / on-prem,110503
SPO:pool1cdkv8070t,NOMS,single_pool,GCP,109411
SPO:pool1l6hkustv6,CASCH,single_pool,Hetzner,108638
SPO:pool1al783um2m,GOLGI,single_pool,Other / on-prem,107578
SPO:pool1wntxmftnd,pool1wntxmftnd,single_pool,Other / on-prem,107566
SPO:pool1jv9pf6w2f,ICP1,single_pool,Contabo,104291
SPO:pool1grhujlggx,pool1grhujlggx,single_pool,GCP,104121
SPO:pool136903m0ka,DEEP,single_pool,Other / on-prem,103495
SPO:pool10gtnlheva,pool10gtnlheva,single_pool,Other / on-prem,102125
ITC,FREE,discovered_mpo,Other / on-prem,101747
SPO:pool1f5zye57nw,TRUCK,single_pool,Other / on-prem,101353
SPO:pool1phgu0sftp,0dd1,single_pool,DigitalOcean,101098
SPO:pool1mkw6psku0,CRYL,single_pool,Cloudflare,100718
SPO:pool1y4yyg9zq2,pool1y4yyg9zq2,single_pool,Other / on-prem,100080
SPO:pool19at4pzt6g,pool19at4pzt6g,single_pool,Other / on-prem,100007
SPO:pool1wll3vr4v6,pool1wll3vr4v6,single_pool,Other / on-prem,98981
SPO:pool1wll3vr4v6,pool1wll3vr4v6,single_pool,Azure,98981
SPO:pool1wm89xjqp9,SHOP,single_pool,Vultr / Choopa,97405
SPO:pool1nwddjgvjr,BZH,single_pool,Other / on-prem,97276
SPO:pool1nwddjgvjr,BZH,single_pool,DigitalOcean,97276
SPO:pool1qrp4nzmal,pool1qrp4nzmal,single_pool,AWS,96578
SPO:pool13ew2l5glv,ADALV,single_pool,Other / on-prem,96150
BMTXS_GITHUB_IO,RETIR,discovered_mpo,Other / on-prem,95791
SPO:pool1r76pjed6q,pool1r76pjed6q,single_pool,Other / on-prem,95590
SPO:pool1tf73xqv23,CHF,single_pool,Other / on-prem,92074
SPO:pool1d63tmq02t,CELL,single_pool,Other / on-prem,91558
SPO:pool1mltwh4ele,pool1mltwh4ele,single_pool,Other / on-prem,90809
SPO:pool1vfayajkdc,KAYA,single_pool,Contabo,90221
SPO:pool1hr4t5a052,pool1hr4t5a052,single_pool,Unresolved,88849
SPO:pool1tdh56dcqs,NOVAF,single_pool,Unresolved,88378
SPO:pool18xykgvvvx,pool18xykgvvvx,single_pool,IONOS,88261
SPO:pool1rtnk3j8jv,MOKUM,single_pool,Other / on-prem,88138
SPO:pool1yfacynd0v,pool1yfacynd0v,single_pool,Contabo,87635
SPO:pool1263z8symv,pool1263z8symv,single_pool,Unresolved,87553
SPO:pool1t4zp4wlas,pool1t4zp4wlas,single_pool,Unresolved,87286
SPO:pool1k2yfr7tap,BPP,single_pool,Hetzner,84998
SPO:pool1n5ytegzw3,_Q_,single_pool,Unresolved,84648
SPO:pool1n5ytegzw3,_Q_,single_pool,IONOS,84648
SPO:pool1arx4x8ecn,SPG01,single_pool,Other / on-prem,83705
SPO:pool1777xvdg0v,777,single_pool,Unresolved,83105
SPO:pool1777xvdg0v,777,single_pool,Contabo,83105
SPO:pool15dp6dchtf,CRYPO,single_pool,Other / on-prem,81754
SPO:pool12ame5t8hd,EoK,single_pool,Unresolved,81654
SPO:pool15676jwlm6,pool15676jwlm6,single_pool,Contabo,81414
SPO:pool1qhs3cf9ym,PANL,single_pool,Azure,81219
SPO:pool1qhs3cf9ym,PANL,single_pool,Oracle Cloud,81219
SPO:pool1qhs3cf9ym,PANL,single_pool,Hetzner,81219
SPO:pool1qhs3cf9ym,PANL,single_pool,IONOS,81219
SPO:pool1wxpzjtfr7,DMOON,single_pool,Contabo,80796
SPO:pool1wxpzjtfr7,DMOON,single_pool,Hetzner,80796
SPO:pool1wxpzjtfr7,DMOON,single_pool,OVH,80796
SPO:pool1vl0hlf4je,NUT1,single_pool,OVH,79720
SPO:pool16x5fslqfv,0FEES,single_pool,Hetzner,79697
SPO:pool1dwthjmzrk,pool1dwthjmzrk,single_pool,Hetzner,79654
SPO:pool1s54847dyr,pool1s54847dyr,single_pool,Unresolved,79579
SPO:pool1x0necz9kt,MEGA,single_pool,Contabo,79443
SPO:pool1e9tp0emvv,LORDB,single_pool,DigitalOcean,78082
SPO:pool14pm8aq4eu,pool14pm8aq4eu,single_pool,DigitalOcean,75059
SPO:pool1c45udwv2k,pool1c45udwv2k,single_pool,AWS,74597
SPO:pool1hfzfx33ff,AFICA,single_pool,Other / on-prem,74588
SPO:pool17fge0jukc,TRADA,single_pool,Unresolved,73980
SPO:pool1rk28hp58p,NOCAR,single_pool,Oracle Cloud,73694
SPO:pool1v8gvy6tjp,300,single_pool,Other / on-prem,73225
SPO:pool1qadgwr92p,VITAL,single_pool,Other / on-prem,72186
SPO:pool1r7tn56lj5,AKLEI,single_pool,Unresolved,70539
SPO:pool1k5a5e3ylv,pool1k5a5e3ylv,single_pool,Hetzner,70393
SPO:pool1xvfzclnwf,PERK1,single_pool,Contabo,68740
SPO:pool15wk0wjrau,MCA,single_pool,Akamai/Linode,68739
SPO:pool1s7eglqwzl,SANP,single_pool,DigitalOcean,68319
SPO:pool1ast5kjj9z,pool1ast5kjj9z,single_pool,Unresolved,67680
SPO:pool1n0tqrkw62,LANKA,single_pool,Unresolved,67397
SPO:pool13xh3tgwzh,pool13xh3tgwzh,single_pool,Unresolved,66808
SPO:pool1g79uyzvt9,ABC,single_pool,DigitalOcean,66046
SPO:pool1sghd7rmq0,TS1TA,single_pool,AWS,65929
