ledger,date,clustering,entropy=1,entropy_percentage=1,gini,hhi,nakamoto_coefficient,theil_index,concentration_ratio=1,concentration_ratio=3,tau_index=0.33,tau_index=0.66,total_entities
cardano,2026-03-04,True,8.345141723479628,0.860901939629009,0.7344135401578605,50.86613846793558,90,1.0699430452519543,0.024409203980099502,0.05866500829187396,41,145,828
cardano,2026-04-03,True,8.337324688182688,0.846951600357571,0.7337546207224387,52.89415127628066,90,1.0753614012283816,0.024860488263120813,0.06239166172737338,41,144,919
