ledger,date,clustering,entropy=1,entropy_percentage=1,gini,hhi,nakamoto_coefficient,theil_index,concentration_ratio=1,concentration_ratio=3,tau_index=0.33,tau_index=0.66,total_entities
cardano,2026-03-04,False,9.14484058042702,0.9087231999298755,0.6502163467488429,22.344760056475348,160,0.7563439122939707,0.005985696517412935,0.01570273631840796,95,245,1070
cardano,2026-04-03,False,9.161017107556825,0.898384077073358,0.6468949811754181,22.100706362324644,162,0.7451311981227068,0.005468636419552891,0.01465013028550979,97,245,1174
