ledger,date,clustering,entropy=1,entropy_percentage=1,gini,hhi,nakamoto_coefficient,theil_index,concentration_ratio=1,concentration_ratio=3,tau_index=0.33,tau_index=0.66,total_entities
cardano,2025-09-05,True,8.267658305541802,0.8332786584643138,0.7524503064485011,60.86475958144071,82,1.1659902873034154,0.034536172865966525,0.07394345615026401,33,136,970
cardano,2025-10-05,True,8.237791687422597,0.8562997350206645,0.7578805781959953,61.044722329873196,81,1.1866922494455963,0.033183105332429304,0.07486140469828102,33,134,787
