delegator_count,total_stake_ada,mean_ada,median_ada,p75_ada,p90_ada,p95_ada,p99_ada,top100_pct,top1000_pct,top10000_pct
1355035,21754686922,16055,32,702,5866,18362,142775,23.67,57.01,79.17
