epoch_no,productive_pools,entity_pools,independent_pools,mpo_entities,active_entities,entity_stake_B,independent_stake_B,independent_share_pct
378,1058,586,472,71,80,16849.577892592497,8031.385136099194,32.2792374508886
379,1054,586,468,71,80,16758.423221328096,8059.771109560251,32.47525183380961
380,1054,588,466,72,81,16778.702358497954,8042.81714910888,32.402597861279475
381,1059,588,471,72,81,16815.787085837004,8035.830866143841,32.33524224326541
382,1060,586,474,72,81,16838.43018283944,8003.12961659222,32.21669525266815
383,1063,589,474,72,81,16966.729406934293,8022.008935350437,32.10249683464804
384,1061,591,470,72,81,17104.979581294403,8017.066903755535,31.912475396964457
385,1063,592,471,72,81,17156.22941455966,7993.052590190338,31.782428574623612
386,1055,591,464,72,81,16845.89803896671,8023.872322444533,32.26355614000618
387,1060,591,469,72,81,17129.38078925603,8050.448450110476,31.971815112726382
388,1062,592,470,72,81,17137.455901935493,8051.676333697293,31.964881752882757
389,1063,611,452,72,81,17162.36354653332,8078.661751480054,32.00607604523852
390,1066,611,455,72,81,17208.34938500909,8074.257614064892,31.936016781657944
391,1066,613,453,73,81,17215.717008293323,8074.227861387265,31.926632908825486
392,1066,612,454,73,81,17233.973740443675,8051.720010959022,31.842986354734133
393,1074,613,461,73,81,17156.352577950413,8075.555232768258,32.00532949528974
394,1079,613,466,73,81,17170.401667122413,8082.24803628918,32.00554449221731
395,1090,613,477,73,81,17106.531937675758,7898.911806711743,31.588768779536906
396,1087,613,474,73,81,17103.561871630624,7897.66127266397,31.58909956957949
397,1084,616,468,74,81,17112.73615615341,7887.054294496382,31.54848161653844
398,1080,621,459,75,82,17085.097890094843,7877.20057067114,31.556391263616927
399,1083,621,462,75,82,16895.28684866936,7813.747851375584,31.623039694712844
400,1081,622,459,75,82,16691.154629342604,7807.459202148986,31.86898351005042
401,1073,622,451,75,82,16569.60163787037,7822.697714659956,32.07035795027856
402,1069,622,447,75,82,16585.767664635143,7818.007374808238,32.03605738117211
403,1070,622,448,75,82,16472.821007025028,7839.125382153902,32.24392344679997
404,1067,619,448,76,82,16330.441715193801,7781.89676065022,32.27350498769002
405,1057,612,445,76,82,16330.71946945138,7778.710820989758,32.26418346382016
406,1055,617,438,76,82,15838.25860997142,7781.813250432848,32.945764502427124
407,1056,617,439,76,82,15850.30099692754,7723.256889570323,32.76237268364969
408,1057,618,439,76,82,15833.527534254945,7764.270308523086,32.9025206515162
409,1072,623,449,76,82,15233.457611767168,7855.270332553616,34.02210096414517
410,1070,624,446,76,82,15334.344485076885,7850.871226108865,33.86154057786574
411,1071,626,445,76,82,15446.58315687156,7491.087631295585,32.65844950203057
412,1068,626,442,76,82,15465.8466559013,7430.353182864653,32.452342463766385
413,1067,626,441,76,82,15439.9744973366,7438.982084605417,32.51451637648932
414,1047,625,422,76,82,14659.103899090936,7435.770340295872,33.65382513488447
415,1049,658,391,76,82,14427.56214654482,7414.88784558887,33.94714351301827
416,1068,658,410,76,82,15309.246019526003,7247.885082447269,32.1312362360355
417,1073,658,415,76,82,15266.15150284421,7375.742153941006,32.57564170976785
418,1070,646,424,76,83,15261.073376506396,7296.369407895898,32.345729423465905
419,1073,647,426,76,83,15232.695550883473,7295.188498895346,32.382928120437356
420,1070,647,423,76,83,15209.417661468637,7323.09958671342,32.500139713880635
421,1076,650,426,76,83,15238.1194172257,7314.831891308193,32.43403398179779
422,1078,659,419,77,83,15231.262161136627,7305.969229705036,32.41733247089935
423,1082,660,422,77,83,15252.029121194228,7321.009748788385,32.43253950412404
424,1082,660,422,77,83,15201.653813061175,7307.9721478924,32.4659865986632
425,1083,660,423,77,83,15165.409590971167,7308.655226200837,32.52039755895174
426,1087,660,427,77,83,15238.075108637104,7294.767365839124,32.37393317821386
427,1091,663,428,77,83,15228.976492646816,7151.104754441293,31.952988353747507
428,1091,663,428,77,83,15244.429796773908,7186.640798952788,32.038777499643295
429,1091,663,428,77,83,15271.885600176403,7191.159745470262,32.01328953762677
430,1090,665,425,77,83,15254.4142280909,7230.404016014826,32.156826608595054
431,1086,665,421,77,83,15256.374500784223,7218.187690433191,32.11714483699223
432,1081,666,415,77,83,15297.811957865271,7195.371882787976,31.989121387890666
433,1083,666,417,77,83,15343.623825933824,7194.522180427971,31.92153506502793
434,1083,668,415,77,83,15457.984663196266,7208.830673339334,31.80345613757108
435,1082,668,414,77,83,15445.916571584561,7077.680396647299,31.42340189548734
436,1084,669,415,78,83,15438.751646408384,7041.966560288157,31.324473246546464
437,1091,669,422,78,83,15323.395227778768,7180.788090437394,31.908681105636287
438,1091,670,421,78,83,15391.369427339829,7150.827872502454,31.721964710833607
439,1092,670,422,78,83,15455.143627677859,7150.975605012935,31.63291996917314
440,1065,665,400,78,83,15094.088967748407,7223.223709037057,32.36601025243813
441,1060,665,395,78,83,15508.959252948496,7243.776828808706,31.83694832471888
442,1056,664,392,78,83,15481.528477056088,7259.175632548192,31.92150778428343
443,1055,663,392,78,83,15546.729184335685,7243.643960106276,31.783788331139423
444,1056,637,419,78,83,15594.679182880072,7212.761872247095,31.624599422676784
445,1056,638,418,78,84,15640.980280870102,7207.813227756884,31.54570601303496
446,1058,638,420,78,84,15683.049284550216,7159.705741832262,31.343442301784897
447,1048,638,410,78,84,15700.199475089397,7116.793427207174,31.190759701252553
448,1051,639,412,78,84,15710.368446767778,7065.701875924479,31.022480067093834
449,1039,639,400,78,84,15701.519578328813,7009.433665121156,30.863670009724213
450,1039,639,400,78,84,15705.216767143756,7021.375262149562,30.894976479972886
451,1040,640,400,78,84,15736.917581695456,7031.60812304013,30.88301901592881
452,1043,640,403,78,84,15748.58167830394,7047.532211209604,30.91549834049366
453,1041,640,401,78,84,15744.247957811038,7044.43201819828,30.911979217814604
454,1040,640,400,78,84,15783.9312191567,6994.11816642548,30.70551849295992
455,1042,640,402,78,84,15747.55577146616,6987.578140533664,30.734712923091923
456,1041,638,403,78,84,15569.229796511603,6998.858150081195,31.01218927648606
457,1039,643,396,78,84,15578.730055671653,6997.037379410851,30.993574856452184
458,1042,643,399,78,84,15555.967612720437,7008.788099275662,31.060775435515048
459,1039,643,396,78,84,15525.893682010596,7007.560680984589,31.098475041148248
460,1041,643,398,78,84,15529.107301599448,7041.76864169095,31.198473020646073
461,1041,643,398,78,84,15535.706910475985,7038.082859636034,31.178118212806893
462,1036,644,392,78,84,15538.719513775623,7058.735474647057,31.236860426377433
463,1035,649,386,78,84,15526.467553233064,7052.056164905977,31.23346881727491
464,1039,650,389,78,84,15523.932996086183,7074.882533656159,31.306430747863278
465,1033,650,383,78,84,15537.92055203517,7070.193515741762,31.2728142407014
466,1034,650,384,78,84,15552.742370553207,7047.48717363928,31.18325484198567
467,1023,645,378,78,84,15610.096239278048,7054.843175043737,31.126680050094645
468,1019,641,378,78,84,15619.322173530987,7045.228553703435,31.08479245184274
469,1022,642,380,79,84,15619.233507293511,7007.044602956844,30.96861343617292
470,1019,641,378,79,84,15654.03707805284,6991.08915270157,30.872378813269545
471,1016,641,375,79,84,15640.481100576255,7006.011185553636,30.93640770957077
472,1017,641,376,79,84,15577.688988239885,6973.485498177773,30.922937084176404
473,1018,641,377,79,84,15562.261470876756,6963.691326202417,30.91408114424072
474,1021,640,381,79,84,15545.192958821424,6964.760710626584,30.940804289968916
475,1023,639,384,79,84,15527.904958503705,6979.768560878898,31.010617578348267
476,1023,639,384,79,84,15510.489089610535,6985.34438884779,31.051725180740032
477,1017,639,378,79,84,15538.644986522848,6944.642037505813,30.888019310004967
478,1014,639,375,79,84,15519.331268977923,6902.897254544607,30.78595531796927
479,1016,639,377,79,84,15511.481887895192,6914.280367695579,30.831863322602736
480,1015,639,376,79,84,15528.65796675086,6915.672413021208,30.812558432368963
481,1015,639,376,79,84,15503.216386788887,6938.06199762595,30.916518563596362
482,1020,639,381,79,84,15489.39656840116,6953.635087778682,30.98349275760145
483,1017,639,378,79,84,15529.460514421631,6938.152679126665,30.880684206896508
484,1021,639,382,79,84,15545.352816645143,6931.685863779981,30.838963986019518
485,1021,639,382,79,84,15528.61344761286,6958.640144827023,30.944819989785184
486,1021,640,381,79,84,15530.01081800593,6967.94248158657,30.971450552849973
487,1023,640,383,79,84,15535.432946639175,6968.215423809466,30.964825387869077
488,1025,640,385,79,84,15542.678631225275,6951.979167822376,30.905023005580905
489,1024,641,383,79,84,15608.994478992588,6890.690509432315,30.62571992886688
490,1030,643,387,79,84,15609.11607490156,6922.687659221338,30.72407225320091
491,1030,643,387,79,84,15627.527288011908,6906.580879892008,30.649452946752437
492,1031,643,388,79,84,15632.522018192289,6898.780283749773,30.618648630688067
493,1033,642,391,79,84,15646.946028396513,6897.360219439004,30.5946882712402
494,1033,643,390,79,84,15650.62764590271,6905.848331434195,30.615812232250665
495,1029,644,385,79,84,15736.238369370323,6833.492635802352,30.277244483933853
496,1029,644,385,79,84,15756.324002118716,6827.458169221224,30.231686249106865
497,1028,646,382,79,84,15768.156563122591,6826.03222448085,30.211450778998667
498,1028,647,381,79,84,15791.789835671447,6830.556411905359,30.193846107527484
499,1030,647,383,79,84,15824.197967595188,6843.722018398161,30.191221879320825
500,1032,647,385,79,84,15790.206054085022,6860.501483637589,30.288243633061228
501,1030,647,383,79,84,15759.58164181924,6831.501186299985,30.239812930953374
502,1029,647,382,79,84,15784.28107857328,6824.930576766167,30.18650398256754
503,1031,647,384,79,84,15733.406004902716,6811.742383286107,30.21378376402575
504,1028,647,381,79,84,15769.411911632093,6812.395866306046,30.16762844364297
505,1025,647,378,79,84,15602.89952811056,6799.698594635241,30.35227680905177
506,1026,647,379,79,84,15601.468637714344,6800.819876015054,30.357701499322825
507,1028,647,381,79,84,15576.537012373712,6794.50109500813,30.371863220625993
508,1027,647,380,79,84,15585.881756938037,6804.98159181728,30.391778493863036
509,1024,647,377,79,84,15600.096043682111,6812.123308319077,30.394684262764994
510,1025,646,379,79,84,15584.954962206439,6808.146135211648,30.402873213467625
511,1027,646,381,79,84,15619.202534806383,6824.176684765668,30.40619069883448
512,1022,646,376,79,84,15740.996082616011,6719.790173818735,29.91787596880584
513,1023,646,377,79,84,15781.583892968478,6710.919006943626,29.836248268172284
514,1021,647,374,79,84,15712.241071746603,6762.833227997058,30.09037094962659
515,1017,641,376,79,84,15526.337280976484,6755.600448684012,30.318729594560022
516,1018,640,378,79,84,15539.638502850594,6761.247703822101,30.31829157443552
517,1020,640,380,79,84,15536.191914356226,6752.970169840548,30.297101992131264
518,1020,640,380,79,84,15448.967313354027,6739.756515504919,30.374691971870426
519,1014,639,375,79,84,15415.660328148764,6746.330146875527,30.440993801880666
520,1010,640,370,79,84,15473.191697807635,6742.170300051764,30.34913543475644
521,1005,641,364,79,84,15506.76335081594,6716.676969587814,30.223389685624458
522,1004,642,362,79,84,15432.248906151775,6702.094869721076,30.279166789785634
523,999,641,358,79,84,15350.794878324908,6676.431646011799,30.30990596403667
524,996,641,355,79,84,15318.581273202855,6618.217535053766,30.16947729202306
525,997,641,356,79,84,15201.16911833466,6548.352696030168,30.10803065888649
526,997,641,356,79,84,15169.420530526257,6563.181937115345,30.19970547424077
527,999,642,357,79,84,15070.149690198818,6543.138299140615,30.273683034103655
528,993,642,351,79,84,15038.91628280906,6510.551061337885,30.212120593812347
529,992,642,350,79,84,15027.368926588832,6504.016642311292,30.207143992190062
530,992,646,346,79,84,15004.751941722367,6507.827738564032,30.251266167430614
531,992,646,346,79,84,15101.731114912212,6515.659758714055,30.140824102243148
532,991,646,345,79,84,15105.184804371063,6524.536934595128,30.16468271453118
533,992,646,346,79,84,15088.765017005777,6510.383748467709,30.141853362641037
534,994,648,346,80,84,15127.61241043976,6502.841857114948,30.063362408754834
535,993,648,345,80,84,15119.171735018115,6495.941259470334,30.05277493171888
536,986,647,339,80,84,15098.47373415752,6481.547057498345,30.034943525191142
537,990,650,340,80,84,15052.749475988872,6496.526726277057,30.147308268265366
538,989,649,340,80,84,15050.511472903974,6500.174445440319,30.16226244523969
539,988,648,340,80,84,15078.824025602247,6492.558703120365,30.098018215936744
540,988,648,340,80,84,15129.978684875694,6523.065210041789,30.125395956791635
541,989,649,340,80,84,15182.690267978576,6487.521715532963,29.937509242960786
542,987,649,338,80,84,15188.49400316388,6497.340228692788,29.96121873489258
543,988,650,338,81,84,15110.229999881833,6499.927954580868,30.07811404376418
544,983,650,333,81,84,15116.690823743244,6516.72835882886,30.123432194568394
545,987,650,337,81,84,15027.11901512229,6461.062008202043,30.067980166347663
546,984,651,333,81,84,15009.543264465805,6441.978366089888,30.030402863887712
547,986,651,335,81,84,15021.927526705034,6446.578247341756,30.02807142327997
548,987,651,336,81,84,15095.055572411724,6443.696883343541,29.916760019319284
549,987,651,336,81,84,15130.001011840244,6449.948588441382,29.88861748016876
550,986,656,330,81,84,15201.319031473684,6424.261926059129,29.7067715252356
551,983,658,325,81,84,15238.400706368053,6416.795800498188,29.631667385071324
552,980,658,322,81,84,15236.197574868116,6408.576608482849,29.60796243100696
553,982,659,323,82,84,15179.651543351143,6403.930149659765,29.67037742273079
554,987,660,327,82,84,15234.578388835193,6402.094385639438,29.58908910057632
555,989,660,329,82,84,15457.36058578202,6402.194410641424,29.28785335149284
556,989,661,328,82,84,15513.6770683778,6351.633047269049,29.048904468653348
557,992,661,331,82,84,15551.534445704889,6340.667225905269,28.963131808382048
558,990,661,329,82,84,15577.628313088588,6316.615243156229,28.8505753895049
559,987,661,326,82,84,15557.750145294585,6331.04082786781,28.923666161508095
560,987,662,325,82,84,15571.638464842392,6326.155084943544,28.88946354599907
561,985,663,322,82,84,15610.073391309348,6309.042924157428,28.783290500199506
562,980,663,317,82,84,15580.89489910122,6281.142504193604,28.730819494650454
563,974,664,310,82,84,15490.242875485792,6271.773240051123,28.819817092100276
564,976,665,311,82,84,15532.528869474534,6193.366650098213,28.506841729578607
565,972,670,302,82,84,15607.981050969827,6148.576529789812,28.260796805590655
566,972,670,302,82,84,15868.321958931716,5839.7190222655,26.901179278791997
567,971,670,301,82,84,15848.624823247488,5864.490402637521,27.008977484936132
568,967,670,297,82,84,15909.594299657956,5912.910583243966,27.095471463850018
569,966,670,296,82,84,15924.880997597675,5910.640288069811,27.068922288333315
570,962,672,290,82,84,15932.392083004996,5921.688587077344,27.09648910184531
571,963,671,292,82,84,15908.671513866424,5918.232190120681,27.114391809222134
572,965,670,295,82,84,15814.555720330747,5913.255155265351,27.215144632480705
573,969,668,301,82,84,15724.995020312612,5968.35089661464,27.51235756563285
574,966,668,298,82,84,15744.42672055478,5955.219364116082,27.44385480241997
575,965,669,296,82,84,15751.768896910678,5943.366656327357,27.394927502263517
576,964,671,293,82,84,15729.704875302405,5950.444563753814,27.446510830014137
577,966,670,296,82,84,15745.08573233494,5953.290607239441,27.43657181565971
578,965,671,294,82,84,15703.824866138377,5953.443564931956,27.489355750843085
579,962,672,290,82,84,15740.592819565843,5957.129682776234,27.45509203619511
580,964,672,292,82,84,15738.39392214576,5950.356726347585,27.435221248029514
581,967,671,296,82,84,15746.909921878761,5945.569955526619,27.40843826583171
582,967,630,337,82,84,15782.617983191149,5956.216770807568,27.398969807762864
583,969,629,340,82,84,15654.421801996165,5975.938989335317,27.627551139739737
584,968,631,337,82,84,15683.195782088602,5923.687797386937,27.415743578189456
585,971,631,340,82,84,15704.903516878194,5913.719213329202,27.35474543004095
586,964,632,332,82,84,15628.700127482574,5916.70085332532,27.46154902661486
587,964,635,329,82,84,15623.291644149604,5929.944358969164,27.51301177285442
588,963,635,328,82,84,15635.03983642328,5926.055227005717,27.484945498233238
