epoch_no,productive_pools,entity_pools,independent_pools,mpo_entities,active_entities,entity_stake_B,independent_stake_B,independent_share_pct
589,960,636,324,82,84,15657.101439015829,5918.627138365903,27.431876134048693
590,957,636,321,82,84,15637.179420469733,6004.144572637012,27.74388745600532
591,955,636,319,82,84,15619.10104021168,5928.719611125588,27.514242424129552
592,956,640,316,82,84,15649.01835218992,5929.52887586763,27.47881408882683
593,955,640,315,82,84,15813.226010083545,5878.985443257727,27.10182618265129
594,953,640,313,82,84,15750.871451900528,5853.487080810573,27.094010090361277
595,951,639,312,82,84,15728.541115645961,5854.533846286,27.125578058789934
596,950,648,302,82,84,15724.138807025392,5858.501069176863,27.144506431007283
597,947,649,298,83,84,15411.898675052444,5831.784857080129,27.45185338625075
598,949,651,298,83,84,15347.86401536708,5808.970862456928,27.456710306633465
599,947,652,295,83,85,15508.427252027856,5786.93695458022,27.174632461953852
600,950,657,293,84,85,15816.026443714516,5393.86921597966,25.430908772596165
601,949,655,294,84,85,15769.56004290094,5384.749176398254,25.45462071380576
602,948,656,292,84,85,15875.066811033124,5390.029071030203,25.346836435271292
603,948,656,292,84,85,15925.46744837808,5362.165234765275,25.189110102464866
604,946,656,290,84,85,15915.544780196027,5279.435215133311,24.908894541522194
605,947,656,291,84,85,15954.077481432496,5255.642868374158,24.779406713969557
606,945,656,289,84,85,15958.74754088615,5243.3216312632,24.730235472256314
607,941,656,285,84,85,15989.62329029716,5231.707554732235,24.653060606505935
608,941,642,299,84,85,16040.12114600461,5230.138902627612,24.588974891089467
609,939,643,296,84,85,16116.501657707973,5212.334309092709,24.437968941230302
610,943,642,301,84,85,16182.754202308079,5203.170292739067,24.32988246051318
611,950,652,298,84,85,16173.978360922412,5198.451233998581,24.323164621555033
612,945,652,293,84,85,15873.274243051372,5278.108523339405,24.95396438915681
613,944,652,292,84,85,15884.105855789796,5263.919617716867,24.890832594803136
614,950,653,297,85,85,16067.519014660036,5263.400535330677,24.67498188718718
615,949,653,296,85,85,16146.751269270466,5191.508081959873,24.329576262557406
616,951,653,298,85,85,16187.685979319896,5200.389174808312,24.31443286659932
617,948,653,295,85,85,16308.892842843436,5252.394791632717,24.360302040747428
618,948,658,290,85,85,16343.205461966616,5257.356213231951,24.338979200102777
619,947,659,288,85,85,16396.141345097556,5266.435301196042,24.31121369902741
620,951,659,292,85,85,16371.112066718908,5282.985267053814,24.397162281219767
621,952,659,293,85,85,16267.711696187593,5272.665151353012,24.47805434729441
622,952,659,293,85,85,16280.705096359796,5227.707261826155,24.305407459963106
623,951,660,291,85,85,16308.048233570811,5258.460962157817,24.38253179702947
