epoch_no,total_staked,total_pools,total_delegations,production_threshold,productive_pools,productive_stake,productive_delegations,subthreshold_pools,subthreshold_stake,subthreshold_delegations
498,22830844849203451,3038,1346582,1056983557833,1028,22622346247576805,1293627,2010,208498601626646,52955
499,22873579013689561,3039,1346748,1058961991375,1030,22667919985993348,1294109,2009,205659027696213,52639
500,22852658455110977,3041,1347061,1057993446996,1032,22650707537722611,1294435,2009,201950917388366,52626
501,22794903139974785,3040,1347330,1055319589814,1030,22591082828119226,1295011,2010,203820311855559,52319
502,22810377476386927,3037,1347472,1056035994277,1029,22609211655339448,1295254,2008,201165821047479,52218
503,22745376906060619,3035,1333314,1053026708614,1031,22545148388188822,1282319,2004,200228517871797,50995
504,22781672667239782,3030,1333448,1054707067928,1028,22581807777938139,1281335,2002,199864889301643,52113
505,22600556855956102,3031,1333761,1046322076665,1025,22402598122745802,1281571,2006,197958733210300,52190
506,22600232613963850,3028,1334209,1046307065461,1026,22402288513729397,1282064,2002,197944100234453,52145
507,22567839323083531,3027,1334566,1044807376069,1028,22371038107381842,1282501,1999,196801215701689,52065
508,22586623335121436,3023,1334122,1045677006256,1027,22390863348755318,1282652,1996,195759986366118,51470
509,22610003947264705,3024,1334785,1046759442003,1024,22412219352001190,1282718,2000,197784595263515,52067
510,22588758523424195,3022,1335280,1045775857566,1025,22393101097418086,1282355,1997,195657426006109,52925
511,22637728145881961,3023,1335673,1048042969717,1027,22443379219572052,1282883,1996,194348926309909,52790
512,22656152037291989,3021,1335522,1048895927652,1022,22460786256434746,1283618,1999,195365780857243,51904
513,22686595602651204,3021,1335700,1050305351975,1023,22492502899912104,1284526,1998,194092702739100,51174
514,22671216420970964,3021,1335893,1049593352823,1021,22475074299743660,1283456,2000,196142121227304,52437
515,22476173550896677,3012,1319147,1040563590319,1017,22281937729660497,1266320,1995,194235821236180,52827
516,22493985848363256,3010,1319265,1041388233721,1018,22300886206672695,1266963,1992,193099641690561,52302
517,22481238040040453,3008,1316892,1040798057409,1020,22289162084196774,1264307,1988,192075955843679,52585
518,22380307136018118,3010,1317152,1036125330371,1020,22188723828858948,1265555,1990,191583307159170,51597
519,22355453996921236,3008,1317146,1034974722080,1014,22161990475024290,1264343,1994,193463521896946,52803
520,22411934449129259,3009,1317281,1037589557830,1010,22215361997859399,1263581,1999,196572451269860,53700
521,22423816005469061,3009,1317334,1038139629883,1005,22223440320403754,1262009,2004,200375685065307,55325
522,22331739656036658,3004,1316443,1033876835928,1004,22134343775872851,1261332,2000,197395880163807,55111
523,22226152478286832,3001,1314425,1028988540661,999,22027226524336708,1257233,2002,198925953950124,57192
524,22138381507576587,2999,1314033,1024925069795,996,21936798808256621,1257286,2003,201582699319966,56747
525,21944929264932197,2994,1312405,1015968947451,997,21749521814364829,1255265,1997,195407450567368,57140
526,21924175535465161,2991,1312746,1015008126642,997,21732602467641602,1254800,1994,191573067823559,57946
527,21802449607298101,2987,1311404,1009372667005,999,21613287989339433,1254186,1988,189161617958668,57218
528,21737769803656856,2976,1311823,1006378231651,993,21549467344146946,1255618,1983,188302459509910,56205
529,21717339085152952,2976,1312816,1005432365053,992,21531385568900125,1256800,1984,185953516252827,56016
530,21697209082962923,2963,1313221,1004500420508,992,21512579680286398,1257534,1971,184629402676525,55687
531,21804749802154928,2964,1314109,1009479157507,992,21617390873626266,1257991,1972,187358928528662,56118
532,21817460645661093,2967,1315072,1010067622484,991,21629721738966191,1259011,1976,187738906694902,56061
533,21783994147298654,2944,1314815,1008518247560,992,21599148765473485,1258946,1952,184845381825169,55869
534,21814492372711965,2937,1315759,1009930202440,994,21630454267554709,1260099,1943,184038105157256,55660
535,21798903569417910,2937,1316628,1009208498584,993,21615112994488449,1260659,1944,183790574929461,55969
536,21765141117698004,2934,1316715,1007645422116,986,21580020791655866,1260043,1948,185120326042138,56672
537,21731394373885401,2934,1317575,1006083072865,990,21549276202265930,1261086,1944,182118171619471,56489
538,21732597322645825,2931,1318604,1006138764937,989,21550685918344293,1262198,1942,181911404301532,56406
539,21755527964838129,2930,1319956,1007200368743,988,21571382728722612,1262429,1942,184145236115517,57527
540,21837205631437933,2929,1321125,1010981742196,988,21653043894917483,1263275,1941,184161736520450,57850
541,21854080344758402,2931,1322506,1011762978924,989,21670211983511540,1265219,1942,183868361246862,57287
542,21872113567830103,2932,1323081,1012597850363,987,21685834231856667,1265498,1945,186279335973436,57583
543,21796340953635208,2932,1324035,1009089858965,988,21610157954462699,1267520,1944,186182999172509,56515
544,21823502285947055,2931,1324918,1010347328053,983,21633419182572103,1266101,1948,190083103374952,58817
545,21673243447482263,2931,1325950,1003390900346,987,21488181023324333,1267136,1944,185062424157930,58814
546,21637834989759867,2929,1326910,1001751619896,984,21451521630555692,1267218,1945,186313359204175,59692
547,21655503103340812,2930,1327873,1002569588118,986,21468505774046790,1268267,1944,186997329294022,59606
548,21726082507638521,2931,1328723,1005837153131,987,21538752455755265,1268967,1944,187330051883256,59756
549,21766071182100255,2929,1328824,1007688480653,987,21579949600281625,1269885,1942,186121581818630,58939
550,21812491878436515,2934,1328718,1009837586965,986,21625580957532813,1269935,1948,186910920903702,58783
551,21839712488768927,2935,1329369,1011097800406,983,21655196506866239,1270979,1952,184515981902688,58390
552,21832860292651210,2936,1330134,1010780569104,980,21644774183350966,1271288,1956,188086109300244,58846
553,21769745271314169,2935,1330855,1007858577376,982,21583581693010908,1272232,1953,186163578303261,58623
554,21825006603826781,2935,1331212,1010416972399,987,21636672774474631,1272769,1948,188333829352150,58443
555,22049432187784738,2937,1331903,1020807045731,989,21859554996423445,1273521,1948,189877191361293,58382
556,22054102090672863,2933,1331835,1021023244939,989,21865310115646849,1274252,1944,188791975026014,57583
557,22081183126929265,2928,1332778,1022276996617,992,21892201671610158,1275385,1936,188981455319107,57393
558,22085192251000900,2928,1333528,1022462604213,990,21894243556244818,1274913,1938,190948694756082,58615
559,22080315873734355,2927,1333069,1022236846006,987,21888790973162396,1274410,1940,191524900571959,58659
560,22086101194918576,2927,1333813,1022504684950,987,21897793549785937,1275383,1940,188307645132639,58430
561,22109408030981126,2924,1334269,1023583705138,985,21919116315466777,1275766,1939,190291715514349,58503
562,22055740205171748,2922,1333978,1021099083573,980,21862037403294824,1274162,1942,193702801876924,59816
563,21959294096131465,2920,1334087,1016633985932,974,21762016115536914,1273956,1946,197277980594551,60131
564,21922356837245120,2922,1334508,1014923927650,976,21725895519572747,1274670,1946,196461317672373,59838
565,21958011810684761,2927,1335040,1016574620865,972,21756557580759640,1274689,1955,201454229925121,60351
566,21909218295498912,2925,1335616,1014315661829,972,21708040981197215,1275345,1953,201177314301697,60271
567,21911352429418808,2921,1335910,1014414464325,971,21713115225885010,1276085,1950,198237203533798,59825
568,22022928316834548,2921,1336417,1019580014668,967,21822504882901921,1276423,1954,200423433932627,59994
569,22035038886516172,2921,1336951,1020140689191,966,21835521285667485,1276933,1955,199517600848687,60018
570,22056635838406806,2923,1337356,1021140548074,962,21854080670082339,1276808,1961,202555168324467,60548
571,22028539050854703,2922,1337726,1019839770873,963,21826903703987106,1277335,1959,201635346867597,60391
572,21928035208025158,2921,1337886,1015186815186,965,21727810875596099,1277645,1956,200224332429059,60241
573,21889641633435155,2918,1338115,1013409334881,969,21693345916927253,1278242,1949,196295716507902,59873
574,21898643146872253,2919,1338595,1013826071614,966,21699646084670863,1276804,1953,198997062201390,61791
575,21895552138158468,2919,1339052,1013682969359,965,21695135553238035,1277246,1954,200416584920433,61806
576,21879134170304901,2920,1340022,1012922878255,964,21680149439056218,1278120,1956,198984731248683,61902
577,21897320121806599,2919,1340841,1013764820454,966,21698376339574382,1279161,1953,198943782232217,61680
578,21857567223311737,2920,1341361,1011924408487,965,21657268431070333,1279462,1955,200298792241404,61899
579,21898391706924883,2912,1341068,1013814430876,962,21697722502342077,1278053,1950,200669204582806,63015
580,21887150568893730,2915,1341689,1013294007819,964,21688750648493346,1278950,1951,198399920400384,62739
581,21887105805085033,2917,1342227,1013291935421,967,21692479877405381,1279729,1950,194625927679652,62498
582,21932976973704571,2874,1342523,1015415600634,967,21738834753998716,1280390,1907,194142219705855,62133
583,21822469474536029,2871,1342924,1010299512710,969,21630360791331481,1280983,1902,192108683204548,61941
584,21798391155204639,2872,1343077,1009184775704,968,21606883579475539,1280641,1904,191507575729100,62436
585,21808768736065718,2874,1343410,1009665219262,971,21618622730207396,1279505,1903,190146005858322,63905
586,21732932915137046,2874,1342905,1006154301627,964,21545400980807894,1279706,1910,187531934329152,63199
587,21741130576696239,2878,1343462,1006533822995,964,21553236003118767,1280789,1914,187894573577472,62673
588,21752023558942310,2879,1343849,1007038127729,963,21561095063428997,1281018,1916,190928495513313,62831
589,21766293850806113,2880,1344271,1007698789389,960,21575728577381732,1281693,1920,190565273424381,62578
590,21834289199208843,2879,1342784,1010846722186,957,21641323993106744,1279937,1922,192965206102099,62847
591,21737104837933660,2874,1340426,1006347446201,955,21547820651337269,1280350,1919,189284186596391,60076
592,21768154434483376,2875,1340786,1007784927522,956,21578547228057550,1280455,1919,189607206425826,60331
593,21884432047703240,2874,1341196,1013168150357,955,21692211453341270,1280726,1919,192220594361970,60470
594,21796543431606323,2871,1341308,1009099232945,953,21604358532711100,1280770,1918,192184898895223,60538
595,21775051520898840,2869,1341205,1008104237079,951,21583074961931962,1280799,1918,191976558966878,60406
596,21773369871355612,2878,1341589,1008026382933,950,21582639876202256,1281105,1928,190729995153356,60484
597,21430486660512638,2880,1341749,992152160209,947,21243683532132572,1281410,1933,186803128380066,60339
598,21343208608377632,2880,1342107,988111509647,949,21156834877824009,1281787,1931,186373730553623,60320
599,21480447664888182,2880,1340659,994465169671,947,21295364206608075,1280264,1933,185083458280107,60395
600,21398446571510616,2884,1341233,990668822755,950,21209895659694175,1281005,1934,188550911816441,60228
601,21341397816188452,2882,1341831,988027676675,949,21154309219299193,1280973,1933,187088596889259,60858
602,21451565514021817,2880,1342558,993128033057,948,21265095882063326,1281602,1932,186469631958491,60956
603,21475204604420372,2878,1343325,994222435390,948,21287632683143354,1282311,1930,187571921277018,61014
604,21380792173008964,2876,1344683,989851489491,946,21194979995329340,1283987,1930,185812177679624,60696
605,21393258962888843,2879,1346086,990428655689,947,21209720349806655,1285352,1932,183538613082188,60734
606,21385329421986636,2881,1349248,990061547314,945,21202069172149350,1288453,1936,183260249837286,60795
607,21404991557393012,2880,1349755,990971831361,941,21221330845029396,1288623,1939,183660712363616,61132
608,21452877819651593,2864,1349810,993188787947,941,21270260048632222,1289203,1923,182617771019371,60607
609,21514024128616719,2866,1350222,996019635584,939,21328835966800683,1289278,1927,185188161816036,60944
610,21570932611491566,2866,1350711,998654287569,943,21385924495047145,1289798,1923,185008116444421,60913
611,21556514440366017,2875,1351194,997986779647,950,21372429594920994,1290299,1925,184084845445023,60895
612,21333861050004229,2874,1351344,987678752315,945,21151382766390777,1290776,1929,182478283613452,60568
613,21331595884016358,2872,1351965,987573883519,944,21148025473506662,1291394,1928,183570410509696,60571
614,21513392623540974,2870,1352522,995990399238,950,21330919549990714,1291596,1920,182473073550260,60926
615,21523562757696971,2871,1353079,996461238782,949,21338259351230339,1291399,1922,185303406466632,61680
616,21571947707756785,2871,1353539,998701282767,951,21388075154128207,1292042,1920,183872553628578,61497
617,21750394647282169,2870,1353461,1006962715152,948,21561287634476153,1291481,1922,189107012806016,61980
618,21787927325337212,2875,1353648,1008700339136,948,21600561675198566,1291706,1927,187365650138646,61942
619,21849668855036690,2877,1354069,1011558743289,947,21662576646293599,1292609,1930,187092208743091,61460
620,21839820414776830,2877,1354467,1011102796980,951,21654097333772723,1294448,1926,185723081004107,60019
621,21726675466814412,2878,1354531,1005864604945,952,21540376847540605,1294559,1926,186298619273807,59972
622,21693633140195333,2876,1354717,1004334867602,952,21508412358185952,1294768,1924,185220782009381,59949
623,21754686921728843,2877,1355035,1007161431562,951,21566509195728629,1295095,1926,188177726000214,59940
