epoch_no,addr_type,unique_submitters,tx_count,total_fee_ada
359,legacy,5157,8488,1953.4822840000000000
360,base_key,99725,224244,66571.454791000000
360,base_other,5,14,5.1604190000000000
360,base_script,101,27967,19067.034715000000
360,enterprise_key,8068,40574,14820.863878000000
360,enterprise_script,238,18177,14221.915929000000
360,legacy,5280,8489,1957.9653080000000000
361,base_key,102696,230839,67044.545633000000
361,base_other,4,9,1.9064090000000000
361,base_script,235,26961,18017.391075000000
361,enterprise_key,9821,41681,15022.071472000000
361,enterprise_script,209,17440,13951.973859000000
361,legacy,5912,9207,2207.3130870000000000
362,base_key,99886,213378,62285.221927000000
362,base_other,10,18,5.6881930000000000
362,base_script,303,25037,16363.218130000000
362,enterprise_key,7006,35888,13043.070813000000
362,enterprise_script,222,15332,12113.488840000000
362,legacy,4527,7481,1821.9868540000000000
363,base_key,91379,190293,55903.567372000000
363,base_other,12,20,5.0809840000000000
363,base_script,306,22625,14462.063836000000
363,enterprise_key,8227,35883,12917.399413000000
363,enterprise_script,228,14844,11356.394950000000
363,legacy,4805,7944,1758.3894320000000000
364,base_key,95778,213953,62178.989177000000
364,base_other,18,33,9.7674530000000000
364,base_script,261,26347,16663.394566000000
364,enterprise_key,15157,48529,16832.640647000000
364,enterprise_script,226,13906,11080.506348000000
364,legacy,4554,7845,1793.6366820000000000
365,base_key,96636,213764,62542.429205000000
365,base_other,23,33,7.0142320000000000
365,base_script,365,25616,16314.616885000000
365,enterprise_key,7661,35250,12630.657767000000
365,enterprise_script,214,14725,11162.709422000000
365,legacy,3702,6404,1493.7786030000000000
366,base_key,102998,252190,73652.836721000000
366,base_other,11,15,3.5691240000000000
366,base_script,473,27065,16609.366705000000
366,enterprise_key,11859,47159,15554.503017000000
366,enterprise_script,223,14463,10652.108957000000
366,legacy,4872,8102,1925.4574430000000000
367,base_key,93977,226520,65592.196601000000
367,base_other,11,16,3.5815870000000000
367,base_script,406,27322,14781.079021000000
367,enterprise_key,8413,38904,13903.027766000000
367,enterprise_script,257,16913,12888.168908000000
367,legacy,4050,6808,1574.5694670000000000
368,base_key,92259,228565,64560.270593000000
368,base_other,6,6,1.4316980000000000
368,base_script,253,28186,13460.976170000000
368,enterprise_key,8112,41684,14073.207829000000
368,enterprise_script,238,17652,13929.493957000000
368,legacy,4606,7917,1858.5522860000000000
369,base_key,98877,272975,77276.546993000000
369,base_other,4,4,0.94483600000000000000
369,base_script,315,36224,16503.131895000000
369,enterprise_key,7030,46941,16410.936332000000
369,enterprise_script,259,19847,15668.212566000000
369,legacy,5621,9479,2210.2574630000000000
370,base_key,107439,328253,94529.565385000000
370,base_other,6,6,1.2649700000000000
370,base_script,664,50912,22159.493128000000
370,enterprise_key,9243,47929,17298.544776000000
370,enterprise_script,222,21169,16730.313036000000
370,legacy,5516,9423,2204.1988660000000000
371,base_key,112033,341796,94788.753132000000
371,base_other,7,13,2.9887010000000000
371,base_script,500,55356,22895.672992000000
371,enterprise_key,11888,55324,20504.966955000000
371,enterprise_script,225,20898,16345.733983000000
371,legacy,5473,9066,2129.8817700000000000
372,base_key,107729,303036,81237.839051000000
372,base_other,8,9,2.0485470000000000
372,base_script,334,45972,18626.742960000000
372,enterprise_key,8489,52458,18711.726304000000
372,enterprise_script,269,18875,14636.839133000000
372,legacy,5000,8286,1967.2885920000000000
373,base_key,108861,302588,83523.532232000000
373,base_other,10,12,2.8377200000000000
373,base_script,309,44587,17842.057273000000
373,enterprise_key,8400,43255,14255.153817000000
373,enterprise_script,226,18307,15157.004807000000
373,legacy,5221,8657,2062.2180610000000000
374,base_key,101136,250189,70083.250131000000
374,base_other,15,23,6.4333540000000000
374,base_script,383,33516,13807.484026000000
374,enterprise_key,8676,51147,14411.051831000000
374,enterprise_script,263,15935,12419.487429000000
374,legacy,7871,13071,3247.2192510000000000
375,base_key,111803,250509,66694.686107000000
375,base_other,10,12,2.5943880000000000
375,base_script,300,28120,11589.496687000000
375,enterprise_key,10213,58203,14896.359444000000
375,enterprise_script,256,15290,11589.369296000000
375,legacy,9357,15124,3704.3097370000000000
376,base_key,107129,270684,69749.877680000000
376,base_other,12,17,7.0375170000000000
376,base_script,363,28994,11774.586023000000
376,enterprise_key,30063,69115,17877.610372000000
376,enterprise_script,360,15021,11244.197394000000
376,legacy,6548,10935,2538.8270850000000000
377,base_key,117915,303825,81321.207920000000
377,base_other,9,12,3.6918040000000000
377,base_script,398,35635,15116.940963000000
377,enterprise_key,18432,55671,15513.962780000000
377,enterprise_script,318,22390,16211.870599000000
377,legacy,6039,9974,2630.8048710000000000
378,base_key,96253,233449,64615.548837000000
378,base_other,12,17,5.8289490000000000
378,base_script,469,31662,12933.490599000000
378,enterprise_key,10266,49632,13669.892106000000
378,enterprise_script,337,17628,13092.649629000000
378,legacy,5265,8880,1999.0766720000000000
379,base_key,95220,235269,65445.316889000000
379,base_other,16,17,4.1372860000000000
379,base_script,485,28920,11971.583433000000
379,enterprise_key,13587,49178,17478.588946000000
379,enterprise_script,312,18388,13408.271533000000
379,legacy,3667,6719,1543.4721470000000000
380,base_key,90737,232772,65986.786008000000
380,base_other,16,21,7.2144050000000000
380,base_script,610,29656,12426.140970000000
380,enterprise_key,12106,42594,11521.540355000000
380,enterprise_script,300,19182,14123.187856000000
380,legacy,4012,7098,1608.8344260000000000
381,base_key,111194,316915,84540.560973000000
381,base_other,13,21,4.9355890000000000
381,base_script,505,34044,14007.841708000000
381,enterprise_key,9776,40410,11223.277997000000
381,enterprise_script,319,18288,13495.562947000000
381,legacy,5066,8790,2051.5553690000000000
382,base_key,96205,256275,69740.697497000000
382,base_other,12,26,5.4013730000000000
382,base_script,624,34891,13923.646367000000
382,enterprise_key,9349,42226,11641.861672000000
382,enterprise_script,294,21000,21323.363942000000
382,legacy,6194,10112,2286.7707780000000000
383,base_key,84572,217246,59638.052102000000
383,base_other,13,14,4.2582300000000000
383,base_script,401,27829,11343.967694000000
383,enterprise_key,7878,40417,11200.537133000000
383,enterprise_script,303,22237,24299.755492000000
383,legacy,4988,8071,1794.8164400000000000
384,base_key,87709,230733,65200.392700000000
384,base_other,13,15,4.3403170000000000
384,base_script,446,31447,12702.201272000000
384,enterprise_key,7333,36060,9953.6341620000000000
384,enterprise_script,295,23469,25199.319855000000
384,legacy,4992,8563,1945.7934600000000000
385,base_key,97738,252945,72699.931091000000
385,base_other,14,25,10.0080660000000000
385,base_script,470,35618,14651.011971000000
385,enterprise_key,8352,37071,10681.831719000000
385,enterprise_script,267,26786,27755.397038000000
385,legacy,4648,7920,1768.1518320000000000
386,base_key,108781,299577,85102.526949000000
386,base_other,16,22,7.0800660000000000
386,base_script,580,40892,16694.907696000000
386,enterprise_key,10481,49578,13386.415465000000
386,enterprise_script,285,27448,26171.659702000000
386,legacy,6151,10992,2664.4215750000000000
387,base_key,109258,278992,79617.250158000000
387,base_other,11,17,5.6759410000000000
387,base_script,468,36363,14922.624652000000
387,enterprise_key,9484,39089,11088.499763000000
387,enterprise_script,300,24419,18817.954789000000
387,legacy,5984,10343,2453.4636190000000000
388,base_key,96232,246162,73892.886082000000
388,base_other,10,12,3.2966970000000000
388,base_script,495,31770,13106.465323000000
388,enterprise_key,9442,34893,9910.2996500000000000
388,enterprise_script,317,25292,18743.677046000000
388,legacy,5040,8656,1999.4148900000000000
389,base_key,96181,241025,73662.259803000000
389,base_other,15,19,5.2410260000000000
389,base_script,452,29895,12398.753783000000
389,enterprise_key,7791,33026,8986.3998690000000000
389,enterprise_script,275,25353,18731.113863000000
389,legacy,5882,9540,2215.1030150000000000
390,base_key,94321,250803,74717.644269000000
390,base_other,13,15,6.0462450000000000
390,base_script,391,35415,14564.855733000000
390,enterprise_key,7986,34175,9554.6063550000000000
390,enterprise_script,290,22932,17472.594155000000
390,legacy,5115,8577,1967.5033940000000000
391,base_key,113730,319175,92650.098891000000
391,base_other,36,966,343.3508850000000000
391,base_script,557,46283,19514.276531000000
391,enterprise_key,9814,36881,10377.844658000000
391,enterprise_script,309,29085,21495.359145000000
391,legacy,5034,8821,2013.9359790000000000
392,base_key,106032,287584,83349.039500000000
392,base_other,33,580,218.1034980000000000
392,base_script,579,38817,16974.644479000000
392,enterprise_key,8977,33063,9960.2387670000000000
392,enterprise_script,261,32427,21623.280259000000
392,legacy,7404,11221,2394.5218670000000000
393,base_key,96840,240697,68776.842829000000
393,base_other,31,459,180.5279650000000000
393,base_script,433,29280,12800.454521000000
393,enterprise_key,7807,35241,9824.7403210000000000
393,enterprise_script,284,26836,16380.539095000000
393,legacy,6261,9540,2241.2595720000000000
394,base_key,90214,212408,59594.167855000000
394,base_other,24,300,117.1208450000000000
394,base_script,351,25216,11441.394876000000
394,enterprise_key,7384,29231,8435.3999510000000000
394,enterprise_script,284,25130,16846.540826000000
394,legacy,4711,8018,1946.5415920000000000
395,base_key,82715,201399,55856.334041000000
395,base_other,48,450,202.1255640000000000
395,base_script,279,26921,12443.278915000000
395,enterprise_key,7590,31189,8908.2456760000000000
395,enterprise_script,286,21599,13501.569899000000
395,legacy,4727,7933,1954.5052300000000000
396,base_key,87012,215680,59557.012455000000
396,base_other,33,280,121.0508540000000000
396,base_script,350,30476,14328.439785000000
396,enterprise_key,7689,35916,9893.0304690000000000
396,enterprise_script,305,18455,10243.410141000000
396,legacy,4561,7550,1792.9904990000000000
397,base_key,83211,201669,58076.038542000000
397,base_other,47,355,149.7761730000000000
397,base_script,389,28687,14089.559890000000
397,enterprise_key,6655,29999,8626.4733620000000000
397,enterprise_script,272,19939,11926.801355000000
397,legacy,4127,7200,1643.4141720000000000
398,base_key,75973,188894,54579.652731000000
398,base_other,58,347,135.1399390000000000
398,base_script,470,28144,13970.936745000000
398,enterprise_key,9312,32861,9021.7536060000000000
398,enterprise_script,288,19358,12094.083324000000
398,legacy,4427,7903,1805.3573810000000000
399,base_key,87898,212847,60945.436419000000
399,base_other,34,389,155.9909060000000000
399,base_script,425,28565,14549.055421000000
399,enterprise_key,9329,36198,10084.3249950000000000
399,enterprise_script,314,20546,12503.887107000000
399,legacy,4371,7941,1818.3742840000000000
400,base_key,97958,240964,68840.479043000000
400,base_other,31,246,97.7432260000000000
400,base_script,368,35045,16557.518671000000
400,enterprise_key,9050,31942,9221.5503220000000000
400,enterprise_script,810,19035,11153.774577000000
400,legacy,4913,8520,1866.8739300000000000
401,base_key,81275,209722,60819.463101000000
401,base_other,30,240,94.0890700000000000
401,base_script,493,35464,15897.697057000000
401,enterprise_key,8380,30375,8699.1670150000000000
401,enterprise_script,279,18091,11111.202693000000
401,legacy,4686,8110,1798.6288580000000000
402,base_key,75647,174100,49590.281371000000
402,base_other,40,245,100.0239200000000000
402,base_script,429,26453,12369.163218000000
402,enterprise_key,7505,28582,8060.4842850000000000
402,enterprise_script,333,16619,9947.3762630000000000
402,legacy,4567,7865,1775.9868170000000000
403,base_key,79145,191587,55010.387009000000
403,base_other,32,337,131.9875480000000000
403,base_script,475,30162,14157.182026000000
403,enterprise_key,8204,30000,8648.2909120000000000
403,enterprise_script,303,17003,9419.8443130000000000
403,legacy,4501,7725,1792.4069390000000000
404,base_key,69499,164597,48214.146818000000
404,base_other,28,546,205.6336730000000000
404,base_script,336,25558,12776.373819000000
404,enterprise_key,7576,27947,8554.3599910000000000
404,enterprise_script,345,17373,10527.861543000000
404,legacy,3954,6830,1562.6049430000000000
405,base_key,87508,198175,56803.573334000000
405,base_other,34,841,303.1716400000000000
405,base_script,476,27647,14448.486418000000
405,enterprise_key,8786,33222,10149.971758000000
405,enterprise_script,348,19069,11786.162748000000
405,legacy,5680,9254,2238.7142290000000000
406,base_key,76455,173052,49806.232413000000
406,base_other,48,511,190.1814840000000000
406,base_script,407,25509,13487.567996000000
406,enterprise_key,7327,29290,9210.2357260000000000
406,enterprise_script,338,17594,10757.617236000000
406,legacy,16567,22080,6111.3231660000000000
407,base_key,69134,168061,49522.764437000000
407,base_other,37,343,127.6236370000000000
407,base_script,351,27005,14548.714592000000
407,enterprise_key,5803,27291,8366.1614430000000000
407,enterprise_script,310,15514,9209.9948590000000000
407,legacy,21114,28295,8127.5665590000000000
408,base_key,69253,159086,46221.761935000000
408,base_other,26,341,128.2935510000000000
408,base_script,313,23294,12377.003949000000
408,enterprise_key,19005,41322,11149.166005000000
408,enterprise_script,280,15303,9603.9416650000000000
408,legacy,4935,7861,2126.4163760000000000
409,base_key,79626,210107,61273.317110000000
409,base_other,37,352,129.9963930000000000
409,base_script,384,32071,18003.808085000000
409,enterprise_key,6631,33494,13516.896175000000
409,enterprise_script,306,25524,18440.888098000000
409,legacy,4168,7170,1605.7358770000000000
410,base_key,90774,267118,77984.875917000000
410,base_other,50,491,191.3400210000000000
410,base_script,435,57530,31736.723109000000
410,enterprise_key,6595,34074,13689.176832000000
410,enterprise_script,295,26138,19092.545095000000
410,legacy,4930,8217,1837.1271600000000000
411,base_key,78659,220171,64791.961949000000
411,base_other,41,299,122.4708890000000000
411,base_script,378,38863,21578.342730000000
411,enterprise_key,6414,32922,11106.568667000000
411,enterprise_script,383,20992,14751.383966000000
411,legacy,4355,7183,1615.2908290000000000
412,base_key,82713,226454,67873.964145000000
412,base_other,31,242,96.9402040000000000
412,base_script,442,40870,24142.472030000000
412,enterprise_key,6472,32663,10831.455832000000
412,enterprise_script,367,21079,13285.599062000000
412,legacy,3927,6641,1514.4061140000000000
413,base_key,95755,282686,87256.443552000000
413,base_other,42,261,110.7432610000000000
413,base_script,447,56268,34171.556741000000
413,enterprise_key,6990,35436,11949.431072000000
413,enterprise_script,351,23461,14935.036814000000
413,legacy,4077,6958,1546.0942740000000000
414,base_key,105584,312924,94786.418107000000
414,base_other,37,249,100.4135780000000000
414,base_script,444,69333,41359.091206000000
414,enterprise_key,6013,29852,10467.645159000000
414,enterprise_script,375,24861,16212.206525000000
414,legacy,4130,7119,1573.2315420000000000
415,base_key,117069,334641,99625.805998000000
415,base_other,36,251,98.5522570000000000
415,base_script,481,70512,41382.532500000000
415,enterprise_key,10881,43428,13900.869142000000
415,enterprise_script,352,27610,20304.455450000000
415,legacy,10175,13831,3379.6944220000000000
416,base_key,106626,307468,92195.976933000000
416,base_other,30,340,137.1475610000000000
416,base_script,784,57933,34837.075407000000
416,enterprise_key,9015,42395,13969.975196000000
416,enterprise_script,361,34847,24566.843646000000
416,legacy,12046,16293,3852.8170330000000000
417,base_key,90222,247987,75226.943268000000
417,base_other,29,372,155.6856480000000000
417,base_script,1024,43843,26289.118633000000
417,enterprise_key,8761,41992,12088.719515000000
417,enterprise_script,370,28015,17393.808649000000
417,legacy,8661,13529,3088.8343570000000000
418,base_key,77314,224371,68656.022820000000
418,base_other,30,177,73.4272360000000000
418,base_script,522,41223,23888.890573000000
418,enterprise_key,6750,31587,9646.7774590000000000
418,enterprise_script,367,23275,16178.913407000000
418,legacy,4986,8056,1824.3414470000000000
419,base_key,82676,246762,74654.242541000000
419,base_other,33,187,72.7714670000000000
419,base_script,542,46795,26427.531291000000
419,enterprise_key,8036,31825,9536.4686360000000000
419,enterprise_script,367,24650,16326.251019000000
419,legacy,4901,8092,1862.7487150000000000
420,base_key,82946,264324,82279.846161000000
420,base_other,33,189,75.0315460000000000
420,base_script,652,51700,29957.618186000000
420,enterprise_key,7817,30053,9699.7174920000000000
420,enterprise_script,375,27130,17562.340360000000
420,legacy,4722,8032,1828.3467370000000000
421,base_key,85735,254413,79385.138661000000
421,base_other,38,224,84.4784870000000000
421,base_script,636,49183,28571.130655000000
421,enterprise_key,7881,31950,10054.5003050000000000
421,enterprise_script,388,26523,15539.347284000000
421,legacy,4630,7706,1970.5424060000000000
422,base_key,85675,271904,84937.380926000000
422,base_other,35,202,78.0335340000000000
422,base_script,621,53499,31124.261033000000
422,enterprise_key,8780,33357,10264.124218000000
422,enterprise_script,376,27207,17568.660587000000
422,legacy,4578,7391,2046.9240420000000000
423,base_key,94723,307076,93624.176854000000
423,base_other,36,253,104.3372160000000000
423,base_script,761,59605,33444.926126000000
423,enterprise_key,9626,33375,10308.843498000000
423,enterprise_script,412,29978,18156.461219000000
423,legacy,6163,9996,2905.2164430000000000
424,base_key,80973,246407,74137.978664000000
424,base_other,35,166,72.7978500000000000
424,base_script,648,47280,26716.047209000000
424,enterprise_key,8436,31524,9489.4495880000000000
424,enterprise_script,394,24190,13921.498246000000
424,legacy,5100,8409,2245.8240370000000000
425,base_key,82032,246716,74461.292706000000
425,base_other,37,342,154.8497140000000000
425,base_script,680,53307,31029.076305000000
425,enterprise_key,7754,30873,10604.099643000000
425,enterprise_script,393,24281,14118.247225000000
425,legacy,4584,7679,2020.4918150000000000
426,base_key,78241,238231,69904.173424000000
426,base_other,38,1039,351.1916030000000000
426,base_script,688,53277,30251.767811000000
426,enterprise_key,6279,30170,10070.0659100000000000
426,enterprise_script,405,24553,14488.954476000000
426,legacy,4080,6878,1842.2239440000000000
427,base_key,70142,218867,62506.547652000000
427,base_other,32,515,209.4037990000000000
427,base_script,633,45831,25197.138155000000
427,enterprise_key,6114,31868,10065.5832620000000000
427,enterprise_script,391,20415,11538.674508000000
427,legacy,4088,6931,1860.4085050000000000
428,base_key,61801,227234,65827.392184000000
428,base_other,40,522,209.5500400000000000
428,base_script,740,55929,31070.235759000000
428,enterprise_key,5794,30469,10052.2570010000000000
428,enterprise_script,388,22891,14487.893917000000
428,legacy,3713,6639,1825.3377590000000000
429,base_key,53960,178471,52091.377485000000
429,base_other,42,536,222.8987500000000000
429,base_script,767,37375,20534.313232000000
429,enterprise_key,5944,27078,8684.6835210000000000
429,enterprise_script,391,19164,12873.509124000000
429,legacy,3440,5750,1504.7199920000000000
430,base_key,58334,176697,50344.704861000000
430,base_other,43,599,238.7750460000000000
430,base_script,840,33905,19017.516220000000
430,enterprise_key,5853,28863,9024.3942220000000000
430,enterprise_script,412,19543,12140.292036000000
430,legacy,5014,8137,2142.7008380000000000
431,base_key,50489,162199,45803.444597000000
431,base_other,30,662,253.5091800000000000
431,base_script,652,31035,16878.709701000000
431,enterprise_key,5203,30018,9845.2484210000000000
431,enterprise_script,377,18717,10667.908432000000
431,legacy,4264,6776,1751.4311070000000000
432,base_key,49104,150013,43088.577818000000
432,base_other,31,656,253.2539500000000000
432,base_script,644,29994,16419.215548000000
432,enterprise_key,4818,25202,8392.3547950000000000
432,enterprise_script,402,18935,11283.737700000000
432,legacy,4296,6553,1659.4614530000000000
433,base_key,55522,189767,53354.524414000000
433,base_other,40,632,271.6221140000000000
433,base_script,655,36105,18558.993156000000
433,enterprise_key,6014,33621,10503.030362000000
433,enterprise_script,417,24653,12703.388713000000
433,legacy,4244,6944,1790.0411120000000000
434,base_key,49310,152213,43333.604909000000
434,base_other,40,525,211.1529120000000000
434,base_script,673,29733,15951.934760000000
434,enterprise_key,5146,25770,8488.8736290000000000
434,enterprise_script,398,21403,11423.992060000000
434,legacy,3400,5859,1441.0817660000000000
435,base_key,51054,159398,44855.511991000000
435,base_other,36,788,297.0302300000000000
435,base_script,713,29738,15416.062217000000
435,enterprise_key,6274,27470,8293.4900980000000000
435,enterprise_script,404,19759,10291.732265000000
435,legacy,3761,6362,1572.7382400000000000
436,base_key,47207,148948,42483.918385000000
436,base_other,33,628,276.8437260000000000
436,base_script,629,28543,14677.719954000000
436,enterprise_key,6213,27035,8123.3181580000000000
436,enterprise_script,399,16549,9844.1849410000000000
436,legacy,2877,5216,1306.0661280000000000
437,base_key,49046,145353,41535.064821000000
437,base_other,36,698,271.4061150000000000
437,base_script,852,27302,14112.662122000000
437,enterprise_key,6534,28018,8553.4805670000000000
437,enterprise_script,426,16999,9955.5847370000000000
437,legacy,3118,5564,1413.1445870000000000
438,base_key,60029,191456,55256.664210000000
438,base_other,44,848,309.0796060000000000
438,base_script,947,36727,19557.407190000000
438,enterprise_key,6112,28046,8523.1702290000000000
438,enterprise_script,423,17425,9480.7325840000000000
438,legacy,3017,5411,1367.2112080000000000
439,base_key,57399,189790,54375.637521000000
439,base_other,47,3869,1215.6357590000000000
439,base_script,846,41809,24071.938116000000
439,enterprise_key,6776,30802,9713.3730510000000000
439,enterprise_script,442,24534,13238.620799000000
439,legacy,3455,6305,1602.2991740000000000
440,base_key,58512,181389,51374.771046000000
440,base_other,51,2878,889.6439710000000000
440,base_script,1096,35260,19965.470107000000
440,enterprise_key,6525,30177,9513.9772660000000000
440,enterprise_script,439,22020,12141.040422000000
440,legacy,3039,5643,1441.8015500000000000
441,base_key,54350,174717,50161.303114000000
441,base_other,38,1956,569.7336680000000000
441,base_script,1018,37490,21395.967344000000
441,enterprise_key,6210,29736,9530.6907210000000000
441,enterprise_script,428,20065,11153.011044000000
441,legacy,2829,5309,1357.3340660000000000
442,base_key,54044,191367,55261.397512000000
442,base_other,44,1875,572.1243870000000000
442,base_script,1104,45508,26436.686441000000
442,enterprise_key,6133,28108,8635.7954140000000000
442,enterprise_script,446,19033,10087.6961360000000000
442,legacy,2939,5557,1422.3267320000000000
443,base_key,50975,159517,46485.129031000000
443,base_other,37,1201,377.4587260000000000
443,base_script,1178,36677,20713.832381000000
443,enterprise_key,6638,28959,9052.6407020000000000
443,enterprise_script,446,21642,11615.310702000000
443,legacy,3102,5482,1431.0625650000000000
444,base_key,66899,194921,54955.473268000000
444,base_other,40,1519,500.1347000000000000
444,base_script,1286,40853,23440.715890000000
444,enterprise_key,9287,34019,10434.408716000000
444,enterprise_script,465,23781,13408.582411000000
444,legacy,4545,8014,2121.3601680000000000
445,base_key,58073,173345,49892.407077000000
445,base_other,42,2628,811.1104080000000000
445,base_script,1174,34517,19746.926065000000
445,enterprise_key,8369,31928,10341.201867000000
445,enterprise_script,437,23731,12713.766924000000
445,legacy,4532,7938,2014.2692000000000000
446,base_key,68353,190529,54544.965549000000
446,base_other,42,2033,652.1697940000000000
446,base_script,1216,36951,21297.710198000000
446,enterprise_key,9196,34336,10529.787936000000
446,enterprise_script,454,24393,14019.647118000000
446,legacy,5175,9135,2332.6942960000000000
447,base_key,70725,193453,55110.934062000000
447,base_other,41,2735,870.6312680000000000
447,base_script,1467,35266,20041.026283000000
447,enterprise_key,10373,36291,11212.597456000000
447,enterprise_script,463,25522,14421.333478000000
447,legacy,5629,9562,2454.8121000000000000
448,base_key,62736,187579,54815.110255000000
448,base_other,24,1712,511.4948990000000000
448,base_script,1208,36334,20248.309062000000
448,enterprise_key,8822,35260,10771.299401000000
448,enterprise_script,456,24300,13435.411208000000
448,legacy,5155,8650,2245.3328860000000000
449,base_key,59626,178070,51834.988915000000
449,base_other,20,2092,624.6821320000000000
449,base_script,1122,33816,19224.214257000000
449,enterprise_key,9870,38404,11478.505628000000
449,enterprise_script,449,23973,12636.815928000000
449,legacy,4821,7702,2011.0833330000000000
450,base_key,60203,164111,46789.063818000000
450,base_other,18,1268,377.3832630000000000
450,base_script,1090,28976,16258.697211000000
450,enterprise_key,9474,35264,10452.794795000000
450,enterprise_script,450,24178,13097.034650000000
450,legacy,5367,8071,2086.4280850000000000
451,base_key,61630,204861,55585.668209000000
451,base_other,32,1248,378.3149310000000000
451,base_script,1030,30906,17731.378905000000
451,enterprise_key,9970,36247,10729.774789000000
451,enterprise_script,496,24581,13724.426932000000
451,legacy,5523,8392,2197.4621170000000000
452,base_key,76537,218663,63340.663544000000
452,base_other,18,2003,593.8766200000000000
452,base_script,1082,43696,26372.997645000000
452,enterprise_key,11622,41830,12556.202798000000
452,enterprise_script,491,29869,16041.541328000000
452,legacy,6067,9502,2520.4613570000000000
453,base_key,103405,302718,86945.739141000000
453,base_other,35,2707,805.1671490000000000
453,base_script,1267,63713,39626.631177000000
453,enterprise_key,15796,52211,15613.156107000000
453,enterprise_script,506,38552,22757.642646000000
453,legacy,8839,13714,3550.7955060000000000
454,base_key,89531,295744,87492.702561000000
454,base_other,44,2541,755.5899810000000000
454,base_script,1238,64808,40046.205590000000
454,enterprise_key,13271,49460,15405.238799000000
454,enterprise_script,506,33560,19355.927482000000
454,legacy,8200,13168,3342.7597880000000000
455,base_key,78606,292558,84982.314448000000
455,base_other,29,2346,693.3802300000000000
455,base_script,1034,72213,44194.801282000000
455,enterprise_key,11010,45661,14157.060168000000
455,enterprise_script,495,29904,17330.108879000000
455,legacy,6731,10772,2790.7265800000000000
456,base_key,77316,272371,78593.842743000000
456,base_other,24,2036,601.9665370000000000
456,base_script,951,61216,37112.985822000000
456,enterprise_key,10803,44953,13806.687029000000
456,enterprise_script,481,24151,13527.604721000000
456,legacy,7313,11295,3000.2608190000000000
457,base_key,79403,300075,85791.304632000000
457,base_other,27,4658,1364.0960720000000000
457,base_script,1020,72428,43849.495623000000
457,enterprise_key,11954,44149,14276.991115000000
457,enterprise_script,476,32244,17094.984645000000
457,legacy,6824,11072,2862.6674960000000000
458,base_key,80002,277639,79644.705124000000
458,base_other,38,5039,1476.2737270000000000
458,base_script,1160,58210,34277.298937000000
458,enterprise_key,12360,43729,15221.795136000000
458,enterprise_script,500,31773,17280.442904000000
458,legacy,6551,10699,2702.7331460000000000
459,base_key,74945,279311,80789.667808000000
459,base_other,25,3252,964.4575990000000000
459,base_script,2577,62917,35991.112003000000
459,enterprise_key,10152,38130,13135.666222000000
459,enterprise_script,457,28277,16140.733919000000
459,legacy,5789,9500,2480.5405930000000000
460,base_key,74384,275823,80304.737110000000
460,base_other,31,4004,1179.6664510000000000
460,base_script,1974,69273,40925.869132000000
460,enterprise_key,10582,35726,10174.161602000000
460,enterprise_script,453,26243,14863.907561000000
460,legacy,5849,9699,2473.4532350000000000
461,base_key,64751,244677,70020.818152000000
461,base_other,27,9939,3027.8053460000000000
461,base_script,1578,51687,31968.328296000000
461,enterprise_key,10219,34360,9557.5811600000000000
461,enterprise_script,441,25516,14213.698814000000
461,legacy,4999,7838,1991.1102930000000000
462,base_key,59245,226509,64947.073477000000
462,base_other,24,13596,4052.6376100000000000
462,base_script,1583,46296,30724.997554000000
462,enterprise_key,9680,33138,9933.7981040000000000
462,enterprise_script,460,25288,13810.488493000000
462,legacy,4690,7335,1861.1045810000000000
463,base_key,60250,205423,60195.773999000000
463,base_other,32,12062,3632.1507190000000000
463,base_script,1442,37041,24597.810468000000
463,enterprise_key,9450,32442,9279.0527240000000000
463,enterprise_script,470,21665,11505.763317000000
463,legacy,4267,6796,1696.6942280000000000
464,base_key,68989,232290,67365.801494000000
464,base_other,49,12308,3742.7074340000000000
464,base_script,1381,34084,22706.338139000000
464,enterprise_key,9560,31005,8348.9504850000000000
464,enterprise_script,475,23325,12935.441588000000
464,legacy,4416,7222,1813.1835630000000000
465,base_key,67311,226443,64625.461282000000
465,base_other,48,13982,4245.9245980000000000
465,base_script,2412,38976,24318.671418000000
465,enterprise_key,9926,31582,8639.3214100000000000
465,enterprise_script,982,24542,14056.254655000000
465,legacy,4559,7389,1926.5141020000000000
466,base_key,68116,221818,64765.589585000000
466,base_other,28,13294,4111.1078140000000000
466,base_script,2014,47611,29883.287360000000
466,enterprise_key,10539,31860,8318.6540910000000000
466,enterprise_script,604,25147,12902.126475000000
466,legacy,4716,7511,1938.6672010000000000
467,base_key,73388,220243,63463.733827000000
467,base_other,40,12906,4099.8187980000000000
467,base_script,1757,37494,24123.612351000000
467,enterprise_key,11961,35733,9344.1859240000000000
467,enterprise_script,558,22425,12818.578819000000
467,legacy,5388,8518,2133.9035180000000000
468,base_key,69470,222194,63976.525845000000
468,base_other,92,13455,4182.9487710000000000
468,base_script,3564,35658,22955.294985000000
468,enterprise_key,11287,35823,9438.3380520000000000
468,enterprise_script,547,24398,13668.865423000000
468,legacy,4658,7708,1979.5229850000000000
469,base_key,87286,238032,67108.551794000000
469,base_other,96,15907,4933.7931570000000000
469,base_script,1710,33528,21886.064285000000
469,enterprise_key,14363,40450,10522.331989000000
469,enterprise_script,539,27490,14524.770553000000
469,legacy,6112,9732,2544.4691400000000000
