epoch_no,addr_type,unique_submitters,tx_count,total_fee_ada
256,base_key,74006,86395,18671.456864000000
256,enterprise_key,6024,24013,4662.2177790000000000
256,legacy,24722,32756,7300.2374410000000000
257,base_key,93682,115217,24655.409647000000
257,enterprise_key,6478,28415,5494.6890280000000000
257,enterprise_script,11,206,80.1407900000000000
257,legacy,31034,39782,8940.3217090000000000
258,base_key,82901,100242,22087.546504000000
258,enterprise_key,6390,28960,5787.7308860000000000
258,enterprise_script,5,80,25.4792520000000000
258,legacy,34109,43147,10078.3497870000000000
259,base_key,100743,119118,26164.486047000000
259,enterprise_key,8187,35758,7025.6499810000000000
259,enterprise_script,10,20,4.7651000000000000
259,legacy,37686,46608,10587.915613000000
260,base_key,97138,118142,26244.724700000000
260,enterprise_key,8484,49241,9481.9393150000000000
260,enterprise_script,4,88,39.2965320000000000
260,legacy,36416,48646,11141.964367000000
261,base_key,85877,104259,22700.786074000000
261,enterprise_key,6668,49479,9546.2921890000000000
261,enterprise_script,2,28,11.3241400000000000
261,legacy,30686,40705,9131.9612140000000000
262,base_key,87839,101915,22044.650841000000
262,enterprise_key,6802,41175,8054.6921880000000000
262,enterprise_script,3,448,114.7348000000000000
262,legacy,26900,35050,7766.7544840000000000
263,base_key,110898,130339,28320.226114000000
263,enterprise_key,7745,61036,12356.762394000000
263,enterprise_script,15,168,43.0279920000000000
263,legacy,28430,35818,8150.3787130000000000
264,base_key,123152,147047,31976.440698000000
264,enterprise_key,10853,69985,13474.724072000000
264,enterprise_script,1,178,34.8973140000000000
264,legacy,39675,52735,12291.532536000000
265,base_key,139081,162618,34865.401467000000
265,enterprise_key,11674,86338,16956.236384000000
265,enterprise_script,5,185,39.4970170000000000
265,legacy,43147,59901,14107.819971000000
266,base_key,140667,167945,36767.851277000000
266,enterprise_key,13807,83985,16275.193874000000
266,enterprise_script,3,24,7.4144020000000000
266,legacy,46298,65066,15367.196717000000
267,base_key,106525,126485,28185.559373000000
267,enterprise_key,8782,65048,12280.359239000000
267,enterprise_script,11,24,6.4433720000000000
267,legacy,36916,52116,12226.516532000000
268,base_key,93649,113219,24535.051711000000
268,enterprise_key,8311,57875,11200.397364000000
268,enterprise_script,2,3,0.59484300000000000000
268,legacy,26671,37067,8423.8682100000000000
269,base_key,102272,117281,25184.242204000000
269,enterprise_key,8378,47724,9419.3783130000000000
269,legacy,23027,32249,7213.5698530000000000
270,base_key,94871,106669,22502.059806000000
270,enterprise_key,7352,39653,7769.2014130000000000
270,enterprise_script,2,9,2.4439130000000000
270,legacy,20697,28003,6215.4727850000000000
271,base_key,74833,85472,18365.322404000000
271,enterprise_key,7139,34383,6788.8974300000000000
271,legacy,18361,25389,5648.2230750000000000
272,base_key,69238,79754,17332.397688000000
272,enterprise_key,6554,33414,7387.2522590000000000
272,legacy,16341,22205,4873.5605570000000000
273,base_key,72917,83599,18210.615407000000
273,enterprise_key,6607,36812,7448.9428090000000000
273,legacy,22368,30341,6910.8026870000000000
274,base_key,66575,76642,16702.149159000000
274,enterprise_key,8024,32586,6552.6470430000000000
274,legacy,17717,23813,5396.1043490000000000
275,base_key,72179,82324,17685.060377000000
275,enterprise_key,6206,32357,6528.6889200000000000
275,enterprise_script,1,321,83.4629850000000000
275,legacy,16171,21337,4791.2584520000000000
276,base_key,76475,85797,18145.468006000000
276,enterprise_key,9221,36013,6862.2911200000000000
276,enterprise_script,1,14,2.7446500000000000
276,legacy,17149,22913,5128.9969090000000000
277,base_key,74378,84696,18117.725257000000
277,enterprise_key,6661,29816,5798.3820650000000000
277,enterprise_script,2,371,74.5971750000000000
277,legacy,15481,20308,4517.4522640000000000
278,base_key,69133,80005,17105.152464000000
278,enterprise_key,8142,32842,6386.0882220000000000
278,enterprise_script,3,71,14.7045110000000000
278,legacy,15802,20649,4618.2852950000000000
279,base_key,64232,73945,15907.006209000000
279,enterprise_key,6227,35026,6740.8788220000000000
279,enterprise_script,1,26,5.1098980000000000
279,legacy,16566,22832,4998.2339350000000000
280,base_key,69827,81689,17749.901922000000
280,enterprise_key,6163,29757,5961.3634800000000000
280,enterprise_script,4,22,4.4954580000000000
280,legacy,19228,25757,7854.9138080000000000
281,base_key,74563,87918,18701.865672000000
281,enterprise_key,4981,31140,6286.2526020000000000
281,enterprise_script,3,68,14.6496800000000000
281,legacy,17164,22587,5195.3359990000000000
282,base_key,83180,99716,20961.700942000000
282,enterprise_key,6542,34927,7638.9893380000000000
282,enterprise_script,16,146,32.6263700000000000
282,legacy,17260,22833,5227.9722760000000000
283,base_key,122852,147757,31368.673122000000
283,enterprise_key,7183,44506,9143.3848680000000000
283,enterprise_script,1,54,10.7952180000000000
283,legacy,24653,32492,7852.7590890000000000
284,base_key,132228,160094,35151.865343000000
284,enterprise_key,14258,50330,10087.4578250000000000
284,enterprise_script,1,62,12.3585860000000000
284,legacy,25702,33505,7862.7076430000000000
285,base_key,175625,218878,47351.254582000000
285,enterprise_key,16718,63756,12277.018263000000
285,enterprise_script,1,20,4.0279680000000000
285,legacy,32644,42351,9851.8094680000000000
286,base_key,184368,244511,54484.057545000000
286,enterprise_key,17023,77799,16041.066369000000
286,enterprise_script,7,13,4.7106410000000000
286,legacy,31718,41398,9586.5804640000000000
287,base_key,199570,275585,57365.374573000000
287,enterprise_key,13575,87258,20483.997586000000
287,enterprise_script,3,26,7.6205720000000000
287,legacy,28999,38474,8679.7891380000000000
288,base_key,228430,331639,69221.669410000000
288,enterprise_key,24317,96749,19683.042005000000
288,enterprise_script,3,5131,1242.8024210000000000
288,legacy,32189,41864,9845.3409420000000000
289,base_key,258013,358162,74076.595329000000
289,enterprise_key,22411,107380,22677.623675000000
289,enterprise_script,3,74,17.0101180000000000
289,legacy,27524,35827,8311.2639750000000000
290,base_key,222030,306118,63296.391940000000
290,enterprise_key,24647,92426,19076.857430000000
290,enterprise_script,19,147,97.0711280000000000
290,legacy,19336,24465,5722.9315990000000000
291,base_key,229536,304253,63158.992860000000
291,enterprise_key,13704,82366,18594.197939000000
291,enterprise_script,21,484,147.6355130000000000
291,legacy,22140,28296,6607.6606780000000000
292,base_key,224547,298625,60550.282104000000
292,enterprise_key,33864,123456,27752.443322000000
292,enterprise_script,29,467,136.8950880000000000
292,legacy,19312,26226,6135.6866050000000000
293,base_key,246093,325346,65608.738533000000
293,enterprise_key,19678,98736,20484.281669000000
293,enterprise_script,26,358,85.1888190000000000
293,legacy,18864,24964,5832.0059200000000000
294,base_key,226641,299959,61567.404104000000
294,enterprise_key,14925,83899,16884.579168000000
294,enterprise_script,41,286,62.9008340000000000
294,legacy,20714,27610,7006.5074660000000000
295,base_key,205286,267002,56501.405365000000
295,enterprise_key,13977,73149,15503.581953000000
295,enterprise_script,25,578,341.8877670000000000
295,legacy,18475,25547,5948.4919390000000000
296,base_key,199754,259031,55085.058168000000
296,enterprise_key,12289,71494,14948.986977000000
296,enterprise_script,27,1151,861.3932690000000000
296,legacy,17901,24256,5684.9340270000000000
297,base_key,189955,246423,52960.015222000000
297,enterprise_key,16286,84734,18858.560848000000
297,enterprise_script,39,1334,978.5149760000000000
297,legacy,17639,23501,5585.6187060000000000
298,base_key,246350,332562,69859.314548000000
298,base_script,2,10,9.7251980000000000
298,enterprise_key,9555,109616,22412.274552000000
298,enterprise_script,35,857,612.2387970000000000
298,legacy,18260,24071,5695.8313700000000000
299,base_key,301447,414166,87242.887651000000
299,base_script,1,219,206.8019310000000000
299,enterprise_key,25627,145827,29592.290191000000
299,enterprise_script,31,801,460.6049720000000000
299,legacy,21060,28626,6839.1829630000000000
300,base_key,211921,277001,60537.980082000000
300,base_script,1,482,456.7448100000000000
300,enterprise_key,26059,86114,20355.363409000000
300,enterprise_script,30,1059,671.0308420000000000
300,legacy,19887,26643,6185.0760970000000000
301,base_key,258965,340151,71948.915959000000
301,base_script,1,307,305.7767330000000000
301,enterprise_key,17220,86259,18563.723918000000
301,enterprise_script,41,1075,670.6167820000000000
301,legacy,16567,23365,5547.9205110000000000
302,base_key,528692,907528,171228.341731000000
302,base_script,1,220,191.2556580000000000
302,enterprise_key,21752,103674,25276.759635000000
302,enterprise_script,41,995,629.7978340000000000
302,legacy,15100,21514,4953.3426660000000000
303,base_key,262854,361335,74995.337758000000
303,base_script,1,247,218.4719330000000000
303,enterprise_key,16239,105472,22620.438026000000
303,enterprise_script,131,1099,817.0466730000000000
303,legacy,14028,20082,4744.5620280000000000
304,base_key,705618,1324566,246730.951656000000
304,base_script,1,251,223.7451920000000000
304,enterprise_key,67213,216905,54399.663677000000
304,enterprise_script,198,1449,1196.7673310000000000
304,legacy,17305,23803,5742.7029660000000000
305,base_key,409007,637033,123793.485131000000
305,base_script,1,240,219.3330400000000000
305,enterprise_key,17188,110126,25500.027241000000
305,enterprise_script,88,2926,2241.9195460000000000
305,legacy,13945,18894,4510.0059310000000000
306,base_key,253637,407102,82707.854026000000
306,base_script,1,139,123.9979440000000000
306,enterprise_key,15856,98828,23408.355249000000
306,enterprise_script,59,3562,2861.1855790000000000
306,legacy,14173,21662,5338.3036440000000000
307,base_key,280939,474321,95202.066401000000
307,base_script,1,272,254.4271220000000000
307,enterprise_key,14275,107320,23986.784770000000
307,enterprise_script,52,4408,3789.9670760000000000
307,legacy,11469,18038,4414.1700860000000000
308,base_key,197119,329231,74332.418183000000
308,base_script,1,202,186.8997470000000000
308,enterprise_key,11734,71579,15730.209820000000
308,enterprise_script,67,10344,9650.1243020000000000
308,legacy,10323,16043,3911.8900370000000000
309,base_key,248001,425134,94405.451786000000
309,base_script,1,157,140.6248820000000000
309,enterprise_key,12448,100325,23820.439213000000
309,enterprise_script,47,15215,13532.993966000000
309,legacy,9277,12557,2885.1659490000000000
310,base_key,219227,372910,83808.380704000000
310,base_script,1,126,114.5514200000000000
310,enterprise_key,12923,77122,18247.665912000000
310,enterprise_script,47,12865,11029.613253000000
310,legacy,9593,12895,3025.2792410000000000
311,base_key,207596,364077,80491.946734000000
311,base_script,1,184,167.9990820000000000
311,enterprise_key,12846,64051,14511.752694000000
311,enterprise_script,69,10325,9044.9106960000000000
311,legacy,10313,14015,3425.6577590000000000
312,base_key,229877,397536,93230.861703000000
312,base_script,1,152,138.3335880000000000
312,enterprise_key,18412,66598,18125.268227000000
312,enterprise_script,43,24178,20991.079248000000
312,legacy,9440,12919,3036.8866120000000000
313,base_key,267846,515772,127444.842472000000
313,base_script,1,193,175.9242530000000000
313,enterprise_key,16183,78263,19558.649955000000
313,enterprise_script,43,34017,31736.503092000000
313,legacy,10379,15517,3661.7212550000000000
314,base_key,253837,490959,126472.068869000000
314,base_script,2,190,172.4743780000000000
314,enterprise_key,14878,97742,24949.751550000000
314,enterprise_script,71,40230,37176.405021000000
314,legacy,9425,14511,3356.9587590000000000
315,base_key,398697,706255,176211.595067000000
315,base_script,1,117,111.4806680000000000
315,enterprise_key,21738,121595,34113.397941000000
315,enterprise_script,85,59001,54880.360638000000
315,legacy,13529,19331,4553.9889820000000000
316,base_key,352227,649916,156880.758897000000
316,base_script,1,174,167.9521500000000000
316,enterprise_key,17903,100644,33422.280426000000
316,enterprise_script,70,75457,58569.718503000000
316,legacy,10011,15203,3722.4521750000000000
317,base_key,290244,557190,150135.554705000000
317,base_script,1,198,182.9938950000000000
317,enterprise_key,30863,116800,34971.320703000000
317,enterprise_script,74,70969,64165.895592000000
317,legacy,7374,11140,2667.7872070000000000
318,base_key,251697,474755,136714.566988000000
318,base_script,1,274,251.7743450000000000
318,enterprise_key,28814,102230,31035.164512000000
318,enterprise_script,262,67045,63298.570195000000
318,legacy,7500,10894,2570.1007690000000000
319,base_key,255993,481151,142094.130162000000
319,base_script,1,173,161.3480500000000000
319,enterprise_key,28264,92541,29779.163029000000
319,enterprise_script,132,64243,67218.884215000000
319,legacy,8673,12426,2904.2228790000000000
320,base_key,242467,454783,134540.088839000000
320,base_script,1,211,196.6925570000000000
320,enterprise_key,16814,74546,28615.759063000000
320,enterprise_script,117,60624,67461.511742000000
320,legacy,7563,11739,2739.4228010000000000
321,base_key,267843,489742,143592.130014000000
321,base_script,2,260,241.1516140000000000
321,enterprise_key,17708,83633,31069.143854000000
321,enterprise_script,146,57633,66083.689457000000
321,legacy,8382,12241,2962.9434100000000000
322,base_key,234667,480466,146386.955115000000
322,base_script,1,106,95.2423390000000000
322,enterprise_key,21997,77849,26443.709797000000
322,enterprise_script,137,55654,65554.045990000000
322,legacy,9258,13612,3174.9847190000000000
323,base_key,221595,422229,135179.358878000000
323,base_script,2,118,104.9419930000000000
323,enterprise_key,13546,73684,24728.839942000000
323,enterprise_script,113,52625,63631.244140000000
323,legacy,7079,10737,2455.4778990000000000
324,base_key,239924,426261,126118.738477000000
324,base_script,3,182,168.7705630000000000
324,enterprise_key,18476,70385,28354.884001000000
324,enterprise_script,111,50717,61233.963104000000
324,legacy,6440,9828,2240.0657850000000000
325,base_key,173986,330247,106332.493533000000
325,base_script,2,2953,2454.4916500000000000
325,enterprise_key,14240,65617,27824.812698000000
325,enterprise_script,184,50645,58020.046693000000
325,legacy,6995,10588,2372.1385400000000000
326,base_key,230597,454805,132401.145083000000
326,base_script,2,3130,2679.1225110000000000
326,enterprise_key,14721,63095,24641.852882000000
326,enterprise_script,163,59817,64224.000768000000
326,legacy,7676,11566,2802.7999200000000000
327,base_key,197754,416361,126639.869541000000
327,base_script,2,4168,3555.7374490000000000
327,enterprise_key,13571,66737,26391.651742000000
327,enterprise_script,164,70849,70217.681295000000
327,legacy,7185,10818,2812.4407940000000000
328,base_key,199725,394065,122455.514176000000
328,base_script,3,1987,1742.0477870000000000
328,enterprise_key,21505,68489,26315.530722000000
328,enterprise_script,209,72372,73230.499332000000
328,legacy,9306,13894,3465.1105700000000000
329,base_key,188977,389621,126011.535450000000
329,base_other,2,5,0.95968400000000000000
329,base_script,4,3671,3224.7005160000000000
329,enterprise_key,17930,60185,25077.064269000000
329,enterprise_script,208,79625,75050.951894000000
329,legacy,8938,13382,3092.3490900000000000
330,base_key,167734,353130,118998.501310000000
330,base_script,6,3133,2733.5425380000000000
330,enterprise_key,14938,55419,21532.411183000000
330,enterprise_script,203,75372,69921.729767000000
330,legacy,8446,12523,2805.2948210000000000
331,base_key,152893,322374,100438.099574000000
331,base_other,6,9,2.4658200000000000
331,base_script,3,2970,2566.7404950000000000
331,enterprise_key,10229,49582,19140.933017000000
331,enterprise_script,183,62689,51428.183834000000
331,legacy,9089,12722,2904.4385650000000000
332,base_key,173309,407574,120784.392805000000
332,base_other,12,17,3.2316520000000000
332,base_script,27,4665,4491.9392420000000000
332,enterprise_key,20153,87333,27743.764186000000
332,enterprise_script,196,74334,56423.416051000000
332,legacy,7453,10782,2369.5444900000000000
333,base_key,170657,418211,125429.448688000000
333,base_script,37,4334,4109.4415440000000000
333,enterprise_key,16614,64200,22109.149954000000
333,enterprise_script,177,77143,55655.991556000000
333,legacy,6493,9408,2072.0462790000000000
334,base_key,149750,370032,116064.006329000000
334,base_other,3,4,0.81301200000000000000
334,base_script,44,3484,3253.6449850000000000
334,enterprise_key,13026,57781,19668.543121000000
334,enterprise_script,198,74669,51834.724816000000
334,legacy,6648,9640,2099.4300930000000000
335,base_key,169587,424201,127072.660156000000
335,base_other,14,23,6.2713480000000000
335,base_script,102,3657,3306.5131860000000000
335,enterprise_key,25374,71383,22260.117220000000
335,enterprise_script,175,75013,50938.950538000000
335,legacy,6770,10069,2243.5419910000000000
336,base_key,153665,375984,114665.509662000000
336,base_other,3,4,0.82836800000000000000
336,base_script,103,3962,3418.4437210000000000
336,enterprise_key,15478,64637,21260.060778000000
336,enterprise_script,172,74413,50444.878399000000
336,legacy,7009,10384,2235.0705740000000000
337,base_key,140941,339765,103658.045044000000
337,base_other,2,3,0.56659500000000000000
337,base_script,63,3793,3333.0254500000000000
337,enterprise_key,10288,57709,19465.865197000000
337,enterprise_script,223,65183,44148.790898000000
337,legacy,8190,12064,2642.5244230000000000
338,base_key,158594,337335,95454.987228000000
338,base_other,5,5,1.0453110000000000
338,base_script,56,3946,3541.3070420000000000
338,enterprise_key,9739,87731,24126.000063000000
338,enterprise_script,183,54313,37151.434721000000
338,legacy,37322,58728,12147.163448000000
339,base_key,138329,340890,101319.240345000000
339,base_other,12,17,5.9591530000000000
339,base_script,47,3611,3138.6610770000000000
339,enterprise_key,22294,71174,20797.255482000000
339,enterprise_script,206,60406,40264.475597000000
339,legacy,8315,12100,2755.7211610000000000
340,base_key,120781,310453,98687.358177000000
340,base_other,5,17,3.2827830000000000
340,base_script,58,3309,2892.7577020000000000
340,enterprise_key,10435,50850,16372.560307000000
340,enterprise_script,197,60435,39792.366560000000
340,legacy,6904,10013,2254.5367270000000000
341,base_key,131521,334397,101126.187409000000
341,base_other,10,12,3.3387220000000000
341,base_script,59,3578,3176.2604940000000000
341,enterprise_key,12980,64021,20060.538437000000
341,enterprise_script,200,64228,41995.132565000000
341,legacy,8164,11606,2646.1402070000000000
342,base_key,131260,343902,99954.533834000000
342,base_other,11,26,7.3211210000000000
342,base_script,58,3615,3244.7985020000000000
342,enterprise_key,8244,49439,17237.180902000000
342,enterprise_script,214,61082,40420.580294000000
342,legacy,8569,12400,2832.3972090000000000
343,base_key,127151,333538,99235.698632000000
343,base_other,14,63,17.4546540000000000
343,base_script,71,3487,3084.2332190000000000
343,enterprise_key,17726,54930,17787.128573000000
343,enterprise_script,218,59941,39591.595672000000
343,legacy,7969,11280,2624.6714300000000000
344,base_key,105882,272524,81930.810656000000
344,base_other,14,21,4.7824970000000000
344,base_script,83,9706,7134.9826090000000000
344,enterprise_key,10196,53679,16537.701351000000
344,enterprise_script,200,44804,30064.801026000000
344,legacy,9803,14037,3246.6839640000000000
345,base_key,97176,229703,69934.258004000000
345,base_other,8,14,3.8794880000000000
345,base_script,88,21857,14893.696262000000
345,enterprise_key,7972,48192,14723.074773000000
345,enterprise_script,194,25779,18228.237395000000
345,legacy,10094,14443,3303.1705840000000000
346,base_key,90443,216232,66864.379230000000
346,base_other,6,8,3.1659290000000000
346,base_script,71,23044,15568.410929000000
346,enterprise_key,7776,46039,14420.812541000000
346,enterprise_script,220,22142,16562.984883000000
346,legacy,8346,12416,2796.5185430000000000
347,base_key,99189,236517,72320.676004000000
347,base_other,5,7,1.4727110000000000
347,base_script,76,26725,17860.039778000000
347,enterprise_key,12688,52732,15434.032344000000
347,enterprise_script,202,19503,14573.243751000000
347,legacy,7585,11286,2531.2180470000000000
348,base_key,98414,227558,69083.447401000000
348,base_other,11,18,4.4384420000000000
348,base_script,77,26098,17808.684014000000
348,enterprise_key,6535,47412,16665.961893000000
348,enterprise_script,205,22720,17561.265655000000
348,legacy,8007,11873,2668.4803450000000000
349,base_key,104393,246615,73220.214790000000
349,base_other,13,22,6.5030300000000000
349,base_script,101,27812,18581.400540000000
349,enterprise_key,8945,54258,16954.755827000000
349,enterprise_script,211,18641,14300.441884000000
349,legacy,7193,10999,2478.3626290000000000
350,base_key,94087,221383,67656.363095000000
350,base_other,16,28,9.4962840000000000
350,base_script,85,27905,18967.730093000000
350,enterprise_key,6085,37622,12424.706326000000
350,enterprise_script,208,17696,13607.263571000000
350,legacy,7195,11114,2469.7462690000000000
351,base_key,104304,271086,82573.336442000000
351,base_other,13,18,4.0550920000000000
351,base_script,92,36010,24655.594291000000
351,enterprise_key,11321,52222,17007.885569000000
351,enterprise_script,199,19982,15105.658965000000
351,legacy,6617,10634,2445.8853730000000000
352,base_key,106026,263416,78134.156116000000
352,base_other,9,11,2.6380340000000000
352,base_script,84,31960,21637.147326000000
352,enterprise_key,10107,56793,18701.936551000000
352,enterprise_script,205,18092,13879.634283000000
352,legacy,6453,10191,2255.9123160000000000
353,base_key,94334,229904,69933.273207000000
353,base_other,11,13,3.8243690000000000
353,base_script,89,28566,19619.909545000000
353,enterprise_key,8855,46727,15011.864638000000
353,enterprise_script,238,18789,14499.153802000000
353,legacy,6428,9920,2245.1493800000000000
354,base_key,106926,279724,84897.957423000000
354,base_other,12,17,5.2939270000000000
354,base_script,504,40644,27071.780008000000
354,enterprise_key,7767,47262,16031.522221000000
354,enterprise_script,221,20998,16205.948257000000
354,legacy,5283,8489,1904.4698400000000000
355,base_key,100186,239722,73969.640957000000
355,base_other,5,6,2.0310490000000000
355,base_script,147,35294,23687.022929000000
355,enterprise_key,7026,38490,13580.282722000000
355,enterprise_script,221,18263,14200.321221000000
355,legacy,5069,8314,1870.0071960000000000
356,base_key,101372,233973,68159.325014000000
356,base_other,10,12,3.1586370000000000
356,base_script,107,28456,19166.694769000000
356,enterprise_key,6263,35034,12704.557568000000
356,enterprise_script,206,17716,13994.570770000000
356,legacy,5415,8676,2009.5564810000000000
357,base_key,100882,246265,72632.440083000000
357,base_other,12,16,4.2442230000000000
357,base_script,80,32068,21475.181254000000
357,enterprise_key,6306,37620,14615.685249000000
357,enterprise_script,212,18252,14467.511611000000
357,legacy,5122,8340,1944.7488800000000000
358,base_key,99460,241259,71315.010053000000
358,base_other,8,11,2.4086150000000000
358,base_script,112,32015,21499.109752000000
358,enterprise_key,8665,42078,14380.040831000000
358,enterprise_script,192,16564,12898.845269000000
358,legacy,5480,9691,2327.1743490000000000
359,base_key,96507,234435,68219.088185000000
359,base_other,11,33,7.8681570000000000
359,base_script,91,29819,20234.669918000000
359,enterprise_key,5402,32632,11823.346368000000
359,enterprise_script,215,15093,11605.927171000000
