pool_id,delegation_count,total_ada,saturation_pct,margin,fixed_cost,blocks_10ep,avg_ros_annualised,choice_quality
pool1r2g9wv7jyt7haygrmrc2tst2m8m9ssrr3c690ffp49uhywhvmdl,127,2973645,4.0,0.0000,170,10,1.8348,suboptimal
pool1m3h5p82m6v99nda37rmed8vrkqt43e2a8d89k76gw5ets0gdyag,1461,2968649,4.0,0.0450,340,9,1.5352,suboptimal
pool1t8gjk7jzvujfv9s8q992e6s7tp8na0q3j62g7s4ppzfmccus4jk,408,2909411,3.8,0.0300,340,10,1.8823,suboptimal
pool1pf6yhzdr9vpct5rc3dtwersl4lyuglp80l4jc67kf2qj29xjg2u,753,2873496,2.4,0.0100,340,9,1.7180,suboptimal
pool1jql92je87mrx5gpjhmwr6a8a766cktcf5p0p8wd0wxq87nu80yf,969,2859965,3.8,0.0200,170,9,2.0763,suboptimal
pool1aq2kqdp9xf9w47vttvmqnahwd4scz2qyddsr9l4mfru4qddg3kr,597,2859762,3.2,0.9900,340,10,0.0204,suboptimal
pool1xwqye6mlftwjg706acz5fjqz7gmf4qdye99zsjl03a4ru68ghee,34,2858133,3.7,0.0200,170,10,1.8892,suboptimal
pool1uu65k00dp467qsszmqwl6udwnet3zszgx8n3kmn2aq84sae8ha9,545,2838675,3.9,0.9999,170,10,0.0002,suboptimal
pool1a2gt2mvuf5zvtqlvw2xgks2efze3p4r985ft62q64lua7gx7lal,441,2837370,3.9,0.0000,170,10,2.3939,suboptimal
pool1anxttanf5g4cjgagns6cf084wq6x9k2pfygjdjyk3swf77wj2ax,4,2835095,0.0,0.1000,170,0,0.0000,non_productive
pool10qmnswfc22zm0fscg80gkwqz65ujwjkqmctv8g9l9l58wqtelgg,453,2833870,3.7,0.0080,170,10,2.0388,suboptimal
pool1s6x6kltycpxq82hyqhlqllqj3q5l2m8w499gvtu4xrfv29c0q2q,1955,2831727,3.7,0.0199,340,9,2.0437,suboptimal
pool1q0memmdw4ktr88fkma53tqgkaqeq3wfc476le59rped4cu8tn4h,391,2805699,3.6,0.0000,340,9,1.5876,suboptimal
pool1nt65pu06tlggjeaer8862fdju98ddrrxa9wnw3k4lhfvgrrgt85,37,2761966,3.6,0.0000,340,10,1.8084,suboptimal
pool1v4xevkf7fx08pzy7atsk59dds6p0sdyl6xmhwf4mh79x6l5p6kx,535,2723319,3.5,0.0200,340,8,2.0826,suboptimal
pool1568zhphxsnj5mfszwgta5zlvulu67g8f4jn6d3xs2tvas8ffu76,27,2719943,3.6,0.9999,20000,10,0.0000,suboptimal
pool1ptzt9j6y4jefzkq4vj3z7wa4h492ktlkecggseqvc8f060xuved,32,2719264,0.8,0.0000,200,5,1.7289,suboptimal
pool127xwsah7jllutuhen8vl7sve5278h7hhxtnys3cl438dyhuwgjg,159,2710771,3.5,0.0200,340,10,1.8301,suboptimal
pool10mf43thtl3keag50mrlvqa78xkwg7harmu4w5yzr3k7jvw0ap43,374,2706385,3.5,0.0000,190,10,1.6561,suboptimal
pool1jyutduy73e5u9877uns3k9rm0tf4r24j8lrn4xtkjpl3q5sn5mw,469,2694253,3.6,0.0300,170,9,2.3994,suboptimal
pool1w3xys99a8xmwcwse4tqpqmyqqzykryfc4w7cvvjusej0vnxdlrf,43,2647068,3.4,0.9999,2000,10,0.0001,suboptimal
pool1n6z7rf722heq35v2dxvstfwezgdt8cv0mftpv4r9jay3wjk2kkt,16,2626005,2.6,0.0100,340,10,2.0086,suboptimal
pool1dswpls43u0s6cpt0dh2d6npm0rnxh5qcjm9xax9y6fp3uq880xm,275,2618018,3.4,0.0000,170,8,1.0058,suboptimal
pool1chfk2749hyrwqqpj9fapredjsgw3fdauyxw3hn82kavqva6nv3w,7,2583746,3.4,0.0000,340,10,1.9590,suboptimal
pool1tcmk6at0dmkytxgq5j4u7fgsx9kytvfu7gz22lrs8hp9ztu7arw,398,2571100,3.7,0.1000,340,10,1.6633,suboptimal
pool15m78a3nfcepn8ekyzx6sa8yexg7cqseer2ktu26f7l9jjq0e502,12,2570802,3.3,0.0500,340,9,1.7896,suboptimal
pool1r8938r4ts8f4t8nsp9xl9dktzapt7f67jgpsp4wrju39xrdnaye,196,2554634,3.3,0.0085,340,9,2.8230,suboptimal
pool1hw3cgyx7tvxh2fpd46k9sqgruu5pfnzt4nxuyv2w7nlmusutda2,106,2539210,3.2,0.0333,333,9,1.7321,suboptimal
pool15wj590e6gsmpmttrxjd0emck09a0h9tazd2ww77q6duyvg8lyum,1033,2532284,3.4,0.0300,340,0,0.0000,non_productive
pool1c2utlagkpht4zj0jetsf245c258geuxnjqp9kf4f2z9rutx9dz4,438,2506934,3.2,0.0500,170,10,1.9329,suboptimal
pool1ck8rqpxp7j8kyzutk856fnvgm8xsqmuh922wkeeg32ekjjrvtc0,29,2489291,3.2,0.0000,340,10,1.2992,suboptimal
pool1arsqn9w87wpqlm0sre66gs79dcs0jmwulytgke3vut7u62lttu7,468,2487772,3.2,0.0180,170,9,2.4373,suboptimal
pool1hfn7yuwfyhmmqe4qpaxfewuly7cnemc6kqkv5npytj9vcrskh6j,236,2477465,3.2,0.0250,340,10,2.3193,suboptimal
pool1egunxfppwtglyu3t864uq76y0zu05s7pjda3e9g95nwlwc5ye2h,130,2459773,3.4,0.0090,170,9,1.8693,suboptimal
pool18vj02k4taarxxsdr36jxftcc5x270vsysp078j0n3v0njh0dt9x,9,2453994,3.2,0.0000,170,9,2.2579,suboptimal
pool1py2uxkvuj926h42s40wxl26dh0ggaq882v4m0hkd99m86vzmwnz,43,2452787,3.3,0.0500,340,9,1.9934,suboptimal
pool1jsxk3ymqv2gdc6mhqk52544g2aun4zhq5wgx6n32l5s3jlne70n,47,2433993,3.1,0.0300,170,9,1.3392,suboptimal
pool189lfh7azuvxu0hyskwahnp35rtez0mzhsmule3742p3jkza00cq,145,2419329,3.3,0.0000,170,9,2.3834,suboptimal
pool1kvd03hq8kp0hnxq9lq598a5amrvauj9m386rwx7ydawvjdskwnh,416,2410139,3.2,0.0000,170,9,1.4559,suboptimal
pool1twd9vvegn3fqq0f4n08p3aml2ud8q87njs49900rycj4sr5hhcy,291,2402860,3.0,0.0100,340,9,2.3482,suboptimal
pool1e4tjrl3ve7dcqwa70pexds6f8llk0txx09gm3r4m472ej4p6473,271,2393053,3.1,0.0100,340,9,2.1761,suboptimal
pool1cew2q6pge250exctkq26lyl0w95923xxa54thd79nv8xy9j3xe6,81,2392833,3.2,0.0200,170,9,1.6410,suboptimal
pool1efxh54fk0dj5uu2e4eu08klxl5ys3saphv3kec33kw3xv8738sc,436,2351481,3.0,0.0250,340,10,2.2565,suboptimal
pool1fkg3cr9en57ccsmnde20eevkaeu3elp0h4yyqk3udkkxzhl70ju,7,2331918,3.0,0.0300,340,9,1.6514,suboptimal
pool10q2fhzwe4f5k2llny65z5z2fuhrpk3x56fdc0782djdq58p9uee,41,2315768,3.0,0.0000,340,8,2.2574,suboptimal
pool1lmzhzkdvkh67a8hjcexlhajkk8f7kz2tf35frjut6creqs2kedg,2,2287305,3.0,1.0000,340,9,0.0000,suboptimal
pool137j9xuzycq4jxfpsmjnc75w2wnpz68khlwvsh69kt5negg6ldhg,212,2275923,4.5,0.0100,170,9,1.9963,suboptimal
pool1cg559cdc25fkvs73umj6w5nxlwy3mpmj02xt7p4v69eqs5ncz9k,502,2251571,2.9,0.0000,170,8,1.6054,suboptimal
pool185ev4czpm5hc9xud25xlcz5lhpnl2jztqas6mgxujqke7j5mdzc,1180,2242344,3.0,0.0000,340,10,1.5632,suboptimal
pool1wxn9nsl8rvxa6r8e5eaak0ml6etfxnz2n9vqrmsw5nzgyexgkrn,741,2218607,3.0,0.0100,340,0,0.0000,non_productive
pool13r4e7tttcxp4qfs4gqtv0hz5k48qdhhxrskz8pjrj6fqy5qmee0,86,2218555,2.9,0.0000,170,8,1.4843,suboptimal
pool19rz6ve8nz6uvq97yspwh3fvt7w03dsjsnmft6du83hvtc324dus,10,2216655,2.9,0.0500,340,8,1.4231,suboptimal
pool1cjz6kg9a8ug9uk0nc59q60a67c2628ms58rd98gq587jwa2x5qt,1710,2209544,2.8,0.0000,340,5,0.0000,suboptimal
pool1dkww2vlysa8lsnuf5rca979zdsyr3zvt59hu7e420yxfunkka2z,135,2207766,3.0,0.0180,340,9,2.0875,suboptimal
pool1qqq9tqyj69j9kygpxza3h82ynh8d0xlueucnu2yqum8nse8hj7y,340,2206312,2.9,0.0250,170,9,1.8490,suboptimal
pool1n4fq4gw6snzqjep3pylj8dc6aaa4xgn78gl58k360dqdw6a58g8,46,2199424,2.9,0.0369,340,9,2.5639,suboptimal
pool1m3gg43uhtetn4hmw79u8836dyq8qe4cex8qnn6mks5egza7n6tp,1963,2175380,3.5,1.0000,340,9,1.2383,suboptimal
pool1l5kwfudnqrhw3k4lwzcppu36nun9puvvr7xnanuz8a2zx4jaek5,267,2168239,2.8,0.0420,340,9,2.3623,suboptimal
pool19ru9alj7n5anmzs0f9gpzlj8kaq44yhcp45mldjvldxck8f6yg6,791,2166976,2.9,0.0100,340,8,2.1211,suboptimal
pool1j3umdcuxcewcxz98wm3sx5xqwgxx0v7z376xyjfq4jgejpvv8fz,494,2166922,2.9,0.0200,340,9,3.1723,suboptimal
pool1xc6la5z92seku86c4rdnuvxjdc3fh8pdtanlgxdy99cxjrkhzkd,6,2139767,2.8,0.2000,340,0,0.0000,non_productive
pool1gm4mcrf8mytfetsj6ykulrmv4j70y7fhceawgdg2h09t5rtt7cf,81,2115049,2.9,0.0200,170,6,1.8188,suboptimal
pool1ncg357pkgx29g6jrwunk94pwxe409ktxyrw8s0k66vwkc4qdgnu,49,2087259,2.7,0.0100,340,9,2.2473,suboptimal
pool1vpa84enqxhh5hnyypeqfshsgqhnjfzyddgq7z4tfmavh68c9s9p,54,2087071,3.3,0.0100,340,4,3.0964,suboptimal
pool1h4gwh638485yd0xcw0pkrm935nvm4aecqsxjx2yzzz0u6dfj73q,69,2048250,2.7,0.2500,340,7,2.0620,suboptimal
pool1lrnyqdlrj97d0ju5j6d9xa8prw0xeyumfd53rz5wk3gf7czqzjz,572,2038013,2.6,0.0100,340,9,2.8096,suboptimal
pool1utqhj9g53a5cwg7tyd8neky7jvjlgzuf470adc0e69cp5uuquzx,88,2025880,2.6,0.0100,340,9,2.5604,suboptimal
pool190a9js7lk9lvmrngre7w268z9tz9xs9yz77audvw8ag4jerfdhx,144,2022666,2.6,0.0300,340,7,2.3158,suboptimal
pool1l54qvzlg2jfalkcram9kxsa8vcmgy0fz845q5gptjq8k20kzg2r,132,2018006,2.6,0.0100,340,7,1.4192,suboptimal
pool193rdch53x9c53rmftlqgzj22vmz6w8z8hhut2ckzd2zej45zpap,86,2016128,2.6,0.0100,170,9,2.2929,suboptimal
pool1jgwu8lq3dqddnnx7prymcgcyrqy0fdlghg33he2hmw9t2gma3zd,635,2010670,2.6,0.0200,340,10,2.2848,suboptimal
pool1dww6s8stvm7dl2n8740s3v5rnxmsuqcl8jcnu64g7cds5w29pft,96,2009063,2.6,0.0100,340,8,1.7963,suboptimal
pool1tc6cy0cqknsm49cvsz0mksajfvlmh3vvcp8ngtmspycgx932w6g,11,1967057,2.5,0.0000,170,10,1.6127,suboptimal
pool1gq07hfmull6etsr23l36cvwgfkym6jqn4q2dz5vz4y446yat70t,2,1941746,2.5,1.0000,340,0,0.0000,non_productive
pool1gztqypddgmycs0fjat62k5f2kt4zjck4l4f2ffrsmagj2w8zkq3,7,1938633,2.5,0.0100,340,1,0.0000,non_productive
pool1ekhy5xsgjaq38em75vevk8df0k0rljju77tljw288ys5kumqce5,1660,1930904,2.7,0.0000,340,0,0.0000,non_productive
pool1dqlgn7smehsnj5ztz8almy2036lfhrdjv79nmg9tmje0zzt620h,396,1926898,2.5,0.0000,340,7,2.9172,suboptimal
pool1helzgcd9sjm9xtyh9mw2wy06gekh6r52s6mx987q0p8lvklwura,933,1910664,2.5,0.0150,340,10,2.3886,suboptimal
pool104v7kzpq86r0wnfsz8r7jeld2raap92qq84trjcqk62zyh9akqt,177,1892180,2.5,0.0000,170,8,2.1317,suboptimal
pool1030vz0wxheg0dvarr8hmeavelpszmp52qucs68c7wc9uga6n6e4,1533,1887358,2.5,0.0100,340,6,1.4045,suboptimal
pool1af7dmzgcyp9kc5lyrtrtpsce58l6j5cjvc8wavkwmzlr53ym50v,109,1869616,2.5,0.0200,200,8,1.8501,suboptimal
pool1jmx55w5ydjkn4xd58gmr9xgt5t46ngs48aek779t92e7zcqfw97,415,1865522,2.8,0.0100,340,8,1.8471,suboptimal
pool1q2fh3cl6rx0wv5gry4qx5l4h65qpjf7x99xmq66nqj2fj5g6u9z,172,1862800,2.4,0.0000,170,9,2.1079,suboptimal
pool12dcwy586prq83qggtfvaxwdpys9dw4sl2yahrdjyjxsqzcq84rk,30,1849137,2.4,0.0000,170,8,1.1823,suboptimal
pool18heqrjtge2emf2hes4mdxkr76y99zztkqk4qtjr9dul0vuur0yu,26,1846268,2.4,0.0000,170,9,1.9820,suboptimal
pool1j3kzujz0m07detlksr26sx7smft8xn280695zgu60zjhge9566f,3,1839404,2.4,1.0000,290,8,0.0000,suboptimal
pool1mcvq2z34f9cfdmkd97famsh20ekqtndw246ny5e8ug3mxfdf4zq,91,1832837,2.4,0.0100,170,10,1.5909,suboptimal
pool150hft90uw7tzr9uvj7tqkjp4u98a9hl20llj3n9ew76kkfm768r,81,1826897,2.4,0.0033,170,7,3.1143,suboptimal
pool18p7p752cjnf9z8g70ygkre5cstwmgfatzuqm0tm3n2xf739j8k8,170,1815716,2.4,0.0000,170,8,2.3103,suboptimal
pool1k99yncea8tq9pfeks3yymyj6fwjf4apx0s490j09m4y66vtyufr,83,1813705,2.3,0.0000,340,8,1.9605,suboptimal
pool1nhd907krga9dh69kf0jg4tl0764rravepy337gptvsknxyyx94k,822,1806504,2.4,0.0100,170,9,1.4100,suboptimal
pool18t0u9vf408ftjf9xdpj47gdwkeq3jz3jqyshumm7fvtfkcq7ul7,42,1802918,2.2,0.0000,340,7,1.5144,suboptimal
pool1zkdaju2rjefa52uh6yh6etsxla0x6aqs6p6wm245y5szk7k3msd,637,1778076,2.3,0.0250,340,10,2.5066,suboptimal
pool1jayej3rwf5ynfmmu7583x3w2j73dcedtflgnazdezfn3kl6062x,19,1774408,2.3,0.9999,340,7,0.0002,suboptimal
pool1da9msyhpfmt58vrdkk7lpzgwldvc0t7q46kvpcyvvpff7347lsp,3,1770828,2.3,0.1000,170,2,2.3132,non_productive
pool1gpz25s2aasmqnh9tg8a2rxmyxuvmj5s779htxk295e9ajnzjflc,136,1753145,2.3,0.0000,340,9,2.5934,suboptimal
pool1f6lnuxzw90mmd399nxqjvzyyxgmf4h3cp7j6pp5s7xmps86arct,183,1746535,3.1,0.0100,170,9,1.8284,suboptimal
pool15zn2lqq4849ujttuthaycpamnyr8ae9k2pn2fkrlfzzsx4ek0tc,933,1725732,2.2,0.0000,335,0,0.0000,non_productive
pool1ntwurms3f0j4kqe5wfpg9chlasylp0lmuw72m4fn66vnuyrvs8v,45,1705094,1.9,0.0000,170,10,3.3251,suboptimal
pool1rj6apcqxcvavaxp22f75zs9upphena7ntsnut2efvq98g4404up,401,1697804,2.2,0.0100,930,9,1.4179,suboptimal
pool1m83drqwlugdt9jn7jkz8hx3pne53acfkd539d9cj8yr92dr4k9y,124,1688400,2.2,0.0100,340,9,3.2395,suboptimal
pool1gu33fszp9ek0w9fkdt2xpnp4vznvvv2vhktc0dypa8fr53lc9pc,177,1678363,2.2,0.0100,170,0,0.0000,non_productive
pool14ajz2t680q2c7tekek3eqazhnapfl3l4w3cep9tnh9ym6jhph8m,23,1676511,2.2,0.0300,170,7,1.9635,suboptimal
pool1vqm5n5d503uumuc89s5y4wuczrwe3tlgylt2u2uj7y276avr5pl,800,1658079,2.1,0.0300,340,8,3.8704,suboptimal
pool1n7s5kpymwd0zsld8q23tpf7z5esjaqwmnnzzssee5630zpx5ww0,216,1641881,2.6,0.0000,170,10,1.2322,suboptimal
pool1dy7tz7eyf2qal2jcns4qwm4xqn34gc4rj9dz34kfs6zuju477k7,243,1638620,2.0,0.0000,340,7,1.3802,suboptimal
pool1ah6f5h5xss3qcc5wv5smvkwsqrqz2v2v4u0pvmrrttzs6z52kx8,4,1628705,2.1,0.1000,170,0,0.0000,non_productive
pool1je2n5smmnyn3lh92xrp8nepjyfp596ypga6pmdecwtcrcj9uvec,279,1613678,2.3,0.0150,170,9,2.6098,suboptimal
pool1js570lkcs6t3pwsj3eda0zz43mc5gm922ae5rdxcfn84gu5uyrg,26,1604860,2.1,0.0200,340,6,1.9545,suboptimal
pool1cpr59c88ps8499gtgegr3muhclr7dln35g9a3rqmv4dkxg9n3h8,228,1590373,2.1,0.0100,170,5,2.0345,suboptimal
pool1vn0mxlvhm4l8pcft3jp5pxh4nhh89qevdg2xu6s6sdqvvs4ft28,3,1584056,2.1,0.1000,170,1,0.5946,non_productive
pool1c30lqt59t8sjn5lg04r5wk5eucxa5h9cj05xs9gzc8lngl4cmta,170,1579545,2.0,0.0190,170,9,1.8830,suboptimal
pool1q7wrwstqkzhrffdzpw8ftfd4epmxywdjnp8384atjcnezchv242,305,1560429,2.0,0.0100,170,7,2.6058,suboptimal
pool1sdvrd0sxh2mprqc3m9zmvrfccavzpz9r2uancg866hpec7nnt0s,20,1559406,2.0,0.0000,170,5,2.2149,suboptimal
pool1cduc7ut6grhqyavrmm3gzcdf4qfdsjk7vdwcxy9c0r5fyaxh2sq,294,1558281,1.7,0.0189,340,8,1.9654,suboptimal
pool1vc8jhqtwjrjwsfk6a0enx47hd2ufg98c34ta6lvl0zv0uhpech9,177,1557484,1.9,0.0000,170,8,1.3673,suboptimal
pool1vflcm2fde9qyzcr0lkkv4httte3xep6sycasrtaxw6rt2me3vwp,27,1541205,2.0,0.0000,170,9,1.1973,suboptimal
pool1qeqylk3pnenvt3j4mah2dafcnd3h8uc3fqhvfzrxlxf3xuvdvvp,3,1533601,2.0,0.9999,340,7,0.0002,suboptimal
pool1sm2kmdn4f9rat3kl67y9drqcnnqc34zg4f4ufmnrfaj45gcv89d,57,1532199,2.0,0.0025,170,6,1.9768,suboptimal
pool1zwqrrwpr5zx7c3f4ukpu4r4fz5c2hkwx9vwqka5068urgqvpjzr,238,1531825,2.0,0.0300,170,9,1.5048,suboptimal
pool1qqenhz258k5k9nyjull6gkzg7s4f3ae8v7qxwpegeef9v0nsy3e,236,1526631,2.0,0.0100,200,9,2.2274,suboptimal
pool1sfjdu0xmz7vdmp6cufxd55gprp95g4p703zzr3upt70dst0fur2,20,1519935,2.0,0.0100,340,0,0.0000,non_productive
pool12n6lycv28kjtkzecfz2a3uujyxy6ewuwjcmjq84my67psqmgagv,15,1514920,2.0,0.0000,340,7,2.6002,suboptimal
pool128r8qqgl9zgy3ff4759a2qslyauu5takaec3nxx4a6mvj3ys8da,6880,1512438,2.0,0.0000,700,9,3.1098,suboptimal
pool17ynruzy9lvq0x55ks22vtf4lrrdrw2ucydh4tfzhg9kkyeaw8nf,760,1509394,1.8,0.0000,340,6,2.3275,suboptimal
pool1qqqqx69ztfvd83rtafs3mk4lwanehrglmp2vwkjpaguecs2t4c2,1250,1508733,1.9,0.0249,340,9,1.9165,suboptimal
pool167qekemyleju9g7eugaguqxh5telvmmmrs3a7sp897f6za308hg,583,1505671,1.7,0.0000,170,9,2.5138,suboptimal
pool104hlwrk98e6h07e05ywee3thn379ddmmfveje8d6cuvp54zcah6,17,1501898,2.3,0.0000,340,1,0.9994,non_productive
pool1yd67lvc04eztwrpnefqh3g4dsydmezwgrg6ce4km728v6sg8zwf,199,1500261,1.9,0.0200,170,6,2.6103,suboptimal
pool1l0pmgdsymmdntuyan4snj88q8nm9axemwefu5ymkuq2s6gr90cn,401,1492275,1.4,0.0150,340,5,2.5834,suboptimal
pool1we0xjccr3vc4ypnmhzsgwp7sxpsytu8dtv0syeqmtrllvcex68q,194,1489747,2.3,0.0000,170,8,2.0596,suboptimal
pool19rjjay24ez2ezgqkyqvna6uwc5ur9lt489gwvrv7ve5exlcld3x,62,1489559,1.9,0.0000,340,9,1.4115,suboptimal
pool1ktgug7wwf9k4hcsuk68ftkh8xs5n0333fzxyw9sagz8njhlskgm,148,1483461,1.9,0.0000,340,9,2.4937,suboptimal
pool1q8fqknvzyj9p4ezhxqdghlc7rnmwvwuku9eevgvl25cpjy385gg,255,1474329,2.1,0.0000,170,7,2.2741,suboptimal
pool1upa4pa4qmcgaps4uactx9eas44rfwk9h0rxgua3l4xnf6wevfkt,17,1473046,1.9,0.0000,170,8,2.5301,suboptimal
pool1lx7hdfz430vmrwhkrdgxu8c0xclffltavmkejpqzzz4ax0lnfvd,103,1456169,2.1,0.0000,340,8,1.9868,suboptimal
pool14qpadfdjzw6jkwxy67uhey6tjpyppsmwgz5awfsxwrtpsecslpc,191,1456093,1.9,0.0200,170,6,1.4994,suboptimal
pool1659knc82juzdqycvvwz0uzjsj5scxwewguhuzae93ed36xanxmz,6,1439706,1.7,0.0000,170,8,2.6958,suboptimal
pool1u2lghnv4ae3zy73ysjlgvxwj7tuqpmyfavk74j48g0gnqnyc692,75,1437876,1.9,0.0000,340,10,2.1979,suboptimal
pool17h6slydr6rd9vquqa38p5cf9xqnpc24w6a99rhllcjzljgugx6x,1426,1435112,1.0,0.0500,340,3,2.8340,non_productive
pool18mnua97ndq302yw2c6aaw6msx5rgf79mfnk4xe5y92tvjl45etl,15,1432869,1.9,0.0000,170,8,1.3737,suboptimal
pool1cmqpzlsrrjup8zg6qaperz868u64dlt7uvvdszsr658mvzz9qq0,433,1426897,2.0,0.0000,170,7,1.5401,suboptimal
pool1jv4yvr5edp7qp690hk3qfudwmw28n2wygjxyhaecqkzeqh0wlem,486,1420649,2.2,0.0000,340,7,1.5393,suboptimal
pool18jrsaddmrwtrdycydmk3zv0fxawnv0q8xh7f6fyp2r247zz9tc5,65,1410557,1.8,0.0300,340,8,1.8724,suboptimal
pool18ljuhhw27t85zddz0pvsmsjsz5k0mlz03pzsxgh8qarcsw5wycc,98,1400650,1.7,0.0000,340,6,5.1121,suboptimal
pool1wnpac2c9am0h3yx2luh9tlsdhcpz2tmfyqjm8g8f67afk7fa6mh,45,1398340,1.8,0.0500,170,9,3.0037,suboptimal
pool19ut4284xy9p82dd0cglzxweddfqw73yennkjk6mmp650chnr6lz,69,1395995,1.9,0.0190,170,5,3.0830,suboptimal
pool1j742gcsul7u8c05rsqmkgpkvj5qadj0pew69nctu6crqy9wjjn4,329,1387271,2.1,0.0100,340,7,1.3452,suboptimal
pool1p627hhec2ha6wu6ql377c3hv4mjd26w7ll0xyw2ezgnu6nyl0a4,22,1383859,1.8,0.0000,170,7,2.0377,suboptimal
pool1ezh8sewqgzy7267yvy0jssz8q7amce37x3dhmfl22j8lwz6wjrd,450,1379268,1.9,0.0200,340,10,2.2586,suboptimal
pool1sf784g6eje8vzq9f5wu583eurhfq2ee9hzyhl46yezkuqqtmw07,326,1377353,1.8,0.0100,340,5,2.9123,suboptimal
pool1n940lfxkd7z73qzj5y554yrletrmgg5x2eya9tpglh3uwcqfnud,461,1367281,1.8,0.0000,270,5,1.5953,suboptimal
pool1p3chxyfv5cfk95hwq5zqjuljrpyk3uk5ua5alpn8rjgkkvvy8ne,1012,1358986,2.2,0.9900,340,7,0.0240,suboptimal
pool1jezf7dcx26edfpxmpuh05yen64a9cj44xm2ggsapcxrtqewfek2,36,1357278,1.8,0.0299,170,10,2.7344,suboptimal
pool1dqhaw0h2f4ehpdhh57quszcj22qhkglhg6yvaf39w3clxdl2kpy,544,1349104,1.8,0.0100,340,8,2.1150,suboptimal
pool1c0xj2fa97zuz4phld87atg6yphz3hju409fm5xgnwuuvqww25qj,775,1348268,1.8,0.0100,340,8,2.5746,suboptimal
pool1crprz3rdcwvfxmc0s4gxquh3qeqmscww2qfvpl93q52yyn7agsc,52,1344564,1.8,0.0100,340,0,0.0000,non_productive
pool1yyv7vx5zhhsd60jp4tl72vpznwvpvjp35m4z7jr42ugkxmndyv5,205,1342907,1.8,0.0200,340,7,3.1562,suboptimal
pool1030as3pp5684ghgf4kzcpv4p2jnmkmme7j363t95690zwxp7wa0,151,1331948,1.8,0.0000,170,4,1.9456,suboptimal
pool1es67mveksd22l9alfh5cht6w2krc7lcrq3zvxcpaj5hwxgmhg3m,34,1328552,1.7,0.0100,340,4,3.3698,suboptimal
pool1rqgf6qd0p3wyf9dxf2w7qcddvgg4vu56l35ez2xqemhqun2gn7y,58,1318196,1.7,0.0100,170,7,2.8862,suboptimal
pool1phc0dedrry2jp2s2tqngcw87vzx3mychvm7qqe3470etzsf3ph7,165,1311457,1.8,0.0000,170,9,2.4146,suboptimal
pool1kf0c6a38vy9t7muc2jpfefdc0y6ey8386ujtn6rtly25y5yxwqf,3,1309739,1.7,0.1000,170,2,4.7847,non_productive
pool1mscll7kd2y9c56kv7thv7kv99wjvrr72uwpmuhphaltjz0pkuqa,181,1307538,1.7,0.0400,340,7,2.4553,suboptimal
pool1gxvkc0576e75065p5k0csvwme9y2qrefd5ga66nx0z65xxjt8jk,336,1299441,1.8,1.0000,340,9,0.0000,suboptimal
pool1hmtm4mukp5gs7fgrp0k997lveh4psq9qpeqa6ldugq9nsfcdxmp,26,1269780,1.6,0.0300,340,9,2.3438,suboptimal
pool1ywt7jqfsmxg0yplku4mtdwtm476rp72z6fns9mhevf7u72pkupj,18,1266170,1.6,0.0300,340,0,0.0000,non_productive
pool1s2rj8t2a5tfv0rpsfak77g03h96uv3rqxp62t6jm3dh45g2e2pj,266,1263586,1.6,0.0000,340,10,3.2204,suboptimal
pool1fcp4d2pxh0e7q5ju63sjqcdpxpr3pvxg6ykl23t6c97d7dnvjvw,70,1259504,91.8,0.0300,340,10,2.1506,design_aligned
pool1pzqdfptvl5f8vh28az37jag2wkfmqz9x8d6eufl8y0z9q34hlr7,39,1257096,1.6,0.0400,340,9,1.5856,suboptimal
pool1r5srulgd6gpav0sympqrkt9f4ykl06lh9sgk0p20r54v7759kws,120,1256348,1.4,0.0000,340,10,1.9798,suboptimal
pool1khwvcz8jz9auk53k698ywgr6ams27hrz20vnwqx2d4xggscp93f,31,1252781,1.6,0.0150,345,0,0.0000,non_productive
pool1lakxjm7v0q03xddynffn6m2wfm27pms3z9enztwvu7k0297tcr7,16,1252034,1.6,0.0000,170,7,2.7585,suboptimal
pool1x7j89z3n7y7g8syk06nahcrwkdphhw6dymt8r3gf8ulyksrzh5t,368,1249560,1.6,0.0150,340,4,1.4977,suboptimal
pool1frz0ds4nhg4t0e30jadc5kwx35kzj2vfp9eak9ehh2727m4dqnv,1228,1247314,1.6,0.0250,345,0,0.0000,non_productive
pool1e7mwu80pmsjqdf8lu7rsfdj5sldashslll0hpj7rhx3w6xpwkq7,10,1246336,1.6,0.0000,250,8,2.9899,suboptimal
pool1ddywudgudfaphp8txj9qf7alj3uk6wzyd22u7cd2myhyv3lyxxx,15,1243019,1.6,0.0000,340,8,1.7196,suboptimal
pool19v4jgpxxl72eaq8pefctatvts3gkhtyzd8nwvzskkm3mkdv2tpy,97,1218490,2.1,0.0200,340,7,1.6661,suboptimal
pool1y89sy2e927hvvt66wnukx5xnnrarzxrt55eypttaw3n06u0uam4,146,1216028,1.7,0.0100,240,6,1.0282,suboptimal
pool1980svf2cxnfy66s5jgjv7y22xud75z9kfe6n0c3y54s62w56435,390,1212846,1.6,0.0000,340,5,1.7331,suboptimal
pool10wcmpvjmmv7ph7cz2263f52yckvnnwu5kdppwqgu74s2qhe7l7m,23,1211589,1.6,0.0100,340,4,5.6797,suboptimal
pool1mq2q0fjekk5lt8j2krryf5rvwx5z4l5l0r6afhhj0mtg23ylyuk,38,1200027,1.6,0.0200,340,8,2.0328,suboptimal
