epoch_no,reserve,treasury,circulating,utxo,unclaimed_rewards,deposits
542,7372161971923491,1686145488917895,35941692539158614,35207580215769005,729161267206108,4876982000000
543,7360009982247106,1690501545334536,35949488472418358,35212423444401982,732008042656330,4983230000000
544,7347811044701520,1694874110569621,35957314844728859,35224212741266934,728013859587158,4989130000000
545,7335771117346353,1699217928890605,35965010953763042,35230631106539980,729318345470160,4994558000000
546,7323776141502598,1703528717038308,35972695141459094,35234797228450885,732834079540938,5000416000000
547,7311783103862433,1707859322622122,35980357573515445,35238941062750438,736357078827739,5006054000000
548,7299564319473914,1712261860261038,35988173820265048,35242104181189725,740907463523334,5107302000000
549,7287372980420867,1716669382767858,35995957636811275,35268011575203435,722782058835234,5110866000000
550,7275303870393836,1721027451020579,36003668678585585,35274323538582421,724274619557193,5014196000000
551,7263297721984758,1726047077836483,36010655200178759,35281021301536092,724551797138658,5014670000000
552,7251344361797924,1730343069063130,36018312569138946,35287114426692333,726125844985468,5019280000000
553,7239343896065115,1734673185491213,36025982918443672,35290300162927531,730610100443298,5021728000000
554,7227379990267374,1739008615838196,36033611393894430,35298485421751079,730138837906644,4922574000000
555,7215372882539040,1743348402076197,36041278715384763,35302796703743889,733483410442768,4930160000000
556,7203284394203835,1747689209080869,36049026396715296,35308636904394899,735394881255916,4934776000000
557,7191306922028738,1751960844921027,36056732233050235,35312950699404732,738379582604964,5335242000000
558,7179190548389205,1756292565163609,36064516886447186,35320106571102851,738902178520159,5436288000000
559,7167304151917849,1760542592099957,36072153255982194,35324161322982795,742489562719187,5436692000000
560,7155310770495321,1764858484971318,36079830744533361,35334514487467261,739811559380606,5439148000000
561,7143512059809197,1769070988271220,36087416951919583,35337743183176508,744175596930813,5439386000000
562,7131582407880455,1773324623715012,36095092968404533,35342129025248560,747557549936835,5343922000000
563,7119603164653180,1777598306850688,36102798528496132,35346979015393979,750416320209568,5345500000000
564,7107661935971911,1781861638625568,36110476425402521,35356538084557689,748928005518913,4945976000000
565,7095848084245357,1786094570568060,36118057345186583,35364662596805385,748489699790725,4849958000000
566,7084099836750283,1790306195001816,36125593968247901,35372023764019448,748658570295980,4852638000000
567,7072264095076784,1794545873391900,36133190031531316,35376156272842367,752026368554644,4952582000000
568,7060557087817263,1798748405131101,36140694507051636,35384048918141699,751527406674628,5054608000000
569,7048808450033904,1802968321266151,36148223228699945,35388198743398587,754927332797093,5055070000000
570,7036998224247014,1807198754088108,36155803021664878,35395351625884919,755230899597709,5156780000000
571,7025299385648516,1809902011480628,36164798602870856,35398491999091376,757282172871321,8955976000000
572,7013758119416311,1814040155030734,36172201725552955,35408492715290124,754686553033204,8958980000000
573,7002095664211091,1818223498763715,36179680837025194,35412895644518199,757772093289571,8959870000000
574,6990408282261570,1822441339817833,36187150377920597,35418267108580059,759559639697454,9261692000000
575,6978937917905659,1658127995342197,36362934086752144,35427329007833823,926576270545605,8966006000000
576,6967366713405925,1584160945084072,36448472341510003,35609095291321356,833041501940846,6269016000000
577,6955875027747416,1570300038420910,36473824933831674,35698219657725714,769563934213561,5965426000000
578,6944275078910457,1568521696870591,36487203224218952,35724891762859820,756986140757532,5269992000000
579,6932775766859839,1572662239592268,36494561993547893,35731844808464892,757399046791429,5271128000000
580,6921352511879335,1576779031967241,36501868456153424,35740930890560293,755535929120247,5355224000000
581,6909811396835559,1580938084556391,36509250518608050,35767053299791840,736982885133367,5156006000000
582,6898408690919458,1585153252330499,36516438056750043,35780279479683788,731045005211916,5056034000000
583,6887049749971417,1589258269071762,36523691980956821,35791993628261576,726479806309216,5160812000000
584,6875794228237686,1593319661824370,36530886109937944,35800453490387692,725120202189621,5263694000000
585,6864609755300307,1597361049317631,36538029195382062,35813736846860604,718872832136761,5368268000000
586,6853355358464402,1601435552954989,36545209088580609,35818890118106610,720903545964294,5370806000000
587,6842045700214541,1605524807540221,36552429492245238,35827299997723116,719711381030043,5372558000000
588,6830769984642149,1609611091065392,36559618924292459,35834505705157918,719786327065176,5272006000000
589,6819500412179338,1613712038041234,36566787549779428,35841169112957719,720296288954602,5272490000000
590,6808177356585720,1617815369453905,36574007273960375,35850699609683960,717989073157181,5272138000000
591,6797156811614725,1621814226835782,36581028961549493,35854459397418887,721048080900992,5474878000000
592,6785833745559701,1625906547283052,36588259707157247,35860558784347504,722276763355236,5372762000000
593,6774679983151336,1629946261639508,36595373755209156,35866283823407633,723656578998541,5372420000000
594,6763629579954891,1633953924325727,36602416495719382,35871059005020647,726035533181273,5274304000000
595,6752442686173343,1638001269522620,36609556044304037,35877707945188378,726525533427215,5278110000000
596,6741353528228937,1642011576610350,36616634895160713,35889744277180849,721553880227144,5278910000000
597,6730183426842362,1646055929530671,36623760643626967,35893941446258789,724590209013601,5180700000000
598,6720091665402933,1644709422087102,36635198912509965,35898690325611028,731383001895137,5083782000000
599,6709188390345296,1648689008692576,36642122600962128,35902711180547042,734279288579806,5084458000000
600,6698238053792185,1652701177062556,36649060769145259,35910312071293029,733396975305797,5286200000000
601,6687334717040563,1656699207778460,36655966075180977,35921121858128281,729374118235961,5387260000000
602,6676530725861594,1660661823173382,36662807450965024,35925947464895371,731293973439584,5489518000000
603,6665779427112521,1664603073764194,36669617499123285,35932600980305726,731447169633438,5492278000000
604,6654841029684078,1668608510843424,36676550459472498,35943276887330575,727621835985013,5597704000000
605,6643984742362112,1672567635217344,36683447622420544,35951226975064921,726761913794780,5404964000000
606,6633151875460114,1606528228348564,36760319896191322,35957655322079403,797215579805132,5398964000000
607,6622348091463240,1610475230004340,36767176678532420,35961056222100735,800482254877178,5599858000000
608,6611432787256889,1614459422162537,36774107790580574,36035240284477897,733225009829408,5603478000000
609,6600707555277212,1618388733585222,36780903711137566,36040029487185240,735430105530402,5404020000000
610,6590161148227806,1622244173305394,36787594678466800,36046116263330968,736028298338697,5410066000000
611,6579581543161096,1626107444545662,36794311012293242,36057347728051289,731585655499510,5312780000000
612,6569080555680022,1629946048932851,36800973395387127,36062130319136730,733366692339825,5412034000000
613,6558529838561357,1634730620078057,36806739541360586,36066145196643968,735134164871148,5415740000000
614,6548040565209483,1638585447047618,36813373987742899,36069809187333429,738409768091674,5117322000000
615,6537512840870917,1642455038482875,36820032120646208,36074136490462854,740738910472093,5118346000000
616,6526859579650478,1646349604150946,36826790816198576,36078864112215472,742765126182113,5119298000000
617,6516240756454205,1650231853481439,36833527390064356,36084984315230324,743283461155987,5222636000000
618,6505611847068713,1654111958490226,36840276194441061,36087496074637195,747323502597053,5424956000000
619,6495142906218314,1657910753868450,36846946339913236,36090735750897061,750744770293136,5424284000000
620,6484531378542127,1661779429619056,36853689191838817,36096440525578679,751688662182025,5522892000000
621,6474009732049017,1655471610662910,36870518657288073,36099543042350043,765516567210038,5423004000000
622,6463482213905105,1659308022573986,36877209763520909,36104403019314200,767246321044980,5521514000000
623,6452821150596250,1663540424788905,36883638424614845,36110020282057263,768053755105919,5522864000000
