ticker,poolId,epoch_stake_ada,pledge_ada,owner_stake_ada,fixed_cost_ada,margin_percent,saturation_level
KYBK,pool1etfxpqw7456eh337p7x5jsvxxa67fsduvnmucevrqweckex3nhl,4340526.395639,32000.0,32634.787994,170.0,0.0,5.684218963210738
CHAOS,pool1vpa84enqxhh5hnyypeqfshsgqhnjfzyddgq7z4tfmavh68c9s9p,4306318.841854,21000.0,31638.286227,340.0,1.0,5.639421810011737
ASKP,pool15j6hdfel6c6zcr8gu39qgp5xkrs264yn9hm8ynhaydjtxvmznxq,4285870.630807,20000.0,20368.097239,260.0,0.0,5.612643466003998
COOL5,pool1vdcu0y6ujrwmnv4u50j6upxkjug7cx7zsaynjvgkcm2ycmajelc,4285348.987303,100000.0,101703.011142,170.0,2.0,5.611960337823866
APE,pool18j287g2sccele52hhxc0csk2ghfghwndqm9yahdqnhjks840wtq,4256445.671151,25000.0,25798.663289,340.0,2.5,5.574109449983178
KIND,pool1j6dh3ynys827j38976q0q3s3c9hpzgx40kjcq4472h6m7d3t0hm,4208825.324011,100000.0,185768.365848,340.0,3.0,5.511747317933981
CEMA1,pool1t9m69j5thv2ke9jt9hhsgxlag44z7erp2s2ukcpruwhwqarc9np,4165470.768915,100000.0,111955.009616,170.0,3.0,5.454971535055239
ADP,pool1jpz5m45ff4r6tnq7n5tw63fkhpmw3cyv8sn569w24x8lj3kl68c,4152862.708843,10000.0,12581.260796,170.0,1.0,5.438460409993871
BCSH2,pool1qzlw72zfwhhc0ptvzdpld06szu39x9mlm6782efy6sluz932fx6,4132083.904707,10000.0,10001.967599,340.0,2.0,5.411249131513602
NOBI,pool15m78a3nfcepn8ekyzx6sa8yexg7cqseer2ktu26f7l9jjq0e502,4131432.798788,3.0,869.414961,340.0,5.0,5.4103964633635915
SDGs,pool1zx909vz9qe73avvpd0y7qqcwz8fffvnup6yuq2e8hql4svk9xr7,4120581.989896,2000.0,12467.224391,340.0,0.0,5.396186580034222
BCSH5,pool1qzlw756y0z6ehg9jkerrfrydr7qlvzl5pgset33h3h2akst593a,4092957.359506,10000.0,10001.979702,340.0,2.0,5.36001021947291
KIWI,pool1jgwu8lq3dqddnnx7prymcgcyrqy0fdlghg33he2hmw9t2gma3zd,4079713.173425,200369.0,222633.294084,340.0,2.0,5.3426660434878155
KOR,pool1gntlh2yq89tpsd7kgaeuremj3s60rscqahyl52qzv0x87mt22rq,4034390.726088,10000.0,16892.19895,340.0,0.0,5.283313169866097
AMSNL,pool1uy2z02pn4lczk7p2plvnkzrmltxmqs2t04d9ghx5t0vw6e4t0qn,3977086.330821,200000.0,200011.732933,170.0,2.0,5.208269108256594
HEDGE,pool19q034g07ka2ltwc3wwjeu79w29nlafc0w2ppne5ppu5wud60rgq,3956338.053659,50000.0,56827.805723,170.0,0.0,5.181097806956206
LUNA9,pool1gdgjzmp96kk0d0sj482655wqlq8jtc4t9xw8xzfwfx4tjyq73hw,3940807.286213,250000.0,251861.355971,340.0,2.0,5.160759194819562
COOL4,pool1w7pt822hfgw30xnkwpjzz0sr5psejksqdcdw4l0ms33lsgynp2e,3934505.811773,100000.0,101593.964688,170.0,1.5,5.152506979018266
CAPO,pool1t847w2hfv33qrra7q33nzq8epvcxv6ydshcq7w7j23c87xv2c2k,3931043.715097,30000.0,30353.120531,340.0,0.0,5.147973124415294
RIDGE,pool1apupv5qtfp2aa2xlrzzjzx0uj686g3n695a329nq8j5jvvzumz0,3921730.221763,10000.0,11165.806174,170.0,1.0,5.135776461937662
HIT,pool1hezakp5r240dy4fcsm7mfd3qqahcvyrhj8hl770yxmxxzdwvcre,3886511.646747,500.0,32207.324375,340.0,90.0,5.089655306640844
CHEAP,pool1e556526sqwugxwnmeumt9lhj5jukklg8vv3ynk75xt9vs7adr5y,3841385.968517,500000.0,500178.711331,500.0,0.8999999999999999,5.030560115748692
DAN,pool1nhls8e9swnyshldgjknku4npreax075nw0ltrkmrarh4w3skxt9,3829269.237539,100000.0,101720.21329,340.0,2.5,5.014692420054808
LUKE,pool1hqwxta8p0j8ffkyle5mf6yg80tucqzh8q9mszws60xe5ja06nwa,3823811.754645,150000.0,1724444.206035,170.0,0.0,5.0075454694479316
AID1,pool1peayemzlkmcwn64c455mx8sxdaztq0xuv9hdxlp0kcsxz57up3z,3806039.667713,50000.0,51174.954458,340.0,1.0,4.984271694714941
RATS,pool1tcmk6at0dmkytxgq5j4u7fgsx9kytvfu7gz22lrs8hp9ztu7arw,3778092.158093,1000000.0,1000037.152294,340.0,10.0,4.947672501511986
CRFN,pool1r2g9wv7jyt7haygrmrc2tst2m8m9ssrr3c690ffp49uhywhvmdl,3712037.062204,750001.0,818459.275,170.0,0.0,4.861168793333595
THREE,pool1hw3cgyx7tvxh2fpd46k9sqgruu5pfnzt4nxuyv2w7nlmusutda2,3675085.378093,33333.0,43664.117443,333.0,3.3329999999999997,4.8127780120317345
ISPJ,pool1vce30junxx06g2ha8ww02cqgy644yj69ehhg2x95qe7323zfznp,3630612.756215,168.0,1210.330377,340.0,0.0,4.754538043516254
DOW,pool1kdfznpenxa9wwcz8tweump45k5h78h8hl4slv78fdypsug9ypc6,3613623.845081,30000.0,32778.698051,340.0,1.5,4.732289891557263
NERD2,pool1xtrwqwu6jn896szjwsyxxjczl6hc9sq4lh5ax68f7dt3gc0y9rx,3585883.741743,2500.0,2500.0,340.0,4.0,4.695962311198874
ONE1,pool1n2yp66zk6m33sg8k20hsvmk9tw7xeeswzdcfxhnx9hm9jkxv5k4,3582991.347131,100000.0,121977.409293,340.0,1.0,4.692174520778077
NVL,pool1uu65k00dp467qsszmqwl6udwnet3zszgx8n3kmn2aq84sae8ha9,3574155.219599,0.0,4165.143835,170.0,99.99,4.6806030017730995
NASEC,pool1429egqgv60r3nxlp6cvs08qcffv7duddjvyjd0pt6wzhj7akda8,3573181.494587,50000.0,74778.021394,340.0,1.0,4.679327841648806
VENUS,pool1r8938r4ts8f4t8nsp9xl9dktzapt7f67jgpsp4wrju39xrdnaye,3566276.083411,70000.0,72185.177309,340.0,0.8500000000000001,4.670284728998961
888,pool1030as3pp5684ghgf4kzcpv4p2jnmkmme7j363t95690zwxp7wa0,3550444.273999,45000.0,49867.373206,170.0,0.0,4.649551881625416
DAVID,pool136wr0g23dw9daekuyqtgk366vywms6meespgpm3hdguxqczaaug,3547104.304838,35000.0,35367.362215,340.0,5.0,4.645177961434407
,pool1plgh3y74vhkj7l0wpxtnwtp22czfq004a69y40fptfg4kntvypm,3504135.497886,2.0,408.55827,340.0,10.0,4.588907342380345
NIMUE,pool1drv9qkh2tgqqucc0jp8cwswpmmkfzdd898ja7ac0uwm9j5d44tq,3501122.239414,1000000.123456,1041833.031207,170.0,0.0,4.584961272391045
FEEL,pool1g4th3pqfzh4zajzrhlh8y6wpuztrkzxwt5wd7q578894j06gwfc,3472898.204333,25000.0,45622.269561,340.0,0.0,4.547999950006982
JAPAN,pool19uynx6nxcdksmaqdcshjg487fap3rs3axyhrdqa7gdqgzgxss4y,3453134.688734,50000.0,54875.047848,340.0,5.0,4.522118261956331
RELAY,pool1dswpls43u0s6cpt0dh2d6npm0rnxh5qcjm9xax9y6fp3uq880xm,3440226.793,115000.0,122599.344456,340.0,1.0,4.505214481396428
VINCI,pool1j8grqucdwwcr0cwzxrtw30vqcptg0jdlrmauq5w7ytvqx6nf5np,3419693.324136,250000.0,316797.067484,170.0,1.0,4.478324486391556
4GOOD,pool19ht066hngsjfnv3mfsc8u9fgzl4w5qcrmh8l6zppwph6s2t7jn4,3409138.174663,1000000.0,1009047.224586,170.0,2.0,4.464501789482207
MUGGY,pool1gpz25s2aasmqnh9tg8a2rxmyxuvmj5s779htxk295e9ajnzjflc,3398979.566058,10000.0,53649.571531,340.0,0.0,4.4511983902146905
BSSP,pool1druxd2syfrvqvepxh60fz0qhralcesruphh5atujuh0jktjy0ma,3396081.893569,10000.0,52052.411386,170.0,1.9900000000000002,4.4474036880496035
ZEIT,pool1ev8fwfccn8gr0zcz3uyps0t0mcrefc6s95wjc6aed3ngc86y5rk,3383252.042785,31000.0,86642.900778,340.0,0.8999999999999999,4.430602112739557
BANK,pool1m3h5p82m6v99nda37rmed8vrkqt43e2a8d89k76gw5ets0gdyag,3350522.935237,10000.0,10000.5624,340.0,4.5,4.387741086952403
CALM,pool1pmrgd8snhv0nnj97xcg70nqqhg0v9g3d0e93jl8vn23wxtsxz53,3341646.889441,100000.0,101547.496357,170.0,1.5,4.376117292224961
LEAP,pool154xmvhp4jnz7phwcla09uvzqnn3ch54lh2yzrt2znxdgc4trp8x,3340757.689159,100.0,106.427378,170.0,1.9900000000000002,4.374952823069765
CSWP1,pool165ljt7xrrpceutz5ppe96suuw0jcnrvhg0f5vu60df0r5mt0x0c,3336681.657242,1000.0,92579.795953,340.0,99.0,4.369614977885701
UKADA,pool1wwzctexlp70mj00vv65mlhwhwresn58s9x7jl4tswvkg77eu7n7,3288653.551286,100000.0,100390.678254,340.0,1.0,4.306718857517333
BCSH6,pool1qzlw76zztkg02rywyypyw6s0gtkg2zpkaxhl6cq7eauqg8h9659,3279480.432973,500001.95,500023.706502,400.0,2.5,4.294706025820486
VEGAS,pool1df9rj4n0t3zlpak7xnh4ue6t3yh9zlw7a02w4l8askp77up25rt,3276647.38372,100002.0,222590.489784,300.0,2.0,4.290995952244205
ADOPT,pool1l5kwfudnqrhw3k4lwzcppu36nun9puvvr7xnanuz8a2zx4jaek5,3265933.534002,250.0,3796.754147,340.0,4.2,4.27696542640816
CSP,pool1dy7tz7eyf2qal2jcns4qwm4xqn34gc4rj9dz34kfs6zuju477k7,3262031.134394,10000.0,18356.135997,340.0,0.0,4.271854964719434
CSN2,pool1mfgqn8n658vjdcvg3xgtr3qyet64fht0dzsukqeznxw36z8g2k6,3258807.580934,10000.0,11623.649044,340.0,1.8900000000000001,4.267633498925639
ISPF,pool1ck8rqpxp7j8kyzutk856fnvgm8xsqmuh922wkeeg32ekjjrvtc0,3242326.43257,168.0,1205.517411,340.0,0.0,4.246050297367352
CCJ,pool189j5mz6wa0gfrakwvn2tar7qt309qxrmsgde5v6qwm892n6re3v,3213518.709844,100000.0,100210.287013,170.0,4.8,4.208324595717302
EPOCH,pool1q0jmr57udknpq8k5qtgt5vgdjq9pzrzevf68966wxn8zgz7qy3w,3208897.324907,50000.0,1101442.487135,270.0,0.0,4.202272573105117
XYZ,pool18hkq2t8ss45h4fkr92f52flhc4mpzedx5mcz4xhnpj0dzp76028,3205038.040307,22.0,13066.190244,225.0,0.1,4.197218573495809
OKYM,pool14hhs6ruwnuaf4fzsmx89mvmjl2qhyy5jnzyk2le03886kj6z9yp,3196635.818693,1000.0,2164.111658,340.0,0.7000000000000001,4.186215284245137
SOUR,pool1h707wwzd9a3wlsz2x2dwng0rn7vep6mggxlgww9u7szagx8elcn,3195404.196058,2000.0,8460.026036,340.0,5.0,4.184602389379569
SWEET,pool165zu45p489lpuypt4fsuc5g8l9g9ha4dddlls84jlsp3k4vsw9p,3190580.578265,2000.0,9641.041351,340.0,5.0,4.178285528881313
HOPE2,pool1x89ssjp53eczthatft9w74749558nsz3pq5jn056634pgt5m58s,3183123.815376,100.0,844.613599,340.0,0.0,4.168520383100744
,pool10ljdn3zwsh7vjkxf6t250423l5qy487x83st7m8a53jxznrkw5g,3176683.694155,1200000.0,680020.919638,340.0,0.5,4.160086599768252
WEED,pool1jv4yvr5edp7qp690hk3qfudwmw28n2wygjxyhaecqkzeqh0wlem,3153186.047773,10000.0,15416.728516,340.0,0.0,4.129314809671645
TQWS,pool18xykgvvvxej2e5ap04ks72d8fdke4qsqeh30satznyrtj88634d,3141477.686362,1015000.0,1314255.382434,340.0,0.0,4.113981902117529
ISPP,pool15ftrqf7j80w57leflatx66x00qfhu483a290gmp7q85pjxrf480,3137942.036622,168.0,1211.890023,340.0,0.0,4.109351724699516
DEW,pool1rpjjz68kmmetyxztmrstrwgz8lxf6v0d7vqgw98r5x8rc50jrdf,3121913.06897,105000.0,108207.137146,340.0,2.0,4.088360684999877
DEEZY,pool1jldq2rf7y2ukm2t8ds8d9upzgdgv07jhkckl0mvedwhxx5nkugt,3105667.915844,10000.0,10007.470353,340.0,3.5000000000000004,4.067086535497676
CDN,pool16e2x06wk8ufyakgrzq0c9p5tmfhl6w0c80raxr0xtg5g7aakhgh,3101013.4056,100000.0,124124.324535,340.0,1.0,4.06099113300917
WAAUS,pool10qmnswfc22zm0fscg80gkwqz65ujwjkqmctv8g9l9l58wqtelgg,3094874.256472,30000.0,86366.934868,170.0,0.8,4.0529514934100614
DIGI5,pool1jql92je87mrx5gpjhmwr6a8a766cktcf5p0p8wd0wxq87nu80yf,3071143.623557,200000.0,200026.078835,170.0,2.0,4.021874591364273
AOAUS,pool1twd9vvegn3fqq0f4n08p3aml2ud8q87njs49900rycj4sr5hhcy,3039558.704098,60000.0,63594.364535,340.0,1.0,3.9805119588686573
DEAD,pool1t8gjk7jzvujfv9s8q992e6s7tp8na0q3j62g7s4ppzfmccus4jk,3014097.7302,340000.0,372560.339712,340.0,3.0,3.947169055851587
KYSN2,pool1d76p7zfn2ydq577z4wsvmnl2lx4cxa3s5vplfuhvr8qfw8hd05j,3011469.774384,100.0,7218.134258,170.0,1.9,3.9437275662896765
SAND,pool1gqvrgg7zycvf65ydkjeph72t0yx0f5ykzd9f477zh4f3smwk997,2976264.178529,100000.0,800512.005678,170.0,1.0,3.8976234081002037
,pool1hjjj584gq0ynqf06g036a4a0stpm90asrdfskpasqjxf5948ygv,2970525.614978,1000000.0,1240906.225057,340.0,1.999,3.890108362968591
WRM01,pool19m547w9wkcqm5hcstz67fly4ucz0zsp3dqv4n956xyusy4dlpue,2933901.825168,100.0,4905.384044,340.0,1.0,3.842146981890064
AMINT,pool1hfn7yuwfyhmmqe4qpaxfewuly7cnemc6kqkv5npytj9vcrskh6j,2919885.869638,50000.0,50097.556686,340.0,2.5,3.823792120532421
LOOT,pool1s6x6kltycpxq82hyqhlqllqj3q5l2m8w499gvtu4xrfv29c0q2q,2919268.735761,10000.0,10038.831416,340.0,1.9900000000000002,3.8229839411166693
RIOT,pool1pk7cjkcdsawxf25dwml0ely8vhjx7wp7nqans3jwatanceyqae0,2912813.999112,600000.0,624071.367464,250.0,2.0,3.814531017872235
,pool1xzu4pva0k4y6geukd9uvvl3t3s8q8alzwahf575y5fj6cnkd5y2,2882639.60731,22000.0,78728.168561,170.0,100.0,3.7750155687192
JORGE,pool10mf43thtl3keag50mrlvqa78xkwg7harmu4w5yzr3k7jvw0ap43,2858671.556674,1000.0,181593.909216,190.0,0.0,3.7436277517776353
JOEY,pool1q0memmdw4ktr88fkma53tqgkaqeq3wfc476le59rped4cu8tn4h,2852434.443524,25000.0,38879.639556,340.0,0.0,3.7354598215287735
HUSKY,pool15wj590e6gsmpmttrxjd0emck09a0h9tazd2ww77q6duyvg8lyum,2852032.167979,10000.0,37322.277692,340.0,3.0,3.734933013931515
CAPEX,pool1gppqnqfguctp6gu0q8l5wjhye0ny28yzfx93hkr384cfsezru0f,2837937.081169,150000.0,213891.094092,340.0,0.0,3.7164745246998856
ANET,pool1xwqye6mlftwjg706acz5fjqz7gmf4qdye99zsjl03a4ru68ghee,2830607.157019,100000.0,715415.552196,170.0,2.0,3.7068754830043473
FIXA,pool1nt65pu06tlggjeaer8862fdju98ddrrxa9wnw3k4lhfvgrrgt85,2806637.103423,25000.0,25018.871166,340.0,0.0,3.6754850430483885
QCPOL,pool1c2utlagkpht4zj0jetsf245c258geuxnjqp9kf4f2z9rutx9dz4,2801847.531045,25000.0,131979.669601,170.0,5.0,3.6692127673713983
LIBE,pool1w0s8vf9qse980vulgszvusw3800d6dlc7wkusr0aqvzlz75qgqg,2789687.757009,100.0,42429.342888,300.0,5.0,3.6532887038215875
DIVY,pool1v4xevkf7fx08pzy7atsk59dds6p0sdyl6xmhwf4mh79x6l5p6kx,2752365.838232,1000.0,2132.008286,340.0,2.0,3.60441307466546
ALLIN,pool1x7j89z3n7y7g8syk06nahcrwkdphhw6dymt8r3gf8ulyksrzh5t,2743109.710943,2550.0,3430.32573,340.0,1.5,3.5922915369840194
0PCT,pool17rns3wjyql9jg9xkzw9h88f0kstd693pm6urwxmvejqgsyjw7ta,2733625.840299,10.0,759.884097,840.0,0.0,3.57987175365695
8964,pool1agwy5atgc4ptg3whplaxyz28g4dgvsna8auktszctkq8xmtl7dh,2697652.792996,89640.0,106406.331608,170.0,0.0,3.5327625648153305
ARTZ,pool127xwsah7jllutuhen8vl7sve5278h7hhxtnys3cl438dyhuwgjg,2676311.431707,1500000.0,2005071.663459,340.0,2.0,3.5048145789070904
XRAY4,pool19ru9alj7n5anmzs0f9gpzlj8kaq44yhcp45mldjvldxck8f6yg6,2675487.1372,1000.0,1335.535405,340.0,1.0,3.5037351083450248
ARRA,pool1cew2q6pge250exctkq26lyl0w95923xxa54thd79nv8xy9j3xe6,2634668.052357,50000.0,1013692.360209,170.0,2.0,3.450279698798706
AUSST,pool1egunxfppwtglyu3t864uq76y0zu05s7pjda3e9g95nwlwc5ye2h,2626373.622204,650000.0,668610.32209,170.0,0.8999999999999999,3.439417569907593
WHITE,pool137j9xuzycq4jxfpsmjnc75w2wnpz68khlwvsh69kt5negg6ldhg,2614155.403691,50.0,1963.204217,170.0,1.0,3.4234169692804373
1PCT8,pool1e4tjrl3ve7dcqwa70pexds6f8llk0txx09gm3r4m472ej4p6473,2600401.217865,50000.0,57179.263134,340.0,1.0,3.4054049134214464
HUNNY,pool1la0t0gsskwejyfca5lchw5aqd5g8hknxdu6tuyqp0ttjxl6zt35,2581491.841085,5000.0,6302.05552,170.0,0.0,3.380641779119726
EARTH,pool1py2uxkvuj926h42s40wxl26dh0ggaq882v4m0hkd99m86vzmwnz,2570448.194319,100098.0,111420.609012,340.0,5.0,3.366179361281795
KSP,pool1chfk2749hyrwqqpj9fapredjsgw3fdauyxw3hn82kavqva6nv3w,2551190.724344,1000.0,5378.962394,340.0,0.0,3.3409603749106176
TRUE,pool1dkww2vlysa8lsnuf5rca979zdsyr3zvt59hu7e420yxfunkka2z,2530525.795507,40000.0,41199.116414,340.0,1.7999999999999998,3.313898223995767
AKYO,pool1jsxk3ymqv2gdc6mhqk52544g2aun4zhq5wgx6n32l5s3jlne70n,2520817.175643,41000.0,51636.255041,170.0,3.0,3.3011841160495505
SPACE,pool1dxkf7k3qwnpgpxqfye8y9jvk7lver3fk8dq7c4dpzezyyx8cf5c,2478267.393898,100.0,1238921.673714,170.0,0.0,3.24546223943145
YKSP,pool1n6z7rf722heq35v2dxvstfwezgdt8cv0mftpv4r9jay3wjk2kkt,2473502.168064,5000.0,70586.023798,340.0,1.0,3.2392218472345915
LATIN,pool1arsqn9w87wpqlm0sre66gs79dcs0jmwulytgke3vut7u62lttu7,2472751.089547,50000.0,55237.4841,170.0,1.7999999999999998,3.2382382580658944
CAKE,pool1kvd03hq8kp0hnxq9lq598a5amrvauj9m386rwx7ydawvjdskwnh,2468049.940589,500.0,104715.694671,170.0,0.0,3.232081778961703
RUMOR,pool1c30lqt59t8sjn5lg04r5wk5eucxa5h9cj05xs9gzc8lngl4cmta,2456775.377904,25000.0,25923.492047,170.0,1.9,3.2173169607865684
TYGAR,pool1lrnyqdlrj97d0ju5j6d9xa8prw0xeyumfd53rz5wk3gf7czqzjz,2456344.443608,100000.0,116815.152284,340.0,1.0,3.2167526225764185
ALDIA,pool185ev4czpm5hc9xud25xlcz5lhpnl2jztqas6mgxujqke7j5mdzc,2423487.919051,1000.0,1340.732101,340.0,0.0,3.1737247354197495
SODM,pool18vj02k4taarxxsdr36jxftcc5x270vsysp078j0n3v0njh0dt9x,2419090.964588,1500.0,8404.689455,170.0,0.0,3.1679666200068195
WOOF,pool1cg559cdc25fkvs73umj6w5nxlwy3mpmj02xt7p4v69eqs5ncz9k,2368680.823971,185000.0,189740.203724,170.0,0.0,3.101951060806174
THANK,pool1w3xys99a8xmwcwse4tqpqmyqqzykryfc4w7cvvjusej0vnxdlrf,2364154.899928,0.0,3815.309043,2000.0,99.99,3.0960240508248225
KURIS,pool10q2fhzwe4f5k2llny65z5z2fuhrpk3x56fdc0782djdq58p9uee,2352293.093256,100.0,18918.440637,340.0,0.0,3.080490196108338
NEWMX,pool1gr7jlqk9kmhwuztdwcwf6nyr2teeq9r8h4y62ev0xrrvyvwly64,2346737.942515,10000.0,10000.0,340.0,5.0,3.0732153427133184
KRONO,pool1efxh54fk0dj5uu2e4eu08klxl5ys3saphv3kec33kw3xv8738sc,2338783.154825,5000.0,5046.688969,340.0,2.5,3.062797999074712
ADMON,pool1fkg3cr9en57ccsmnde20eevkaeu3elp0h4yyqk3udkkxzhl70ju,2328805.047962,1000.0,3808.9928,340.0,3.0,3.0497309792992784
ACT,pool10wfvyl284h0eyzjtwndh8kvu36lqvptusq4nxtv52pmazpyvfud,2321710.530872,120000.0,169553.366832,340.0,1.9900000000000002,3.040440219400129
PPTG1,pool1lu2luhmkyayq9njh848kfknn6evwzmn3gzsxar7z3sttg7grxcm,2306875.986844,0.0,702.892227,340.0,4.0,3.02101335989312
ALLEY,pool193rdch53x9c53rmftlqgzj22vmz6w8z8hhut2ckzd2zej45zpap,2293781.385312,10000.0,10186.716928,170.0,1.0,3.0038650752015066
BROCK,pool1phc0dedrry2jp2s2tqngcw87vzx3mychvm7qqe3470etzsf3ph7,2286099.296852,20000.0,20517.630109,170.0,0.0,2.993804850030369
PSPJ,pool1568zhphxsnj5mfszwgta5zlvulu67g8f4jn6d3xs2tvas8ffu76,2272951.612001,10000.0,11273.833364,20000.0,99.99,2.976587049067919
HRDIB,pool1lmzhzkdvkh67a8hjcexlhajkk8f7kz2tf35frjut6creqs2kedg,2267811.990457,500.0,36790.985148,340.0,100.0,2.9698563598424177
SHARE,pool1af7dmzgcyp9kc5lyrtrtpsce58l6j5cjvc8wavkwmzlr53ym50v,2261360.474696,50000.0,220500.172611,200.0,2.0,2.9614076545731733
SGEN,pool1gztqypddgmycs0fjat62k5f2kt4zjck4l4f2ffrsmagj2w8zkq3,2240141.7251,100000.0,228872.795001,340.0,1.0,2.933620237141411
WOLF,pool1qqqqx69ztfvd83rtafs3mk4lwanehrglmp2vwkjpaguecs2t4c2,2230851.008964,5000.0,5001.761955,340.0,2.4899999999999998,2.9214534029769834
HIVE,pool1mcvq2z34f9cfdmkd97famsh20ekqtndw246ny5e8ug3mxfdf4zq,2223666.431845,10000.0,264266.637553,170.0,1.0,2.9120447032525676
DGK,pool19rz6ve8nz6uvq97yspwh3fvt7w03dsjsnmft6du83hvtc324dus,2217449.888329,50000.0,50894.950126,340.0,5.0,2.903903710359453
SION,pool1qqq9tqyj69j9kygpxza3h82ynh8d0xlueucnu2yqum8nse8hj7y,2209009.027616,22222.0,52671.912887,170.0,2.5,2.89284982054119
ASTCH,pool1q2fh3cl6rx0wv5gry4qx5l4h65qpjf7x99xmq66nqj2fj5g6u9z,2195235.930686,5000.0,19290.625805,170.0,0.0,2.874812999285984
BIMI1,pool1ncg357pkgx29g6jrwunk94pwxe409ktxyrw8s0k66vwkc4qdgnu,2176081.573417,25000.0,105309.402473,340.0,1.0,2.849729046121696
OBI,pool19v4jgpxxl72eaq8pefctatvts3gkhtyzd8nwvzskkm3mkdv2tpy,2172913.195015,1000.0,10073.524504,340.0,2.0,2.845579835875361
TESLA,pool1gu33fszp9ek0w9fkdt2xpnp4vznvvv2vhktc0dypa8fr53lc9pc,2166312.301017,200001.0,267465.294157,170.0,1.0,2.8369355094924424
APP,pool1rj6apcqxcvavaxp22f75zs9upphena7ntsnut2efvq98g4404up,2147542.616017,10000.0,20353.219545,930.0,1.0,2.8123553112202497
PEPE,pool1n4fq4gw6snzqjep3pylj8dc6aaa4xgn78gl58k360dqdw6a58g8,2142169.947212,42000.0,163679.504431,340.0,3.6900000000000004,2.8053194305180575
,pool1xc6la5z92seku86c4rdnuvxjdc3fh8pdtanlgxdy99cxjrkhzkd,2139714.884124,50000.0,50098.49646,340.0,20.0,2.8021043559191083
IAMX,pool1p3chxyfv5cfk95hwq5zqjuljrpyk3uk5ua5alpn8rjgkkvvy8ne,2134535.419074,20000.0,20031.524167,340.0,99.0,2.7953214888719047
ADASC,pool104hlwrk98e6h07e05ywee3thn379ddmmfveje8d6cuvp54zcah6,2112939.751804,100000.0,448058.207212,340.0,0.0,2.767040471725538
ADACT,pool1y24nj4qdkg35nvvnfawukauggsxrxuy74876cplmxsee29w5axc,2092050.243105,130000.0,148251.424724,170.0,0.0,2.7396842179775334
SUMN,pool1m3gg43uhtetn4hmw79u8836dyq8qe4cex8qnn6mks5egza7n6tp,2069293.426739,1000.0,3092.088853,340.0,1.9900000000000002,2.7098825959300585
,pool1n7s5kpymwd0zsld8q23tpf7z5esjaqwmnnzzssee5630zpx5ww0,2063663.991259,133000.0,149422.857741,170.0,0.0,2.7025104615410735
CSK,pool175gxtzacpcm90adjpvlhjmfpj4ft2a3zuqsgm558hf3q7ra2vf9,2063200.437837,10.0,2978.406261,340.0,1.0,2.701903406333567
307,pool190a9js7lk9lvmrngre7w268z9tz9xs9yz77audvw8ag4jerfdhx,2049300.327524,100000.0,122406.763802,340.0,3.0,2.683700252284957
RX78,pool18heqrjtge2emf2hes4mdxkr76y99zztkqk4qtjr9dul0vuur0yu,2047977.70211,10000.0,93864.806831,170.0,0.0,2.681968182997914
1PCT3,pool1dww6s8stvm7dl2n8740s3v5rnxmsuqcl8jcnu64g7cds5w29pft,2046292.257951,50000.0,56482.72175,340.0,1.0,2.679760977517112
ZAM,pool1ch3k0e07dhqwum847sa02cyecrp000a6egdx89fz5rza230jhlp,2041152.756936,5000.0,5888.901977,170.0,0.0,2.673030446132657
,pool12dcwy586prq83qggtfvaxwdpys9dw4sl2yahrdjyjxsqzcq84rk,1992556.817712,10000.0,30058.631929,170.0,0.0,2.6093907088994888
,pool1k2cj852umvq5f527x9u7p58mnletdzx29gr4e4npv4nc6m3hch9,1985108.320884,125000.0,159681.973369,340.0,0.0,2.5996363880964473
RADAR,pool1l54qvzlg2jfalkcram9kxsa8vcmgy0fz845q5gptjq8k20kzg2r,1976730.176248,100000.0,124247.278584,340.0,1.0,2.5886646293106184
ROMER,pool1030vz0wxheg0dvarr8hmeavelpszmp52qucs68c7wc9uga6n6e4,1973640.274981,50000.0,85453.836399,340.0,1.0,2.5846181902902323
AAATO,pool1jmx55w5ydjkn4xd58gmr9xgt5t46ngs48aek779t92e7zcqfw97,1961699.706207,20000.0,94848.132607,340.0,1.0,2.5689811911638394
MKM,pool1gq07hfmull6etsr23l36cvwgfkym6jqn4q2dz5vz4y446yat70t,1941746.450507,0.0,0.0,340.0,100.0,2.542851025352226
SAGAN,pool18p7p752cjnf9z8g70ygkre5cstwmgfatzuqm0tm3n2xf739j8k8,1930696.871624,45000.0,54812.856807,170.0,0.0,2.5283808389975597
TGEM,pool1tc6cy0cqknsm49cvsz0mksajfvlmh3vvcp8ngtmspycgx932w6g,1930416.61006,1000.0,8429.445478,170.0,0.0,2.5280138171316526
POA,pool1dqlgn7smehsnj5ztz8almy2036lfhrdjv79nmg9tmje0zzt620h,1911420.450779,10000.0,10015.643313,340.0,0.0,2.5031370351538444
TOPO⚡,pool1nhd907krga9dh69kf0jg4tl0764rravepy337gptvsknxyyx94k,1885752.488549,95000.0,99037.509267,170.0,1.0,2.4695230666265866
TCSP1,pool1j3kzujz0m07detlksr26sx7smft8xn280695zgu60zjhge9566f,1862630.913455,2000.0,8078.964273,290.0,100.0,2.4392437678436867
LABO,pool15zn2lqq4849ujttuthaycpamnyr8ae9k2pn2fkrlfzzsx4ek0tc,1846863.163419,10000.0,12373.659823,335.0,0.0,2.4185948106453505
