Analysis based on performance in epochs 548 to 583 (36 epochs).
Current stake is measured at the end of epoch 583.

================================================================================================================================================================
                                               Comprehensive Report on All Non-Retired Pools by Viability Status                                                
================================================================================================================================================================
+------+----------+----------------------------------------------------------+-----------------------+------------------+----------------+------------------+-------------------+----------------+
|    # | Ticker   | Pool ID                                                  |   Current Stake (ADA) | Status           |   Signal Count |   Blocks (36 ep) |   Rewards** (36 ep) | Signals      |
| 2758 |          | pool1cax4yzzzsluaknn9y7wdxhvslzsr3shyrapmj0cw25csw20wzc5 |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2759 |          | pool1pnpdsl0cungyn362fgp0lk8wt34xh68fywljnvtq9dtkk2sd8qv |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2760 |          | pool1sgrrjyfj3ujzqrgtgrt5sd9nlvsztmxm32ax79tlu4ghy58ps7q |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2761 |          | pool19cfmy93acrj292lwhak0laxrlt88ndausl3fhdgq8pckxnxc6le |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2762 |          | pool1fn6rz40s843u3fwthk8eaqn6ath3z7wgfrhndskuzmslzxgtv50 |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2763 |          | pool1lelfqaufr7mmmdkaaqd8e78a762c6ddlrnkkaepkk70nyp7ku25 |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2764 | PULSE    | pool1c2hg4uh9x9lfljxsf5ufppwg72p3y5gu95zskmpvdmyf70w6g6v |                  0.00 | Inactive         |              3 |                0 |              0.00 | UP, ZB, NU     |
| 2765 |          | pool1w43rswva2e4hulr6ayxv4aaaf0fzvxjj5c8kv55xmm2auey5xvz |                  0.00 | Inactive         |              3 |                0 |              0.00 | ZB, NU, NG     |
| 2766 | ETO8     | pool1sskadl6p2w0ttfr60y2ssfzcmrnaty4wt68v5glzd3e5vwkh7z5 |                  0.00 | Inactive         |              2 |                0 |              0.00 | ZB, NU         |
| 2767 | 2R1C     | pool1e68hwymvfqxss0v29tgu95j0q8rv79z76l54wm4s0625klfq6y6 |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2768 | IOGP     | pool1tjaz8a62743k5tzdd8lyd0sgf2lcvtk09jsz9etvas82zdamc2q |                  0.00 | Inactive         |              3 |                0 |              0.00 | UP, ZB, NU     |
| 2769 | IOGP     | pool1v9gqa6n4em4aly7ew2trvhgrath4mrsp9tyc290l638nvqs5aej |                  0.00 | Inactive         |              3 |                0 |              0.00 | UP, ZB, NU     |
| 2770 | IOGP     | pool1e827fy8efd7n9zacdknhtr2n5rqmry5up05mqgqsjkmmzjmzrf3 |                  0.00 | Inactive         |              3 |                0 |              0.00 | UP, ZB, NU     |
| 2771 | IOGP     | pool1hfxjswx4wnpfmdad660hvzx4knjhf32uwgg6wgsnqp98x9zz927 |                  0.00 | Inactive         |              3 |                0 |              0.00 | UP, ZB, NU     |
| 2772 | IOGP     | pool1y9xftc4cq0svcv0gjdtusnvllrg5v5rn0d24g8r4m7tnsem6ve8 |                  0.00 | Inactive         |              3 |                0 |              0.00 | UP, ZB, NU     |
| 2773 | IOGP     | pool1kcw2kqj27qe7ntsz9fhvyvyvpf7prclwc5jq4cw0qydh7cygcek |                  0.00 | Inactive         |              3 |                0 |              0.00 | UP, ZB, NU     |
| 2774 | IOGP     | pool10pktmr26fpvrt77j7m5mchqlt0mjmmfvt7ruvdewkcpasp0nzkl |                  0.00 | Inactive         |              3 |                0 |              0.00 | UP, ZB, NU     |
| 2775 | IOGP     | pool1j0j39t2dfmkflfnvresds8vlfhwg75qwufa95u55nw376ky29r8 |                  0.00 | Inactive         |              3 |                0 |              0.00 | UP, ZB, NU     |
| 2776 | IOGP     | pool1szgruqm2dlhkh5qh7rft28xz9gkxj6rzfncsuquf3vm37k63kqv |                  0.00 | Inactive         |              3 |                0 |              0.00 | UP, ZB, NU     |
| 2777 | IOGP     | pool172fsazvg6zrpkj7c8wklsp7lrn5yxjvhru4enddvvfnyx343dyc |                  0.00 | Inactive         |              3 |                0 |              0.00 | UP, ZB, NU     |
| 2778 | IOGP     | pool1pmknsy9yqh06fpmduf8vzcvkzpllygjj8uzkjccgvewtq9uc53k |                  0.00 | Inactive         |              3 |                0 |              0.00 | UP, ZB, NU     |
| 2779 | IOGP     | pool1gctelcfktanxhqfjw88vjp9v0ayumd6lr3re38pjw3kvvc8tanq |                  0.00 | Inactive         |              3 |                0 |              0.00 | UP, ZB, NU     |
| 2780 | IOGP     | pool1t5zgwakxfmqxgu7l65fk45u33frlqrvgsvzn7demdy0ejgrhq9a |                  0.00 | Inactive         |              3 |                0 |              0.00 | UP, ZB, NU     |
| 2781 | IOGP     | pool1q3snnww4ggayr8hd6gd83ypx982yhwlhywlcew7yxq46jzyst2g |                  0.00 | Inactive         |              3 |                0 |              0.00 | UP, ZB, NU     |
| 2782 | IOGP     | pool1kp0wl7kxn0zt5xtmld72s98rv6ejpufvl39qk26h99nqshmkmge |                  0.00 | Inactive         |              3 |                0 |              0.00 | UP, ZB, NU     |
| 2783 | IOGP     | pool1v8lgn85mfvj0hhslfjz2u0nut43ahkhuzhfcm5aexjkewn8krle |                  0.00 | Inactive         |              3 |                0 |              0.00 | UP, ZB, NU     |
| 2784 | IOGP     | pool19r4ef6n0xkw3pvztuwd44ymrzrkylyralnf5rudnc7hnvvddyqz |                  0.00 | Inactive         |              3 |                0 |              0.00 | UP, ZB, NU     |
| 2785 | IOGP     | pool1ge06eu8lvdj6jakxw8zuwj3yxtpmeek8j8rgwqfshj7vg390fj0 |                  0.00 | Inactive         |              3 |                0 |              0.00 | UP, ZB, NU     |
| 2786 | IOGP     | pool1867sv2tgcq2cjmyhqgsfveekmsy5zksld69zhgrlkluukfydq29 |                  0.00 | Inactive         |              3 |                0 |              0.00 | UP, ZB, NU     |
| 2787 | IOGP     | pool1sr82s7yvwwsy6q0geveawrglt8ss39jhsfz7d0p4a5y6kk30mdd |                  0.00 | Inactive         |              3 |                0 |              0.00 | UP, ZB, NU     |
| 2788 | IOGP     | pool18w4dzpe8wtkx29scf74qmshrf58xg760mcxu5p7s0azxufwwgec |                  0.00 | Inactive         |              3 |                0 |              0.00 | UP, ZB, NU     |
| 2789 | IOGP     | pool1ygamv2t9lw03khcxpe75rjd4p8lnn36hux3deeg3hrc3jwrx43z |                  0.00 | Inactive         |              3 |                0 |              0.00 | UP, ZB, NU     |
| 2790 | IOGP     | pool1cx8njhvw34weqykla5fz38ngt3dr4d0ltv0srqjqa8ugzap937l |                  0.00 | Inactive         |              3 |                0 |              0.00 | UP, ZB, NU     |
| 2791 |          | pool1thgpezwt4pvqhklhysnxrrclp0mfy2tg4qesxg8s5f7jg7802y0 |                  0.00 | Inactive         |              3 |                0 |              0.00 | ZB, NU, NG     |
| 2792 |          | pool1e2msrpcpa74t637jwtu37paxarq2da2tm2ttwg7fh2auc5vcl39 |                  0.00 | Inactive         |              3 |                0 |              0.00 | ZB, NU, NG     |
| 2793 |          | pool1d344pwef7yphfhjn097gy3kgemvl8ldkdad83cv42eusvj7kqsl |                  0.00 | Inactive         |              3 |                0 |              0.00 | ZB, NU, NG     |
| 2794 |          | pool1tseacydhjcj6hext49ehs9zc9lea83azc8t7k9rqqqq0w5xhcky |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2795 |          | pool1lc4yn2hew7nquk5gfc8k8cs6d7hee4a9hc2hauwj7dv759zzek0 |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2796 |          | pool1vdly044nj2r3vnghwq4s0z0uragd307wnsnsj4usdh3fu8jx6nt |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2797 |          | pool1kxfvv8e8u9crfgy3fp89hlchehutrjq9wv7hax7dxs3lsjuw9kc |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2798 |          | pool1t3xele4dr85qz797gv9n4gdcwtcmsv9wvn9jyavxhpc3qzu50fx |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2799 |          | pool19yzav2l45q4gcwa53mh9ga6pf5c45t75qtqu6usfzup27qk27j0 |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2800 |          | pool1hk58eyf4gtm54rx3nl7p236wtm2c68dmg2femcrqg9z6qeajcc9 |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2801 |          | pool1c5ntzp7mm3rgmyxugx96eecycjupu8v3mcq9wylzxjgsujrj98j |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2802 |          | pool16l2ku9crvvrcq9mvl9z2w7mc9x6t49ug3756xfrgqyvc2e5y6hl |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2803 | YGEN     | pool15xy7ljyr733vtpvh65mpaq0lt5u9jqsr6u8urmjq7rxh6ne904c |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2804 | IOGP     | pool1x5ge78ks6jc0j8nsfwyqqhk2ukxlkvz7zxlm9utgk6405hh490n |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2805 |          | pool19gspsgyjq9hdkm9crrr7n00fn5p62udpcujw5mjv86u0xua9yxr |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2806 |          | pool16wk6a0rmwplcv9wm6x8cyv6e77ey7zgluzne5jzqdqmfq52s69q |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2807 |          | pool1u6r6439cne2ymaa2sn98c4l8wqkgcsg6pj3wr523j92f6744qcu |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2808 |          | pool1fspfv7z8l8755une5vt8drk7aufenxlucnl0p09sy8vxjw5kz3y |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2809 |          | pool17m6ue6rcq7fmvxpvr22s9umscgzlw7fuy9ywrkzr2trncnj5nx9 |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2810 |          | pool10nug2zc80t6tz64awqr0362kfsh6yvje6xz2a6appzhzwe25nc5 |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2811 |          | pool1cpqzd83axxlqxkeyuauwsmyqwud4jekjjvfmr0mp0mrrsnz3dng |                  0.00 | Inactive         |              3 |                0 |              0.00 | ZB, NU, NG     |
| 2812 |          | pool10h9j9hazmtszyfyty7e6vj3usr6v0jdzvraqcxxs27rtqp7hsgc |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2813 |          | pool198wj6nckft025tvkthdpamw6xxwdftactw34fag60d2xxa2qz7y |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2814 | WOOK     | pool1dnszy9spu7m4u9s8jqh95myuqapujwcju593eqczgl56khllyuc |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2815 |          | pool1vpav6vlznpwzrr82nvq7jenfxk4mwqk9jju9yx03dryqcg9sqnn |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2816 |          | pool139ds596tpxew8mhvu77p4mk42ed25d62ah2ucwlwemn6xltj4ws |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2817 |          | pool1l5a4689wchd3vrdzck70ysdcn5d390um6ge4x4rzx79vzmgwvf0 |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2818 | MOON     | pool1uc4hd4qe0uf9dl9ajjxxyclvn6cxhhctfmzy82lsppwfq6a9hvd |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2819 |          | pool1nyq3fcx438ydyprzfnpg8y8nkekmjqe2gp3mh04e9hv22ljaavj |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2820 |          | pool1ph3u549evvr8626xav25vk3sgcwa9llhvcp65q0m0gvz6q2klz3 |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2821 |          | pool1hmgufw0zuwtf5h4nudugkvu9qgk8zefrz70tv4ng4vhq5frzeuf |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2822 |          | pool140d97glhjr5nws8cdhn70h4nk35vmmmvqe3zwg43t4caxt0m7wn |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2823 |          | pool1eesa3kdfavq33kd3f3ajwh4mg9sal76fp348en5u37435g4h4ca |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2824 | FAIL     | pool19c39hucr2p6ra4v6c5qwqt4zgc6ugchu7cs4yal7ndetsnrmzju |                  0.00 | Inactive         |              3 |                0 |              0.00 | ZB, NU, NG     |
| 2825 |          | pool19ccud9eawdghzqg8425g8upxqws9r64f35f3cvv3vpxdcl879cn |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2826 |          | pool18fwhlhyx6h2822gujjjnjntn2hsy5lr0exvcf526t3wdkxhryj0 |                  0.00 | Inactive         |              3 |                0 |              0.00 | ZB, NU, NG     |
| 2827 |          | pool16qsddpnjv5msjp62lxam4erurckks98t2e6k7tuqw5e4u5xcmc5 |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2828 |          | pool16rq0nmr3pr202a7dcf9507gy5u3sh9j6dw8jjwp3dg4qc6cqj0f |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2829 |          | pool1kqrsr700m267q9tz4pw4rjeg69nkahk5wuy3kkw479y56fqfy9t |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2830 | VELC     | pool1t490d5nsl9v354mrppk4j8hla4n60gxjn206jfaxh4jts93tqpp |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2831 | STKHB    | pool1tk3x77en700tk4w47xm8vzr0p490m29q6dknt77pakdyc4qmw65 |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2832 | SDG1     | pool1t69ww3neaf5z5jy3a3fjuw2drz50sw593u6gp00kq5fqz3n58h4 |                  0.00 | Inactive         |              3 |                0 |              0.00 | ZB, NU, NG     |
| 2833 |          | pool1j2g7nwksj60fszcz6pxsf2hyzny9ch673en08xjlx05jwxeh2uz |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2834 |          | pool12pupdkq80hxxcje94kjgc75x9vsqsgaz65upnmx7k7zmvc3rpd5 |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2835 |          | pool1nuhdrn8v7jrqpqtyrjhqqd2jtjff2pks6sz7qfsurp96vqdswz5 |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2836 |          | pool15wpcswzd758g6ym0g4x3mx6y6hm3acvx2d0uq3y3z6xnj0eajkg |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2837 |          | pool1l0myzl403h70d26pvwmn5fszlwuyf4y9wltlc6unt706zlqx3zc |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2838 | HOOAH    | pool1md2zw92j6ye2m2dl34x6pvp8phdpjcknay72tzrz4vcq523druq |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2839 |          | pool1nad4u2vhlwpjd2f52dpgf5rh36ntvdsm38mxmztndtmcscpy82u |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2840 |          | pool1e5dxsm5ckaq0k9fg9hkclcrdj740757w4tqf9sk35wt22swypdu |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2841 |          | pool1fqnluegrkns2jj49vgvn8vvn5u8y4m2m3xptx4wngvf4cnwa2fk |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2842 |          | pool1renn86d9mty7jdq2qy32xk9lyl0lydcqx337e4504fzvvcye532 |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2843 | LFG      | pool1mayjfth7yz6mpd4hhtcwl974ut8hld8hls2f07rrdul3ypqt9rm |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2844 | BRO      | pool1vekz9v9ntugs7g3flpg2q3au8tp7205zsyl9kh03g72s7rz5hvm |                  0.00 | Inactive         |              4 |                0 |              0.00 | UP, ZB, NU, NG |
| 2845 | OBI      | pool1p8cgpwp63e08jsckma4y83x4ehc3ynt0tuameh99hmreg0hf7mx |                  0.00 | Inactive         |              3 |                0 |              0.00 | ZB, NU, NG     |
